Q96EZ8 Q9H1A7
P05091 Q8N769
Q96LB4 P21549
P48052 Q9Y5U9
Q6P4A7 O95267
P48556 P43351
Q7Z4B0 Q8NC54
Q9NVD7 Q9NS91
P22612 Q9Y3A6
Q6XE38 Q13247
Q93088 Q8NFU3
Q7RTY1 Q9Y3C6
Q9GZT4 P81133
F2Z3F1 P32856
Q13555 Q9NTI7
P26715 Q9H6A0
P0DPB3 O15160
P02689 Q9NS62
Q01780 Q96DX7
Q96C86 P40394
Q9NVH0 Q6ZSK4
Q9NZK5 P53567
A8MT82 O60478
P07205 Q99643
P0DKB6 P43378
P30740 Q9Y6E0
Q0D2J5 P21695
Q14393 P16260
Q96G74 P78329
A6NNV3 Q969Q5
Q6ZRY4 P59044
P48668 Q9H816
P45880 P57086
Q9HAB8 Q9BTE3
Q7RTU7 O95858
Q8IYV9 P51572
P49715 Q8N142
Q02535 P61266
Q6UXK2 P13051
Q8NFH4 Q8N5S9
P57076 Q00887
O43597 Q9UBC1
Q9NXH3 Q16394
Q9UQ88 Q8NB15
S4R3P1 Q8N4P2
Q8N8V2 P61812
Q6ZS62 O15232
Q5T0N5 Q9UH92
O75558 P61626
P11308 P34982
O14494 O43592
Q9NQP4 O43290
Q8N9F8 Q08257
Q96IG2 Q9BTY2
Q9P0W2 P14653
P04222 O95279
Q86XR2 Q8WW01
Q8IZS7 Q8IYS5
Q96N20 Q9H0Q3
O60870 O75159
Q8NEW7 Q02878
Q86UD5 Q6GPH4
Q6ZUU3 O00321
Q15750 Q15406
Q96G21 Q92482
P0CG12 Q9BY44
Q3LI73 Q9BUL5
Q8NDY8 Q8IUX8
Q92890 O94907
P09238 Q9H0W8
O75426 Q8N6D5
P0CJ89 Q8N8Y5
Q06520 Q02928
P49917 P04553
Q14847 P20248
P25685 P80162
Q9NYT0 Q96QI5
P04808 A6NGD5
Q6DKJ4 Q9NY93
O43435 Q9BZJ7
P15882 Q9H8H3
Q9H4A9 P09382
P07320 Q8IYI8
Q9Y3C1 Q96EX1
Q96DL1 P25788
E9PQ53 Q63HQ0
A6PVL3 Q86UW8
Q76N32 Q13530
Q8WTU0 Q9BRD0
P30508 Q8IZ69
Q96PU8 O95067
Q8WZA6 Q12906
Q9BXP5 Q969H8
O95470 O43463
P30711 P15863
Q6ZR54 Q06730
P31350 P51589
Q6ZS94 P26439
P05783 P53609
P13985 P16278
P37840 Q8NFJ6
Q9NX31 A6NCN8
Q9P255 P22695
P07766 P52434
Q15392 P0DJD4
Q8WWV6 Q02153
Q03989 Q75MW2
Q15831 Q5TC84
Q92506 P25713
Q6IFG1 Q8N3S3
Q9UQF2 Q3ZCQ8
P43007 A0A087WSX0
O95169 P62745
O76042 A0PJZ0
P0C7W0 Q9UBX3
Q96BD8 Q9UFG5
O76001 O75436
P15514 Q03721
Q9Y330 Q9NQH7
Q969H9 Q8NDC0
Q9BYQ8 A0A075B6I1
P07498 Q5XKR9
Q6ZP29 F8WFD2
Q9UIV8 P30740
Q6UWW9 Q7Z692
Q8IV04 P55735
P15289 Q9Y5Y5
P21741 P11308
P10914 P0C870
Q9BWP8 Q5H9R7
Q9UEW8 Q14140
Q9H3V2 Q92973
O15342 P51508
Q86WB0 Q9Y6R0
Q58G82 Q8NH56
Q8WW36 Q9NY30
P46977 P20645
Q9HCL3 C9JQI7
Q8N0U8 O14863
A1YPR0 P49458
Q8WY64 Q5T9L3
O15530 Q9NXK6
Q8N9B4 Q9NRJ1
P61158 P0C623
Q0P651 Q15109
C9JE40 Q5JTW2
Q96E14 Q8WUW1
Q14103 Q8NH02
Q13283 Q96A19
Q9Y258 Q13503
Q8TE67 O94842
Q15831 Q9UBD3
Q8NH05 A6NJ78
Q5YKI7 O14817
A8MVW5 Q86SG4
Q4AE62 Q494R0
Q9H8G2 Q99944
Q6IF99 O60684
O95229 Q9Y235
Q9HCC8 Q6PI47
Q86TL0 P25942
Q9NQF3 Q8N4P3
Q9BWQ6 Q9HAP2
Q9BQA9 Q9NQZ5
Q8NGT5 A6NCL7
Q86TX2 P54252
Q7Z5Q1 Q9BYC2
P20827 A1L162
Q8IVM7 Q9BQ49
Q9UJ94 Q5VYS4
Q0VAA5 Q96P63
O60260 P63129
Q96A73 O96006
Q9Y3T6 Q6UXB2
Q6SA08 O96020
Q9H3H3 Q9NP92
Q8TCT6 Q5TGZ0
Q4V321 Q96JJ3
Q969S3 P51793
Q16557 O75438
Q96DB9 Q969N2
O75800 Q9Y5E2
Q96D15 Q86TJ5
Q6UWN8 Q9NWK9
Q9H777 Q969H4
Q15329 Q12952
Q8N807 P30837
Q15814 Q8IVU1
Q02809 Q9Y3B1
Q96GX2 P0DOX4
O14810 Q9BQ13
P04003 P02042
Q96KN9 Q3B726
Q16572 Q8IVK1
Q53ET0 Q4KMZ1
O00622 O43809
P84022 Q9UHL0
Q6UW56 O75436
Q04609 P09067
A6NJG2 Q9Y6Q3
Q9H1K0 Q9BPU9
O96008 P0C7X0
Q9BQA9 Q9NSK7
Q92791 Q400G9
Q14500 Q9ULN7
A8K8V0 P20711
Q15785 Q6EIG7
Q17RA5 P13498
P18405 Q9P0U4
Q5R372 P02511
O00186 Q6P4F2
P57773 Q13155
P56179 P0CL84
P36406 P04908
Q9H354 Q10469
Q7Z7N9 P41225
Q8NCG5 Q9C037
O00757 O60384
Q08AF3 Q14002
Q8WTV1 P62851
Q8N414 Q8N9H6
Q9BS92 P23297
P43699 P41968
P11229 O15355
Q8IUN9 Q5JTV8
Q96AQ1 O75426
O15527 P49619
Q499Y3 Q9NRY7
P08294 Q92636
P20340 Q86XE3
Q9UBM4 A6NLE4
Q6P050 Q9NQ30
P14859 Q92481
Q8N9C0 A6NI79
Q8IVL6 Q6URK8
Q16670 E9PRG8
Q8NGI3 Q6R6M4
O75954 Q8NGS2
Q6GTX8 Q96AY2
Q8IZJ0 Q96C86
Q8N135 P36382
Q9BRA2 Q70IA8
Q32M88 Q658T7
Q9BY31 P49223
O43173 Q16820
Q8NH92 Q9NSI8
Q15526 Q8NFQ6
Q9UIJ5 Q96IQ9
Q6UX52 Q8NH01
O75069 C9JR72
Q9NQG1 P42166
P42081 P30499
Q9Y673 D6R901
P01229 Q92982
P47893 Q9H3Q3
A6NI72 Q96JM7
Q99457 Q96M94
Q15777 Q6IF36
Q6P2M8 P01857
Q5VWJ9 Q96RI8
Q6S5H4 Q8N1B3
O00273 Q9C019
Q9P126 Q96MC9
Q9NQC8 O95292
O95872 P06340
Q96BQ1 Q9BYJ1
A6NFD8 Q04864
P49639 Q13907
Q96DZ5 Q9BPZ7
Q9NS61 P08631
Q9H4B8 Q02809
Q8N9L7 P47804
P0C851 Q96EP5
P18124 Q9P0J1
Q8TCJ0 A4D2G3
O75444 P12644
Q8NGI6 P68543
Q8WUB8 Q9NPA8
P30046 P60059
Q96ME7 Q8TBG9
Q8N831 Q8N7P7
Q8IVM8 Q86V59
P57679 F2Z3F1
Q96CK0 Q8TCP9
P07355 Q96LA8
Q99729 Q14582
P0C7U3 O43820
Q3MII6 Q8N5J4
Q5TA76 Q8N9V3
Q9Y6W5 Q9NZB8
Q15835 P0CJ90
Q96NY8 O14931
Q8N998 Q99470
P24592 Q9NP84
Q86Z20 Q8N1L4
Q07699 Q7Z2K6
P42677 P53567
P09564 Q9HB75
P60228 Q5TBC7
Q15019 Q6ZVN8
A0A0C4DH42 A4GXA9
A6NHT5 Q9BR61
P0C628 Q8N5U1
P04271 Q9H3T2
P16989 O94907
P24666 P87889
Q8N6F7 Q8NB16
Q8TEJ3 Q8IY42
P0CW19 Q8WWF8
P0C7P0 Q7L7L0
Q9UBK5 A6PVS8
Q86WU2 O00488
P60842 A6NMZ5
Q9HAS0 Q6UXH0
Q15583 Q9HAB8
Q8NBD8 Q96KN2
Q96FN4 P33763
Q5BJH2 P02778
Q7Z2X4 Q9H320
Q8NAP8 Q9NRR1
P09544 P05937
Q8N966 Q8WV41
P49223 Q8TDF6
Q9BQ08 Q5T6X4
Q9H2C5 Q9NVX0
Q96NA2 Q96QR8
P57775 O14544
Q15915 Q96N38
Q9HAC8 O60224
Q56A73 P52798
O95677 Q0VAQ4
Q9NYW8 P20749
Q86UQ0 Q9H4K1
Q96MF4 O96018
Q9XRX5 Q9BX51
Q8NGE8 Q5TA45
O95025 E7EML9
A6NIK2 Q13422
P46926 O95897
P04279 P13646
Q96P16 Q9HCN8
Q8N4S7 O76081
P26715 P61566
Q9UBT3 Q86WA9
Q96PG1 Q5TBB1
Q96I27 P47881
Q8WXK3 Q7L5A8
P50749 Q5T5A4
Q8NEE0 P52747
P62195 Q9H3M0
Q08379 G3V211
O75925 Q9H2V7
O95182 Q9Y5Y4
Q7Z3Y7 Q14019
A2RUQ5 Q86YW5
Q9BQ31 Q9NP50
O75711 A6NJV1
P04003 Q9UN86
Q7RTV3 Q9BWC9
Q96EK6 Q9NTU7
Q7L1T6 Q8NGD4
Q6KF10 Q8TBB5
P48764 O94760
P32245 Q5VTQ0
Q9NV64 A8K830
O75937 O43653
Q9BZ68 E9PQR5
A8MWA6 O95925
Q8N954 Q92947
Q04609 Q9ULR0
Q9H1Y3 Q9NQR1
P15170 P05165
Q9NNZ6 Q969H0
Q8NGC9 Q8N427
P28066 Q9H8W2
P83859 Q15691
Q96IK1 Q9BQE9
Q12836 Q99999
P15531 Q96IZ6
Q86SQ7 Q8IX19
Q8IY22 Q71UI9
Q8N7Q3 P24534
Q9BQI4 Q5JRV8
Q8TDF6 P49223
Q9NSE7 A5D8T8
P11234 Q6ZNI0
Q9GZM8 Q9BXI2
Q96JD6 E5RIL1
Q9BQY9 P62913
Q8IU85 P52788
P35414 Q9Y2R4
Q9NPI7 O95872
Q16690 Q96F83
Q14CW9 P23381
Q13637 Q8TDD5
P60008 Q67FW5
Q9UBD0 Q96CD0
Q9UL19 P04746
Q9UGV2 A6NF83
Q96AH0 A6NMA1
P58181 P61586
Q8TDG2 Q96H79
Q9BYN8 B2RPK0
Q9UQN3 Q53ET0
Q8TDF5 Q9Y328
P41586 P37058
Q9NZ38 P51948
Q8WUT4 Q96HR3
Q96NS8 P17024
P49146 O60563
Q8NGG2 Q9P0J6
P43365 Q9HBI6
Q5J8M3 O14512
Q5W0B7 P19526
Q9BYC9 P48039
Q8N8R7 Q86Y22
Q7Z4L0 Q8NFJ8
A1L170 Q8TDR0
P03956 Q56P03
Q07021 Q17RY6
P62995 Q9NPC2
O75575 Q9NXZ2
P05362 O95447
Q9H611 P05538
Q9NR45 Q8N3R9
P09341 O00267
Q9BYQ7 P07339
Q9NQ40 O00167
Q9UJX2 P24468
O60684 A6NJI9
Q9BWJ2 Q6P9G0
P61952 Q14596
Q9Y243 Q8TD06
Q7Z7N9 Q8TF74
Q8N442 Q5F1R6
Q8IXQ3 O75348
A6NGD5 Q9H161
P0DKB6 P52434
Q6YN16 Q3C1V1
O60404 B2RBV5
Q5VWM3 Q9NRR2
Q8NBF2 P55347
P63252 Q96DD7
P46734 Q8NFJ8
Q9UQN3 Q0VAA2
Q5T7N3 P57086
Q14257 Q6UXP7
Q09160 Q9NQ48
Q9NYW8 B8ZZ34
P59020 Q02833
P62945 P10632
Q8WYK2 P69208
O00244 Q8NBR6
Q8NA92 Q13113
B2RUY7 Q7Z3C6
P37837 Q6U949
Q8NAQ8 Q05048
Q05048 Q9BUM1
P19623 Q9BXR5
P31249 P48509
Q8NGS5 P22674
P07360 Q8IUQ4
Q15049 Q9H3D4
O95881 Q01459
Q86VG3 P0C5Y9
Q13956 Q96P56
Q86WK6 Q9NX78
Q9ULW3 O15553
P01817 P15509
Q8N9X5 Q5TYM5
A0A0G2JMI3 O75794
Q6JVE6 Q9NTK5
P51508 Q9Y5X2
O75131 P25089
Q86VW2 Q9Y2D2
Q8IX15 Q9UQ80
O95399 Q92806
O95800 O43822
Q5SZI1 Q6ZV50
O95470 Q9UIV8
Q96JL9 Q8WW32
Q14703 P04118
Q92772 Q9H9C1
Q8TE68 P47211
Q8N7H5 Q9UEE9
Q8ND76 P62952
Q9UL59 P14678
Q8NG78 O00626
Q9UBL3 Q96DZ5
Q7L5Y9 Q13488
Q8WUF5 P17568
Q6QNY1 Q8NEP3
B0YJ81 Q86X02
Q8WVV9 Q69YL0
P02008 P43155
Q8IU54 Q6P093
P42773 Q5TEJ8
Q8TAB5 P15529
P63208 Q13564
Q96I51 Q8NGP4
Q5T7R7 P13760
Q9H2V7 O75925
Q8IXS2 P27707
B1AJZ1 Q15436
Q969M2 Q13133
Q9BR26 Q8NFF2
Q8NI22 Q9Y6J9
A6NNA5 Q96BQ1
P11684 P14316
Q6NW40 P34972
Q9BRU2 Q96JX3
Q96S90 Q7Z7H3
O00566 P47893
Q8NFH4 Q9Y5U5
Q6ZUL3 Q96PQ1
P48448 P19440
Q9Y225 Q92629
Q92876 P14679
Q8IUY3 Q6UXL0
Q9NUQ9 Q8IZP6
Q9NY87 Q9UKQ9
O14960 Q9H0U9
Q70EL2 Q9NRD5
Q92535 P47869
P81133 Q9GZT4
P60329 O15270
Q5SY85 Q9NNZ6
P04839 P39687
P61566 P10909
Q9NWX5 Q9NP59
Q6ZNB6 Q15506
Q969R8 Q8IU81
Q96K31 Q8N336
P20827 Q5T0L3
Q14451 Q9HD47
Q9BVK6 Q8TE54
Q9H1D9 Q6P9G0
Q2M2D7 Q504U0
Q53QV2 Q6ZUT3
P02654 Q9BSW2
P47813 A8MT33
P08559 Q2MJR0
P62263 Q8N9B8
P30419 Q9H1D9
P08319 Q6PIL6
H3BQJ8 Q96NC0
Q15036 P05093
Q14773 Q6W3E5
Q5TA76 Q9NRG7
Q93079 Q7L3V2
P61565 Q6ZRT6
P59044 Q15024
Q96SJ8 Q9NX76
Q9NRZ7 Q13241
Q9NUS5 Q96RU8
O15297 P12694
Q8NA23 P16871
Q8NEK8 Q13239
Q8N7S2 O95750
Q6V9R5 O76087
P22695 O75508
O60477 Q6IB77
Q8N8Q1 Q6UXN7
P55000 A8MPS7
P30793 A6NFC9
P23975 Q3C1V1
Q9UDV6 Q9Y330
O76076 Q9BZE4
P04156 P01034
P04839 Q8IW00
Q9NP90 Q9NQ03
Q8IYE0 Q96CG8
Q5VYS4 O00231
Q5BKY9 A0A087WSY4
Q9BQ89 Q9H0R8
O14561 Q6P5Z2
Q9H4E7 O95755
Q14012 Q9HBL8
Q9BVI0 P59646
P49721 Q9Y5E5
P01782 Q9BZF2
Q9Y2A9 Q9NPA8
Q4VX76 P19404
Q96A54 P31268
P53350 Q96QD8
Q8NGY2 Q9H2F3
Q8WUK0 Q16763
Q658N2 Q6ZV70
Q9H9P2 Q01415
P03905 O60412
Q99541 Q8NGD0
O75409 Q96K80
Q8IXP5 O15444
Q6P499 O94830
P10301 Q96GY3
P62820 P27540
Q96T92 P30460
Q9P0U4 Q6NVY1
Q8NB59 P16410
Q6GPI1 Q8NEG4
Q13478 Q96QE2
P27694 P56705
P17020 P51589
Q6ZMJ2 Q14392
P0C6A0 Q96NY7
Q9NY87 Q92934
Q5VXH5 Q96R67
P35237 Q9BSH5
A0MZ66 Q01892
Q15051 Q9Y575
Q96R47 Q9H5F2
Q15459 Q96BH3
Q9NRW1 Q8N769
Q86V42 C9JR72
Q9BR11 Q96DT0
O15127 Q9H0K6
Q9NPI9 Q9P1U1
Q8IXM6 P15173
P07988 Q86VP1
Q9BT40 Q9P0L2
P56597 Q9NWB7
Q5TYX0 O00110
Q9Y2L1 P62875
Q6PID8 Q9H972
Q9UHQ1 P29033
Q8IVP5 Q13510
P20823 P30038
Q9Y5A9 Q9NRB3
Q9HB15 Q9UI43
Q9Y639 Q96A57
O15130 P61326
Q6VUC0 Q6P435
P37837 Q13112
Q15131 Q7Z601
Q8NBR6 O00244
Q8TCW9 A6NEV1
Q92556 P02792
P62241 Q9Y5H4
Q9NQG7 Q9BUM1
P43116 Q9BRP4
P14209 Q9H158
Q9Y676 P38646
O00270 Q9Y2R2
Q9NR45 Q9UBE8
O94817 P31941
Q7L1T6 Q9H0C5
Q8N6Q3 Q9BTM1
Q9NSY0 Q9Y4P8
Q5JUK9 Q5GLZ8
P57073 O75439
Q86V85 P31689
Q8N8U9 P24347
Q9BVK2 Q9H354
Q16515 Q5JXC2
Q99426 Q9UIF7
Q9BZG2 P14138
Q1HG44 A8MSI8
A2RU48 O95156
Q8WXA9 Q13887
P21796 P26678
Q7L0R7 Q6PXP3
Q96NR7 Q9NRS4
Q96F25 Q8WUD4
P19022 Q8TE02
P0CL85 P35659
P12271 Q9NVR2
Q96T54 A6NDV4
Q99853 Q9BV68
O14512 P02741
Q13277 P21912
Q9UD57 P48169
Q7L211 Q6UW88
Q9BYG3 O95178
Q9UKA2 P13640
Q96ED9 Q99983
Q969P6 Q9NPC3
P19623 Q3BBV2
Q7L9B9 Q8IZT9
Q99714 Q8NDB6
O14744 P50406
Q5FWF6 Q6X4T0
Q9Y614 Q9NP72
Q8NEF3 P41968
Q86X53 Q14847
P54886 Q9BW30
Q9BQK8 Q6EEV4
Q8NGS6 Q6NSW5
Q9BZI1 Q6ZSV7
P37268 A6NJY4
Q9UHJ6 Q9NXS3
Q969W3 A6NCS4
Q8N695 Q8NGZ5
O75425 Q8NEP4
Q8NGE2 Q9ULK5
Q8NHX4 Q8TAG6
Q86W34 Q58FF7
P12838 P41597
Q8N945 Q502W7
Q9P1A2 Q6PJ61
A0PJX2 Q9BUZ4
Q9UGP5 Q9Y2R0
Q6ZVN8 Q9UN86
P48065 P48551
Q96LM1 P52655
A6NN06 P61579
P35080 P25208
Q8IWX7 Q7Z6W7
Q9BYM8 Q9H1M0
P11912 O95810
Q63HM9 O95833
P30520 Q8N7R7
P56545 O95072
Q6ZT83 Q6EEV4
Q9NQZ5 Q9BQA9
Q5TAP6 P05090
Q8WV60 P28698
Q8TAD8 Q9H7X7
Q13324 Q9NPI1
A0A0C4DH72 Q15599
Q9H5F2 O15205
P0CG36 P84090
Q71SY5 Q6ZWB6
A1XBS5 P31946
O15467 Q6ICL3
Q9BQ90 Q86TN4
Q8TAT5 Q9HD36
E9PKD4 Q8IWS0
Q86UW2 P30504
Q9BQF6 P00568
Q9C0K7 Q7Z6J6
Q9BUK6 O95297
P41159 Q96TA1
O00623 Q6PK04
Q8WWN9 P08218
Q8N7B9 P35716
Q8TF44 Q96I99
Q9BVC4 Q5VUD6
Q96H22 Q30154
P45985 Q92988
Q9HAY2 A8MPY1
A6NGN9 Q8IXQ9
P03979 P82933
Q17R55 O75541
P28300 O75838
Q8WTU0 Q08499
P55259 Q9UHJ6
Q6ZVK8 B1APH4
Q9H4E5 Q5VIR6
P45954 Q96ET8
Q96AT9 Q13505
Q9NTU7 Q9BY78
Q99542 Q6NXR0
Q9H8M2 O00186
O94967 Q8TAC1
Q8WXK1 Q9NZH0
Q99959 Q9H9J2
Q5H9E4 Q8N4Z0
Q8IZM0 Q9BRG2
Q9Y2A4 P31276
P00492 P34903
P0DJD4 Q8IXL6
Q8N8U2 O75951
Q14188 Q8N7U7
P02689 Q8IXL9
Q8WZA6 Q92830
P0C842 Q2M1V0
P17036 P55290
Q8NCH0 P24394
Q9ULN7 P80108
P51668 Q16663
P23942 Q9H6D8
P45877 Q8TE02
Q96BM9 Q6ULP2
Q9Y696 Q96GC5
Q8N8N0 Q9Y239
Q9BX40 Q14916
Q96LT6 Q96DA6
Q969W9 O15405
P48960 P0CJ74
P61019 Q96MA6
Q6UXV4 Q14680
Q14141 Q9BQA5
P07477 Q8TBZ5
P43121 Q9NWK9
Q5TFG8 Q14002
Q9Y5Z4 Q5JS13
P30825 P00326
Q9Y5F6 Q6RUI8
P87889 P24666
P43626 Q5T6L9
P24385 Q08648
P29536 Q9NP99
Q9BT49 Q01851
P32247 Q96B67
Q9NX76 Q9Y305
Q86TM6 P04439
Q9NSI8 Q9Y257
O75425 Q14197
Q9BRX2 Q8N3A8
O95393 Q9H0R5
Q9Y2T7 P62851
P21912 Q13277
P02750 O00591
Q9Y519 P62195
Q8NAE3 Q8N4W6
P08637 P24462
Q71SY5 Q9NX55
Q9NVM4 Q9BY76
P22103 Q96DZ7
Q96M20 P52926
Q8NGI7 P27815
P0DMV0 Q8N1C3
Q9BYD1 P41208
Q9HBL6 P08185
Q53FD0 Q8IU57
Q9BRS8 O14493
Q86U28 Q5T750
Q5TAB7 Q96HF1
Q13093 Q99871
Q9H981 Q96FA7
Q8N8S7 P09104
Q9BY42 P18887
Q9NVP2 Q9Y5H3
Q9Y2Q5 Q9H7X3
P80108 P54710
Q9P0N8 O95644
O75084 Q6U7Q0
P20774 O00445
O95136 O75715
Q8N474 Q9UK73
P61978 Q9H5X1
Q9UBL0 Q9NVT9
B2RUY7 Q5VSD8
Q0P670 Q9NV88
Q5TAB7 Q9BX97
Q9NRZ7 Q96RD0
Q5MJ68 Q8NEF9
Q8IZW8 Q9HAT1
Q9GZV3 P09923
P62913 Q99612
Q99518 Q8N239
O75355 Q86VZ2
Q6ZMI3 Q30KQ5
Q6ZQT0 P58876
Q00613 Q02108
P20248 Q14847
Q8NGN2 Q86YH6
Q8N883 Q9UEE9
O00743 Q9P0W8
O15217 Q1XH10
Q8N350 P0CG00
Q9BZI1 Q56VL3
Q96DD0 P27338
A5D8V6 Q8NFJ9
Q8N3S3 Q86UN2
Q8TF61 O75496
Q04826 Q969K7
Q9P2B7 Q9NP95
P0CG12 Q8NFJ9
Q5H9R4 P30504
Q9BXY8 Q8NFI4
Q8N5M4 Q8WTR8
Q96FN5 Q5MY95
P15735 Q9UKQ2
P15735 P61457
Q8N9W6 Q86V86
Q96AX2 P0C2S0
P20941 Q02080
Q9NRI5 Q9HC07
Q9NRF9 P02655
Q8NA72 Q8N0Z9
P55212 P0C5Y9
Q9H1Q7 Q9Y6E2
Q8NGK9 Q3SXY7
Q9UBM4 Q8N539
O75936 Q6P589
O95278 Q8N0X7
P35232 Q13015
Q8N814 Q96T83
Q9H892 O95445
P49767 P22794
Q96LY2 Q14209
Q8N126 Q9Y5K1
Q8N4J0 Q96GE4
B7Z6K7 O00421
Q8NCG5 Q5RIA9
Q5T230 Q8N5W9
P0DML3 Q14527
Q96NU1 Q53RY4
Q01459 O95881
Q15424 O60404
Q9BY77 Q8NH53
Q9BZS9 Q8NG11
Q9GZV7 Q96P26
Q9BYN8 Q9H6T0
Q7L622 Q8N112
Q5BJF2 Q86UF4
Q5UAW9 P42677
Q9Y673 P55895
Q96RU3 Q8N884
Q49MI3 P16662
P37837 Q8TF01
Q9BYQ0 Q6DHY5
P11712 Q580R0
Q8IWF9 A2RUH7
Q9H7X3 Q9Y2Q5
Q96BY9 Q16254
Q8NCQ7 P80162
P01817 Q9BXG8
Q6YP21 P28332
Q6E0U4 Q9Y2E6
Q8NCK3 P16442
Q9NXI6 P16442
Q15139 Q9HD36
Q9NUN5 P05090
Q93099 Q96J86
Q5BN46 Q8WXI4
Q7Z4G4 Q7Z4I7
Q8IUZ5 Q13043
P56937 Q8N6Y0
Q8NEG4 Q6GPI1
O95817 P12644
Q49SQ1 Q9HCQ7
P35408 Q9P2X0
P98182 P10645
Q9BQW3 P23025
O14683 Q6ZVE7
A0A075B6I1 Q9UIJ7
Q9Y243 Q3LI66
Q86TX2 Q96NS1
Q8NFH3 O75027
Q9BRK4 Q9BYT1
O95471 Q96FQ6
O75444 Q9NX95
O15403 O75529
Q8WVJ2 Q9UPC5
Q05823 P31371
Q16566 A6NFC5
Q9NUU7 Q14108
Q8N6T7 O43761
Q8WV93 P0C0S8
P47883 Q99766
P30101 P18463
P36959 A8K554
Q9H3U7 P27540
P51993 P13985
Q13137 P07948
Q99619 Q02223
A0A087WSY4 Q5BKY9
Q9UJX6 O15481
A0A0J9YX35 Q96G25
Q8N8J0 Q8N9N8
P63172 Q30KR1
Q9BWD3 P11597
Q92544 P0DP58
Q14162 Q9BQR3
Q9Y2S6 Q8WUM0
P36941 Q86YW0
A5D8T8 Q10587
Q86U70 Q8N3E9
P04035 Q4U2R6
Q2QD12 Q96KR4
O14817 P30793
Q15545 Q9HCE7
Q6NXP0 Q9NVA1
P30461 Q6B8I1
Q8N1N2 P13631
Q15742 A4QPH2
Q16890 Q6P3S1
Q96N87 Q30KP9
Q9GZV4 O43353
Q7Z5L7 O43708
Q9NQT4 Q8TED1
Q8TCB7 O14920
Q99525 A0A075B6Q5
Q6TFL4 Q8N5G0
Q15286 Q9H489
Q9P2X7 Q86TS9
P11926 Q8N0U6
O14893 Q8IV03
P08910 P19961
O94830 P29466
A6NL99 Q08623
P51170 P78406
P27694 Q8NG11
C9JFL3 Q12815
P12644 P30466
Q16695 P23759
P03979 Q969H8
P00736 Q8IYK2
Q5JRK9 P00915
P11678 Q92535
P45983 P85037
Q8IYN0 A6NEM1
P0DMW3 O00168
Q6ZRN7 Q9BW92
Q92599 Q4VX62
Q9HAA7 O60810
Q13445 P16278
Q8IWT6 Q9H4B0
A0A075B6I4 Q3LI67
Q30KQ4 Q13572
P41271 P0C7M6
Q9NXR1 Q9Y224
Q14515 O60397
O95473 P0CJ79
Q9UHI6 P63165
Q8IZS6 P49759
A6NER0 O14977
Q14695 P54886
Q8NGB8 Q8IV20
Q8N9P0 Q6DN03
Q8IY81 Q6UWN0
Q9UK17 Q99719
Q96BU1 Q15546
Q8N9H6 P12524
P51513 Q29865
Q7Z418 Q16186
Q96PB7 Q9Y6I0
Q9BR01 A6NHZ5
P22570 Q8NH85
Q9BWC9 Q16816
Q9ULX3 Q9UJW0
Q00325 Q9Y3C6
P41968 Q9ULN7
P17405 Q8WXB1
Q9BZE1 Q9UI08
Q86SH2 P58418
P23582 Q6IPM2
Q86U06 Q9BQI4
Q8WXS3 P12956
P47869 A6ND01
Q6PII3 Q08AF8
Q9NZC7 Q96GM1
O60671 Q9BXF9
Q8IVV7 Q12800
P17029 Q9Y282
Q5QJE6 Q5PT55
O15520 Q8NGM9
P57081 Q502W7
P04632 Q9GZN0
Q6JBY9 Q99819
P51843 O76000
P60014 O43913
Q8N6N7 Q96DG6
Q8WTQ1 P49221
P30954 Q92541
Q9UMR5 Q9H4H8
P15622 Q9HCT0
P24941 Q6ZV56
Q9Y5Y0 O14604
Q06323 P34896
Q8TAL5 Q14141
Q96DU9 O75431
Q99623 Q9UBM8
Q9BXY8 O60667
Q99418 Q9BSW2
Q02045 Q9BTD3
P35754 Q8NA61
Q13526 O75496
Q7Z4Y8 P0DJD7
A6NK44 Q93015
Q13740 P58418
P20396 P04035
P13236 Q8TE77
P05187 Q96EY8
Q9HB14 Q96E39
P61619 P42224
Q11128 Q16698
Q86Y46 P16671
Q14508 A8MQ11
Q96HV5 Q00978
O75900 Q8IWA0
Q9BQ48 Q8NGR8
A8MYB1 A6NLC5
Q14532 P50395
Q6PIY7 P0CK97
P31150 Q8N336
Q16670 Q01344
P42330 Q96JP5
B2RXF0 Q8WTQ7
P07478 Q9BRT2
F8WFD2 Q96M42
O15484 Q9Y243
P0DMU3 Q8IWF6
Q9Y5S8 Q96HE8
Q02241 O75293
C9JXX5 Q8WYP3
Q5VZR4 P56880
Q86YQ2 Q96RU7
Q9P2I0 Q8N4T8
Q9NWA0 Q76M96
P48169 P62714
P62807 P09619
Q5VV16 Q6ZNQ3
Q8IYJ2 Q6ZW13
Q9NUM3 P0CJ90
Q8N2A0 Q6ZSI9
Q8N7R7 P15880
Q7Z5M8 Q86TA1
Q7Z5A8 A2RRD8
Q00005 Q9UKQ9
Q8IXW0 Q9Y5Q0
P51991 P58753
Q9BWG6 Q8NGZ3
Q6IE38 Q969Q4
P20719 Q9Y580
P61081 Q8N2U0
Q99728 A0A0C4DH43
P53582 Q9Y2Y6
O75711 Q96RR1
Q9BRQ0 A0A0U1RR37
Q3I5F7 Q96LB9
Q9Y328 Q14952
Q99624 O43193
O14880 Q9BZR6
