P62258 Q9UKT5
P27797 Q03518
P04792 P63104
Q9NVL1 Q13077
Q8N1B4 Q9BQ89
O94868 Q8IZU0
P25800 Q08117
P15976 Q99750
Q8N6Y0 Q8N4L8
Q9UHC7 P38936
Q8IYX8 Q99750
Q13557 Q9Y3B7
Q8ND82 Q13185
O95429 Q9GZM7
Q15645 Q16773
Q9UIE0 O95273
P60409 Q9P0T4
Q99750 P23769
O76083 P49888
O43172 O43447
Q9UIH9 P52597
Q9BQI9 Q8WUI4
P49760 P49759
Q99750 Q96RU7
O75496 Q8IYE0
P40222 Q68CZ6
Q13064 Q9BSW2
Q8N9N8 Q8N7W2
Q99471 Q8TEW6
Q9H9V9 P62805
A1L4K1 Q8N8B7
P23511 Q13952
P25791 Q08379
Q86UT5 Q5W111
Q5T7P2 Q9BYQ3
Q04864 Q8N5M1
Q96QF0 O75865
Q9GZT8 Q96MP8
Q15327 Q9NWS9
P62993 Q6P1W5
P60411 Q8TAB7
Q08AM6 Q9NNX6
Q9BTT4 O43513
P14635 P06493
Q6UXP7 Q9C019
O00560 Q9UJ70
Q86WV6 O15260
Q96NT3 O43186
O43463 Q13185
Q9BVV2 Q04864
P10826 P48443
Q9NZD8 Q9UJY4
Q12846 Q13277
Q9UHQ9 Q9UMX0
Q9UKG1 O15379
Q07021 Q8N726
P62312 Q9Y4Y9
Q9NWS9 Q9P0L1
Q92567 Q96BN8
Q8WUK0 Q5TA81
P35244 P15927
Q13011 Q13077
P98170 P63000
Q15366 P09012
Q13485 Q92988
P49407 P06702
Q05655 P24001
P63165 P46060
Q9UPU7 Q9H0R8
P26371 P37235
Q03393 P38432
P56693 P23760
Q13547 Q15466
A8MQ03 Q96MT4
Q9NYX4 P09496
Q96H20 Q86VN1
P15498 P63000
O00471 Q13882
P55081 Q8N1B4
A1L4K1 Q9Y3B7
P60410 Q8TAI1
Q8NEJ9 Q9NY61
Q8WXI9 Q13077
P59998 Q96PV4
P54619 Q13131
Q8IZC7 P60409
P49720 P49721
O95257 Q9H0I2
O14965 P61978
Q13232 P15531
Q6P1L5 P63167
Q8TBB1 O00488
P63000 P98170
Q96H72 P15884
O94888 Q15843
Q9Y4K3 O00463
Q6P597 Q6IPU0
Q96IT1 P36575
Q96EV8 Q8WUW1
Q96SF7 P56282
Q96EZ8 Q9Y2W2
O75496 Q8NDP4
O14732 Q8TBC4
P11387 P01106
O43765 Q96DN0
Q701N4 Q7Z417
Q9H3F6 Q96HA8
O95273 P62857
P62952 Q86WV1
Q15311 P78556
Q9UIS9 O43463
O14745 P60484
P06850 Q15323
P51677 P51671
Q13895 Q6P1W5
Q8NFA2 Q86UR1
Q9GZX7 P10644
Q9NVV9 Q13895
Q86WQ0 P15884
P50402 Q9NYF8
Q04864 Q9BW66
P04637 P17844
Q9HBW1 Q9Y2I2
P51671 P51677
P10415 Q13323
P52294 P20700
Q96ES7 P15884
O43186 P40306
P17028 P26196
Q9BYG3 Q15025
Q9Y6K9 Q9HC62
Q29983 P26718
P52292 P37198
Q9P2A4 Q86YM7
P13224 P07359
O95166 Q8TC07
Q86V42 Q96QF0
P60409 P15151
P10809 Q8NHQ1
Q9BUE0 Q9HCM9
Q9UJ14 Q9NWH2
O00560 Q96HT8
P49281 Q9BT67
P04792 Q16644
Q9Y4P1 P60520
Q03014 P60370
Q99816 Q96MT8
P53673 Q15654
Q92831 P22415
P50222 Q96SQ5
Q96ES7 P68431
P16333 Q9NQ76
Q16670 P60409
P16035 P50281
Q9NQL9 A8MQ03
Q9H257 Q9NZ72
Q15056 Q9H3H3
Q13131 O43741
Q8IVW4 Q8WYN0
P62993 Q7L190
Q00987 P06748
Q9BYQ4 Q5T752
O43765 Q6GPH6
O75489 O75306
Q9NPI6 Q96K30
Q8IWP9 Q9BYV2
P15336 Q99966
Q6X4W1 O14512
Q9UKG1 O95363
P50222 P24863
Q8TBB1 Q96B26
Q15323 P00540
Q9BYQ2 Q969U6
Q8IUZ5 Q9NUX5
O95219 Q9UNH6
O95166 Q9GZZ9
O75391 Q9BS40
P26371 Q15560
P11926 Q92993
Q9Y3C0 Q96EV8
Q15742 P33993
Q9NRY6 Q5TA78
Q9H2G9 Q9NX63
Q07627 O43609
Q9HC98 Q08117
Q9UMS4 O60508
P15884 Q9Y316
Q6NYC8 Q7L273
P55789 Q9H8W4
P63261 P40692
P19237 Q99750
Q04864 Q7Z7H8
Q3SYF9 Q9BQY4
Q8IYX3 Q00994
P51946 Q9Y2D8
Q8WVL7 Q9UIM3
Q96DZ9 Q99259
P46527 Q13616
P60411 A1L3X4
P01589 P60568
O14633 Q6UY14
Q8IZU0 Q9H7E9
P27986 P26373
P62136 Q6NXS1
Q9BWN1 P45973
Q9UER7 P02794
Q5U5X0 P47985
P12757 Q08117
Q96SQ5 Q8WWY3
P07858 P02760
Q9H5Z6 Q96CA5
Q6UY14 O14633
Q13561 O75340
Q9BYV2 Q96HA8
P55040 Q8ND90
Q8NA61 Q9BSW7
Q08379 Q9H1K1
O95721 O75379
O43829 Q9BWG6
Q5TA81 Q8IWZ5
P13196 P63313
P07947 P51116
Q8NC69 Q9H5Z6
Q9BWG6 P14373
Q96FN4 P14373
Q14106 P11940
Q9Y3C0 Q96AQ6
Q9BSJ6 Q6A162
P63279 Q9UBC3
Q9Y250 P30307
P05155 O43889
P26371 Q5HYJ3
Q13643 Q8NEG0
Q03393 Q9P2Z0
P52803 Q9BSE4
Q96GF1 P51668
Q9UMS0 Q13137
Q9UJV3 Q9HC52
Q9P2A4 P43365
Q06250 Q6A162
Q9BXS5 Q9BRK4
P62258 O94921
P60410 P32242
Q9BU23 Q15323
Q6RW13 Q96J77
Q9NYB9 Q9H3R5
Q6ZYL4 P19447
O75360 O75603
Q9NZ63 Q9NYB0
Q16254 Q5TKA1
Q12929 Q9UFG5
Q8IZU0 Q96I25
P30279 Q00535
Q9NX04 O00444
Q7Z5V6 O43482
Q92997 Q9UK58
P43364 P68400
Q8IZC7 Q6A162
P45983 O14733
P55040 Q7L273
Q96IZ0 P11021
Q9BVW5 Q8IYF3
Q9HC62 P55854
O95990 Q8ND90
Q6UY14 Q5T7P3
P60321 P43365
P12931 P07948
P29376 Q6UXT8
P48023 Q9Y5X1
Q9NYB0 Q15121
O75604 Q8WTU0
Q8WUK0 O76011
Q96PV4 P62993
Q8NB12 Q8NCP5
Q9BQD3 Q8IY31
Q969G3 Q8WYH8
Q96EK5 P16444
P52292 Q9NP66
Q13077 Q8TAB5
Q14247 P18031
Q96FA3 Q08AM6
P15036 Q15672
Q8N3Y3 O43505
O43823 P61964
Q9BVX2 P56851
Q9UHA4 Q8NBW4
A8MQ03 Q86WX3
P19012 Q9Y2J4
Q9C0F1 Q9BWG6
Q6NT76 Q9P0T4
Q8IVS8 Q99932
Q9BZW7 Q9ULM2
Q9BXW4 Q8WWW0
Q6UX39 Q8IXL6
Q14533 Q6A162
Q9HCE7 O14757
Q6P1W5 O43482
O75461 P61244
P04637 Q9H3D4
Q93062 Q96PU8
Q9NQL9 Q0VD86
O00499 Q13496
Q6NYC8 Q9BYV2
Q8IUQ4 Q86TG7
O14964 Q15323
Q9H2H9 Q969F0
P28288 P40855
Q9BRK4 Q9Y316
Q9NX04 Q8N1B4
P13693 P04637
Q8N9N5 Q9H1K1
P33240 Q6P1J9
P30613 Q9UBL6
Q96FW1 Q00987
Q8WWY3 Q13064
Q9H1K1 P00492
Q9UL33 Q15654
P05305 P25101
Q9NQA5 P05937
O95363 Q9BYV2
P12235 P22736
P61266 Q9H115
Q0VD86 Q93062
P49638 Q96DZ9
Q03989 Q3LI72
P84022 Q8N684
P55036 Q9UMX0
Q00987 Q9Y297
Q6NVH7 Q06609
P27658 P60409
Q13123 O14965
Q96HR8 Q92567
P43405 Q9NP31
Q9BZW8 Q06124
Q9UQ80 P19338
Q96DZ9 Q8IWE2
Q8N5M4 P50222
P20794 Q9UM11
P17275 Q86XI8
Q13098 Q99627
P61978 O60504
Q9P286 P51959
Q9Y2D8 Q9NX63
P51692 Q13287
Q9UMX2 Q9H2G9
Q15014 Q96HH9
Q8NHY3 P21673
P62993 P54762
P18847 Q9NR55
Q9H2G9 P41182
Q5XKR4 Q9UBL6
Q71SY5 Q9NZC7
Q8IUQ4 Q9H3P2
Q5T686 Q6A162
A8MQ03 Q5T749
P41743 P78545
Q92917 Q15560
A6NEM1 Q96S90
Q8NEF3 Q6A162
O43464 Q9P0J0
Q13309 P61024
Q13155 P54646
P05787 P05783
O14964 O15481
Q8ND90 Q9BXY8
Q8N6T3 P36406
P18848 O95751
P55081 Q96MT8
Q9BRP7 Q12933
Q9NR55 P35638
P60372 Q96I27
Q9HBL8 P00966
P25786 Q9UKT9
Q5TEJ8 Q7Z3S9
P54274 P53674
P25791 Q6P1W5
P35637 Q92804
Q9UL45 Q96BD8
P09211 Q7Z3S9
Q15019 Q99719
P29034 P04637
P07947 Q9NVV9
Q96BA8 Q6N075
Q8IZU0 O96000
P43360 Q6NSI1
P63208 Q9UK22
Q17RB8 Q9BQQ3
Q96JC9 Q12800
Q8IUH5 Q14847
Q13895 Q96HT8
P14373 P33993
Q9NPF7 P40855
P26371 P25786
P62306 P62316
Q13077 Q8IWZ5
Q16644 P04792
P41227 Q9GZZ1
Q9NWZ3 Q96FA3
Q9UGC6 Q6L8G4
O60941 P40222
Q9BZS1 Q9UKT9
B2RUY7 P32242
Q13077 P36406
Q9BQ24 P14373
Q08AF8 Q9Y2D8
Q9BYQ6 Q9BYQ4
P55081 Q8N7W2
Q53EZ4 Q15014
P55769 Q9UHK0
Q9UKB1 P32314
O95751 Q99728
P27658 Q6A162
P12004 P04075
P60410 P43220
O14640 P49674
Q7Z6R9 O43609
Q13077 Q01844
P32856 Q9Y6X1
Q14145 Q9NZJ9
Q9H8S9 Q9Y2H1
Q8NEC5 Q9NRY6
Q99469 P62258
Q7Z699 Q8IUH5
Q99816 Q9Y5K6
Q9UPY8 O00560
P06753 Q8TD31
Q9P0L0 P35372
Q9H4E7 Q00587
P10398 O95848
Q7Z417 Q9BYR7
Q9BT92 P14373
O15162 Q8TAU3
Q8IUQ4 Q99836
Q15014 Q9Y605
P61968 Q8N1B4
O95471 P09758
Q9UBF1 Q13263
Q02930 Q9BYR7
Q9NWS6 O00244
P01588 P54760
O95273 Q07002
P07919 Q96BM9
Q93062 Q9H5Z6
P62312 P62310
P14373 Q9NQ50
Q9UII6 Q9P1Z2
Q99750 Q08AG5
P49759 O76083
P78337 Q99750
Q9UHP6 Q04864
Q86Y33 Q9NYY3
Q9BYV2 Q9NQT4
O75022 P29350
O75360 Q08117
Q8TEB7 Q92624
Q15572 Q16514
Q58DX5 Q99726
Q9BRK4 Q9Y221
O00170 Q92985
P09874 Q13007
P01100 P10909
Q8TBK6 O75558
P09467 Q16665
P15884 Q08AF8
Q99417 Q8TBZ2
P02008 P02100
Q9NP66 Q96M91
Q8NB12 P50222
O76070 P54274
Q13838 P82979
P30291 Q9UKB1
Q8N668 Q04864
A8MQ03 O14817
Q16670 P60372
Q93062 Q9NQ87
P11226 P48740
Q9P2Z0 P60410
O60869 O00482
Q13526 Q9BYR5
P48059 O43639
Q6NT76 P48047
P60411 O43609
Q6A162 Q9Y3M9
Q15286 Q8N3F8
O75360 Q969R5
Q13573 P04792
Q8IZU0 Q16637
P60896 O43242
Q86UN2 P60410
P04264 P14373
Q70UQ0 P37198
Q13330 Q5VWX1
Q9NR28 O15392
Q9H8M7 P54725
Q96JB5 Q9UJ04
O75896 Q99750
P21781 P21802
Q9NVL8 P14373
P49247 Q8N5M1
Q9UPE1 Q96SB4
P24863 O14880
P62993 Q92918
Q9HD15 Q92769
P0CL80 Q96IK5
P32242 Q9BQ66
P08118 O43765
P08238 P62913
Q8NDP4 O75496
Q9H1Y0 O95166
Q8IUQ4 Q96KM6
O43639 Q04864
Q96PV4 P25786
O00746 Q15645
Q13064 Q9BWG6
Q9C0C4 A8MQ03
Q9UJC3 Q9P0N9
Q92844 P61956
P14373 Q9H0K6
Q96B67 Q9UHD9
Q9UJV3 P29972
O60573 Q9Y5V3
Q9Y3M2 Q96M91
Q08AM6 Q5W111
Q07812 Q7Z419
Q9Y3A5 Q96AP0
Q12800 Q9BZG8
O14530 P14373
P35900 P40222
Q8N1L9 Q15038
Q99502 Q15475
Q9BS40 Q9HCM9
Q2TAL6 Q6EMK4
P18847 P35638
P15336 P17535
Q9H6T3 O94763
Q13137 Q9NX63
Q6A162 Q96HC4
P60410 Q6L8G9
Q01844 Q12933
Q9HCZ1 O95273
P31995 P02741
P17706 P49755
P60410 Q5T753
Q9BV19 Q96HA8
O75052 Q8N9E0
Q8N6L0 Q96Q77
P60410 Q9NXC2
P22415 P15407
Q03933 P37198
P23771 O15379
Q96LK0 Q9BQD3
O95229 O43264
Q8ND90 Q96JP0
O95777 Q9Y333
P08473 P21926
Q14141 Q15019
P14598 Q8IZP0
P09430 Q9H190
P03372 P20290
P31751 O60504
Q8TD10 Q9P0N9
Q3LI72 Q7Z5V6
Q96B96 Q05329
Q9NRY6 Q5TCM9
O15160 P15884
Q9BRT3 Q04864
Q12933 Q96IX9
Q6ICB0 Q13232
Q9Y4X0 Q13137
O76075 O00273
P19883 P03950
Q13422 Q8TAU3
Q8IZW8 P19474
P60411 Q12901
P10398 Q8IXH7
Q96E35 Q15742
P37235 Q9NP66
Q7Z3S9 P15151
Q9Y383 Q16629
P55040 Q13077
Q05329 Q96B96
Q9BT67 P49281
Q96HA8 P04424
O43586 Q9Y5E9
O15160 O75909
Q9UHP6 Q86WT6
Q86V81 Q9Y3Y2
Q9NWS0 Q9P2K3
Q15437 Q8N205
O75969 Q9BZX4
P25788 Q6IPM2
P20618 Q99436
Q7Z3S9 P10809
P27487 P01275
O43752 Q9H115
O95947 Q9NUJ3
Q99814 P09467
P78560 Q9HB75
O60869 P37231
Q9Y2J4 P61968
P43378 Q96DZ9
Q8IWD4 P31948
P25791 P52272
P60604 Q9UKV5
Q13868 Q9H9D4
P16333 P20963
Q96CV9 Q9UNH7
Q9Y2V7 O95995
O00180 A8MQ03
Q9UBH0 Q9BWG4
Q07812 Q9Y371
P32320 Q8TBB1
Q8N5M9 Q96BA8
A2RRD8 P60370
Q9UHX1 Q969J3
Q08379 Q9BSD3
P26678 O43889
P41219 P02533
Q13077 Q96HB5
Q96D09 Q9HC52
Q6A162 P57060
P46952 Q9NUX5
Q9NXJ0 Q13021
Q86X02 P51504
Q13200 Q9Y5K5
P14373 Q9GZM8
Q15363 P49755
P42224 P01100
Q9NP97 Q13409
P49841 P31749
Q9UI14 Q9Y4P8
Q9HDC5 P54849
Q9UHI7 O43865
Q9Y5V3 O75031
Q6PEX3 Q9BQ66
Q8TC20 P09493
P62993 Q8WXH5
Q7Z3S9 Q06250
Q9H6L4 Q6A162
Q9HD42 Q9UN37
Q9HAT0 Q6PJW8
P19474 Q8IZW8
O00194 Q03135
O43559 Q92569
P54274 P07196
Q6ZS10 Q9BZL3
Q8N5M1 P43360
Q8NI38 P01189
Q13561 Q96GS4
Q68D86 Q9BYV2
P46527 P61586
Q8WWB5 Q13352
Q3SYG4 Q9NQ48
P78352 Q00987
P43405 P07766
Q15853 Q15562
Q6ZT89 Q8TF42
Q13287 P56693
Q15323 Q9UQR1
Q8WUI4 Q9BQI9
Q12933 Q3MJ62
P63165 P29590
Q13163 Q99759
O14908 Q03167
P25788 Q8N2R0
Q99732 Q9NZC7
Q9BXS5 Q96BR9
Q53EL6 P62277
Q14565 Q8N5Z5
P06454 Q9NYB0
P05161 Q9UMW8
P22234 Q8TBB1
P10588 P55209
Q96GF1 Q9BWQ6
P43361 Q5H9J7
Q9HBI0 Q08117
Q9BYG4 Q05513
Q9NYB0 Q9NZ63
Q8TC20 Q96HT8
Q96QF0 Q96T51
P67870 Q86VK4
Q92529 Q15323
Q15834 Q96NG3
Q13049 Q9NYB9
Q9BRI3 O14863
P49901 Q5TA78
Q04864 Q9BYQ2
P08631 P42768
P49903 Q2TAL8
Q15654 Q13526
O76003 Q9BX79
P51884 P50281
P15407 P05412
Q13882 Q13480
O75558 Q08AF8
Q8NHQ1 Q13123
Q9NUX5 Q96A73
P06239 Q9BRK4
Q9HD26 P04004
P0C1Z6 Q9UBB9
Q14240 Q7L190
Q9NQS3 P60411
P43115 Q0VD86
Q96P16 Q8IXW5
P23284 Q8N9N5
Q9Y5U9 Q09470
P35326 P12931
Q6NYC1 Q96NE9
Q13547 Q9HCU9
P56817 Q14254
Q9NPJ6 Q8WYA6
Q5TCM9 Q5T754
P62875 Q96JM7
Q13829 Q9H257
Q86TB9 Q13643
P22059 O75344
P26371 Q9H2X0
Q96EL3 Q86VP1
Q96QF0 P20336
Q93062 Q9H0E2
P12004 Q15054
P55209 P10588
P25800 P26045
Q13137 Q9UJW0
Q9P0T4 Q99750
P10912 P01241
O60711 Q494U1
Q96GX9 P25786
Q9NZ42 P02792
Q96I34 Q5W5X9
P50222 Q92993
Q9BXJ3 Q9UHD9
P47902 P49715
Q15323 P24863
O60504 O15156
P36406 Q14565
Q14119 Q16656
Q96FX2 Q8WWB5
P23297 P29034
Q8IX15 Q9BUE0
P51946 O60232
P25788 O15320
Q96EG3 Q15415
P15884 Q96PN8
Q14168 O14910
Q9UBD5 O43913
P00492 Q96HA8
Q96AQ6 Q9Y3C0
P10321 P43628
P23528 P53667
Q8NA61 Q8TBB1
Q5TZK3 O95273
Q8TAP4 Q9BRK4
Q7Z3B4 Q9H3R5
Q9NVP2 Q13112
Q53H80 Q9NZD8
Q8IUQ4 Q86WX3
O14777 Q8IY31
P32121 Q15208
P51159 Q9BV36
Q9UPT5 Q969G3
Q96FA3 Q9NWZ3
P62877 Q93034
Q96GY3 Q8NHQ1
P50222 O43597
Q16520 P17275
P35232 Q496Y0
Q14781 Q15415
P19012 Q3SY84
Q96MW1 Q9BSI4
Q6NT76 Q96HR9
Q13077 Q969H6
P60412 Q9BYQ4
P11802 Q9UJC3
Q9GZZ1 O14503
Q8N6L0 P60520
O15535 P78362
Q00535 P30279
P61225 Q13554
Q9BZ67 Q9H8W4
Q9H8W4 Q9H832
Q96PJ5 P36508
P14373 Q8TDQ7
A5D8V6 O75360
Q9UMX0 Q9HBU6
Q15435 P62140
P14373 O00506
Q9NYP9 Q9NS73
Q96DZ9 Q8N0V3
Q96A72 Q9NP66
Q9UK11 Q99750
Q5MCW4 Q15323
P35372 O43255
Q8WXI9 O95365
Q9NRY2 Q93062
Q13643 Q9UHR5
P03372 Q9Y294
Q9NX63 Q9Y2D8
P14373 Q9BTL3
Q9UI95 Q13443
Q14213 Q8NEV9
O60269 P31947
Q16695 P62805
Q96LR5 O15344
Q9BRI3 Q8N6L0
Q99816 Q8N6Y0
Q15562 Q5TBC7
P78362 Q01081
Q13155 Q12904
P14373 Q6ZVT0
Q9BUN5 Q96RK4
Q9UHJ3 Q16695
Q14738 P30153
O15519 Q14790
Q9BT49 Q12933
Q15583 Q9Y2T1
P21731 Q13162
P19012 Q96ES7
Q15849 O95295
Q96GF1 Q9BSR8
Q9P2K6 Q8WTU0
Q96EY1 O75716
Q93062 Q96MN9
P61764 Q8N4C7
Q12972 Q92624
P15173 Q96NG3
Q04206 Q8N668
O14744 Q86U06
P35225 P78552
Q6RW13 Q969Z0
Q9NX02 Q56P42
Q9GZT8 P25791
Q02790 P06703
P46695 P67775
P19012 P00540
Q8N7W2 P50402
O14862 Q9ULZ3
Q8TBB1 P53004
Q96BD6 Q99873
Q9NP31 Q96A09
P60520 Q676U5
P51861 Q96LK0
Q8NHQ1 P62316
Q03518 P27797
Q15038 Q6P1W5
P63244 P07948
Q9BQ66 O76003
P86479 P23769
Q8N7W2 Q9UBU8
Q8IUQ4 P98170
Q6UWE0 P61088
Q86XK3 Q13287
Q9NWQ4 P60411
Q08117 O14641
Q16204 Q13526
Q7RTU3 Q13895
Q9NRD5 Q9BPX1
P08047 P04637
Q15654 P12236
Q8TAU3 Q96EG3
Q96GY3 Q8ND90
P40939 Q9GZQ8
Q15843 Q13616
Q96HA8 Q9UI14
Q9NX70 Q9H204
O43281 Q9NYB9
Q5JUK2 P54646
P25800 Q9NYB9
P54274 Q9BU76
Q13547 Q9UER7
Q13444 Q99962
Q9Y2K5 Q92567
Q9UFF9 P78543
Q93062 Q6PEX3
Q96EZ8 Q13422
Q29960 P43628
O60493 P46108
Q16548 Q13323
Q5T2T1 O14910
Q15323 Q494U1
Q8TD31 Q96CS2
Q9H190 Q8N9Q2
Q96MY1 Q13363
P40763 Q8TAE8
Q9NQL9 Q9BYS1
Q9NYB9 Q96QH2
Q9UMX0 P04843
Q96BA8 Q9NP94
Q13287 Q0D2H9
P61601 Q86UW9
Q96D98 Q13547
Q15323 P04899
P61289 O43741
O00560 Q96CG3
P04271 P06703
P51687 Q0VD86
O94921 Q04917
Q9UGL9 Q9BYQ3
Q8IVS8 Q9UGJ1
Q9UBU8 Q9H0H5
P60411 Q6RVD6
P24864 P24941
Q6NYC8 Q9UKT9
Q96EY1 Q96LA8
P60411 Q96SQ5
Q9BPU9 Q9Y283
P62140 P50222
Q9Y2Q3 O95273
O76083 Q13049
Q8WYH8 Q4V328
O75360 Q8NCA5
Q6PEX3 P25788
P60409 Q9BWG6
Q9BSE2 Q9Y6I9
P26441 P26992
P62993 Q16643
Q9H8Y8 Q9BUZ4
P07948 P12931
Q0P5P2 Q9HD26
Q7Z3S9 Q9NRQ2
P62258 Q99759
P35638 Q86VQ3
Q5TA82 P49639
Q9Y5X1 P48023
Q9Y2D8 P19012
P01106 P11387
P31321 Q86UD4
Q8N0S2 Q68D86
Q7Z4N8 Q5D1E8
O43597 P62993
Q9UGM5 Q96BA8
P04141 P50222
O95751 Q9BQ89
O43829 P08579
P04733 P46087
Q53EZ4 Q96I25
Q99757 Q8IZE3
P52292 Q9UKX7
P61978 Q9Y272
Q96PM5 O60662
P63241 P49366
Q9UHX1 P26368
Q5HYJ3 Q9BYR0
Q9Y4K3 Q8N1B4
Q9P0N9 Q9BRK4
Q92569 P12931
Q969F0 Q92843
Q9GZQ8 Q8WVZ9
O00499 O95219
P42229 P18031
P49407 Q15208
O75553 O14503
P59990 Q9UBV8
Q9BUF7 P25788
Q4V328 P20338
Q15365 Q13427
P78362 Q8WVK2
Q2WGJ6 O75478
P54274 P43405
Q9H6T3 P54274
O15162 Q9BYQ6
Q14525 Q5XKE5
Q6L8G9 P60370
Q9ULM2 Q8WV44
O43561 P50222
P02489 O14558
O60573 Q15323
P61769 P29016
P32320 O00560
P55795 Q969V4
Q8TCX1 P00441
P25942 Q9Y4K3
Q9P2K3 Q68D86
Q8IUQ4 Q9UBK9
O60238 Q9BXN2
P33993 P46527
P05771 Q9BSI4
P55040 Q9UKT9
P28324 Q9NRC8
Q9Y4H4 Q8N6Y0
O75317 Q8TBZ3
Q9Y4K3 Q9UGI0
O60832 Q96HR8
P25788 Q5W150
P51813 P11309
Q00987 P49757
O00560 Q7Z3S9
Q96CS2 O75558
Q7Z3S9 P23769
Q7L5N1 Q8NHY2
Q8N9N5 Q96BD5
Q15973 O95751
P20700 P52294
Q9Y3B2 P15884
Q53GI3 O95273
Q8TD10 Q96IZ5
P04637 Q9UHH9
P61077 P98170
Q9BYR7 Q5TA78
Q5TCM9 Q5TA81
P25788 Q96MZ4
P25116 Q03135
Q9UMR2 A9UHW6
O94967 P56279
O75886 Q15038
Q8N9N5 W5XKT8
P63000 Q9Y6N9
Q9UHD9 P78358
Q15038 Q9Y2X8
Q9BQ66 Q5TA82
Q9BYR7 P60370
Q9Y6K9 Q13501
O14503 Q96CS7
Q02750 P46937
Q8IUH5 P15336
Q13077 Q7Z417
P54727 Q9UHX1
Q96HR9 Q99732
Q6QNY0 Q96EV8
O15143 O15145
Q96GY3 Q9BYV2
O43741 O14627
Q13490 Q96CJ1
Q9BSE2 Q9BXN2
Q9BSJ6 Q6RW13
P60370 Q9NQX5
P37198 Q8IY31
P68871 P69905
P60409 Q96HA8
Q9NVS9 Q6RW13
P15531 Q7Z2X4
P50222 Q92688
P04637 Q15796
Q13077 Q2WGJ6
Q9HC36 Q13643
P56545 P09067
Q9BRK4 O95990
P08670 Q96IZ0
Q13418 P14373
Q5T5A8 Q9BYR6
Q96CS2 Q9NVK5
Q8IXK0 Q3KNV8
Q5TA78 P60370
Q16539 P27361
P0CG48 O43639
P52907 Q96B97
O14817 Q7Z3S9
P98177 P31947
Q5T751 Q5TCM9
Q96JM3 Q9UI95
Q9H2F3 Q5TA78
P25786 P25788
Q9Y5V3 Q92734
A8MXD5 P40123
Q12891 Q13643
Q13573 P43355
P52594 P51809
Q8WUI4 P31947
Q8TAB5 Q9NPJ6
P17661 P08670
Q9NRD5 Q9NR81
O43805 Q86VQ0
Q9UJX2 Q6BCY4
P38936 P24864
Q8WWY3 Q9P286
Q13309 P63208
Q96MW5 P55040
Q6ICB4 Q01968
P61968 O43298
Q9BT40 Q15041
O95995 Q9Y250
O00560 Q15717
Q14498 O15209
P49840 Q92837
P26371 P59991
P78358 Q8WWV3
Q9BWG6 Q9UBB9
O43741 Q8IYA8
Q15323 Q6NYC8
Q9H190 Q9BRT7
P61968 Q9UBB9
P60411 Q8NEC5
P61077 Q99496
Q96I24 Q96PU8
P61326 O75478
P55036 Q16186
Q96GN5 Q9NRD5
P56279 Q9Y6K1
Q96GS4 Q9GZM8
Q14106 Q9UFF9
Q03989 Q7RTU3
P04637 P61981
Q86YD7 Q53G59
Q96HM7 Q7Z3S9
P35222 P36402
P27448 P31946
Q12800 Q9UGP5
Q13077 Q9BQ24
P61086 Q99942
Q96CJ1 Q13490
Q8N6F1 Q9P0L9
Q9Y4H4 P08754
P49902 Q6ZVK8
Q9BVG8 Q8IUQ4
O00560 Q9NPJ6
P51843 Q13285
Q9Y657 P04792
P10606 Q8IYA8
A1L162 O00560
Q6P1W5 Q9UMX2
Q6A162 Q9UIL1
Q8WWY3 P19012
Q9BYQ3 Q5T5B0
P08727 P04259
Q9NPC3 P19012
Q8WTP8 Q9Y2D8
O43504 Q14765
Q9NPJ6 O14777
Q16204 Q15311
P63167 Q8IYA8
Q9BYR7 Q9GZM5
P60370 A8K8V0
P57086 Q9BRR0
Q9UJX2 Q96CV9
Q05513 Q07021
P16333 O60942
Q9Y5K5 Q13200
P50222 Q9H257
Q9BWG4 Q9UBH0
Q08117 A6NEM1
Q6IBS0 Q9NYB0
P10644 P35250
O43439 P43360
P35222 P49841
Q9H0A9 A1L4K1
P62491 Q9UBF8
Q96KP6 Q9BRK4
Q99750 Q16613
Q7Z3S9 P16860
Q7Z6G3 Q99633
Q9BTL3 O75553
Q969G2 Q17RB8
Q13427 Q15365
P14921 P17542
P28799 O76003
Q15848 Q8N205
Q9HC52 Q9UJV3
Q08379 Q96DA2
P15382 P51787
O00161 P54920
Q8N6L0 Q8N5M9
Q13422 Q9BXS5
Q8NC24 O95747
Q96RL1 Q6UWZ7
Q9Y3E2 Q13490
Q9P127 P60411
P10082 P25929
Q13444 Q13643
P43115 P60409
Q8TCT9 P07237
Q8TC20 Q15777
Q9HD36 Q07812
Q86YD7 Q15323
Q16543 O14920
O76015 Q5XKE5
P30154 Q13362
O60941 Q9P2A4
Q8NA61 Q06455
Q86U06 P43364
Q9H9P5 Q92925
O75716 Q5JXC2
Q96PJ5 P04155
Q96ES7 Q8NHS4
Q06587 Q3KNV8
Q9Y3I1 P63208
O43516 P13196
Q8IZU0 P07093
Q9NX63 Q9Y512
Q9BQY4 O75553
P61769 Q9BZW8
Q13043 Q9GZQ8
O95379 Q96CG3
Q14498 Q66PJ3
Q16543 P11802
Q53EZ4 Q96T49
P27986 Q9NP31
O00481 P04155
Q15014 P45379
O75817 Q8N5L8
P45877 O43765
Q96I99 Q8IWL3
P60411 Q5TA77
P49639 Q5T7P2
