P06730 Q9NRA8
Q12948 Q99697
O14526 Q9NQT4
Q6EMK4 A8MQ03
P78560 P42575
Q96HA8 Q8IUQ4
O76071 P50221
O43913 Q9UBD5
O14964 Q9UNH6
P61289 Q8TBK6
Q9H2K0 Q8IUQ4
Q14451 Q8IWV1
P17980 P62333
Q13614 P07196
Q9UBD5 O43913
Q16385 O96006
Q04900 Q7Z3S9
O43586 Q8WWY3
Q9BXS5 O95751
Q96HR9 O00560
Q15907 Q9P2M4
Q58A44 P25788
Q8N9N8 Q49A26
Q9HC52 P42568
Q13643 Q8IYA8
Q8WWY3 Q9BXJ1
Q5JST6 Q9NZD8
Q9Y5A6 P17028
P28074 Q9Y244
O43482 Q9NYP9
Q6RW13 Q14CZ7
Q15323 Q9BUD6
Q8N8B7 Q8NA61
Q92934 Q07817
P54105 P62314
P38432 P55081
Q15366 Q15365
O15160 Q9BRK4
P21802 P09038
Q9HD42 P07947
Q8TAU3 Q8NHQ1
Q96QH2 Q9NYB9
P60411 Q7L2K0
Q8WWY3 O75558
P01106 P0CG48
Q7Z3S9 Q8WWX9
Q8TC92 O00560
Q96LR2 Q8TAU3
P60370 Q5T5B0
P62993 Q9BRR9
Q3B820 Q8NA61
Q8N5M1 Q9NZD8
Q15041 Q9BQ24
P25791 Q96DZ9
P46937 Q15797
Q05D60 P0C1Z6
O00560 P49902
O00463 Q13287
O15160 Q9UKT9
P45984 Q13363
Q9Y5U2 Q12933
O60568 Q96QF0
Q9P127 P15408
Q6ZVK8 P49366
P69905 Q2TAC2
Q02750 P04049
Q13309 Q9UM11
P60520 P60409
P63244 P48551
P31350 P41002
Q6NYC1 P04637
Q9H257 Q6A162
O00560 Q9NWS6
O75791 Q8TBB1
P55036 P54727
O95273 Q02363
Q8TBB1 Q96BJ3
Q07002 Q8TD10
Q8N112 Q96F15
Q9NV31 O95273
Q8IUQ4 Q9UQR1
Q9Y6K9 P63165
P49759 P49760
Q08752 P23396
Q96EB6 P23025
Q8TBB1 Q9Y3C0
Q9H7V2 Q969F0
Q9NS91 Q13416
Q9UBV8 Q5JUK2
P50221 Q5JUK9
Q969E8 P60520
Q8NEC5 Q9NRY6
A8MQ03 Q5T749
Q6A162 Q86UD4
Q13643 Q2TAL8
Q92734 Q01844
Q9UKT9 P52597
Q9NWT6 Q96DX5
Q2WGJ6 Q9H2G9
Q9Y5A7 Q15427
Q8ND90 Q9GZT3
O43929 O43913
Q8N6Y0 O15155
Q9UK41 Q99816
Q13895 Q969V4
P59991 Q9BYR7
P49639 Q5T7P3
Q9H3D4 P04637
Q96BR9 Q8WV44
P26196 Q9NPI6
Q01167 P14316
Q15025 Q7L9L4
Q8N684 P26368
Q9BYR0 Q8NEC5
Q8N138 O15269
P04637 Q6NYC1
Q13126 Q9H3R5
P10301 P16333
Q9H8W4 Q13155
Q15038 Q9UJ41
Q8TAU3 P14373
O75940 O43395
O43557 O95407
Q8TBB1 O43805
Q9Y2D8 O43309
P29972 Q16348
P55212 Q96HA8
Q12846 Q9UNK0
P14618 P68431
Q8IZU0 Q9BVS5
P11686 Q9BSE2
Q7L2K0 Q7Z3S9
Q6DKI2 Q93062
Q16539 Q9BUB5
P63104 P04792
P62993 P22681
Q13422 Q13895
P54274 Q9BSI4
Q9H2G4 Q8TAD8
P62312 Q9Y4Y9
Q9H0R8 O75143
Q9BZW8 Q06124
Q96F15 Q8N112
P60409 Q7L2K0
Q8NCP5 O76003
Q96EZ8 P51116
Q13557 O96015
P17676 P18848
Q8WYK2 Q8IU81
Q8N0Y2 P60410
P15336 Q99966
Q9H461 P56704
P25791 Q13976
Q96FQ7 Q8N6Y0
Q8IUQ4 Q9UJX2
P46108 Q96DX5
Q9Y3D6 Q9NQG6
Q9UMX0 P53816
P61968 Q8N8K9
P60410 Q7Z6R9
Q86YD7 Q96B26
P49643 P49642
Q8WWY3 Q8TD10
Q969G3 Q96AA8
Q9BXK5 P60520
O60504 O15156
Q96M61 Q06547
Q9Y5P6 Q8IVS8
P08238 P50750
P0C1Z6 Q96CJ1
Q9NWS9 O43309
O75771 Q8IYX8
Q9NRD5 P48775
Q9H190 Q8N9E0
O43617 Q86SZ2
Q9NZL4 Q7Z3S9
O75716 Q8N5Z5
P05783 P48668
P30153 Q15173
Q99853 P60410
Q8N6Y0 Q9HBI0
Q9BWG6 Q9NP66
Q96GM8 P04637
Q7Z3I7 Q68D86
Q8WWW0 P61224
Q7Z7H8 Q8IZU0
Q9Y5Y7 O76011
Q8N7F7 P50222
Q96QF0 P61006
P48146 P25788
P54274 Q03154
P54274 Q13509
Q9UBB9 Q9NX04
P42771 Q6UXH1
P38432 Q03393
O15315 O43502
P31151 Q5SY68
P42773 Q9UJ70
Q99598 O43679
P60411 Q32M78
Q96HA8 Q9BPX1
O43482 Q9UBB9
O94763 P35269
P19012 Q96ES7
P17813 P01137
Q8N6L0 O00631
Q9NZC7 Q71SY5
P62993 Q8WV28
Q3LI66 P60328
P62316 P62306
Q9BUW7 P35900
Q13137 Q9NU19
P50402 Q13895
Q5JVL4 Q9NSC5
Q12800 Q9Y3B7
O15355 P12956
Q15382 P13693
P60370 Q7Z417
Q9UBB9 P10606
P36406 Q8NEA9
O00241 P50222
Q96CG3 O00560
Q9P2A4 P62993
P60410 Q6NUJ2
Q99750 Q9BVV2
Q13363 P45984
Q6A162 P13647
P13489 P03950
O00170 Q92985
Q92734 Q8NDC0
Q9BRK4 Q9BZL3
P60411 O43493
Q6RW13 Q9ULP0
Q9H2B2 O43765
Q8N6L0 Q969F0
P46089 P05067
O00506 P14373
P61981 O14757
O60248 O14503
P14373 P08579
P84090 P62318
Q13895 P50402
P60409 Q9UEU0
Q9H0R8 Q96A56
P28482 P32121
P61088 Q9Y3C5
Q96B26 Q86Y22
P35226 Q9HC52
Q8N511 O75477
P02792 O00560
O00560 Q13049
Q07955 Q96SB4
Q96LJ7 Q7Z3S9
Q9BYQ4 P60409
Q86TG7 Q13137
Q9BXS5 Q14872
Q15654 P17482
O43309 Q8NHQ1
O75716 P60410
Q9NXU5 P50222
Q9BXW4 Q8WWW0
P54725 Q96BR9
Q15427 Q9H7H0
Q8TBB1 Q96HT8
Q13526 Q12933
O14633 Q5TA81
Q12846 O43752
Q13547 Q9UKG1
P15976 Q13643
Q9BYQ6 Q8NEC5
Q9Y6R0 Q9NWB1
O43597 P43115
P60409 Q9Y3M9
P62873 P19878
Q8WXU2 O95166
P21283 P62330
P60410 Q8NE01
Q8ND90 Q9H0I2
Q13563 P60410
P58753 P51617
Q8N8L2 P60328
P24863 Q9UHX1
Q9UPY8 Q12815
Q8N5F7 Q9UJV9
Q6PKX4 Q93062
P48551 P63244
Q16851 O76003
P49069 P16389
P32121 Q14247
A1A5C7 Q7Z3S9
Q92734 Q9NP55
P31994 P29350
Q9NVV9 Q9UBU8
O95231 P59991
Q8N6Y0 Q96EZ8
Q969F0 Q95460
Q96SQ5 P0C7H8
P11940 P15170
P05113 Q01344
Q12800 Q96LZ3
O43739 Q969H4
Q9GZT8 P55210
P01189 Q68D86
P11142 P00338
Q8WWR8 Q15654
P52292 Q8NBZ0
Q9C005 Q8WWB3
P27449 Q92838
Q8NHQ1 Q9BXY8
Q8TD31 Q96EV8
Q9GZT8 Q8N6N6
Q7Z4N8 P78358
Q13155 P22061
P50552 Q9NYB9
P17275 Q8N1L9
O96020 P38936
P04637 P15036
Q96HA8 Q96CD2
Q86Y07 Q02750
P21673 O15371
P18031 Q96TC7
Q14657 P60410
Q9BYR9 Q9NUL5
O15162 Q5TA78
Q6L8H2 Q5T5B0
Q9UFG5 P21673
P38159 P98179
P12757 Q9H4D5
Q5T749 A8MQ03
Q12805 P10398
Q9HD26 Q96SQ5
P19012 P25791
O60573 P15884
Q9UHB4 Q9UHD9
Q13137 P60520
O14818 P28066
P08727 Q8TD31
P63279 Q8WWZ3
Q9UKJ5 P49639
Q9NQL9 P25788
Q86XR8 Q15311
Q969F0 Q9H7V2
P53350 O96017
Q70Z53 Q13123
P35813 P49407
P54764 P52803
P25963 Q9NWT6
O43559 P15884
Q16659 Q9H6Z9
Q92997 P57060
Q6UX39 Q8IXL6
Q92993 Q96IK5
Q12933 Q05516
Q92624 P81605
Q9GZT3 Q8ND90
Q12797 O43681
Q13895 O15344
Q96MY7 O95995
P56962 Q9H269
P52597 Q08117
P24278 Q719H9
Q9Y5E9 P84103
P15884 P16930
Q9Y388 Q9BRD0
Q969V4 P55795
P43356 O15379
Q6A162 Q9NX63
P61981 P04637
P30086 P16050
Q16082 Q9UJY1
Q15560 Q13422
Q9NX04 Q6A162
Q6ZNH5 A6NEM1
A5D8V6 Q9BUJ2
P60328 Q5T7P2
Q06187 P50222
Q9BVG3 P35754
Q96IZ0 P08670
P61073 Q04900
Q14318 P07900
Q3LI76 Q6L8H2
Q9HC52 Q3KNV8
P57682 Q12933
Q13573 Q96NB3
Q15323 Q9NXC2
Q8IUQ4 O14645
Q8IZU0 Q99728
O43187 Q13148
P54619 Q969V4
Q99895 P60409
P07910 O00560
O43293 Q8TDR4
Q9NPJ6 O95379
Q9Y244 P28074
P05412 P56279
Q8IWZ5 Q9BWG6
O00463 Q13114
Q15038 Q6ZSC3
P14316 Q01167
Q9Y3B2 Q9NPD3
Q04864 A8MT69
P28482 P14921
Q13155 O75934
P14635 Q9NPC3
P25786 Q04864
Q8NEG0 Q15323
O60880 Q07912
Q9H5Z6 Q13064
Q9UJV9 Q8N5F7
Q86UD4 P60370
Q9BYQ0 P49901
P03372 O00165
O76003 Q5TA82
Q99942 P62837
Q9UHF0 P29371
P17661 Q13496
Q06418 P60410
Q07820 O43521
Q8IUQ4 Q9UHX1
Q13114 P61964
Q8NEC5 P02652
Q92567 Q93062
Q8WZ19 Q9H6L4
Q9H8W4 O95379
Q9UNS2 Q92905
Q99436 P28074
Q9H788 Q6NUQ1
Q8IVS8 Q9Y5P6
Q8IYX7 P45984
P62993 O15156
O15162 Q6DKI2
Q7Z3B1 P61916
P50222 Q6PIV2
P35711 Q96A09
P60409 Q8N715
Q9UKT9 Q9BZS1
P07948 P63244
Q92567 Q96BN8
Q5T7P2 P60328
Q13158 O95243
P10276 P48443
Q07912 O60880
Q5T754 Q5T7P2
Q9NUY8 Q9BWW4
Q8NEG0 Q8WUD1
P48443 P10276
Q5VWX1 O75525
Q96BS2 Q9Y2W2
P49840 O75398
Q9UMX0 P45877
P29371 Q9UHF0
Q9P2K3 A1L4K1
Q96CG3 Q9H190
O14503 P63279
Q08E93 P60409
Q9Y3B7 Q6NT76
O14733 O43318
Q8WV44 Q9NWQ4
P48230 Q8TAZ6
Q9Y371 Q9NR46
P15884 Q9BQ13
O43298 Q15014
P60328 Q3LI66
Q9NX40 P17544
Q9UJU6 Q96AP0
Q08117 O00560
P45983 P16104
P62826 O15392
P16410 P42081
Q15323 Q96BZ8
Q5W0Q7 P61956
P31947 Q96QF0
Q3KQV3 P60409
O60504 Q9NQZ6
P20138 P29350
Q8TAU3 Q9BYR5
Q9Y275 O14836
Q9NWN3 Q99750
Q8WW24 Q9GZV8
Q8IUQ4 Q9UBK9
Q9BTM9 Q9Y4E8
O95848 Q9NYB0
Q9NR12 P55040
Q9NX40 Q99726
Q9BUZ4 P47897
P22001 Q07812
Q13309 P63208
P62913 Q13554
Q96C00 Q8TAD8
P51959 Q9P286
P78368 Q92624
Q8IUQ4 Q9HA38
O43521 Q92843
Q9H3R5 Q8TAB5
P05187 Q07627
Q53HL2 Q96GD4
Q6PH81 Q13547
P54646 Q13155
P62136 P55199
Q9BYQ3 Q8NEC5
Q96H20 Q9BRG1
Q15323 P25786
Q96LT7 Q13287
P51116 Q14847
P83916 O43463
P04637 Q9Y297
P23511 P68400
Q12933 Q5T124
Q9BQY4 O60568
Q9NPJ6 O00560
Q8N9N5 O15427
P50222 Q9UGL9
Q9BRK4 Q15014
O43493 P60411
P25788 Q9NQL9
Q8IZU0 Q9Y2Z4
O00506 O43815
O43236 Q8IUQ4
Q96BW1 Q8N668
Q15363 P13987
Q9BT92 Q6A162
Q9H257 Q8N3Z6
P78318 O00743
Q8IUQ4 P86479
Q8WWY3 P15622
Q13011 Q8IZU0
O60516 P06730
Q8NE01 P60410
Q04864 Q9UBY9
Q9HAN9 P52292
P04637 P17676
Q6ZN57 Q7Z5W3
Q9BPX1 Q9HC98
O43633 Q9UN37
Q9GZT8 Q9UHA4
Q9NYB0 Q5JTV8
Q9Y6G9 Q04864
Q16658 P63104
Q96MT8 Q92844
Q15573 Q01105
P10082 P25929
Q13363 Q9BXL5
Q92985 Q96A33
Q8NDC0 Q92734
Q9NX04 Q8IXK0
Q02040 O95218
P00441 Q8TCX1
Q96EV8 Q9UL45
P43364 Q15560
P01275 P14735
Q7Z5W3 Q6ZN57
Q9NSC5 P00540
P21145 Q06187
Q9BX79 O76003
Q8IZU0 Q8N5A5
P48775 O00560
Q9BYV2 Q96HA8
P14784 P40933
Q9H4D5 Q9NPJ8
Q9Y3R4 Q7Z3S9
Q9UMX0 Q92575
O95678 Q1A5X7
Q9NQS3 P60411
P28799 P32242
Q6A162 Q6ZN57
P35638 Q86VQ3
Q5TA82 P32242
Q9UHI7 Q9BYR5
P25788 Q8N895
P04156 P29372
P26641 O94889
Q7Z3S9 Q96HV5
P22626 P14866
Q9Y6Q6 O14788
Q9P2M4 Q15907
Q9NRD5 Q86UD4
Q9BYQ3 P07510
Q00534 P42773
P60409 Q13875
Q9NX04 Q9BYV2
O43741 Q96BA8
Q9Y5U2 O00505
Q8TBB1 Q8ND90
Q8NHQ1 P43897
Q96EZ8 O15209
Q13895 Q9BYV2
Q16568 P13688
Q96T49 Q96GN5
Q2TAL8 P31321
Q9NYB9 Q96QH2
Q15019 Q9H8W4
Q15834 Q96NG3
Q8IXK0 Q9NX04
Q9UNS2 Q9UBW8
P63279 O75928
Q04864 Q9Y3B2
Q8IZU0 Q9UER7
O95751 Q8WYA6
Q5T5B0 P49639
O15371 Q9BRK4
Q05513 Q9Y624
P54274 Q9UGY1
P25929 P10082
Q13287 P04198
O75379 O95721
Q96B26 Q8WTP8
Q9BXW4 Q8WVZ9
O60341 O95863
P50222 Q9NWQ4
Q99731 P98066
Q9NWT6 Q16665
Q6ZNE9 O14777
Q15323 Q9H741
P02649 Q53EL6
P25786 Q15323
Q9UKJ5 P60410
Q9BRA2 Q96B26
Q9BWC9 Q8IZU0
P14373 Q9NWV8
Q9GZQ8 Q9BXM7
Q99750 Q8WVV9
P14373 Q8TAU3
P09012 P23246
Q9NUL5 Q6PGQ1
P15923 P50553
Q96BR9 Q8N554
P78380 P17987
P27658 P49639
Q9BVW5 P15927
Q00534 P30281
O76064 Q96IT1
Q13554 Q3LI72
Q99816 Q9NR12
P04637 Q00987
Q96GN5 Q9Y2D8
P41182 Q96RU7
P60411 Q7Z7H3
P10242 P61956
P35268 O00560
P14373 Q9GZT8
Q9NPC6 P35609
P09493 P13805
P60321 O95273
Q8IXK0 Q15014
P55273 Q00534
Q13889 Q6P1K8
Q12841 P08571
Q14657 P14373
Q6UY14 A8MQ03
Q06587 O95503
Q8N4P3 Q9BUK6
Q6A162 Q9H257
P63208 Q6PJ61
Q8WV28 Q06187
O43251 O76064
Q6A162 Q9NVL8
P62820 Q01968
O94888 Q13617
P04637 P09429
P42772 Q9GZT8
P20618 Q99436
P60409 O14656
P38432 P61328
Q08117 P61968
P78358 Q9UMX0
Q15560 Q86VP1
Q14451 Q8TAK6
Q9NYB0 Q96IQ9
Q8N5Z5 Q14565
O95154 O43488
Q6RW13 O00330
P60409 Q13895
Q9UM19 Q86UW9
Q53TS8 Q9UKZ1
Q9H9D4 Q9NWQ4
Q9Y237 P43364
O43236 Q8IYM1
Q9H7E9 P36406
Q9H8M2 Q7Z7H3
Q9NVC6 Q15528
Q8NEA9 P36406
P67870 Q86VK4
Q9NPD3 Q9Y3B2
Q9BU76 Q96MF2
Q9H9J2 Q9NYB9
P43034 Q8IVD9
Q9UL45 Q9Y3C0
Q53FD0 Q8ND90
Q7Z398 Q04864
Q13188 Q8IZU0
Q9BYR5 O14633
P30153 Q00005
Q8IW41 Q16659
P40692 P07858
Q04864 Q7L775
Q9Y4K0 P49006
Q13177 O60504
Q8IWZ5 Q5TA81
Q7Z3S9 Q96LJ7
Q9P286 Q9H6L4
P35900 Q6A162
Q9UKT9 Q13084
Q9BYV2 Q05D60
Q99828 P48449
Q9BYR5 P49639
Q5TA78 Q6UY14
Q9BYQ2 Q04864
Q8IUQ4 Q9BW62
Q70CQ1 Q13451
P32242 Q5TA45
Q9Y2D8 Q9H0W9
Q9H0I2 O43829
Q9BYR9 O43296
Q99726 Q9NX40
P78358 Q7Z4N8
Q8N6L0 Q9NRQ5
Q04864 P63241
Q9P0T4 O95273
O96018 Q92844
O15519 Q02750
Q9UF11 P52306
Q8NA61 P32969
Q96HT8 Q86XK3
Q8ND90 Q96HZ7
Q9Y248 Q9BTE3
P60520 O75323
Q96M63 Q96CS2
P40222 O60941
Q9Y6K9 Q16543
Q15038 Q9Y5V3
Q9NPI6 P26196
Q9UNE7 Q9Y2U5
Q9BXS5 Q96C92
P50222 Q8WV44
Q9NWT6 Q13418
Q9NZ09 P45877
P11177 P10515
P55040 Q9NR12
Q16543 Q96IK5
Q96FV9 Q96BY2
Q9Y2D8 Q6A162
P59991 O95231
P19012 P13647
P38159 P61978
Q8N474 O60353
Q6RW13 Q13596
P14618 P27361
P18887 Q96T60
Q9H1C4 Q5T700
Q15323 Q9P2K3
Q9Y3C4 Q96S44
Q12933 Q9Y5U2
P63218 Q15323
Q7RTY1 Q14240
Q9H0A9 Q8IUQ4
O14964 Q7Z6I5
Q9NVL1 Q13077
P15884 O60573
Q0VD86 Q8WXA2
Q9BVL2 Q13077
Q9BZW7 Q6P1J9
Q6PEX3 P60411
Q9NQL9 O15162
Q8WYN0 Q8IVW4
O95751 Q08117
Q9Y2D8 P17036
Q9BUK6 Q8N4P3
O43395 P26368
P31431 O75056
O75525 P38159
P62136 P41236
Q96CS2 O75558
Q969F0 Q9H2H9
Q969G3 Q9NPJ6
O14613 Q9UNA1
P13805 Q9UBB9
Q15691 Q8NHY3
Q9UJ83 Q8N7X4
O15162 O43559
P43364 Q8N1Q8
P14136 Q8WWB5
Q96H20 Q08AM6
Q06124 P62993
Q9H7H0 Q9UJV3
P14866 P22626
O14929 P50222
Q01081 Q8N5F7
O75323 P60520
Q495W5 P50222
Q53G59 Q7Z6J4
P18754 Q9BV86
O95273 Q9NV31
P50402 Q8NEC5
Q9BYQ6 Q5TA78
Q13418 Q14790
P50553 P15923
Q5TA81 Q8IWZ5
Q9UDV6 Q9H5I1
P43026 P36894
Q08117 P79522
Q8TBE0 Q08117
Q96LA8 P50749
Q12846 P25788
Q96SB4 Q16629
Q5T749 Q9BYE3
Q8N4L8 Q8N6Y0
Q12901 Q99750
P31276 P32519
Q6A162 P02538
Q96EQ0 P23284
P38159 P62995
P62993 P10721
Q06710 Q9NRX5
Q9H0N5 Q9Y463
Q8TAP6 P36508
Q96PN8 Q9UKT9
Q9UBX3 P60410
P40197 P14770
O95793 P05388
P60410 Q9NQL9
P0CG20 Q1MX18
Q9H7E9 Q99750
Q8TBB1 Q9Y333
Q13643 Q9UHP6
Q9UJY1 Q16082
O14796 Q8TAK6
P15884 Q96RJ6
Q9H892 Q9UM19
Q9BYQ2 Q8NEC5
P19237 P63316
Q14141 Q9UH03
O15379 P43356
P49901 Q9BYR3
Q6RSH7 Q93062
P32242 Q9BYR5
O95273 P15923
Q7Z3S9 Q9UBK9
O95544 O00560
Q8N205 P54849
Q9BYR7 Q9GZM5
O00560 Q9NYB9
P46952 Q9NUX5
P54274 Q96C57
O43521 Q07820
Q07817 Q92934
Q9BXJ9 Q9GZZ1
Q8IWV1 Q96FJ0
Q13363 Q96EK4
Q9BYR7 P49639
Q9BYR5 Q7Z3C6
Q9BXW4 Q9GZZ9
Q9Y6H5 P37840
Q9NYB0 Q14019
Q96AP0 Q9UJU6
Q9NRD5 Q92551
Q14145 P54619
Q99081 Q96S90
Q969F0 P17152
P61457 Q07654
P62491 Q7L804
P43360 O75348
O14503 P18545
P35609 Q9Y247
Q53EZ4 Q9NW64
P60329 Q8WWB5
Q5TA81 Q8WUK0
O00330 Q6RW13
Q9NYB9 P50552
P26368 Q13573
Q9UHR6 Q9Y265
Q13362 P67775
P40189 P15018
Q6PF18 Q13077
Q93062 Q9NQ87
Q5VTQ0 P50222
O14910 O14936
P27658 Q6PEX3
P62826 Q8WUF5
O95751 Q96GM5
Q8IYX3 Q99750
Q9BZS1 Q9UKT9
Q9NX04 O75558
Q8WWW0 Q8WY64
P12931 Q07666
Q8TD10 Q969G3
P50221 Q9UBU8
Q719H9 Q8TBB1
P03372 P60763
Q04864 Q7Z3I7
O00471 P83876
Q96NG3 Q13064
Q96CN5 Q9BQD3
Q16629 Q9Y383
P62837 Q99942
Q9P0K1 P63104
P69905 P00387
Q07627 P05187
Q96BD6 Q99873
Q9BXJ1 Q8WWY3
Q13330 Q13422
Q86XJ1 O15392
O00560 P02792
Q9UHD9 O00622
P01106 P08047
O60504 Q8IYX7
Q0VD86 Q9NZD8
Q15172 Q9BVP2
Q5JXX7 O43765
Q86UN2 Q7Z3S9
P35236 P28482
Q03135 P22307
Q9UGL9 P50222
P98066 O14625
P62491 Q7LBR1
Q16206 O00463
Q14331 Q9BRK4
Q14919 Q9NRF9
Q8TAD8 Q9H2G4
Q9UHD9 Q16378
Q5TA82 O76003
P27348 Q9P0K1
Q8TBK6 O75553
Q7L3V2 Q16611
O43488 O95154
P49755 Q15363
Q8NEC5 Q9BYQ2
Q8WUM4 P17931
Q6P444 P36406
Q8IVD9 P43034
O00255 Q04206
Q5TA77 Q9BYQ4
Q8NA61 Q96NC0
P05549 Q0VD86
Q99735 Q96BA8
Q9NPJ6 Q969G3
Q9UER7 Q8IZU0
Q9BYQ3 Q9BYE3
P17028 Q9Y5A6
Q9BYV2 P53365
P52797 P50222
Q8IZU0 Q96RJ6
Q6QNY1 Q6QNY0
P40763 O14874
Q9BRG1 P14373
P10606 Q9UBB9
Q07812 Q07820
Q96A70 Q9UMX2
Q9NWQ4 P50222
Q9H0X6 Q15038
Q86Y22 Q96B26
Q9UMX2 Q96A70
Q9BV90 Q8N684
Q8WTP8 Q8IXK0
Q9Y5B8 P05783
O43760 Q6AZY7
Q6IBW4 Q8WWY3
P23025 Q9HCS7
Q0VD86 Q9NP55
Q13554 O43251
Q9NS23 Q9GZQ8
P40855 Q9NPF7
O95073 Q13131
P24522 Q13561
P55081 Q8TAP6
P08559 P11177
O95273 Q8WWY3
P50402 Q5JST6
O76081 Q9BYR5
P43360 Q9Y333
O95273 Q8NE01
Q8IUQ4 P29972
Q9UGN5 Q00688
P50749 O60341
Q14D33 Q8NA61
P07947 Q12933
P03372 O43251
P50222 P20783
P05062 Q9BXC9
Q15256 Q16539
Q8IUQ4 Q86YD7
Q06732 P43365
Q15633 Q96SI9
P53567 P49716
Q96EL3 O00139
Q9NWS6 O00244
P15884 Q92886
Q00987 Q15466
P60411 Q6PEX3
P06239 P0CG48
Q9NS73 Q9H8E8
P07900 Q14318
Q9UJV3 Q8WWY3
Q17RF5 Q99750
Q13875 P60409
Q9H7H0 Q13077
Q8TCY5 P32245
Q13573 Q13077
Q15006 Q9Y3B6
P40222 Q9H8Y8
A6NEM1 Q08117
Q14195 Q96AP0
P26441 P26992
Q4VC05 P13196
Q9P0W2 Q8N0S2
Q8ND90 Q6PEW1
P04792 O95817
O15162 Q15077
Q9NUV7 O15269
Q8WWY3 Q8NHQ1
O43251 Q6ZRY4
P02538 O43765
P17931 Q13740
Q96J02 Q9Y3C5
Q9Y333 Q8TBB1
Q0VD86 Q14CS0
P62854 Q969E8
Q7Z419 O15350
P23588 P53350
Q9Y315 Q8IZ83
Q5T013 Q8IYF3
O00560 Q03393
P60409 P60520
Q9Y2U5 Q9UNE7
P61224 Q12967
Q92624 Q14435
Q9H6Z9 Q16659
Q9BRJ7 Q12933
Q8N726 Q07021
P51116 Q9UBU8
Q8N895 Q13363
Q9BWG6 P60411
Q6A162 Q9NX04
Q99757 Q8IZE3
Q0VD86 Q15654
O43889 Q68CJ9
Q0VD86 Q96CS2
Q9P127 P78362
Q8IYR0 Q8N5M1
Q5TA82 O95967
Q5TA79 Q9BYR7
P23528 P63261
Q5T752 P60411
Q9BQ89 O95273
Q13643 Q8NEG0
O95218 Q02040
P61956 Q9UHP3
P01350 O76011
Q15025 Q13526
Q6A162 P68106
O95379 Q9H8W4
Q13895 Q9UJV3
Q9UMS0 Q9UBB9
P55957 Q07812
Q03014 P60371
Q9UBB9 P13805
Q13671 P01112
Q5D1E8 Q9Y6K9
O75593 Q15915
Q8N0S2 Q9UBY9
P60409 Q9H7E9
Q9H190 Q96CG3
P55081 Q8NHQ1
P26038 O14745
Q9BQQ3 Q12765
P61978 O14965
Q08AF8 Q08499
Q12933 Q12805
Q15654 P26441
P60409 Q8WUK0
Q6A162 Q9H6L2
P60410 Q9H270
O43815 P67775
P00338 P11142
Q08117 Q9UJX0
Q8NA61 O60573
P05813 Q9Y6H1
Q9BQ70 Q9BUN8
Q9UI95 Q13554
P38919 Q96GN5
P10644 Q9H0R8
O00522 O14713
Q9Y266 Q8TC44
O00560 Q6ZUT1
Q9UKV8 Q15185
Q15311 Q86XR8
Q9ULZ3 O14862
P62952 Q86WV1
Q6ZRY4 O43251
Q9HCS7 P23025
P13987 Q15363
Q12967 P61224
Q9BSE2 P11686
P01137 P17813
Q13043 P50749
Q96SI9 Q9NVV9
P17024 P60410
P60410 Q86TG1
P25101 P49407
P63279 O94829
P43115 Q7Z3S9
Q5T4F4 O95292
Q04864 P04053
Q9NZ81 Q8TBK6
P21673 P17482
O15194 Q15797
Q8N9Q2 O00560
Q13526 Q9NYB9
O15344 P68036
P62308 Q96D03
P01137 P36897
Q9NX04 O75478
Q6A162 Q9Y5Q8
Q9UJV3 P09067
Q9H079 Q9BW62
P55040 Q9UBB9
A0PK00 O95273
Q8IYX8 Q99750
Q9UKJ5 Q8NEC5
P31749 P30153
P29466 Q5XLA6
Q8IXJ6 Q04206
Q15637 Q96I25
Q8NG50 Q96HT8
Q96PN8 P15884
O15156 P62993
Q6UY14 Q8TAB7
P84022 P24158
O60941 P40222
Q8N6L0 P50402
Q9NQL9 Q7Z3S9
Q8WYH8 Q05D60
P17024 O76015
Q9NQ87 Q93062
Q9GZX6 Q8N6P7
Q13557 P51116
O43597 P32242
Q01105 Q9BT49
Q96QD8 Q99942
P51965 Q8N7H5
Q07325 P27487
Q8N0S2 Q9P0W2
P40937 P98170
P20366 P25103
Q86SE9 Q96LA8
O95995 Q96MY7
Q08379 Q9NX63
Q14680 Q9BZR8
P62140 Q15435
Q8WVV9 Q96PU8
P78337 Q92997
P48023 Q9UKS6
O75164 P68431
Q9UHP7 Q15848
Q96IK5 Q92993
O75817 Q9BUL9
P25791 Q9UJC3
P36406 Q14565
Q9NYB9 O75886
P32242 P28799
Q9Y2D8 Q99909
Q9BW83 Q9Y547
Q9NP31 Q14847
P04233 P61073
P62136 Q7Z5V6
Q9HCE7 Q9H469
P15408 P15336
Q7Z6G3 O43482
Q68CJ9 O43889
O00165 P03372
Q8WVZ9 Q9BXW4
Q8N9E0 Q9NVV9
Q9HC52 Q9BYE7
P60410 Q03014
Q8TD10 Q8N5A5
Q9C005 O00487
P34932 Q6RW13
P21912 Q8IWL3
Q0VD86 Q9UDX3
Q9Y383 Q9GZQ8
O43805 Q8TBB1
Q8WZ19 O15160
P13760 P0DMV8
Q8N6Y0 Q99627
Q13158 P53350
Q13950 O15350
Q9BRK4 Q9H4P4
Q8N6L0 P60520
Q9HC23 Q969X1
Q53TS8 Q01850
P56524 P63279
O95870 Q86VR2
