Q9UN86 O14531
Q9GZM7 Q14D33
Q9BVK8 Q14D33
P07237 Q14D33
Q9BRR0 Q14D33
Q99956 Q14D33
Q9H0R8 Q6EMK4
Q9BYQ6 Q6EMK4
O43583 Q6EMK4
Q9BQD3 O00635
O75323 O00635
Q05084 O00635
P32121 P98179
Q13515 P98179
P40933 P98179
Q8IWV1 P98179
P61981 P09466
Q13043 Q8NEA9
Q9H115 Q8NEA9
Q63ZY3 Q8NEA9
Q6ZNA4 Q8NEA9
Q96NT3 Q8NEA9
P19438 Q8NEA9
Q96M91 Q8NEA9
Q9Y2B5 Q8NEA9
P61266 Q8NEA9
P54852 Q8NEA9
O75915 Q8NEA9
P37198 P25786
Q04206 P25786
Q8IXK0 P25786
O43167 P25786
Q8N5M1 P25786
Q15797 P25786
Q06547 P25786
Q9NQX5 P25786
P29692 P25786
P02647 P25786
Q8WTU0 P25786
Q8NEF3 P25786
O43583 P25786
Q9H7X3 P25786
P13646 P25786
Q9H0X6 P25786
Q9BZL1 P25786
P41279 P25786
P18509 P25786
Q92466 P25786
Q13901 P25786
Q7Z353 P25786
Q9Y6X2 P25786
P06132 P25786
P17252 P25786
O95865 P25786
P05937 Q8WV07
Q96BR9 O43687
Q15173 O43687
Q9BQD3 P61088
P42768 P61088
Q8WV28 P61088
Q9BW11 P61088
Q969Y2 P61088
O43921 P61088
Q9NUV7 P61088
Q06587 Q8ND25
Q96JC9 P49918
Q13112 P49918
Q9GZM8 P57739
P56962 P57739
P31314 O00244
Q96M29 Q8N7H5
P43378 Q8N7H5
Q9H0R8 Q13131
Q15742 Q13131
Q9BVV2 Q13131
P33240 Q13131
Q68CJ9 Q13131
Q04323 Q13131
O00180 Q13131
Q8IV38 Q13131
Q99954 Q13131
Q9BYQ6 Q06413
Q6RVD6 P33993
P29692 P33993
Q9UN37 P33993
Q15910 P33993
Q6ZSB9 P33993
Q9BZJ0 P33993
Q96EV8 Q8NHQ9
Q08AF8 Q96GZ6
Q9BR76 Q96GZ6
Q9P1W9 Q86UT5
Q16543 P32969
Q9H9D4 P32969
Q9HAU4 P32969
Q9NQG5 P32969
Q9UNY5 P32969
P15882 P32969
Q9NR22 P32969
P61962 P32969
Q8N7F7 P32969
Q6P1N0 P32969
Q9UPT9 Q15116
Q05516 Q8TAI1
O43395 Q8TAI1
Q96NC0 O43187
P08238 Q9UBX5
O95379 Q9UBX5
P14136 P62304
P35638 P62304
P54849 P62304
Q9Y3Y2 Q16881
P57682 Q02548
Q92624 Q03989
Q6PF18 Q03989
Q96GY3 Q03989
Q12982 Q03989
Q00688 Q03989
P63000 Q9GZM8
O75360 Q9GZM8
O95863 Q9GZM8
P36873 Q9GZM8
Q16186 Q9GZM8
Q9UBX3 Q9GZM8
O75603 Q9GZM8
Q02535 Q9GZM8
Q9NZQ7 Q9GZM8
O95201 Q9GZM8
Q8NCR3 Q9GZM8
Q9Y5U2 Q9UHV8
P13994 Q9UHV8
O43298 O60260
Q969J2 O60260
P29274 O60260
P15498 O60260
P78337 P61073
Q969J2 P61073
Q9NVT9 P61073
Q9NUQ8 P61073
Q96LM6 Q9H1J1
Q9Y4P1 Q9UL33
Q9Y5B8 Q07820
A6NEM1 Q07820
Q96FJ2 Q07820
A6NFR6 Q07820
Q15696 Q07820
Q8N511 Q07820
Q6RVD6 Q99986
P35908 Q99986
Q7L3V2 Q99986
Q6ZUJ4 Q99986
Q9BUN8 Q99986
O14595 Q99986
P11166 O60934
Q92624 P68104
O96006 P13489
Q6PL24 O14933
P41223 Q9H160
Q01740 P78346
Q6P5X5 P60660
Q9BYR3 Q8N6N6
Q8N668 O60671
O75807 O60671
Q70IA8 Q9NPG2
P62826 Q9NPG2
Q96Q45 Q9NPG2
O75528 Q9NPG2
Q9H000 Q9NPG2
Q96T68 Q9NPG2
Q9BT92 Q5SXH7
Q9UK73 Q5SXH7
Q8WVV9 Q02078
Q9UJY4 Q02078
Q92575 Q02078
Q92997 Q9UQ80
Q9UER7 O14787
Q96BR9 P48730
P86480 P48730
P13196 Q92997
P43405 Q92997
P62826 Q92997
P33240 Q92997
Q15528 Q92997
Q9Y3M2 Q92997
Q6NX49 Q92997
O43542 Q92997
P41002 Q92997
O14777 P13196
Q86V42 P13196
Q9BSW7 P13196
P20963 P13196
Q9Y266 P13196
P35240 P13196
Q9BYU1 P13196
Q9ULW2 P13196
Q86T24 P13196
Q8NC51 P13196
Q9H1P3 P13196
Q12982 P16520
O60504 P17482
Q8N4L8 P17482
Q96S90 P17482
Q99932 O43395
Q9UBR4 O43395
Q2TAY7 O43395
Q9BPX5 O43395
Q04206 P37198
O75360 P37198
Q96EB6 P37198
P61024 P37198
Q9NS73 P37198
P43115 P37198
Q96P16 P37198
Q9UBD5 P37198
O15400 P37198
Q9UGJ1 P37198
Q8NHS4 P37198
Q9Y281 O00155
Q8IZS5 O00155
Q15366 Q9Y6Q6
O76083 O14788
Q9NR55 O14788
Q6NYC8 Q96I27
Q63ZY3 Q96I27
Q9H204 Q96I27
Q96EK4 Q96I27
P24941 Q6L8G8
P20138 Q6L8G8
Q8NEC5 O43186
Q9BQD3 O43186
Q13043 O43186
Q9UPY8 O43186
Q9GZX7 O43186
Q16665 O43186
P07510 O43186
Q969G2 O43186
P25445 O43186
O14770 O43186
Q03933 O43186
Q8WUM4 O43186
O95834 O43186
P17020 A0PK00
Q9P2A4 Q96BR9
O75031 Q96BR9
P61024 Q96BR9
Q13043 Q96BR9
Q9H8S9 Q96BR9
Q0VDD7 Q96BR9
Q8TCY5 Q96BR9
Q9P0N8 Q96BR9
Q5VVH5 Q96BR9
Q6NX45 P51451
Q8N1E6 P51451
Q8IVW4 P50616
Q15543 P50616
A8MXD5 Q9H1M0
Q13043 Q969G9
O00267 Q969G9
Q9BZL3 O00422
Q9TNN7 O00422
Q9UHD2 Q08AF8
Q9NWZ3 Q08AF8
Q5XUX1 Q08AF8
Q9NVM6 Q08AF8
O95379 P26678
Q15836 P26678
O00487 Q9Y3L3
P32929 Q9Y3L3
Q9H0R8 O14777
P40337 O14777
P14618 O14777
P11940 O14777
Q9Y294 O14777
Q99759 O14777
P10073 O14777
Q8WWN9 O14777
Q6L8G9 Q13875
P43115 P61457
Q9NZC7 P61457
O15355 P61457
Q9P0L0 O75022
P14770 P55273
Q96PV4 P61019
Q13162 P61019
Q9BZI7 P61019
P08238 Q05084
P29034 Q05084
Q8WXK3 Q05084
O95154 Q05084
P05783 Q9UL15
Q8TBB5 Q9UL15
P43220 Q9UL15
Q96EB6 A6NEM1
Q96Q83 A6NEM1
O96020 A6NEM1
Q5TA76 Q8IV04
O14965 Q8IV04
O75031 Q9BSK4
P30154 Q9BSK4
Q8WTR4 Q9BSK4
Q68E01 Q9BSK4
P31946 Q9H8W4
O43167 Q9H8W4
Q9NS73 Q9H8W4
P60412 Q9H8W4
Q99873 Q9H8W4
P35900 Q9H8W4
P35711 Q9H8W4
Q9Y294 Q9H8W4
Q13489 Q9H8W4
P55884 Q9H8W4
Q96BD6 Q9H8W4
Q16537 Q9H8W4
Q96EL3 Q9H8W4
O15297 Q9H8W4
Q6P047 Q9H8W4
P60903 Q9H8W4
Q96NY9 Q9H8W4
P29373 Q9H8W4
P61962 Q9H8W4
Q7L7L0 Q9H8W4
Q13515 Q14012
O60504 Q6P5X5
P60709 Q6P5X5
P60228 Q6P5X5
Q9ULX6 Q6P5X5
P49761 P00558
Q32M84 P00558
Q01844 Q7Z3B4
Q49A26 Q7Z3B4
Q16643 Q7Z3B4
O43913 Q7Z3B4
P10244 Q7Z3B4
Q9HD90 Q7Z3B4
P35900 Q9NX70
Q8N4L8 Q9NX70
P12755 Q9NX70
P55199 Q9NX70
Q9NS73 Q15528
P61758 Q15528
O14879 Q15797
Q16520 Q15797
Q9H0A6 P01308
Q9NPI6 Q96AQ6
Q07108 Q96AQ6
Q12972 Q9NWC5
Q9H0I2 Q6L8G9
P57086 Q6L8G9
Q9Y2W2 Q6L8G9
P55957 Q6L8G9
P14635 Q6L8G9
Q92841 Q6L8G9
P30260 Q6L8G9
Q96D31 Q6L8G9
P04198 Q6L8G9
Q9BZI7 Q6L8G9
Q96LI5 Q6L8G9
O14508 Q6L8G9
Q8N661 Q6L8G9
Q9UHR6 Q6L8G9
A6NGK3 Q6L8G9
P32519 Q6L8G9
Q8N8E2 Q6L8G9
P20810 Q6L8G9
Q8WU08 Q6L8G9
O00757 Q6L8G9
Q96PV6 Q6L8G9
Q8TDX5 Q6L8G9
Q9NP70 Q6L8G9
Q9BX46 Q6L8G9
P06753 Q9Y303
Q8TD31 Q13748
Q3SYF9 Q13748
Q9Y333 Q9H4A6
Q96EV8 O00161
P35711 O00161
P60328 Q9Y2V7
Q9Y5W9 Q9Y2V7
Q8WWH4 Q9Y2V7
P13693 Q96ES7
Q99814 Q96ES7
P17022 Q96ES7
Q08722 Q96ES7
Q01081 Q96AG3
O60216 Q96AG3
P49768 P24385
P07315 P24385
Q8IYK8 P24385
P13647 Q96PU4
P20366 Q96PU4
Q8NEC5 P12755
Q9UI30 P12755
Q8IW19 Q6UXG3
Q13094 Q5I0X4
Q96QH2 Q5I0X4
Q9Y6Z4 Q5I0X4
O75541 P28838
Q9Y3C0 Q9BWC9
Q9H222 Q9BWC9
Q7KZI7 Q96PQ6
Q15125 Q96PQ6
P62328 Q96PQ6
Q9BXI6 P0C0S5
Q16611 Q0D2H9
P48431 Q0D2H9
Q8N490 Q0D2H9
Q13449 Q0D2H9
Q53H54 Q0D2H9
Q6NVV7 Q0D2H9
Q9BQD3 P63279
Q8N668 P63279
Q9H0A9 P63279
Q9NWS6 P63279
Q99497 P63279
Q9GZM7 P63279
Q86YM7 P63279
Q9Y6W5 P63279
Q13627 P63279
P10244 P63279
Q96HQ0 P63279
Q5VV42 P63279
Q00537 P63279
O60504 Q12800
Q9GZX7 Q12800
P54619 Q12800
Q13616 Q12800
Q49A26 Q12800
Q96LM6 Q12800
Q15172 Q12800
Q9NP64 Q12800
Q14296 Q12800
Q9H944 Q12800
B2RXF5 Q12800
O14604 Q12800
P63000 Q96NC0
O75971 Q96NC0
Q6NVH7 Q96NC0
Q9HCK0 Q96NC0
P10909 Q96NC0
Q13586 Q96NC0
Q969H8 Q96NC0
O14526 Q96NC0
Q9UGJ1 Q92730
Q16773 Q9NP91
O95453 Q9NP91
P35638 Q9NU19
O95817 Q9NU19
Q6ISS4 Q9NU19
P55774 Q9NU19
P51511 Q9NU19
Q14135 O75052
P22557 O75052
Q9H0R8 Q9BUZ4
Q9Y223 Q9BUZ4
Q9BXK5 Q9BUZ4
P10636 Q9BUZ4
Q9NQZ6 Q9BUZ4
O75084 Q9BUZ4
Q8IVM0 Q9BUZ4
O75031 O76081
P26368 O76081
Q8NI38 O76081
O15116 O76081
Q01959 O76081
P02745 O76081
A6NGK3 O76081
A5D8V6 P49910
Q00613 P49910
Q96BD8 P49910
P54652 P49910
Q96S44 P49910
P06753 O95793
P48146 O95793
Q8NCP5 O95793
Q99623 O95793
Q99594 Q00059
Q5T5A8 P61006
Q9H211 P61006
P49459 Q01968
Q96NL8 Q01968
Q15633 O00204
Q14469 O00204
Q9Y3B7 P0DPB6
Q96CS7 Q8WYA6
P05161 Q8WYA6
P04406 P32302
Q8TCX5 P32302
Q96S44 Q07325
O75638 Q07325
O15503 Q07325
P98170 Q9H0I2
Q9P0N9 Q9H0I2
Q86X02 Q9H0I2
Q9NR28 Q9H0I2
P60371 Q9H0I2
Q9ULP0 Q9H0I2
Q13950 Q9H0I2
O43242 Q9H0I2
P22307 Q9H0I2
Q5VTQ0 Q9H0I2
Q9BXA7 Q9H0I2
Q96CG3 Q96FJ0
P13994 Q96FJ0
P09972 Q96FJ0
P55010 Q96FJ0
Q8N7W2 O95678
P10606 O95678
Q99719 O95678
Q9BRJ7 O95678
Q8N3F0 O95678
Q12983 Q6YFQ2
Q9Y5X4 P50570
Q9Y2Q3 P50570
P30556 P50570
Q8WW12 P50570
Q7Z4N8 Q9Y294
P51671 Q9Y294
Q9Y5P8 Q9Y294
P35900 P49736
P42768 P49736
Q6NYC8 Q9Y371
Q96B26 Q9Y371
P40855 Q9Y371
P78556 Q9Y371
O43167 P35268
O75330 Q9BXS6
P20336 O75663
Q9C086 Q9NZ72
Q9P2A4 P09038
Q13043 P09038
Q15233 P19013
P09914 P19013
Q14257 P19013
Q8TD31 Q9UIV1
Q9HAZ1 Q9UIV1
Q6PL24 Q9Y247
O15353 Q9Y247
Q92529 Q9Y247
P61024 Q06830
O95198 Q06830
O43929 Q06830
P20700 Q06830
Q9BXN2 P10275
Q9UQB8 P10275
Q9NWT6 P10275
Q9H211 P10275
Q9HCG8 P10275
Q6ZN18 P10275
Q12893 P10275
Q8NCD3 P10275
Q9Y333 Q96H86
Q9BYM8 Q96H86
P48443 Q96H86
P98177 Q96H86
Q96D03 Q8N8X9
Q9NYP9 Q8N8X9
Q9UHI7 Q7Z6K5
Q96A54 Q9NSU2
Q05D60 Q9H147
Q92567 P43356
Q9HD26 P43356
Q9UHP6 P43356
Q06587 P43356
Q86VR2 P43356
O43439 P43356
Q92624 P23025
Q9Y3C0 P23025
Q5T749 P23025
P46092 Q9HCS7
Q6XR72 Q7Z4G1
P50502 Q7Z4G1
Q96EB6 Q5MAI5
Q9NSC5 Q96G23
P60412 Q96G23
Q9BUF7 Q96G23
O95985 Q96G23
Q92624 Q03252
Q9UIG4 P20700
Q8NAT1 P39019
P08238 P41227
Q12846 P41227
Q9P2A4 P41227
P28799 P41227
O75506 P41227
Q15369 P41227
Q2TBE0 P41227
Q8N365 P41227
Q8TCZ2 P41227
Q9NP98 Q96Q45
Q8IWE4 Q96Q45
Q96LM6 Q7Z4F1
Q12846 Q19T08
Q9BSW7 P60484
Q8WTS6 P60484
O75410 P60484
Q96K80 P60484
Q86XR7 P60484
Q9BRA2 P60484
P14222 P60484
P07307 P60484
Q15714 P60484
Q6PF05 Q8NEP9
Q9H0W9 Q8NEP9
O76083 P26196
Q9BT40 P26196
Q9H609 P26196
O94776 P26196
Q15544 P26196
P08559 P26196
Q15109 Q9GZZ9
P49407 P05787
Q9BTM9 P05787
Q9H2L5 P05787
Q5T3I0 P05787
P07307 P05787
Q96CN5 P05787
P08238 Q14790
Q16637 Q14790
Q96CG3 Q14790
Q53HL2 Q14790
P07550 Q14790
P50995 Q14790
Q9NXR5 Q14790
P52789 Q14790
Q53TN4 Q14790
P43034 P15882
Q8N7W2 Q96S90
Q96GY3 Q96S90
Q8ND76 Q96S90
Q9NR28 O15217
Q9BTE0 O15217
Q8TD31 Q9P2A4
Q5W5X9 Q9P2A4
Q16623 Q9P2A4
Q8TCE9 Q9P2A4
Q92692 Q9P2A4
P10636 Q9P2A4
Q96DC9 Q86WW8
Q6NYC8 Q6IBS0
Q5BKY6 Q6IBS0
P53990 Q6IBS0
Q2WGJ6 Q9Y3Y2
Q96Q77 Q9Y3Y2
Q9NRI5 Q9Y3Y2
Q9GZV4 Q9Y3Y2
P30504 Q9Y3Y2
P49190 Q9Y3Y2
Q7Z434 O75340
P35520 O75340
Q16611 Q9NQ35
Q5T5A8 Q96HR9
O76011 Q96HR9
P19438 Q96HR9
P18887 Q96HR9
Q05513 P49768
O75385 P49768
P35900 O60504
Q9Y3I1 O60504
O75410 O60504
Q9NTM9 O60504
O14544 O60504
Q9NZN3 O60504
Q99578 O60504
Q9UGM5 O60504
Q9Y2W2 Q9NR22
O75822 Q9NR22
Q00536 Q9BYG4
Q96NS5 Q9BYG4
Q96GY0 P40199
Q8WUF5 Q9BVJ7
P62937 Q9BVJ7
Q15777 P46063
P07602 P46063
Q9NZC7 P47224
Q96DC9 P47224
Q92624 O75525
Q8WYH8 O75525
Q13162 O75525
Q8TD23 O75525
Q9Y6G1 O75525
O95210 P56597
Q8IUC1 Q8IVT2
Q9H0R8 Q9Y5B8
Q16543 Q9Y5B8
P28562 Q9Y5B8
P20155 Q9Y5B8
Q8N7K0 Q9Y5B8
P62987 Q9Y5B8
Q92597 Q9Y5B8
Q13951 Q9Y5B8
P28358 Q9Y5B8
O75971 Q13126
Q16181 Q13126
P50995 Q13007
Q9BQ70 P43699
O00767 P43699
Q8WWZ3 Q9BRT7
Q92624 Q8NA54
P55072 Q8NA54
O95947 Q8NA54
Q8N6R0 Q8NA54
Q8NFF5 Q8NA54
Q9Y6X2 Q8NA54
Q6P1L5 Q01453
O14730 Q9NZQ7
O75031 P20963
P48668 P20963
Q9Y4X0 P20963
Q9C0C4 P20963
Q5T700 Q16543
Q8TCE9 Q16543
Q5T749 Q16543
Q9H492 Q16543
O14770 Q16543
P55210 Q16543
Q8NHY2 Q16543
Q99418 Q16543
A8MV65 Q16543
Q6ISS4 Q16543
Q8N1N4 Q16543
P13682 Q16543
Q15582 Q16543
O43482 Q9UKT8
A5D8V6 Q8TCE9
Q92567 Q8TCE9
Q6RVD6 Q8TCE9
P18887 Q8TCE9
Q9H173 Q8TCE9
Q9UHP6 P01160
P55085 P01160
Q01081 Q7Z7H3
P36896 Q7Z7H3
Q9BYQ2 O95990
Q86V42 O95990
Q9Y4X0 O75056
P17655 Q96EE3
Q96PV4 P02792
Q9NZC7 P02792
P35908 P02792
P04198 P02792
P42892 P02792
Q7L190 P06454
Q15560 Q96PV4
Q6NYC8 Q96PV4
Q719H9 Q96PV4
P14316 Q96PV4
Q9Y6E7 Q96PV4
Q86XF7 Q96PV4
Q9P291 Q96PV4
Q8N4B1 Q96PV4
P32929 Q96PV4
O95967 P14136
P17028 P14136
Q05513 P14136
Q96IK5 P14136
P63010 P14136
Q9NPQ8 P14136
P23526 P14136
Q92966 P14136
Q9Y478 Q71U36
Q9Y4K3 P17028
Q8N7W2 P17028
Q9UNF0 P17028
P32745 P17028
Q9Y2D2 Q8WYK2
O43541 Q15583
O43242 Q15583
O00459 Q86XR8
P61326 Q86VE0
Q13326 Q86VE0
O95257 Q8IWZ8
Q9HC52 O14796
P49366 Q00534
Q5JVS0 Q00534
A1L162 Q00534
Q13951 Q00534
Q49A26 Q9UKS6
Q9NRR5 Q9UKS6
Q07866 Q9UKS6
A8MXD5 Q9UKS6
O14744 P35222
P48380 P35222
P11309 P62875
O14544 P62875
P15036 Q86VR2
Q9UGK3 Q86VR2
Q562R1 Q86VR2
Q96J77 Q7L1I2
Q9BQD3 P63000
Q8WYH8 P63000
Q3LI66 P63000
Q58DX5 P63000
O15169 P63000
P32246 P63000
P05305 P63000
Q9BZG8 P63000
Q9HDC5 P63000
Q6ZVT0 P30626
Q6NYC1 P30626
O14544 P30626
Q9H3Q1 P30626
O60603 P30626
Q03167 P40925
P86480 P55957
Q14653 P55957
Q8N488 P55957
Q13642 P55957
P62070 P55957
Q15560 Q86XI8
Q9H115 Q86XI8
Q96NE9 O76070
Q96EB6 Q6UY14
Q9BYR0 Q6UY14
Q9H204 Q6UY14
Q96LR2 Q6UY14
Q96BD8 Q6UY14
Q86SE5 Q6UY14
Q8TC20 Q6UY14
Q96SI9 Q6UY14
P40189 Q6UY14
P01375 Q6UY14
Q13326 Q6UY14
P31949 Q6UY14
Q70IA8 Q96I25
P21964 Q96I25
O60884 Q96I25
O00463 Q8TD06
Q719H9 O95831
Q99519 O95831
Q9NP31 Q9BTM9
Q70UQ0 Q9BTM9
P08758 Q9BTM9
Q99759 Q9BSW7
Q7RTY1 Q9BSW7
O00220 Q9BSW7
Q8IUH5 Q9H0R8
Q8N7W2 Q9H0R8
O00463 Q9H0R8
Q96IK5 Q9H0R8
Q7Z4N8 Q9H0R8
Q53HL2 Q9H0R8
Q68CJ9 Q9H0R8
O14543 Q9H0R8
Q8WUF5 Q9H0R8
P43220 Q9H0R8
Q9BXJ1 Q9H0R8
Q7Z3B1 Q9H0R8
Q96R05 Q9H0R8
Q9NWW6 Q9H0R8
Q13438 Q9H0R8
Q96PD2 Q9H0R8
Q17RF5 Q9H0R8
O95453 Q9H0R8
Q5TYM5 Q9H0R8
O43323 Q13509
Q96BA8 Q99719
P84090 Q99719
Q9H165 Q99719
P10398 Q9NSC5
Q13043 Q9NSC5
Q01844 Q9NSC5
P22736 Q9NSC5
P46109 Q9NSC5
Q03933 Q9NSC5
Q96M91 Q9NSC5
A8MV65 Q9NSC5
Q9H0R3 Q9NSC5
Q99502 Q9NSC5
Q8IWV1 Q86YM7
Q9Y223 Q9UKG4
P27348 Q9BVK8
P31350 Q9BVK8
P49407 O14512
Q96G03 Q9Y5Z9
P48431 Q9H9H4
P31150 Q9H9H4
Q8IWR1 Q9H9H4
P48729 P48431
Q8N3I7 Q13191
Q6UWZ7 Q13191
P30281 Q86X55
Q9Y2W2 Q13617
O94972 Q13617
Q9NZV8 Q13617
Q9UHK0 O14925
Q8NCA5 O14925
Q63ZY3 P40763
P61981 P40763
Q9P0N9 P40763
Q06124 P40763
Q9Y383 P40763
Q5T7W7 P40763
Q9BXJ9 P40763
Q08722 Q8N1F1
P10398 Q5TZK3
P53673 Q5TZK3
Q9Y272 Q5TZK3
Q13444 Q5TZK3
Q9NWX5 Q5TZK3
Q8WV28 Q5TZK3
Q6Y1H2 Q5TZK3
Q9Y225 Q5TZK3
Q9NUV7 Q5TZK3
Q9GZV4 Q9UBD5
Q15051 Q9UBD5
P12104 Q9UBD5
Q9BVV2 P49069
Q96GX9 P49069
P10599 P49069
Q99873 Q8N9N8
O14757 Q8N9N8
Q9UI36 Q8N9N8
Q9UNL4 Q8N9N8
Q96JM7 O75575
Q96LW4 O75575
Q9BQD3 Q5TA76
P20248 Q5TA76
Q01201 Q5TA76
Q16378 Q5TA76
Q5W5X9 Q9BZL3
Q01844 Q9BZL3
P43405 Q9BZL3
O75351 Q9BZL3
Q2TAY7 Q9BZL3
O95429 P09936
P0DPB3 P09936
O95872 Q8WWR8
P29083 Q8WWR8
Q16576 Q63ZY3
P57682 Q63ZY3
Q9H0H5 Q63ZY3
P49356 Q63ZY3
P51787 Q63ZY3
O95865 Q63ZY3
Q9Y5X3 Q9H6X5
O00401 O14763
P78386 P46734
Q86X83 P46734
O00257 Q96D03
Q15369 Q96D03
Q9P209 Q96D03
P20674 Q96D03
Q99814 Q9UJ70
Q5T6M2 Q9UJ70
Q9Y3B7 P61981
Q9Y6H1 P61981
Q06124 P61981
O75031 A5D8V6
Q96BA8 A5D8V6
P05783 A5D8V6
P45983 A5D8V6
Q9H1Y0 A5D8V6
P57682 A5D8V6
Q96D98 A5D8V6
Q6UXT8 A5D8V6
Q9Y2Z4 A5D8V6
Q13043 Q9Y2F9
Q13618 Q9Y2F9
Q9UEU0 Q9Y2F9
P24278 Q9NUL5
Q9C005 Q9NUL5
P02649 Q9NUL5
Q8N3I7 Q9NUL5
P48775 P09211
Q15942 P09211
O43281 P09211
O43716 P09211
P27487 P63146
Q8TD31 Q9Y250
Q5QP82 Q5TAQ9
Q96PK6 Q5TAQ9
Q9NR28 P10451
Q9NPQ8 P10451
P61601 P10451
P36941 P10451
O95231 Q9H9D4
Q9BVI4 Q9H9D4
Q96S96 Q9H9D4
Q9BR76 Q93099
P09622 Q8TC57
Q6UWL6 Q9Y5N6
Q96B26 Q8N5F7
P98066 Q8N5F7
Q9UBT2 Q8N5F7
Q9HD26 Q96H20
P80294 Q96H20
P24941 Q7Z434
Q9UHD2 Q7Z434
P46109 Q7Z434
O43318 Q7Z434
Q9H213 Q7Z434
Q6ZUS5 Q7Z434
P08588 Q7Z434
Q96AP0 Q6RVD6
Q8IVW4 Q6RVD6
P05813 Q6RVD6
Q9NS37 Q6RVD6
Q08E93 Q6RVD6
P49810 Q6RVD6
Q99426 Q6RVD6
Q96EY1 O95741
Q14929 O95741
Q99814 Q8NEF3
P15408 P07510
Q9UBY9 P07510
Q9BSD3 P07510
O15315 P07510
O60353 P07510
Q06141 P07510
Q99417 Q9H1X1
Q06547 Q9NWT8
O43747 Q9NWT8
Q16625 Q86X95
Q06455 Q01974
Q92624 P86480
Q15796 P86480
Q9Y316 P86480
Q9UKB1 P86480
Q8WUM4 P86480
Q9Y6A5 P86480
Q96CN9 P86480
P57775 P86480
Q92624 P36383
P40855 P36383
Q0VDD7 P20248
Q9HC52 P15408
Q9NQG6 P15408
P05230 P15408
P57086 O60684
P40337 O60684
Q8WUM4 O60684
Q15287 Q9Y4C2
Q12846 Q8NHY2
P53673 Q8NHY2
Q9BVI4 Q8NHY2
P21673 Q9NWB1
Q5HYW2 Q9NWB1
P25942 Q9NWB1
Q96L50 Q9Y6R0
O14965 Q86X02
Q7L190 Q86X02
Q99547 Q86X02
Q9BYG3 Q86X02
Q9UBX3 Q5TA45
Q96D31 Q5TA45
Q86UD0 Q5TA45
Q6ZQR2 Q5TA45
Q96Q40 Q9BU23
Q9H7T3 Q9BU23
P35638 Q13432
Q8N140 Q13432
Q9BXS5 P49023
O95926 P49023
Q9BYR0 Q9UHI7
Q9BUJ2 Q9UHI7
O15355 Q9UHI7
Q53EL6 Q15554
Q96NT3 Q15554
Q5VTQ0 Q15554
O95967 P05204
O95905 P05204
Q14584 Q9BXJ9
Q9HC52 Q658K8
Q96IZ5 Q9C035
Q16186 Q9C035
Q9Y6M0 Q9C035
P43626 Q9BYR8
P19338 Q9BYR8
Q53TN4 Q9BYR8
P62995 Q96GY3
O15226 Q96GY3
O95402 Q01534
Q96Q77 Q6AI12
P07195 Q6AI12
P53779 Q6AI12
P28324 Q15173
Q06587 P49427
P04629 P49427
Q12884 P49427
Q96E35 Q9P2F9
P48146 Q96EQ8
O43309 Q96EQ8
Q92731 O95503
Q9BT78 O95503
Q9BQD3 P29466
Q3SYF9 P29466
Q9UL40 P29466
O43464 Q9ULZ3
Q8IZ13 Q9ULZ3
Q8IWX8 Q9ULZ3
Q9BSH5 Q9ULZ3
Q99873 O00463
Q16611 O00463
Q13190 O00463
Q96RK4 O00463
Q9H175 O00463
Q9HCJ2 O00463
Q7RTY1 O95198
P78352 Q9BYG5
Q64LD2 Q9NQX3
P02750 Q9NQX3
Q12797 P12644
Q6PEW1 Q9GZP9
Q9P2Z0 Q13569
Q9BQD3 Q9GZX7
Q5W5X9 Q9GZX7
Q9UJ41 Q9GZX7
Q14653 Q9GZX7
O95400 Q9GZX7
Q15051 Q9GZX7
P48645 Q9GZX7
Q68CQ4 Q9GZX7
Q9H8T0 Q9GZX7
P32121 Q86XF7
Q02040 Q9UHD2
P07195 Q9UHD2
Q9UGP5 P42224
Q8WZ19 P42224
O75475 P42224
Q9UN79 Q96GM8
Q9Y217 Q96LZ7
Q9H2F9 Q14155
P50749 P20155
Q9Y4X0 P20155
P14778 Q16186
Q96CS7 Q9Y5W5
Q9BRA2 Q9Y5W5
Q8NEC5 Q9Y223
P57060 Q9Y223
Q13362 Q9Y223
Q9Y3A3 Q9Y223
O95471 Q9Y223
Q96C10 Q9Y223
Q13625 Q9Y223
Q9GZT4 Q9Y223
O95630 Q15696
Q96EA4 Q15696
Q66PJ3 Q8N8E2
Q9BXS5 Q9Y2W2
Q16637 Q9Y2W2
P25490 Q9Y2W2
Q86SE5 Q9Y2W2
Q2TAL8 P43626
Q9UBY9 P43626
P62826 P43626
Q6ZS10 P43626
P29274 P43626
Q9NZG7 P03897
Q9NS73 P63313
Q9UHP6 P63313
Q96FQ6 P63313
Q5T5A8 Q5T700
Q92843 Q5T700
Q16665 Q5T700
P29692 Q5T700
P53990 Q5T700
Q96HV5 Q5T700
Q3SYG4 Q5T700
O00116 Q5T700
Q13614 Q5T700
Q9BRR9 P10074
P17275 Q5VZV1
Q9HBX9 O96006
Q9NPA3 P17096
Q7Z4N8 Q05655
Q9H5I1 Q9NS73
O43617 Q9NS73
P35520 Q9NS73
P43490 Q9NS73
Q9BXJ3 Q9NS73
Q9HB75 Q9NS73
Q9BV97 Q9NS73
Q8TCJ0 Q9Y224
Q9BZE4 Q9BWD3
Q96JM7 P15498
