Q07699 Q9NY72
Q13115 P22531
P29466 Q9UL03
Q05516 Q6B8I1
O96019 P82650
P19793 O60477
P52815 Q9BWE0
O95848 Q12857
Q9BYC8 P31942
P41229 Q9Y295
Q7L3B6 P49640
Q9H0C8 P63272
Q99549 Q15185
Q969Y2 P14652
P35237 Q7L775
O00743 Q08050
P09132 P15336
Q9HD34 P48382
P10827 P53667
Q9BRA2 Q9Y294
Q9UDX5 P19532
Q93088 P51531
O60678 Q9UKI8
P51580 P35452
P50453 P41970
Q9BXI3 O75643
Q07973 P50613
O00754 O60678
P12277 O43148
Q96QR8 Q76N89
P52566 O60284
Q5VZM2 Q02078
O94805 P23921
Q92552 O60481
Q9Y222 P61970
O15305 P22304
Q99956 Q9HCS4
P35244 Q07617
Q9UIK4 Q13510
P17010 P35325
O14727 Q9HCD5
P13796 Q8WZ19
Q12857 Q9NRV9
Q9BYG8 P28069
Q9HB65 Q9NQR4
Q99469 Q5TB30
P51114 Q9NZL3
O60682 P49888
P07992 P27708
Q9P0R6 P40617
Q9Y6K8 Q9UJC5
Q15596 Q9Y2R5
Q92598 P10619
P50749 P14324
P78368 Q8N807
Q8TF76 Q93008
P49458 P55157
Q8N427 Q9BWE0
O43396 P49916
Q9Y6J0 Q9UDX5
Q9BWE0 Q9NRV9
P22061 Q92560
P55317 P41252
Q9NWT8 Q9BR61
O95405 O75528
Q9UD71 Q969S2
Q8TDY4 Q9HBE1
Q9Y216 Q15545
P31249 Q13867
Q9Y238 O43781
P51116 O94782
Q9ULC6 Q01201
Q7L3B6 O75461
Q07973 Q96PU4
O60563 O60239
P08729 Q5THR3
P17050 P19878
P13797 Q14209
Q8N7A1 P48382
Q8TF76 P09001
Q16676 P63302
Q14188 Q13405
Q9P2W6 O43593
Q96CS3 Q8IU81
Q15022 O00142
Q9Y294 O43776
Q6STE5 P51580
P57723 P10914
P54132 Q9NRJ4
Q7Z5Q5 P82930
Q9UI36 Q9UNE7
P40261 Q01851
Q9UGK3 P09630
P51688 Q14999
P82914 Q9Y6P5
Q8IVS2 O60356
O94763 P00326
Q969J2 Q6UB35
Q9UNE7 Q15415
Q9HC29 P31629
Q96HU1 Q92748
P60484 P58304
P20933 P12271
Q15545 Q8TF09
O95749 Q8TE85
Q9UBC9 Q8IXQ6
P37275 P16152
Q13889 P12104
O43365 Q92598
Q9Y2J8 P11474
Q9NRN7 Q92826
P47874 Q8TAT5
P55212 Q8IZU0
P15173 P50135
P32322 Q15916
O95071 P17987
Q9BYC8 P0C7P1
P09429 P40227
Q9H6S1 Q92748
Q9UNN4 P53384
Q8N6F7 O75150
P41279 O15370
Q06945 Q9BZQ8
Q14749 Q9GZR1
P19622 O15091
Q12933 Q9BRL6
P52566 P32314
Q9BYC9 P17535
O60381 Q9BYD2
Q9H0U6 P04553
Q8WXC3 O60814
Q8WVN8 O00716
Q9H765 P09874
Q02962 P13639
Q8TE85 Q01581
Q5VZM2 Q02539
O76094 P78549
P49888 Q9UKN8
Q14032 P26367
P24278 P56277
P51553 O75503
Q9HCE6 Q96BP2
Q9UIF7 Q96AA8
Q9NQ33 P43304
Q9NTZ6 O60711
Q99613 Q8IUI8
Q02535 P18848
Q9Y6M4 Q01658
Q7Z7J5 Q49AM1
Q8IWT3 P29558
Q8WVN8 P18615
Q13085 Q8TAD8
Q8N3C0 Q14938
Q9NWU1 P20264
O75936 O60341
Q9NX02 Q09666
P15559 O14503
P30307 P22061
P52566 P31942
Q03181 Q9BPZ3
O75828 Q9BUJ2
O60678 Q9H0W9
Q9BYE7 Q9Y2R5
O75880 P35638
Q15306 P78358
P28358 Q9UIV8
Q9P2R7 Q14186
Q9H9S0 Q9HCE6
Q13610 P50120
Q9Y6M4 O75643
Q9Y2D0 Q3YBR2
Q9HC29 P17900
P20807 A0AVK6
Q9H257 Q92748
Q9Y3D5 Q14781
Q8TAQ2 Q07020
Q9UPY3 Q96JP5
Q9Y4B6 P23193
Q68CP9 Q9Y3D9
P13489 Q9Y3Z3
Q8WVC0 P34897
P20132 Q10586
P31276 P52888
P20933 O15091
O94916 Q16643
P35218 O14646
Q96KK5 Q92844
Q9BWD1 Q13573
P07686 Q8WYK0
P26441 Q00577
Q00403 P82933
Q9UGC7 O00115
P35236 P17535
P09936 O43543
P62258 Q01814
Q99801 P35790
P32519 Q969P6
Q9UGP5 P82675
Q15329 Q8TCS8
Q9P2H0 O14776
Q9BZQ8 O43719
P49753 Q9NYW8
Q99551 O76039
Q8N142 Q12986
Q15583 Q6P1L8
Q96G01 P19532
Q13405 P48382
P46199 P15336
O95243 Q96PC2
P30291 Q9BY32
Q9UBP6 Q8TCS8
Q16543 P58876
P59103 O00462
O14593 P49589
P50453 Q9Y6X8
Q9H7Z6 Q969K4
Q9UPV9 Q9Y6K8
Q09028 P0DMN0
Q9UNP9 P00918
Q99956 Q96JB3
P53384 O00712
Q9NWU1 Q96S96
Q15029 O43290
Q8IUE6 Q9BRV8
Q01459 P49902
Q03111 Q6UB35
P48730 P09661
P15976 Q9NP86
Q96HA7 O60583
P48147 P49917
Q9Y291 Q8IXF0
P51970 Q9BX63
Q16629 Q04828
Q9UDW3 P55084
P21266 Q9UL17
Q06546 Q9Y676
Q8WVN8 Q9BWT3
P55084 Q16621
P09132 Q9UL49
Q8IVS2 Q9HCD5
P29218 O60583
P04066 Q16851
Q15029 Q9NP86
Q96TA2 P13378
Q5H9F3 P34897
Q9Y6R0 Q9BTP7
Q13637 P25774
Q8WUN7 Q8TCE9
P09017 Q969Y2
P29353 O95218
P51398 Q15572
Q58A44 P13631
P51532 P53384
Q9ULC6 Q96KN3
Q9UHR5 P0DMN0
O95409 Q9BRV8
Q96AA8 Q53T94
Q15173 Q6DRA6
Q9Y4B6 Q99877
O75363 Q9UBC0
P68402 Q3ZCT1
P09234 O95405
P55212 P31274
O43593 Q9BYD2
P17509 Q00169
Q96QV6 P21399
Q13569 Q8N7A1
O95749 P63279
Q8N9N2 Q8IU81
P52655 O14561
Q9ULW8 Q14781
O14727 P15918
Q05952 O75880
O43684 P11586
Q9HC52 Q9HCN4
Q9UBC9 Q96KF2
P04183 Q9NR55
P05164 Q9BUT1
P17676 O43182
Q99707 Q9H3P2
P41235 P47897
P52565 Q15572
Q16851 Q09666
P22061 Q9UHQ1
P53004 P51513
P25325 Q9BRL6
Q9NX18 O95243
P20592 Q96LT9
Q8TE85 O00411
Q03052 Q9P0M9
Q9P032 P78549
P25325 Q9UBR2
P26639 P10074
P51580 Q01081
Q6ZRS2 Q08495
O75676 O76094
Q96QR8 Q96I99
P78527 P21399
Q8TAE8 O00764
O60563 Q9NY33
Q8WXI4 O43719
O75607 Q2M3C7
Q92837 P49716
O75529 O95400
O75363 P43699
Q8NFW8 Q8NFH8
Q969L4 P48735
P12524 P62942
Q6NXT2 O60760
P29353 P31629
P14061 Q86TM3
O75132 P40261
Q9Y3D3 Q8N1G1
Q9BYC9 Q9UNI6
Q8TF09 P17275
O43396 P35548
Q96S53 P18054
Q99469 P19419
Q5SW96 Q14781
P11245 Q9HAW0
P33240 P13797
Q99877 Q96EK5
Q9BYE7 P09001
P09132 Q13247
Q13115 P15104
Q9UI17 O95990
Q13637 Q53H80
P52565 Q01094
P51532 O95361
P48163 Q6DN03
O95749 Q13510
Q8TCS8 Q01543
Q6ZYL4 Q9BTM9
Q9BUE6 P18847
Q8WU20 P61587
Q03181 Q07020
P02545 O75879
Q8IY57 P32929
P20936 Q9BUQ8
Q9H6S1 Q99583
Q8TCE9 P52565
P47902 Q9Y297
P29218 Q8WYA1
P48643 Q96BN2
Q2PPJ7 Q9UBE0
P59046 Q8WWL7
P27695 Q9P278
Q8N6F7 Q9BUQ8
P22670 Q00059
O96019 Q96QG7
Q9NR19 P31629
Q9BYD1 Q14839
P18085 P13686
Q9Y238 P37231
Q6EKJ0 Q14651
Q9UKY1 Q8NFZ5
P00568 Q8WYA6
O95749 P05549
P49715 Q9P0R6
Q86WQ0 Q8N7A1
Q9UGC7 Q09666
Q15911 Q14999
P42679 Q9UID6
Q9NWU2 Q16719
P41212 Q8TF09
O60481 Q68J44
Q96EG1 P21695
Q9H6S3 Q68DY1
A6NDE4 Q9NR19
Q9Y6G3 P17483
P11161 Q5EBM0
Q9NPC7 O76094
P09017 Q8N3H0
Q96T76 P22528
P06132 Q9Y675
Q9HBG6 Q9UHB7
Q93079 Q6PGN9
P33992 Q969P6
P14316 P83881
P14868 P31277
P41279 Q9NVP2
P48643 P0C7P1
P50750 P35237
Q9UIL8 P35321
P24864 P49902
Q9Y3D8 P62942
Q9Y297 P07992
P18440 O75586
Q16543 Q9NYW8
Q9UEE5 Q96P71
Q9Y261 P42765
P54098 Q13573
O60814 Q8TE02
Q7L7L0 Q96NW7
O75381 O00623
Q01664 P35790
Q08752 Q9NZC4
Q8N1V2 Q14781
P62805 Q9Y2T2
Q07864 Q16851
Q9UHN1 Q99929
P07148 O43248
P15289 P52815
O43829 P23378
Q8TF40 P23511
Q96CS3 P17947
P06454 Q96IV0
Q96AV8 P12271
O60675 Q14999
P53004 P14651
Q96SD1 O75879
Q96PU5 Q96BP2
Q8N983 Q01543
Q9C002 P29466
Q9Y3D3 Q16670
Q9NX18 Q9Y2X9
O95379 P51531
P49591 P06400
P51398 P12004
P19447 P82675
P26441 P24278
A6NEQ0 P11245
Q07020 O60284
P52815 Q6ZYL4
Q15024 Q9NQT5
O95405 P11831
Q00577 P52888
P32119 Q7L7L0
O95154 Q6UXN9
Q86UU0 P35236
P62304 Q9Y2Q9
Q99638 P00915
Q8IWT3 P30307
P46199 Q9H7Z6
Q9NX18 Q9NP71
Q9H4A3 P16401
P24752 Q13247
O14593 Q9BW04
Q15542 Q99757
P32929 P40692
Q96CS3 Q6STE5
Q02363 Q8N142
Q9NNW7 Q9Y2Y9
Q5EBM0 Q15910
P13798 P49640
P35325 P20264
Q8IWT3 Q8TDY2
P16104 Q8TCS8
Q9NRN7 Q71DI3
P62875 P51857
Q9BUE6 P10619
Q15173 O95600
Q8IUM7 P34897
P48163 Q05516
Q01459 Q08752
Q9HCN4 O43593
P53004 Q9H2S9
P16383 Q96RP9
Q9Y676 Q969F1
O60678 Q9Y5Q8
Q16643 Q8N9N8
P31271 P08263
Q02962 P48730
O15305 Q8IU81
P55854 Q9UNN4
Q9H6S3 P48382
P40939 P53999
O00471 P17480
Q49A26 Q9BPZ3
Q9UJM3 O43513
Q92665 P26599
Q15906 P29466
P05089 Q9C0J8
Q13107 P09884
Q9Y6K8 P58304
P06454 Q9BXL7
P06132 Q9P2K5
P40227 Q13568
Q16514 P00915
Q01581 P43699
P05164 P22681
P43699 Q8N7A1
P35900 Q9H3P2
O75381 P56589
P15586 Q14749
Q12931 O43325
P09874 Q9NP74
Q8IX03 Q01664
P35558 Q06413
P30260 P41252
O14981 P00338
P47928 Q7L3B6
Q9Y675 P15104
O96019 P40227
P11473 Q9H6S3
P06280 Q96T66
O75593 Q13546
Q9Y6R0 O76039
O43396 Q96MH2
Q9NWT8 P49406
P36402 Q9BXL7
Q9NWU1 Q99880
Q14204 O94993
O95125 P35790
P27707 O00471
Q9NP71 P15428
Q09472 P14598
P48147 P08579
P38571 Q9BRV8
Q96EK5 P54845
Q09472 Q99819
Q9Y4B6 Q8N5F7
Q9BZL1 O60315
O76094 P51531
P50453 P53634
P51948 O75879
P13797 Q9GZR1
Q96CS3 P28069
P63167 Q68CP9
Q96HA7 Q8WTS6
P10074 Q9UDX5
P82909 Q9P2Y4
Q69YI7 P12104
Q5VWG9 Q04828
O75648 Q02078
Q9P0R6 Q9UNY5
O60239 P27694
P78417 Q96D98
O43307 Q9UHL9
A2A3N6 Q92748
O14948 Q8WVN8
Q9GZT8 O00115
P42574 P35548
P09936 Q03923
P33076 Q15185
O14641 Q13950
Q8TDY2 Q9NX20
O95379 Q13123
O75648 P25774
Q96T66 Q9Y657
P13797 Q3YBR2
P56282 Q92837
Q9UBC9 P37231
Q8IWT3 Q02535
Q96I99 Q9UJC5
Q04727 Q96G01
Q9NY33 P06865
Q9HCE6 Q6DRA6
P52566 Q96MH2
Q14839 P48728
Q13569 P61970
P04637 Q9H3D4
O95429 Q969S2
Q96P71 P31273
O94763 Q14651
P30626 Q15542
Q16828 O75175
Q9BTC8 O43396
Q13526 P00918
P12004 Q99819
P08047 Q96P71
P68104 O95218
Q9UNY5 Q9HD40
Q76N89 Q8TDY2
O43776 Q8N5A5
O60381 P21695
Q02078 P49753
Q15054 Q6PRD7
O94763 O95361
P31150 P18847
Q9HD40 Q53T94
P62316 Q6NUP7
O60264 P22532
P53384 Q9NS39
O94782 Q16612
Q9UBC9 P50897
Q6PRD7 Q16533
Q9NYD6 Q9BXI3
P68402 P10275
P42679 P20265
Q01130 P34897
Q9Y6M4 Q10587
P29353 O95248
Q02078 Q16851
Q9Y3E5 Q13285
P41279 Q9UMQ3
Q96P71 Q96T23
P11245 A6H8Y1
P06132 O15353
Q9Y238 Q13123
O15169 P20264
O00267 P40925
Q9P0M9 Q9BSH3
P12081 Q01826
P35452 Q9NRJ4
Q8IVS2 Q9NXR8
Q9UNN4 P00325
Q9BZQ8 O60284
P21266 P41212
P05089 P15586
Q16254 Q01581
A2A3N6 P62314
Q9NTZ6 Q96TA2
Q99487 Q8IUM7
Q12857 O76031
O15217 Q9GZP8
Q9NPB1 Q5M775
Q9BXL5 P53396
P09936 Q9Y5Q8
Q02386 Q9BXI3
Q13547 Q9Y291
Q5M775 P39023
P34896 Q9Y603
Q03989 O95154
Q2VPK5 Q9UIH9
Q9Y6K8 Q96MH2
P15428 Q9BWT3
Q9BYC9 Q9NVP2
Q15014 Q14032
P32119 O75030
O94916 P21673
P51580 Q9NV56
Q99729 P56277
Q96M27 Q92826
Q03013 O75586
P34896 P35637
Q9NX09 O15514
Q6NUP7 P31249
Q9NR20 P49335
Q96PC2 P62308
Q2PPJ7 Q7RTV3
P59942 Q01459
P53396 P26599
Q15173 P16220
Q96A08 P40261
Q6NUP7 O75506
O15156 P22531
P55212 Q96S53
P51688 P13995
Q9H257 Q07352
Q8TE67 Q9ULX9
Q05209 P16220
Q76N89 P0DJD3
Q9NP86 Q99880
P35558 Q9UPV9
P54845 Q68J44
Q86WQ0 Q8WYK0
Q96RG2 P42785
Q9Y399 Q6PJT7
Q02252 P53634
Q9HBG6 Q93077
P59103 Q01658
Q7Z2X4 Q9Y222
Q9P0M9 P50897
P82932 Q15415
P11245 P35548
P23527 Q9BYG8
Q9NR20 Q9NZL3
P51116 O94913
Q13546 Q9BWW7
Q14651 P40617
Q03989 P55039
P41235 P31350
O94788 P38571
P68402 P26358
P20933 P00338
Q9UNN4 Q96TA2
P57723 Q9H3P2
P78358 O95248
P06746 O95848
Q9BWT1 P38646
P23921 Q9Y261
Q8WWV3 Q5VUA4
Q6UB35 P10914
Q92793 Q13546
Q96AA8 Q9ULX9
P25963 Q14192
Q15561 Q6XE24
Q9ULV3 Q93015
Q9Y3D5 Q9Y3E1
P49902 Q9NP71
P33240 O95379
Q96AV8 P62937
Q9Y657 P49888
P00352 Q01538
Q12946 Q9Y2R5
Q9NX02 Q15306
Q9NVV4 Q5VWG9
Q9Y4X4 P21695
Q9H7D7 Q16676
P40261 P14652
Q9NR46 Q9UNS1
Q14192 P36915
Q9H8M7 Q9NR46
Q9NR20 Q13952
Q9BSM1 Q9UPP2
Q7L3B6 Q16621
Q8TAP9 Q9BSE5
Q9BYN8 A0AVK6
Q9UNE7 P22415
P50548 Q9NZD2
P62269 P11474
P37108 Q15723
O15379 Q9HCN2
P05423 Q99757
Q9NR20 P05412
P14868 Q969J2
P29762 Q9NS39
Q96AZ6 P12271
Q99487 Q8IUE6
Q92665 P51513
Q14469 Q9HCY8
P0C7P0 P46063
P0C1S8 P36957
Q8N3H0 Q10587
Q16613 P30307
P35325 Q8IZL9
Q16772 Q9H1Z4
Q9UKF7 P16403
Q9Y3D3 Q13105
Q02962 Q8NFG4
P13797 O94906
P48200 O43325
P13798 Q9UHL9
Q9NZI7 P21695
O43913 P62942
Q2PPJ7 Q9UKF6
P17509 O15540
Q92793 P06132
P10599 Q9UPV9
Q9Y675 P49902
O75526 Q96JJ3
Q9NYW8 Q9BYN0
Q13123 P23378
Q08050 P54098
Q9BYC9 Q06710
O75897 Q16587
Q9NVU0 Q9UD71
P52655 P16152
Q15672 P11586
Q58A44 P25774
P52655 Q5SW96
Q9BSM1 P23381
Q9NQR4 Q6IEG0
Q8IXM3 Q14526
Q76N89 Q9Y535
Q5T6S3 Q92844
Q9Y4K4 P26367
Q9ULW8 P25208
Q86WB0 Q9H6S3
Q9HCE6 P23025
P39748 P11766
P49406 Q5U623
P29144 P48382
Q9UIK4 O00472
O95749 P52945
Q14188 Q14106
Q9ULC6 Q99879
P49638 Q92565
Q9Y2Y9 Q9NP74
Q14152 Q8TAT5
Q9BV79 Q99880
Q96T76 Q9H6S1
P35712 P49914
Q9H2J4 P11831
P07864 Q15543
P10619 P00558
Q8N183 Q12857
P03372 Q9UKU7
O95405 O75971
Q9UKU7 Q71DI3
O60477 Q9UM82
P35558 P57081
P31270 Q9Y2D0
P59044 O94916
P40261 Q06945
Q12789 Q8IWZ3
P47874 Q9NQ92
Q53GS9 Q14790
P16455 Q9UBW5
P84103 Q49AM1
P19447 P82933
P63272 P50135
P35548 O43837
O00743 Q04725
Q99487 Q6NXT2
O15178 P40261
Q9BYC2 Q71SY5
Q9Y216 Q96T88
P05164 A2A3N6
P24298 P62995
Q99549 P53384
Q15349 Q9BSL1
P53384 Q99638
Q9H5Q4 Q8WX92
Q9UHG3 Q9BYN8
P55212 Q14696
P46783 P11831
Q96HA7 P49715
Q99487 Q92565
Q16773 Q8WYA6
Q96TA2 Q8IZU0
Q9UIV8 Q9UNI6
Q9UKU7 Q9Y675
O00267 Q9NQR4
P10827 P82663
P14598 Q9Y5N6
Q03013 Q9UBD5
Q9NVV4 P16383
P08579 Q9HBU6
Q01664 Q9Y2D0
P08047 P54687
Q9BW04 Q9Y2V3
Q13310 Q6UXN9
Q8N4E7 O15353
P47874 P04553
Q8WVN8 P20719
Q8NHV9 P78371
P53634 P12104
P54868 P15407
P62304 P29144
Q05209 Q9UBT2
P17010 O60551
P21695 O00311
Q6XE24 P55895
P78417 O60231
Q07617 Q8WYA1
Q9BRA2 Q13461
O95429 Q5QJE6
Q9NVU0 P21266
P63167 Q8IZU0
Q9NSY1 Q14442
Q9UKF7 Q93079
Q96QV6 Q9P2R7
P00492 Q15744
Q04725 P23378
Q06413 Q96NW7
P33992 Q14678
Q14106 Q01081
Q6ZRS2 Q01064
P28838 Q8IVL1
O43837 Q14190
Q15583 P22528
Q9NX18 Q5M775
P51114 Q15291
Q5H9F3 Q99714
Q8WVM0 O95409
P24298 Q86UU0
Q96DI7 O43837
Q9NX02 P06454
P33076 P31350
Q9H3D4 Q9P2R7
P23760 O95361
P13797 O95248
Q5H9F3 O14920
O43316 P07864
Q9UNY5 Q13794
Q9ULX3 P22532
P35900 P09067
Q9Y463 P07327
Q9BV79 P53999
Q6B8I1 Q15651
Q2VPK5 Q9NPI8
P55316 Q68J44
P01040 Q9HCG8
P28698 P08319
P07451 Q8IXH6
Q9H211 P12104
O14713 Q9ULX9
Q07352 P61769
P36954 Q00059
Q15319 Q08257
P49789 P23511
P12104 P35251
P53677 Q96MH2
Q92793 P15559
P43897 P15976
Q08752 Q9UNS1
Q13568 Q02252
Q6P2C8 Q9BYN8
Q9NYK5 Q09666
O15540 Q15637
P22670 P34897
Q03013 Q02556
P34896 P10275
Q96TA2 Q9Y6J9
Q96P71 P56915
P35325 Q8IXH6
Q92949 P46459
Q2VPK5 Q14CB8
Q9Y3D9 O15514
Q13426 Q9NT62
P68402 Q08999
Q9Y216 P04553
O00338 Q14181
P17676 Q9GZT8
O95786 P28715
Q99697 P49591
Q8NI60 P43694
P53567 O95361
Q9NQI0 Q9UBC0
P59044 Q06413
Q96HA7 Q9UHR5
Q99801 Q9UHD2
Q00577 Q02153
P23381 Q16514
Q9NYK5 Q99966
Q9UMQ3 P00338
Q13077 Q8TDR0
O14920 Q8IXH6
P07451 P10619
Q92759 Q9NP97
O75343 Q99929
O00338 Q8N807
P27708 O96028
O75676 Q8WVN8
Q13405 Q53H80
P00326 Q9Y294
O95696 O75251
O75132 O60711
Q8WWL7 Q9NVS2
P42679 Q01538
O95154 Q9Y5Q9
P08651 Q9Y297
Q16543 Q00056
P46199 P49916
Q9NP31 P62995
P38646 P35680
Q86YN6 Q14152
Q06520 P09661
Q8TBZ0 Q9BZE1
Q9Y675 P41252
Q9ULW8 Q9NQX1
P51116 P17509
Q13105 P42765
Q9UHD2 Q02447
Q96AA8 P01106
Q8NFU5 Q5H9J7
O96020 Q00169
Q8WWY3 Q6P2Q9
P24864 Q07020
P22492 Q8N6F7
Q9UBX1 Q9Y2R5
P29762 Q01094
P17480 P83881
O60671 P82909
P15918 Q96M11
P49916 Q15080
Q99487 Q9H1E3
Q16514 Q9BRV8
Q9HCU8 P42574
P68431 P51580
P07327 P35269
Q8TF40 Q9H2W2
P82909 Q01094
Q969Y2 Q9H1E3
Q15545 P98170
Q96S44 Q9BWD1
Q9NQ33 Q7Z7A3
Q9UHN1 Q8WWL7
Q9Y238 Q9UGU0
Q8N9W6 Q02447
P83111 P51531
P55157 Q6NUP7
P49916 Q06278
Q07973 O00115
P58304 O95400
P31327 Q96PN7
Q9P2H0 Q9H213
Q6FI13 Q5EBM0
Q99967 P23381
Q13107 O43248
Q99558 Q8IUM7
P14373 P17612
P21695 Q05925
Q9UDY6 Q9NZC4
Q15573 Q9BT17
Q9Y5Q8 P09960
Q96T60 Q16773
Q9UHN1 Q71SY5
Q16777 P20591
Q9NZD2 Q13416
P14598 O75528
O95931 P33402
Q13888 Q6B8I1
Q5QNW6 Q9H9J2
O43143 Q9BU02
P35558 Q99879
Q9Y297 Q99733
Q9BZQ8 Q9H4I2
P98170 P52945
P04053 Q96G61
Q8WYH8 Q5JY77
Q15014 Q8IX03
O95639 P82664
P04183 O15156
O95990 Q9NP74
Q3ZCT1 P13489
Q9UGU0 Q9Y3E5
P52655 O75936
Q14152 P52435
Q8WYH8 Q9Y2Q9
Q99697 Q9ULW8
Q5VZM2 Q03828
Q9NP31 P10243
Q8TAU0 P17036
P36915 Q68DY1
Q8TE67 P82970
P20807 P01106
Q9H4K7 Q5VUA4
O00142 P49335
P78337 Q9BYN0
Q16772 Q9H4Z3
Q16772 Q9UL03
P15173 P35236
P33402 P54821
Q2VPK5 Q06547
Q8WUN7 O75150
Q9Y4H4 P23771
Q8IVS2 Q6W2J9
P28702 P12104
P47902 P55084
Q8TCE9 O14920
P04183 Q9UNS1
Q8WUN7 Q9H611
Q9NPJ6 Q06124
P12277 Q01538
P00326 Q5XKR4
Q9NQ33 Q9Y239
Q9ULV3 P29466
Q00169 Q6IEG0
P59942 P18858
P32929 P24278
Q6UN15 P61970
O15514 O60941
Q99729 P82933
Q14CX7 P36954
P04183 Q9HCD5
Q01664 Q9H6S3
Q14686 Q9Y2Q9
Q15562 P51116
P13639 P14678
P12956 P59044
Q58WW2 Q9BT17
P13798 Q8WX92
Q99966 Q14032
P15559 Q6DN03
Q96QV6 Q2M3C7
Q9C0J8 O75394
Q6NXG1 O76031
Q9BXL7 Q9Y6W3
Q9Y4A5 Q9UDX5
Q9NY33 O94913
O75506 P35237
Q13526 Q9H2W6
Q8IUQ0 O14802
Q16143 Q09472
P11245 P17480
O95376 Q00169
Q9Y675 Q00059
P62306 P82650
P34896 Q6STE5
O95411 Q99714
Q9UKF6 O75251
Q16822 Q15544
Q9BSE5 P30876
P33240 Q9BW04
P23297 Q9UKI9
P30307 P35270
Q9P278 O94993
Q14152 Q8IZU0
P40261 P14653
P09067 Q9HD40
Q9NP74 Q5U623
P43355 Q00577
O94805 P68402
P49640 Q9Y2T2
P51649 Q8WYA6
P31249 Q9UDX5
P43897 P32780
Q99551 P13378
P14324 P28340
P15172 P30419
P24666 Q8WX92
O14920 P82970
Q9UI17 Q15572
P19419 Q9NRJ4
O43913 P62937
Q8IWZ3 P09016
Q9NQX1 P62942
P84103 O43776
P22681 Q96DI7
P49638 Q15475
Q8TAD8 Q9NZJ9
Q06416 Q9NZD4
Q86V15 O94788
Q9NZD4 Q6UB98
Q86Y25 Q5TCY1
Q9UPP2 Q04725
Q9NZI7 P35321
A2A3N6 Q99729
P41161 Q9BU02
Q12996 P12271
Q5THR3 P27708
Q9NP74 O00311
Q9BYG8 P23771
A6NLJ0 Q8WYK0
P49368 Q9HCS4
Q6UB28 P51946
Q04727 P23921
P13378 Q7L7X3
Q16698 Q12837
Q9UBR1 Q8IYD8
P62269 Q16656
P49638 P62306
P12004 Q15102
Q8TDY4 Q14562
Q9NV56 P98170
Q12882 Q15475
Q93079 Q9NVV4
P51114 P31274
O43316 P10155
Q16254 P43355
P54803 P09488
P00325 Q0VD86
O95551 O76031
Q8N983 Q9Y6J0
Q8NI60 P09884
Q9NP31 Q9H211
P18440 P28347
Q9UJC5 Q9NP92
Q9UII2 P41161
Q15560 P13639
O95619 Q9P0M9
Q5VTD9 Q13794
Q9UQR1 P82921
Q9Y3B2 Q9NQT5
Q9Y295 O15178
P41279 Q99684
P11586 P18858
Q9UPY3 Q14119
P52566 P31269
P0C1S8 Q9Y238
Q9P2R7 P09884
Q12815 O60508
P26368 P54577
P48729 P18146
Q01851 P98170
Q9Y2J8 Q9NPI8
Q96T66 Q92565
Q92552 P09067
Q9NP31 Q92793
P12524 Q9BYC8
O60231 P22531
P41235 P52565
Q9NZI7 Q02153
P08651 Q7L0Y3
O14641 P20265
P34897 Q92826
Q8WUN7 Q9BSH3
Q12946 P54868
Q9UNY5 Q96LI5
Q16594 Q5H9J7
Q96S44 P78358
P35900 P52945
Q7Z2X4 Q8NFU5
Q16587 P31350
P35638 P17987
Q92830 O14618
P53677 O75529
O00411 Q96D98
Q15327 Q8N183
Q9P032 Q99878
Q9HCY8 Q96N77
P04183 P50613
Q9UKY1 Q9H213
Q9UIV1 O00142
Q9H9J2 P40692
P26583 Q9BXI3
P04183 P11831
P36402 Q9BU02
Q9P278 Q13029
Q9UIV8 Q13573
Q8IZT9 Q92871
O76094 Q9H2F5
P31350 Q01081
O95405 O00287
Q9UGK3 Q13510
Q9UIV8 P06400
P08319 Q8WTS6
P07196 Q9P2H0
Q9HCP0 P15848
P26639 Q9NS39
Q16576 Q9Y297
P24752 Q9UBC0
Q15022 Q9UIV8
P20592 Q6DRA6
P32322 Q9NR56
Q9UNL4 Q9NVS2
Q12947 P41252
P25205 Q9Y2Q9
P20592 Q15672
Q9NWU2 O75879
Q2VPK5 Q13123
Q9HC52 O15091
Q9UNL4 Q9NVV4
Q14894 P50219
Q9HCP0 Q10587
Q16643 P82970
Q71SY5 Q68J44
P05412 P16050
Q9ULC6 O43829
Q16576 P35754
P32519 P26441
Q99487 P35244
Q8NDX5 O75563
O43679 Q16773
P48735 P86791
P16152 Q8N9N5
P42574 Q8WWL7
Q9Y294 Q7Z569
Q15173 Q8N5A5
Q8N3C0 P50613
O43543 O15217
P13798 Q14181
P19793 Q8N1V2
Q9Y2R5 Q9UNS1
Q8NFW8 P51857
Q96T76 Q9UGK3
Q9NWT8 O95405
Q9P2W6 P15408
Q969Y2 Q02386
P51532 Q92665
Q9NY33 Q08999
O60936 Q07955
P55039 Q15466
Q7L7L0 Q9BYD2
P16383 P53677
Q01543 P56277
P24864 Q13085
P26651 P39023
P41229 P51553
Q9ULX3 Q9BY32
O43365 Q16772
Q6P2C8 Q8NI60
P26583 P05413
Q02363 P40261
Q13794 Q9UM82
Q9UBU7 Q8N6F7
Q9ULG1 Q96PC2
Q9H4A3 Q00403
P61244 Q14999
P53350 O00764
Q16822 Q9UHH9
Q9ULC6 P41225
