P54136 O00712
P35548 P62917
Q8TE67 P68431
P32119 Q9Y6J9
P13686 P22528
Q76N89 Q96T60
O75526 Q8NFH8
P78368 P51946
Q99729 P50135
Q8NI60 O75593
O14920 P78337
Q16670 O43182
P20592 Q8NDX5
O95926 Q6P1L8
O94906 Q9Y3B7
Q5VZM2 Q15542
Q9NY33 P19622
Q92552 Q9NPJ6
P12104 Q7Z5L9
O00712 Q96I99
P53999 Q8N183
Q6IEG0 P00326
Q9HAZ2 O76031
P35754 Q14119
Q9Y603 P61970
Q9NP92 P49716
Q08257 P27540
P34896 Q9NQX1
Q8NFG4 P50539
Q92698 P42679
Q15583 O60711
Q9BY32 Q9UHQ1
Q9NR46 P01106
Q8TAT5 Q9H0U6
Q8N1V2 Q96BN2
Q96NW7 Q15466
P06400 Q9UHD2
O43719 P50452
Q96HU1 P23025
P13995 P07992
Q2VPK5 P33778
Q9UNE7 Q9UI36
P22736 Q9BZE1
P38646 Q7L775
P18054 P06280
Q92837 O15514
P17516 Q15054
O75897 P54132
Q02446 P55210
Q9NZI5 P00325
Q6NUP7 O15379
Q9BXI3 P08651
Q09666 Q9UGC7
P03372 Q99551
P53004 O95218
O43504 Q01130
Q13126 O14981
O60783 Q13461
P53667 P60008
Q9NP92 P07711
P31327 Q12837
Q12962 P52815
P28370 P11586
Q8IVS2 O75164
Q02548 P40227
P55210 P41134
O94864 Q9UGK3
Q9Y294 Q96GX9
Q9P2Y4 O14618
Q16740 Q14807
P22061 Q16666
O00267 P48735
Q9BXL6 Q9BS31
Q13510 P30048
Q15233 Q8IXM3
Q9HD34 Q9UJW9
Q96MH2 P54098
O43148 P35237
Q15080 O95071
Q9UBC3 O15540
P83111 Q8N1G1
P31267 Q16828
P12277 Q96D98
P55039 P17947
P51857 P17275
P59046 O43143
P52888 P14651
Q99729 P43897
Q9H4K7 Q12857
P27361 Q9BV47
P68104 Q02078
Q58A44 Q9UDW3
Q9BR61 Q6FI13
Q8IVS2 Q6DRA6
Q969J2 Q8N142
O14776 P55210
Q03111 Q96G01
P20226 Q9Y6G3
P53396 Q9HAW0
P32780 P49406
Q96JN0 P23378
Q13510 P25398
P63302 P52435
Q9BYD2 O60381
Q53H80 P46439
Q9GZZ0 P62495
Q96IV0 P49640
Q9UBB6 P35367
P11586 Q99877
Q8WTS6 Q15185
P55039 Q06546
P49639 Q13310
P31275 Q99707
Q9H7Z6 Q9P2R7
Q5H9F3 Q16698
O43307 Q01658
P62487 Q16537
O43679 O60239
Q8WXI4 P32519
Q13415 P12104
Q12857 O76031
Q15911 Q96P71
P47874 O95125
O43307 P01106
Q9P2W1 P22528
P31249 P55039
Q15327 P82930
Q7L3B6 P49917
P08048 Q9UPP2
P09012 Q9Y3B7
Q9H257 Q9H9S0
Q6W2J9 P49406
Q9ULW8 P19387
Q8NEL9 P28715
Q9ULX9 P82650
O94788 P27707
Q9NZI6 Q96T66
P22061 P62995
Q9UDY6 Q9HCD5
Q8NI60 P0CG12
Q9H2W6 P14921
P34896 O75607
Q9NZD4 O43929
Q9BV36 Q9NWU2
Q9BU02 Q02962
Q9H9Q4 P32929
O00338 P31273
Q9NVV4 P06746
Q92664 O60239
Q9NY74 P51784
Q9BTM9 Q5T6S3
P20591 Q969L4
P07327 P0C0S5
Q5SW96 Q14781
Q96G61 Q03052
P11831 Q58A44
Q01196 P53597
Q08495 P31274
Q12849 Q15560
O15156 P51114
Q16254 P61970
Q99487 Q9UBU8
P14324 P58876
P0C1S8 Q9P2W6
P00492 O76039
P54687 P12956
P82664 Q8N257
Q16851 Q16587
Q9Y5B0 P06132
Q9P0K8 Q07960
O75607 Q6B8I1
P55157 P00492
Q9HBE1 Q9HD34
Q9NRN7 Q9UKY1
Q9UGL1 P46783
P43897 Q93079
Q03154 Q9UKV3
P36957 Q06413
P51398 Q9NQX1
Q08257 Q13568
P41252 Q16666
Q6IEG0 P13693
Q15544 Q9UGC7
P15374 P62306
Q99487 Q96AJ1
P52657 P09960
Q02447 Q9UHD2
P18848 Q9H2S9
P43235 Q9Y2T1
P35237 Q99879
P28370 O75534
O60239 P13984
Q9HAW0 P35236
P98170 Q99877
Q9Y238 P84243
Q5T6S3 Q93008
Q12933 Q9C0F3
P61371 P0C7P0
O75570 Q969J2
P62805 P05787
Q8WWV3 Q96PN7
A6NEQ0 Q9HCE6
Q9HD40 P36954
O60941 P28324
Q92598 O60508
Q14209 Q96TA2
P61371 Q969Y2
Q9Y2D0 Q9BWX1
Q14442 O43143
Q9H257 P22736
O95551 Q07960
P58304 Q9H2W6
Q8IWZ3 P09016
P54687 P18847
P25325 Q8WWL7
Q9P032 Q96T60
Q6DRA6 P37108
P46459 Q15744
P46459 P12524
Q8WYA6 Q8NFH8
Q16643 P06899
Q9P2K5 Q9NP92
Q2M1K9 P29466
O15151 Q9NYK5
Q99757 P51513
P00918 O94782
Q14192 Q13642
P12277 P15923
Q9BYC2 Q16587
P62942 Q16621
Q86XI2 Q9BY32
Q15911 Q92552
Q16254 P14598
Q06416 Q9P0M9
Q9UI36 Q5XPI4
P51398 Q53H80
O95749 P28069
Q92844 P14651
P43304 Q6UB99
Q92793 P48147
Q8WWV3 Q09028
Q14749 P17483
Q9NV56 Q96RP9
P41235 Q9H4A3
O15492 P35348
Q15173 P20290
Q13794 Q9UM82
P22681 Q9BUL9
Q8IUQ0 Q05923
P78549 P25398
O60760 Q96T76
P06400 Q2PPJ7
O14618 O00287
Q02252 P55771
O95551 Q9H0C8
Q08999 O75879
Q16533 Q12815
Q9BU02 O43143
Q9UNI6 Q9Y3B7
P13995 P68431
Q9Y6K8 Q9H4Z3
P33240 Q9UPP2
Q9BSL1 Q13247
O94788 Q9Y675
Q6NXT2 P48163
P13010 P82930
P59103 O14497
Q16854 Q6W2J9
Q9NP31 P18847
Q9UI32 Q969J2
Q15173 P17483
Q9Y4A5 O60551
O00471 P78364
Q04828 Q14781
P00352 Q9UGN5
P48382 Q9GZT8
Q13085 Q9BUL9
Q13287 O60583
Q9HC29 O94805
Q9Y6R0 Q96RE9
O95619 Q14678
Q15080 Q8TCJ0
Q9Y3D5 P23409
P10914 P55210
P50539 P00352
Q9H7Z6 Q9BV36
P62304 Q9NP86
Q96PC2 Q13426
Q9GZZ1 P09234
P36915 P62879
P58304 Q8IX03
Q01538 P48147
Q9UHH9 Q99551
P40692 P59046
O00463 Q8TDR0
P55316 Q9P0M9
P09960 P34059
Q7L3B6 P31277
Q99558 P05549
Q13546 Q7L7L0
P54577 Q6EKJ0
O75828 Q99697
P07741 Q96L73
Q14746 Q9UP83
Q9HAZ2 Q9BXL6
Q04828 Q86XK2
Q9UKU7 P15848
Q12882 Q5QNW6
Q14651 Q9GZR1
Q9UPY3 P50219
O00115 Q9Y238
P23193 P09936
Q9NZI5 P21673
Q9Y4K4 P49005
Q96JJ3 Q9BX63
P62917 P26367
Q16828 P09016
P30048 P17275
P07195 Q92522
P49753 Q8N165
Q9Y6P5 Q9NY74
Q15029 Q16822
Q9Y463 Q9NVS2
O75897 Q9Y3Z3
Q15911 Q08752
P28838 P31273
Q6IEG0 Q00169
Q9H9Q4 Q9NNW7
Q14914 P13631
Q8N3H0 Q96RE9
Q15545 P01040
P45877 Q9UBC3
P63302 P37231
Q9H257 P15172
O60678 O75586
P12271 Q96AZ6
O60675 Q9Y6G3
Q99757 P23025
P00326 Q5XKR4
P51553 Q15560
Q9BWD1 P26651
P18440 Q14938
O15235 P10914
Q8N4X5 Q9HBE1
P68402 Q96PU4
Q99819 Q15544
Q13795 Q07864
Q16143 P10412
Q92908 Q9BYD6
O75363 Q96T23
P29084 P48163
Q01826 Q9BV36
Q92871 O43541
Q9H257 P68431
P06132 P32780
Q9H0C8 P04198
Q13867 P48382
P07741 Q9UMQ3
Q6NUP7 O60563
Q15327 O00411
P35236 P05164
Q9UBU7 O43396
Q2M1K9 P13798
Q8TAQ2 P49888
Q9Y2D0 Q92769
P53667 Q92949
O15091 Q9C0J8
P20132 Q9UBT2
P31327 Q9UL49
O60563 Q9BW04
Q92552 P0C0S5
P13631 Q06520
Q9Y295 Q969J2
O75891 Q15022
Q96MH2 Q13637
P00568 Q9UQR1
O94913 Q14749
P10074 Q9P0M9
Q9BV79 Q6NXT2
Q8WWV3 Q9ULX3
Q8NFG4 P10074
Q9Y234 P04908
P55318 Q9H765
Q6NXT2 P30711
Q8WWV3 Q9UNP9
Q9Y239 Q9GZR1
Q04828 P55895
P13686 P63167
Q16514 P82675
P59046 P17405
P21695 Q9H4I2
P32322 Q9BWX1
P13686 Q8N6F7
P50749 Q9Y2R5
Q14999 P51688
Q9UIV1 Q03013
P35244 P26639
P35244 Q9NP31
P51649 Q15542
Q9H9S0 P49753
Q969Y2 P84103
Q9HB65 Q7Z7A3
P15056 P41212
Q9BWT3 Q7L0Y3
P0DMN0 O95619
Q9H9S0 Q16143
Q8IVS2 O43541
Q12800 P49589
Q9BU02 Q9HCU8
Q96CS3 P31270
Q9UBU8 Q9NQR4
O43182 Q969G3
O75170 P53634
P29353 P15586
P09430 P09960
P35244 P12271
P35637 Q9Y2Q9
P35638 Q99558
P35548 P21399
Q16514 P49914
P24468 Q13162
Q8TF76 P00441
P29558 Q3BBV0
Q13105 P46199
Q13887 Q9Y238
Q9UDW3 P35325
P29218 O95376
P09429 P40227
P62314 Q00059
O95071 Q96M11
Q9BZQ8 O75807
O60671 P34896
Q9HCY8 P16402
Q08495 Q10586
Q13952 Q96P71
Q92830 Q14CX7
Q08999 Q16612
P36957 O60902
Q9BSL1 Q8NFW8
P42785 Q5XPI4
P82675 Q9UFW8
Q16772 Q9UKI9
Q9HCP0 P04198
Q9BU02 P31275
Q9UKU7 P17096
Q9Y6X8 P82909
O15235 Q99729
Q9NP92 Q96RE9
P51826 P01040
P31267 Q9HCE6
P10275 P42574
Q15424 P08729
P34897 P62304
Q96M27 P15976
Q86UE8 P20132
P15374 P41161
P43304 Q8IXH6
Q99801 Q9Y4B6
Q7L0Y3 Q9UBT2
P31327 Q9UNP9
Q9Y3D9 P18074
Q9Y5N6 P07451
P15428 Q01664
Q7L775 Q9HD33
P0DJD3 Q96T66
O43680 Q14678
O00268 P49888
Q7Z569 P86791
Q9NX09 P20933
Q9H7D7 Q9Y535
Q969K4 P55317
Q2PPJ7 Q99581
P82675 O15156
P14061 Q15233
Q9UBW5 P63162
P11766 P29083
Q15545 Q9Y2R5
Q8WYA1 Q58A44
O94993 Q9BTM9
P54132 Q01469
P43304 Q96T88
P53779 Q15915
Q99819 Q14696
Q13761 P50452
P21675 P15559
P58012 Q6UB28
P10828 Q2PPJ7
P35321 Q14209
P08263 P26358
Q9NR56 Q9H2W6
Q15543 P49753
P51398 Q96L73
P78368 Q01094
P31629 P09960
P32780 P46952
O15525 O14641
Q7L3B6 O43316
Q2M1K9 Q68J44
Q9Y2J8 P49005
O60481 Q96I99
Q15233 Q8TDY4
Q7L0Y3 Q15233
Q9UJA3 O95848
P24468 Q12882
Q96BN2 Q96RG2
Q8WVM0 Q9UNI6
O00754 P62495
Q9NVU0 Q8IWT3
Q01196 Q9Y3D5
P20936 Q53GS9
Q9Y238 Q9NX01
P32119 Q7L7L0
P17676 Q96GX9
Q8NDX5 Q9BYD6
Q9UBU8 Q99558
P18440 P23193
Q9UGP5 O43819
Q16851 P16401
Q15915 P29144
Q9NVS2 P49917
P20591 Q8IY57
P36957 P15408
Q9H765 P52701
Q5THR3 Q00169
Q8WVN8 P06280
Q13405 Q8WYH8
Q8NFZ5 Q9Y5Q9
P32314 P82933
O96020 Q12849
Q9BUT1 P25774
P54098 Q86U86
Q14469 P39023
Q9NWU1 O75586
P16383 P00918
P48431 P29144
P57081 Q2VPK5
Q92748 Q13637
P54136 P16104
O75170 P22492
Q14469 P22531
Q7L0Y3 Q96A08
Q05952 P13489
Q8N3C0 O60284
P10071 Q96I99
Q8TE02 Q92826
P61769 Q16655
P35236 Q9HCD5
Q9NRJ4 Q9Y2P7
Q9NT62 Q12824
Q9BUQ8 Q9NZD4
Q6UB28 O43929
Q9H4A3 Q16621
Q5TCY1 P33240
Q8WWV3 P35251
Q9NRJ4 Q16254
P82914 Q9UHB7
P43355 Q01543
P10914 Q9BYC8
Q9Y675 Q9BV36
P27708 P31276
O60481 Q8N183
Q16594 P43897
P38646 Q9BSH3
Q71DI3 Q8TCS8
P15374 P25208
P51398 Q12948
Q07020 Q9BWX1
Q9Y535 O14641
Q12815 Q99549
Q9BWD1 P33992
Q15915 Q8N183
O75394 P62487
Q13085 P62316
P21399 P12524
P53779 Q13123
O43929 P09455
Q96M27 O15353
O43307 O43791
P35548 P78371
Q16143 P36402
Q9P2W6 O60902
Q13889 Q7Z7A3
Q13867 O14862
Q9H9L7 Q8N142
O15305 Q15561
Q96RP9 O43684
Q8N1V2 Q13416
Q15022 O76094
Q9UKF7 P22415
P43235 P31350
Q13362 Q9NP74
P34897 Q14181
Q8WVN8 O95411
Q12931 P11161
Q16666 P78540
Q9NP97 Q6ZYL4
P49916 Q06278
Q9UHN1 O60671
Q00577 P35270
P49753 Q16254
Q9HCY8 Q05925
O60678 O43680
Q9BSL1 P83876
O60783 O95343
P0C1S8 Q8IWT3
P35790 Q02548
Q9BPZ3 Q05925
Q9Y5X4 Q6B8I1
Q9HD40 Q15916
O95400 P25205
Q16773 O75593
O43504 P25774
P32929 Q969F1
P06732 P04066
Q14192 Q16828
P30048 P62487
O95429 P05164
P08621 Q96G61
Q9H257 P31273
O75570 Q96BP2
P63167 P78364
Q15672 P55212
P17706 Q9H4Z2
P01040 Q9UBR2
P54132 Q96QG7
Q12986 P33402
P49368 O15514
Q96LI5 Q9UNY5
P43268 P17987
Q96HA7 Q12837
Q9NYK5 O75971
Q9BWD1 O14497
P63162 Q9UHN1
P05787 O00472
Q9NP31 O75593
Q15560 P22532
Q9BXL7 O00754
P49638 Q13526
P31277 P22532
P07711 Q9UGC7
O43680 Q9Y2T1
Q9NNW7 O43474
Q9BYC2 P30260
P29374 Q9Y4B6
Q14152 Q14863
P78358 Q9UJW9
P68104 Q9C002
Q00688 P63167
Q9NP97 Q92759
Q9UN86 Q96KK5
O75891 Q9Y4X4
Q9H0C8 P20933
P19878 P53999
P62316 Q9Y4K4
P39023 Q07864
P00558 P10619
O43541 Q15102
Q9Y618 Q08257
P82909 P78337
P16220 Q8N183
P30876 O95379
Q12873 Q9H2W6
P55854 Q9C0J8
Q6FI13 P06732
Q9BR61 P23771
Q14469 Q6PGN9
Q13287 Q15906
O95429 Q99638
Q6ISB3 Q9HD34
Q08752 Q9BTP7
Q92598 Q92793
Q9Y297 P15923
P51513 P82932
P17861 Q8N9W6
P24928 Q96AA8
P68104 Q06416
Q16613 D3DTV9
P14868 Q96AZ6
P0C0S8 P51114
Q8N5U6 O95600
Q08752 Q8IVW6
Q9ULW8 O95926
P63162 P00915
P13693 P33992
O75648 P52435
Q92748 Q16612
P54687 Q9H6T0
Q53GS9 O43172
P55157 Q6NUP7
Q6XE24 Q9H1E3
Q9Y6R0 Q02556
Q9HCG8 P01040
Q16670 Q96A58
Q7RTV3 Q01581
Q13285 O60678
Q8TAQ2 P49406
O75593 P46439
P82970 Q16643
O43316 Q8WYK0
P54136 Q13569
Q9GZZ0 Q9BRA2
P00918 Q9BTC8
Q9H257 Q9NVR2
O60583 O14618
Q9UBR1 Q02548
O60341 P82650
Q9BZE1 Q9HAN9
Q96KF2 P09001
P51580 P20265
Q8IWT3 Q99583
O60381 Q9NX02
Q9BPX1 O60481
Q13794 O15525
P07864 Q14526
Q9GZZ1 O60682
Q00577 P39023
Q9H5J8 Q8TCS8
Q9NYK5 P06899
P35218 P37231
Q99638 Q9BT17
Q9NX18 P31271
O95639 Q9HD33
Q08999 Q96EK5
P29374 Q9UDX5
Q9Y2T1 Q08050
Q9BZQ8 P10071
Q15583 Q9BRJ2
O75170 O60231
P26441 Q12986
Q02446 Q9UBC9
P62937 Q58WW2
O43182 Q92522
P51553 Q8WZ19
P51948 Q9NT62
Q99819 Q00688
Q03923 Q9H5Q4
P00338 Q13950
P12271 Q03828
Q58A44 P22304
P17036 O75175
Q8WWV3 Q13887
P0DJD3 Q9BYN8
Q9BY32 P22304
Q99990 Q6XUX3
P30048 P14921
Q9P2W6 P53634
Q8N3C0 P12524
Q00577 Q9H0C8
O75936 P09016
Q92748 Q9UKF7
Q96T66 Q9Y657
Q13867 Q13029
P35244 Q9BYD6
Q9NP97 P16455
O95071 Q96LI5
Q14209 O95361
O14920 Q15723
O75828 Q14119
Q969Y2 Q15561
Q8N5F7 Q9Y295
P56277 P19388
Q9NX18 Q9H611
P53667 O95696
Q9Y6J0 Q14894
Q9UGK3 Q6W2J9
Q9Y5P8 Q96A58
P53567 Q9NRN7
P13995 P09016
Q9NS39 P26639
Q13107 Q7Z5L9
Q9Y3D5 P31271
P08579 P48147
Q9Y2V3 Q9Y3D9
Q9NYS0 P07711
Q9NZJ9 B2CW77
P20592 Q15672
O15091 P25208
Q9UL03 Q8N5U6
P82664 Q14807
Q9NZD2 P50539
P08263 Q9UHV7
P31277 P46459
O95405 Q01664
P30048 Q13568
Q9Y618 Q13546
O14713 Q01201
P29374 Q13795
P19388 P59046
P08621 P20807
Q8TCS8 Q9BWX1
Q15562 Q9H9J2
O75643 Q15046
Q6IEG0 Q03013
Q96QG7 Q92830
Q9Y463 Q9Y6M4
Q7L3B6 O75529
A6NEQ0 P50453
P48730 P61244
O94788 O43791
P17516 O43543
Q14106 Q9UJC5
Q9NRJ4 P20226
Q6P1X5 Q9P0R6
P13693 Q02447
Q6DN03 Q8N9N2
Q8NI60 P22670
Q15562 P07148
O15091 Q9Y3Z3
Q9Y4A5 O60711
Q9GZZ0 O75394
Q99612 P47874
O94913 O14920
O14727 P68431
P00918 P23511
Q8IXH6 Q9NX02
Q04725 O14641
Q9UHN1 Q15560
Q07699 Q9NY72
Q9BYN8 Q13523
O95786 Q9Y2P7
P29218 Q9UKI9
Q9H4A3 Q9NPI8
Q9BRV8 P20933
Q9UBW5 Q14188
O75676 O75251
P24298 P42785
P51970 Q9H5F2
O60902 Q8TCS8
Q14469 Q9GZT8
O43680 Q6XUX3
Q9BSE5 O43593
Q9H0E9 Q9UII2
Q9Y3D5 Q9H4I2
Q92731 Q00059
Q96CS3 Q5T6S3
P07864 Q99583
Q9P032 Q9UBC3
P60484 P58304
P82650 P62306
Q8TDY4 P09016
P22061 Q9BUJ2
Q9BYN8 P31275
P35453 P15104
P50213 P41134
P13797 Q5TB30
Q9BR61 Q15910
Q6STE5 P34896
P35237 O60231
Q6P1L8 P15408
P09210 Q02241
Q93015 Q12947
P55771 Q8TDY4
Q16828 O75175
P07741 P23527
P00918 P58012
P14868 O00754
O43837 Q6EKJ0
Q9UM63 Q8WXI4
Q86YN6 Q8TDY4
P13798 Q9Y675
Q9BXL7 Q9UNL4
P33240 O15217
Q9NZD2 O15353
Q13573 O60551
Q13415 P15121
Q8NEL9 Q9NP71
Q14469 O15091
Q96BN2 P13995
Q9BUQ8 P20807
P30711 Q03052
Q2PPJ7 Q04726
Q03989 P23381
P51114 O60315
O76031 P50749
P49842 Q9Y4K4
Q6NYC1 Q99558
Q9BYN0 O15514
Q12800 Q96QG7
P19387 P16050
P82909 P28358
Q9NYK5 Q9UBC0
Q92908 P15121
Q14749 P22415
Q9Y216 P14316
Q9UPV9 P42574
Q9H2W6 O75030
P49411 P83369
Q9BSL1 Q5T6S3
Q96KF2 Q14894
P50213 Q8N165
P35244 Q9H6S1
Q9H6S1 Q9UBK2
Q9Y399 Q08050
Q3BBV0 P16104
Q8WVM0 Q9HBE1
Q9Y5Q8 Q9NVS2
Q99801 P13796
Q9BYG8 Q14696
Q9BYD1 Q12947
P15848 P50452
Q9Y216 Q9H211
Q9Y2D0 Q6PL18
Q2PPJ7 P31270
P24928 Q9Y3D3
P51116 Q96RE9
P43699 O15305
O75828 P53350
P54687 O95600
P55084 O00462
O75563 Q99590
Q96AA8 Q9NPJ6
Q8WUN7 P16401
P13639 Q7Z5L9
P05412 Q9GZT8
O43307 Q9UHL9
P12004 Q58A44
Q99551 P26599
O14776 Q9P2Y5
P08263 P35638
P22681 Q9UBX1
O15235 P20290
P40925 P28358
O15235 O96028
Q15583 Q9UDY6
P82675 P62316
P00441 Q8IY57
P06865 P78417
Q9HD40 O43684
P22061 Q8IVW6
P52888 O75461
Q9UIK4 Q96JB3
P28838 Q8TAD8
Q5JY77 P13378
Q9Y3E1 P04183
Q9UKF7 P31271
P06454 P48643
P00915 Q13889
O75936 P06746
Q99707 A6NLJ0
Q9BY32 Q0VG06
P17480 P51114
Q5MJ70 Q2M3C7
O00338 Q96T23
O75529 O00471
P29084 P20132
P49335 Q96PC2
Q8TE02 P18615
Q9BYD2 Q05952
P08263 P23527
Q9UHN1 Q86XK2
P28838 P20671
Q15327 Q96TA2
P05412 Q9NYK5
O60762 Q8N9W6
P17900 Q9NVS2
Q96RP9 Q13950
O60760 Q9UKY1
Q12933 Q6NXT2
O15151 P10599
P20807 P29083
P35754 P15173
Q14192 O75175
Q9BXL7 Q06710
Q9ULC6 Q8IZU0
Q15022 P34897
Q14651 O14802
P09017 Q99558
Q07617 P23760
Q6PJT7 Q9Y6R0
P11766 P12755
Q13546 Q9NX70
P17987 P23769
P25325 Q96T88
P13798 P54278
P35321 Q5VTD9
Q96PC2 Q5T6S3
Q9Y2D0 Q96JN0
O00411 Q01543
Q9NWF9 Q16576
Q96HU1 Q12946
P40925 P49736
Q6P1L8 Q9C0F3
Q9H5Q4 O75643
Q9HCN4 P35475
Q93008 P25774
Q13029 Q9NP86
Q96M27 O95071
P35637 P30626
Q49A26 P82930
Q9HCG8 P22532
Q9BZQ8 Q71SY5
Q9H4K7 Q08050
Q9HD40 Q9UHG3
Q04828 P84243
Q9NWF9 P42785
Q01081 Q8N3H0
Q9BYN8 O75506
Q9Y216 Q5T6S3
P68104 Q13247
Q96PU4 P12104
Q8WYK0 Q86WQ0
Q16548 Q9BQ83
Q969L4 Q9Y216
P59103 Q16633
P53999 P49591
Q96AJ1 Q8N183
O00170 Q05925
P14859 Q12815
Q9NYD6 Q9BYG8
Q02153 Q16777
Q07617 Q9UNI6
Q8TF76 Q9HD33
Q5SW96 Q16254
P16083 Q9NPI8
P35244 Q9H0U6
O94763 P54098
Q9BTM9 Q9UNI6
Q9BPZ3 O60762
O95376 Q9NZE8
P78371 Q8IZU0
Q13461 Q6WQI6
Q13888 Q6XE24
P14061 Q9NP71
Q9H6S3 Q93096
O00471 O95931
O75529 P53677
P12104 Q00056
P40692 O43819
P49368 Q8TBZ0
Q14119 Q9Y3D5
P62995 O60936
P78549 Q96M11
P08579 Q9BZE1
P0DP25 Q9UHX1
P17509 Q13162
Q8TF76 Q8N9N2
Q05209 Q9GZR1
Q15583 Q92665
P46439 P01106
P29218 P21675
Q14106 P60008
Q9Y234 Q8TAP9
O43307 P62995
P47902 Q08257
P07451 P26368
O43504 Q92560
P10155 P41212
Q9UPP2 O75132
D3DTV9 P19878
P29084 P49675
O43148 P22528
O43307 Q02078
Q9Y657 O75534
Q86V15 P16949
P15407 P05413
Q02080 P50452
P53779 Q10586
Q8TCD5 Q03164
Q96PC2 Q9C0F3
P29353 Q13461
O94782 P46439
Q9BYD1 Q14863
Q12882 P60008
Q16385 Q9NQI0
O43148 P47897
P35790 Q5VVJ2
P25208 Q8N4E7
O15178 Q99707
P35637 Q06124
P18848 Q9UHR5
Q9UPV9 P55212
Q15291 Q9Y2T1
Q9HCP0 Q15349
P52565 Q8NHV9
Q9H257 P08579
P10242 Q16537
P28340 Q9Y3E5
Q9NRV9 Q9UFW8
Q12951 Q2M3C7
P08319 P42785
Q9BYC9 O00472
Q99558 Q15560
O94788 Q8N257
O75936 P07602
Q6UXN9 P0CG30
Q9Y2J8 Q8WWL7
Q9Y3D3 O60508
Q9HCY8 O95376
Q9BY32 O14862
Q12951 P23378
P20132 P50219
Q96G01 P55771
Q5TCY1 O94805
Q15543 Q96CS3
Q9UII2 P16402
Q6DRA6 Q8WXI4
P54098 P15408
P49675 O60315
Q9UHX1 Q68DY1
Q53H80 P24752
Q9Y5Q8 Q9BRJ2
O95786 P26651
Q01196 O15540
Q9BU02 Q9UHR5
Q2VPK5 Q9NPJ6
P09012 O60239
O15151 P54098
Q8N5F7 Q2VPK5
Q5MJ70 Q9UGC7
P13686 Q8TCS8
P82932 P16455
P45877 O60341
Q96S44 Q13637
Q6P1L8 P20290
P51857 Q13029
O43148 P53384
P19793 O95154
Q9H0E9 P25325
Q96I25 P07148
Q9Y2X9 Q9NX18
P49916 Q8NFH8
P36957 P30260
P62995 O43776
P13984 Q06520
Q8N9N8 Q6XUX3
Q15424 Q9BSL1
Q9BSE5 Q02386
P53677 P09067
P35790 Q8TAP9
Q9NVV4 Q5TB30
O75891 O75607
P20719 Q08257
Q16540 Q7L775
P15121 O76039
P35269 P62495
Q92844 Q9HAN9
O75676 Q9UPP2
O43684 P00352
Q15327 Q16854
O14776 P46952
Q02535 Q6XE24
P06732 P31271
O94788 O60284
O75363 Q9UBC0
P22415 Q14790
Q16594 O95405
P35452 Q9Y4B6
P56277 P29558
P24298 Q9NPJ6
P09874 Q8N9N2
O00338 P52435
Q9Y4A5 P05413
P78358 Q9ULX9
P16383 Q9NVV4
Q5JY77 Q9H9L7
Q9BYC9 O15353
P35236 Q8TF76
P37840 P43004
Q9UGL1 Q9P2W6
Q9Y294 Q9BRA2
P09429 P12277
Q01538 Q5XPI4
P35326 P16403
P30838 Q15233
Q13287 Q6UB98
P35790 Q15466
Q9NY74 P06280
P31276 Q02252
Q03923 P09936
Q16254 Q9P2Y5
Q9Y3D3 Q14527
P08263 P49917
Q9NR20 Q3ZCT1
Q9UDX5 P19793
Q9NQ33 Q9BU02
P68104 P63272
Q5TB30 P83881
Q9H6S3 P49184
Q04837 Q9HAN9
P53384 P31270
P31249 Q9BXL6
Q9H5F2 Q9NVS2
Q9H6S1 O43593
P49736 Q03154
Q15319 O15169
O95071 Q9HCP0
Q14938 P09936
Q93015 O95990
Q9UBC9 Q15014
O15540 P23527
P10244 Q9H2J4
P17050 Q8N9W6
Q9UKU7 Q15022
Q6PGN9 Q9Y2P7
Q9C002 Q3BBV0
Q04828 Q5VWG9
Q16531 P62877
Q6PGN9 Q99929
Q6DRA6 Q969Y2
Q9UKF7 Q8WXU2
Q9NVV4 Q9UNY5
Q99956 P35680
Q15029 P83876
Q16656 Q8WXI4
Q86XI2 P61970
Q13416 Q16613
Q02363 P49753
O95429 P23409
Q9UDW3 P52566
P00915 P52435
Q12951 Q08752
P0DP25 P31150
P52435 P46952
P06132 O15353
Q5EBM0 P42785
Q03154 P19388
Q05209 P31271
O75150 Q6XUX3
P68402 Q03111
P14324 Q13889
Q9UN86 Q13595
Q9NYK5 P62306
Q9BSL1 P10412
O76031 P11161
Q9H3D4 Q9UJM3
P00325 Q9UGL1
P55039 Q9UBT2
O94768 Q9BRV8
O95619 Q9BYD1
P78540 Q9Y3E1
Q8IVS2 Q6W2J9
P30291 O95749
Q9BZQ8 Q9UNP9
P10243 P38646
Q14032 Q9P2Y4
P09936 Q12947
Q9H765 P31270
Q5VZM2 Q96D98
Q9ULV3 P00338
Q9BPX1 O60381
Q02153 P21291
Q14204 P37275
Q9GZZ0 Q96I99
Q9NZI5 Q9Y216
Q13886 Q16612
Q9NRJ4 P19388
Q6UB28 Q9Y5P8
Q7RTR2 P09884
P55212 Q9GZR1
Q9UGC7 P17405
P53779 O00462
Q9UHV7 P30711
P53779 P55318
Q8WUN7 P22492
Q02086 Q9BRA2
O14920 Q15562
P25398 P13378
Q96FI4 Q13794
Q6P2C8 Q8N6F7
Q6P1L8 Q9BSH3
Q99819 Q01459
O75164 Q16854
O15235 P49916
P15121 Q8WZ19
