Q16665 Q96SN8
Q8IW41 Q9NV56
O00238 Q92793
P54296 P24071
Q99418 Q96HB5
P54253 P22894
Q9Y5S9 Q15645
P20226 Q96RI0
P0DP25 Q16610
P13725 P54920
Q92558 Q14126
O43791 P35568
Q92831 P55040
P14416 O00267
Q02078 P04085
P61981 Q16576
P11802 P19174
Q9BX66 P08581
Q99717 Q13322
O15360 P27448
Q13555 Q8TF05
P17302 P19801
Q9UIV1 P02792
Q9UBK2 P49840
Q99959 Q13287
Q13620 Q14684
Q7L5N1 Q7L5D6
Q9BQ66 Q13133
P10636 P48039
P11142 P01303
Q15052 Q14676
Q9H840 P43364
Q9H1H9 Q15007
Q9BQD3 P61289
Q7Z6G3 P52799
P10082 O43482
O95059 O95166
P62993 Q09472
O14939 Q9Y6X1
O43639 P31785
P62993 Q13885
Q04206 P38936
Q13094 P28360
O14686 Q9BW27
Q8N114 O00505
O15492 Q9UII4
Q99717 P51659
Q13009 Q8TDZ2
Q03405 Q8TAE8
O60682 P04628
P16070 O14639
P06239 P54829
Q99075 P40616
P62993 P35222
P31946 P52943
Q04637 P07951
Q96KQ7 P07766
P15173 O95149
P10275 P06239
Q9H1E3 P63104
Q16891 Q9P2K3
P30279 P16455
Q8WTS6 P54198
O14818 Q14203
Q03135 P49641
P0C0L4 O94829
Q9BXS5 Q96S95
Q12789 O14830
P03372 Q9Y2L1
O14646 Q9NZ42
Q15542 P00441
Q04206 Q00403
P12931 O75676
P08670 P19174
P11831 P63096
P0CG47 Q07954
P80511 Q9NZI8
Q9UMR2 P07332
Q13332 P03951
Q04206 Q8N2M8
P03372 P61956
Q9BQ95 Q5T8A7
P62258 Q7L2E3
Q96ID5 P41743
P55211 Q9H4I2
P16234 Q9H0Y0
P60953 P13631
P09429 O95990
O75150 Q5JVS0
Q2Y0W8 P19883
Q92831 O15539
P42575 Q9NXR1
O14964 Q5VST9
Q13285 O14879
P48736 Q92499
Q12988 P62280
P17275 Q8NE01
Q7Z7J5 Q70IA6
Q12933 Q14721
O14763 O14686
Q01780 Q92558
P00441 Q8NC51
O00238 Q12879
O75525 P63104
O15198 P36542
O60353 Q9H1K0
P61586 P28222
P04049 Q12906
Q15291 Q86VF7
Q16537 Q12778
P04637 P10767
P36897 P31946
Q9UM73 Q07869
Q9UKR5 P25098
Q13485 P27348
P23467 P68871
P42574 Q96HZ4
P54259 Q9UGJ0
P04637 O43143
P16333 P62191
P46527 Q8N0Z2
P37231 Q9H078
O15198 Q13191
O95477 P15336
P36897 Q15113
P48023 O15111
Q13485 P42773
Q13501 P22830
P29350 Q53HL2
P01100 O14745
Q16539 P58335
Q13501 Q92558
P42768 Q92597
Q9H422 Q9H2B2
P16333 Q03181
P42224 P41220
P19838 P23142
P63104 P05937
P54259 Q9UM13
P08238 P06729
Q13487 O00303
P0CG47 Q00839
Q92633 O00165
O75916 O14641
Q9Y2X7 Q9UBD5
Q15172 P78368
P62993 Q15047
Q16891 O00459
P10244 Q8WYK2
P15311 P30154
P60763 Q9UMF0
P03372 Q01814
P40692 O14576
P28482 O95198
P28360 Q13671
P63027 P09529
Q13555 Q05086
P04156 P84022
Q9ULV5 Q15653
P27986 P01011
P42702 P17097
Q01094 Q15843
O75376 P48736
P57678 Q8N752
P12755 P16871
Q5T3J3 Q00013
P42704 O00505
P68104 P42224
P28482 Q14247
Q15464 Q96JJ3
Q04206 P06493
O95477 Q9Y3R0
P29350 P60981
O60825 Q00994
Q96B97 Q04721
P45983 P25208
O75444 P78318
Q7Z6Z7 Q86XT2
P43694 Q7Z6G3
P0CG47 Q9NPC3
P07384 P19397
P68400 P14373
P19793 Q9UKY1
P03372 Q00403
Q96GM5 P09958
Q9Y618 P61978
Q15628 P01130
P68400 P12830
P07948 Q16787
P04626 Q14524
Q15047 P07332
P68104 Q05516
P27986 P09619
Q12802 O00418
P18433 P28702
P18848 P13497
Q96C24 P23471
Q14289 P28702
P35609 Q9BR76
Q03135 O95197
Q04206 Q71U36
Q96JJ3 Q00994
Q05655 Q9BZW8
P27986 Q7L804
Q9Y3C7 Q9UKY1
P29590 Q07507
Q13480 P40337
P05412 P30679
Q00535 O75909
P34932 Q96CN9
P06239 P47871
P25098 Q16831
P04637 O15492
P61981 Q13387
P07101 Q9BZG1
P10636 P35222
O15198 P43026
P62070 Q00577
P51116 Q9Y5N6
P42226 Q9UKG1
P35222 P02751
Q9UNY4 Q8WVM8
P42574 P61981
O95870 Q9Y4X4
P16591 Q13402
Q99417 P61019
P16885 P98082
P42684 Q9GZY6
O43261 P28476
P04183 P01023
Q8WWW0 Q09MP3
Q15796 O95793
P42684 Q15645
P27695 P09326
O96019 P14923
P27348 O14893
Q9UHD8 P78508
P10589 P32456
Q8TE77 P02747
P26641 P25788
Q9HCE7 P35579
P10147 Q07890
P60953 Q14919
Q13464 P55010
Q09472 P42858
P08069 P12931
P50613 Q14683
P26038 Q15648
P29597 P42858
P29350 P19338
P05412 Q13017
Q05586 Q13769
O43426 Q6STE5
P02745 O43491
Q02535 P09958
P09619 P25774
P49736 O15055
P46934 O14939
P42263 Q9UBL6
P24864 P18146
Q9HCE7 Q14449
P18146 O43464
O95084 Q14155
Q9NRL3 P52272
Q10567 P01127
O15230 Q13641
Q9UMX0 P14598
Q01844 Q8IYF1
Q9UKG1 P24347
Q9H6R7 Q6PUV4
Q13643 P62508
O75843 Q12789
P17028 Q8NHY5
P16070 O43707
Q99836 Q92845
P63220 Q13224
Q9UBW7 Q9P2S2
Q16270 Q15714
Q96A00 Q13224
Q9Y5S9 Q7Z589
Q99750 P84022
Q15573 P07858
P20936 P25686
Q92625 O95810
P08246 Q96GD4
Q5T2W1 Q02413
Q5JQC9 Q96ED9
P00533 P42566
P12757 P53621
Q92830 P17948
P63208 O60934
Q9Y6R1 Q33E94
P07947 Q9NW38
P78396 Q96QK1
P25391 O95967
Q16825 Q9UGI0
P78317 P08571
P43364 Q9HB90
P12956 Q96KC2
Q13526 Q9H1D9
P00742 P50549
O15397 Q9NP50
Q13888 Q13485
Q13555 P62820
O15198 Q14573
Q15796 P20936
P43355 Q53EL6
Q9Y5X4 P20333
P16070 Q9HCE7
Q9NRD5 P21926
P0CG47 P30989
Q06787 Q92608
Q6GTX8 P62312
P08754 P02549
O15524 Q13485
P10589 Q96MU7
Q00613 Q13572
P46108 Q96GD4
P51398 Q9C0K7
P31946 Q15761
P04439 Q99755
Q9BUH8 Q13432
P22736 O43395
Q99698 P01100
P23443 Q8TC92
P36897 Q9H307
Q8WUF5 P41222
P53779 O00308
Q92905 P07510
P27986 Q13614
Q9H4P4 Q99572
Q14289 Q02410
P54727 Q9BVK8
P27448 Q7KZF4
Q04206 P62753
P17612 P52948
Q9BQG0 P02774
P63104 Q14155
Q96A00 Q92783
Q9H074 P69905
P61604 P62312
P19012 P35968
P14784 P32245
P61204 Q13185
Q99689 Q99496
Q12933 Q13136
P11473 Q99952
Q09472 P20073
P62316 P04003
P98160 P46939
P04637 P48444
P04637 O15519
P63279 P04150
Q8N2W9 P50150
P68400 P02686
P51843 P49840
Q8WUJ3 Q8NC51
Q15303 P24394
P24394 Q9C0D5
P14672 P31943
P18031 P04406
P51170 Q9H0X6
P46531 Q14493
Q13490 P24278
P19838 P40763
Q15545 P20916
P25963 P46527
P23458 O95613
P61006 Q9BUZ4
Q15788 P29622
P06241 O95721
P40925 P10997
P40763 Q14061
P04637 P46527
Q15788 P11142
O76003 Q9NYJ8
Q09472 Q01955
Q15172 Q6P0Q8
Q92835 Q13772
Q13315 Q9NWM3
P24666 P10301
O15350 Q96CQ1
Q15233 Q02156
P45984 P08574
O00206 Q02078
Q92900 Q8IWL2
Q13526 Q9UHV7
P19784 P13727
Q07955 Q92608
O00401 P30260
P55055 Q8WZ42
P36897 P67870
Q9HAU4 O15399
Q15102 P04279
P62491 Q9UJ70
P42574 O75381
P05112 O43432
Q8NC60 Q9BZK7
Q5TCY1 P63151
Q12959 Q93062
Q5FBB7 P38432
Q9NP79 Q9BRG1
P19174 P54132
P06454 P20827
P46109 Q9P2A4
P84077 Q13232
P43364 O15111
P51693 P20042
P05549 Q9NY56
O14757 Q9H9D4
P18206 O60282
P25025 Q8NES3
O43187 P01270
O95166 Q07817
P00374 Q15759
Q99547 P08620
P19320 Q92879
P18433 P41235
Q9Y4K3 Q96A04
P62993 P08631
P43088 P63172
Q09472 P54760
O95084 O60437
Q9GZT8 Q01892
P01100 Q9Y3C6
O15551 O60831
O75582 Q99728
Q05655 Q96L34
P01160 P21802
P06454 Q8N357
P27986 P15498
P42224 P26951
O75553 Q9NP59
P83916 Q13363
Q9UN74 P06756
Q13158 Q15276
P31946 P53365
P48039 P06756
P40617 P35968
P51965 O60229
P63167 P18825
P53779 Q9NPI5
Q15834 O95292
P61981 P01024
P01215 Q15648
Q9Y2I6 Q9UMX1
O15111 Q99570
Q13393 O75154
Q9BSL1 O00161
P48643 Q8TEB7
P60842 Q13651
O00459 O15530
P17612 P32927
P60484 P05060
Q9NRI5 Q16649
Q04771 Q04724
P19174 Q9BQY4
Q9Y3C5 Q99572
Q8N2W9 P20248
Q9NVV9 P78536
P12004 P55103
P27348 Q13790
P35813 Q96EK5
P0CG47 P79483
P17252 P49747
O43747 O15121
P07602 O43187
P06241 Q99750
P00742 Q93074
P42680 P39687
P19793 O95218
P51692 P15172
P04049 P62888
Q96GD4 Q9NRF2
P42229 Q96K80
O43502 P35968
P16144 P09874
P29466 O14786
P23193 Q09472
Q13616 P01127
O00268 Q13546
P42768 P21462
Q9Y4K3 O15263
Q9UIK4 P84022
P10589 P10070
P40425 Q99816
P17706 Q00537
P06239 Q05516
P27986 P20042
Q9NRR5 Q00577
Q6WKZ4 Q8NEZ2
Q5JY77 P00734
Q14643 Q8WU20
Q9UK53 Q16539
P10415 Q92793
O60674 P48357
Q15750 Q9Y2I7
Q13177 Q9NV56
Q9Y294 P58753
O43815 P35268
P15941 Q8ND30
P63104 Q7RTN6
P08581 P43026
P06730 P19438
Q9UGJ0 O00231
P02786 Q9Y5X1
Q08999 Q07666
Q05516 Q9P1Z2
Q04206 P00491
P49768 Q8TF68
P22681 Q96MA1
P08238 P04080
P24928 Q9C0D5
Q12923 Q12789
Q16665 Q14517
P20265 Q05513
P17096 Q9Y6Q5
P61978 Q99547
Q12879 Q15051
P14625 Q9HBZ2
Q9P2Y5 O14745
P35237 Q92974
P63244 O15230
P42768 P35368
P51671 P08253
Q8TAB5 P68032
O60844 P41091
P21817 Q969U6
P21673 Q15424
P23458 P21246
Q13131 P84243
O60934 Q13641
Q13426 Q96HE7
Q06418 Q9NZ42
P42574 Q86UX7
P12931 Q99741
Q9Y3C7 P56645
O60315 O95832
Q13541 P39880
Q96NW7 O43639
Q9UIK4 Q9H2D6
P50613 Q8N556
P20936 P16298
P52333 Q92793
P04637 O15552
P15502 P08123
Q12879 Q9Y616
Q9Y3C7 P46108
Q13838 P07498
P63096 O43924
P42285 Q99732
Q14289 Q16890
P36897 P98155
P46379 P54762
Q9NPY3 P06454
Q96CW5 Q8N2Y8
P05129 Q6PML9
O75925 P03372
Q15796 Q16799
O94973 Q08629
O15105 P25054
P40763 Q8IZP0
Q16543 O43747
P08047 P10912
P12931 Q5T2W1
P0DP25 Q9Y2U5
P05787 Q9UQB8
O00499 Q9Y4H2
P41212 P14923
P78527 Q12959
Q9BWH2 Q9UMS4
Q13177 Q13432
Q16667 Q9UIQ6
O15399 P29322
Q99626 Q08209
O15379 Q14500
Q14155 P46100
P35568 O75420
Q13868 P10721
Q00535 Q13105
Q8N2M8 P40222
P61981 Q14032
P33992 Q9Y678
P12956 P17936
Q04206 P68104
Q99717 P58340
O60682 Q14242
P25963 P08729
Q8WX93 P06576
Q9UKN8 Q9UHR4
Q99717 Q9Y3C7
P28324 O95239
P11274 P06239
Q9Y5B0 Q15049
Q9UQN3 O95628
P63208 P51809
P40425 Q7L5D6
P51617 P09429
Q9NXK8 Q13387
Q8NC60 P62873
Q07955 Q15645
P25445 Q9Y566
P54253 P51681
P42336 Q8WW24
P53667 P20338
P28482 Q01101
P06239 Q13263
P61247 P10721
P10275 P51572
Q15582 O00303
P02545 P31751
Q6EEV6 Q15650
Q16695 P02545
P51617 Q09472
P20138 P43005
P02452 O14746
Q05655 P34925
P29992 Q96D31
Q8TDR4 Q9UJJ9
P27797 P06454
Q01780 Q04724
P62875 O14936
O95777 Q14671
O75674 P31152
P24468 Q96QZ7
P25098 P10276
Q04206 P06241
Q9H1J7 P28069
Q04759 P53365
P46821 Q9UDY2
P27986 O00255
P08670 P30305
O15127 Q92499
Q13351 Q9BUZ4
Q07864 P51686
Q15582 P68106
Q7L590 O43298
O14964 Q96G25
P49902 O43747
Q6EEV6 P13497
P16112 O43318
P17813 O43615
Q04206 P12931
O60641 Q15649
O00212 P17544
Q9BQ52 Q9Y312
P63208 Q92930
Q13813 Q9BUB7
P56945 Q9H0H5
P53667 O15534
P63261 P28482
P17028 Q13772
P09471 Q13322
P26641 P50552
P13688 P62995
Q9H840 Q13435
Q13485 P23297
P21246 P15173
Q58WW2 Q9Y5C1
P0DI81 P62760
P20226 Q13228
Q16594 P52298
Q92793 P63272
P48643 P51531
Q03052 O95208
Q15124 Q00526
P61981 P16591
Q9NS68 Q9P0J1
P36957 P13473
Q86UW6 P17302
P50579 P50458
P14543 Q8WX92
P04156 Q15345
Q9P2H0 Q13795
P27361 Q00587
O14920 Q96IZ5
P08631 P10721
P04637 Q9NRR5
P22681 P15923
P68032 Q08345
Q7L5N1 P02745
O15111 Q9UKJ5
Q5RL73 O43559
O14818 Q9H0A8
Q04726 Q15648
P68104 P37288
P45983 Q13156
P40763 P51677
P21246 P33151
P11940 P98082
Q13547 Q99985
P32856 Q10567
P43405 O15457
Q7L5N1 O60880
Q12933 Q9P1U1
O60869 P50616
Q9HCE6 Q15020
Q04724 P50553
Q9Y275 Q14566
Q14442 O15482
Q9UL45 Q07869
Q13541 P24863
P04637 Q9UDT6
Q15365 Q09472
P51671 P48745
Q9H6Z4 Q02818
P16144 P33241
P68400 Q7L5N1
P22459 P39687
P29597 O94829
P35609 O14593
Q969H0 O43399
P27487 P62873
P17302 Q9P1U0
Q9NPB6 P10915
P36957 Q9Y3F4
P78364 Q01658
Q8IZH2 P00738
P56945 Q15599
P51948 O14686
Q9H4A3 P03372
Q969F8 Q9H8Y5
P21860 P38936
P16333 P61981
P17612 Q9BR09
P42574 Q9HA65
Q00534 P49815
P17096 P53675
P18031 Q9Y230
Q14103 P56693
Q16594 Q9Y4K3
P12956 Q92793
Q9BVJ6 Q9C0J8
P63220 Q8NI35
Q15834 P10747
P38398 Q92834
Q9BZF9 Q8N3X1
Q03468 P03956
Q9P0T4 P31943
O43463 O60934
P06396 Q9C0I1
Q08209 Q149N8
P05549 Q96L34
P19419 Q71SY5
Q07954 Q8N4C8
P22681 Q96KB5
P31749 P56693
P24394 Q96KN7
P04156 P10415
O00587 Q9Y3C5
Q9BQ66 P35637
Q03135 Q15583
P20042 O95573
Q96CG3 Q9NRM6
P98170 P16410
Q9NSC2 P61225
P08670 Q9NRL3
P22607 Q96SN8
Q96D31 Q71F56
P23588 P35249
Q9H0E2 Q13621
Q96G25 Q06033
O75381 P04626
P68133 Q8WZ19
Q13573 Q9NPB9
P19838 P00734
Q9Y383 O14543
Q9UQR1 Q9Y2W2
Q96MP8 Q08209
A0JLT2 Q9GZX5
P22415 Q86UR5
P27361 O15534
P34932 P52209
P29322 Q9H6L4
P08727 O95163
P35240 Q8WXG6
Q07889 P48736
P78527 P24385
P63098 Q9BPZ7
Q02363 P29474
P21580 Q9H094
P14859 P11388
P17252 O15315
Q9C010 P78346
Q9UBW8 P14618
P30411 P29320
P60709 Q9Y3L3
Q9NZN5 P04053
P19235 Q96ED9
Q13569 Q14978
Q9P2Y4 Q9NYY1
O95777 Q9BUJ2
P15498 Q9BVV2
O75928 Q08043
O00418 Q96QD9
O15116 P14543
P11802 Q13546
P51965 P01023
Q6EEV6 Q13387
O94762 P57073
P27986 P51671
Q9NRR5 Q92805
Q9UKR5 P13612
Q05086 P49450
O43791 Q5M9N0
P10321 O43149
O00560 P41236
P11171 Q9NWZ3
P04439 Q9H6P5
Q6EEV6 Q13424
P26641 Q16778
Q04206 Q14344
P21673 Q9C0F1
P25116 P16284
Q9UPT6 P0C1Z6
P62942 P31276
Q13232 Q12816
P35368 Q9Y3A3
P42224 O43257
Q16342 Q9NZC3
Q92973 P17152
Q96A65 P08397
Q12933 O95219
Q14974 P01100
Q13432 P15927
Q92796 P14672
Q9HBG4 P17927
Q92730 P05120
Q93062 P24522
P42285 Q9NYY3
P61981 Q9P0K7
Q9NVW2 O00482
Q9UQM7 Q9Y4A5
P11171 O95630
O94875 Q14738
Q14155 Q15417
P49427 P02768
P35222 Q9H0M0
O75843 Q8TBE0
P67775 Q5VTB9
P61981 Q96HJ5
Q9P2W3 O75074
P26599 Q99578
Q86UL8 P26368
P0CG47 P35968
Q00403 P42229
Q15744 O00161
P23458 Q9UQF2
P35222 P20338
P08631 O14939
P41240 P00738
P04626 P33993
Q9BYG5 P16234
Q14344 P42336
P51159 Q99558
Q16891 P20963
O75446 Q99496
Q99704 Q96FK6
P19235 Q07890
O75145 Q14457
P54132 Q19AV6
P78527 Q8IZH2
P35813 Q9BZL4
P67775 Q92540
Q92597 P56693
P17252 P63165
Q99719 Q96CS4
P13798 Q16513
P49023 P09341
P23946 Q9NRA8
O75563 Q09472
O14777 Q16082
Q08554 P23510
Q15796 P45973
Q13547 P28329
Q03933 P09958
Q15726 P55011
P46934 O14514
P12931 O00231
O95751 Q9Y2V2
P68431 P14543
P50613 Q9NY97
Q16890 Q9Y2J2
P04637 Q9NYF8
P01100 Q9Y3P8
P62834 P54826
Q02363 Q96QK1
Q00613 P35232
Q13111 O15371
Q8WYA6 P09874
Q15038 P43146
Q8IYF3 P48736
P11473 P08670
P04899 Q9NRC1
P63279 O95747
P54278 Q13797
Q08881 Q92831
Q15796 P12525
P36897 O43422
Q13547 Q16695
Q14766 Q13322
P14652 P42224
P25024 Q9NRY4
Q9UKV3 Q9UJW3
Q13326 O95352
P21796 Q6Y2X3
P05107 Q99575
P84077 Q96GE4
O60941 Q15758
P40763 O43597
O60508 Q16816
P67775 Q92797
P42858 P13056
P52948 P20338
P04439 P17948
P08670 Q9UK53
Q9BV36 P00750
Q15796 P29374
O43318 Q9P2Y5
P17931 Q9BST9
P14923 P16455
Q04637 P17612
Q9UIV1 Q6IA86
P15927 P05305
Q15834 Q9UMX1
P35568 P57086
P10636 Q13111
P04150 P62324
P32242 P35240
P17252 P10276
Q14254 Q07954
P17535 P09629
O15127 Q96L34
O00255 Q03933
Q08881 O60437
P11802 Q02410
P14780 O95907
Q06124 P42229
P11802 Q9HCU9
O75496 O94762
O14745 Q7Z3K3
Q15648 Q13093
P55316 P51841
P29350 P42224
P14672 P13501
P0DP25 O00212
P50222 Q16827
O15169 P07196
P14921 Q9UK53
P48023 P99999
P11532 P15172
Q15797 Q92743
O14775 Q9BXP5
Q9UIV8 Q13287
P42773 O14787
P04637 Q15645
P14678 P35555
P35222 O94972
P26447 P23528
P00747 P08237
P09104 Q9UQC2
P21246 P08311
P35222 Q9UKN8
Q06187 P13861
Q9Y5X4 P02745
Q02078 P16473
P31946 Q9Y3C0
P05067 Q8WZ19
P07814 P00750
P56945 P63104
Q9NPI8 Q9HCK4
P63252 O95831
O15164 O15372
Q99547 O75787
P31946 Q96HR3
P12931 P05026
Q14134 P07357
P20339 Q9HCI5
P51679 Q9P055
O60341 P11215
Q9UBS5 P22234
P62826 P09958
P62979 Q9NZR2
P27348 P41594
Q13526 P62330
O75155 P15976
Q9UI36 P48050
P12235 Q96HZ4
P28482 Q99933
Q13573 P17844
P03951 P57738
P01116 O00161
P50613 Q9UHW9
P53803 O95714
Q13546 P98155
P62258 P24864
Q9BQD3 Q99741
Q01082 Q9UKK6
Q9UK53 P14543
P46108 Q15345
P27348 Q9Y375
P04626 P14317
Q14155 Q8TER5
P61981 P25208
Q9NZN5 P23946
O75618 P39060
Q92759 P62753
Q06124 Q99496
O15169 P54725
O96017 P25025
P28482 Q13459
Q9UBW7 P21246
P05129 Q9BQ52
Q14289 Q14005
O15164 P17813
P68104 O43747
P42684 Q9NQP4
P33992 Q9Y4H2
P84022 P16581
P27694 Q9BXJ0
P52655 O00308
Q15560 Q99689
P22607 P04406
Q9NTZ6 Q14574
O15169 Q9NQW7
P32119 P61587
Q9NPI1 Q96F07
P16284 Q5SZQ8
P10275 O95817
P63104 O75508
Q12933 O14920
Q96SI9 Q9NXR1
P12931 Q96JN2
P10636 P62736
Q15102 P28907
P16070 Q9NS28
P61956 Q08752
P32456 P49757
Q9UQB8 P01112
P62993 O43541
P62316 P12956
P14652 O43915
Q96B97 O43524
P35222 P26368
P29400 P17181
P84022 O60675
P28749 O60895
P40937 Q15691
Q9BXR5 Q01344
P18031 Q9Y3C5
Q9Y6Q5 O75943
P35548 O14907
Q16644 P11388
P25205 Q92843
P61981 P84022
P35222 Q9UNS2
O15524 P84243
P13688 Q14181
P05412 P14136
Q12933 Q99816
Q99700 Q08334
P27694 Q02548
Q06265 O75146
P63244 P20337
P12931 O14980
P29317 O00444
P41220 O75154
Q8IZH2 P46100
Q14247 P30531
Q92900 Q9NV56
P17252 O94806
P08631 P16871
Q96CF2 Q9Y6H8
P42224 Q96KP1
P42858 P08700
P50453 P05556
Q9BXS5 Q9UKM9
P60510 P63279
Q12959 Q13418
Q5TCY1 Q96CV9
P43403 Q16665
O00186 P21333
P55854 P23763
P10415 P11274
P19235 P49840
P27986 Q00613
P13010 O75716
P02489 Q9P2M7
P01116 P11166
P36507 P50120
Q9Y2X7 P51677
P35222 P23458
Q13322 Q8WZ42
P05154 P20023
P54253 Q96T76
P60033 Q13368
Q8NG41 P49959
Q86UN6 P42261
P15976 Q9H015
Q9Y6Q9 Q12901
P32241 P78356
Q9NQS3 P60880
P01100 O60749
P08047 P05109
P22303 P20591
Q12824 P05546
Q15797 P29323
P07737 Q00613
Q9UI12 Q96EP5
P20226 O60825
O75446 P17040
P18146 Q8NHQ1
P04070 Q9UNF0
P61916 Q6KF10
P19793 Q01629
Q9GZT6 P21802
Q13177 P56645
P04278 P14780
Q13547 Q9UBF6
P07492 Q01629
P56945 P78396
P01730 Q7Z392
P27348 O14579
Q05925 Q9Y4H2
P11387 P10809
P12931 P30304
P38432 O00482
P55055 Q13535
P38919 Q9Y490
Q96A23 Q9UL54
P11137 O43439
Q96MU7 P20963
Q99418 O75909
Q8NHY2 Q12824
P35368 O94941
Q16891 Q02763
P09619 Q93009
P12931 Q92973
Q9HAU4 Q14686
Q86X95 Q9UHY8
P55854 P35346
Q15942 Q9BUJ2
Q15788 Q08211
P46109 Q9UN74
P53667 O43193
P14923 O75935
O60674 P07492
P31749 Q5TCQ9
P30874 Q8NHY5
Q04721 P04080
Q13261 Q7L804
O15350 P60709
P25116 Q9BXS5
P49848 P83436
P21246 Q04721
Q99972 Q9Y490
O60573 Q9HCS7
Q13547 Q02413
P12314 Q7L5D6
P10276 Q07889
P10721 Q15466
Q92900 Q99759
Q09472 Q9Y333
Q9H257 P55060
Q96JB3 Q15628
Q16620 Q16584
Q6EEV6 Q96J92
P62993 O60318
P04049 Q03135
Q99972 Q13387
Q02962 P48552
O75818 Q8WXE1
P63167 O14654
Q14919 O43711
P06239 Q01844
Q05513 P14735
Q9Y6M9 Q12972
P42574 P0C1Z6
P36897 P78560
P49918 Q16625
Q13158 O43929
Q8WTR7 O75385
Q9UBD0 P35579
P04085 Q9UQE7
P17612 P08754
P46100 Q13469
P11473 P51148
P31942 P12830
Q13362 Q9HDC9
P62875 Q96GP6
P18031 Q8N3U4
P24928 P33681
Q9GZU2 Q13506
P51965 P31323
Q04771 P00533
Q5FBB7 P53350
P20226 P83916
Q9UIF9 P62330
P27487 P01130
Q9NVV9 Q9UGK3
Q07157 P23497
Q9HA65 P46695
Q92804 Q13190
Q9P2A4 P49459
Q9UGJ1 P10114
Q06124 P48552
P53618 P12757
P35222 P15172
Q15047 Q9BVJ6
Q9NRX1 Q86YM7
Q9UBU9 P12429
P45973 P56645
Q96KG7 Q9BY84
P63244 P30408
P35637 P62826
O00268 Q9H1K0
Q92835 P49810
Q12959 O95999
Q15796 P19387
Q13158 P24385
P12931 P51946
O60264 P08246
O76080 Q15842
P21673 P16220
O15304 O15553
P52945 P35998
P51884 Q9BXR5
Q9NRD5 Q13426
P27986 P60484
Q99075 P62805
Q9Y6D9 P51587
P61981 Q9NSA0
Q8IWL1 Q59H18
P62993 P31689
P68400 Q9Y618
P10276 Q9Y2H0
Q13309 P24385
Q92963 Q70J99
P12931 P08246
P11021 P15924
P06239 O15144
Q13485 P05162
P42574 P49798
P62995 Q05586
O95967 Q9ULX6
P07332 P78543
P10415 O43193
P06241 P31749
P10646 Q07157
P78363 Q8NAM6
P63279 P27824
P17028 Q8N2W9
P16333 Q9BPU6
Q6X4U4 Q969V3
P49902 P23771
P09884 Q9Y2J2
P14625 O00308
P27824 P16109
Q9NP79 P04637
Q9Y618 Q15834
Q14781 P14780
P08069 P53041
P05129 O75116
P35442 O75208
P06213 Q70E73
P17706 Q92834
Q9UMX0 P62333
P21246 Q96GM8
Q15797 P84022
P08235 Q15287
Q13432 Q8N3Z6
P41743 Q8TES7
P19784 Q8NC60
Q9Y6B2 Q8WXF3
P02686 Q9Y490
Q92793 Q13643
P35625 P12980
P34932 Q9Y692
P01730 Q07889
Q99819 P49641
P05556 P0DML3
Q6PKX4 Q05516
Q92793 Q14687
Q16594 P34896
Q13451 P28070
P05107 Q13017
P35579 P27987
O60894 O60603
P13798 O60934
P40425 P20339
Q9Y297 Q13285
Q8NG41 Q8TES7
P15502 P18084
P15407 Q9UHI6
Q9BR84 Q9P2M7
Q92585 P18858
P61106 P55289
P62993 P22888
Q14191 Q5XLA6
Q15833 O95197
Q13077 P17081
Q92997 P09884
P67870 Q09428
Q08116 P35232
O43521 Q8IZQ8
P04156 Q9Y463
P15336 O43439
Q96NW7 P09486
O75593 P55103
Q9UGJ1 Q96PU5
Q06265 O95407
P07996 P61981
Q13432 P62736
Q9UPT6 P00533
O00268 Q7Z3Y8
P78562 P19823
P61586 P30307
O00213 Q06609
P06239 Q92630
P54253 O43747
P43250 Q9NZ42
P20823 O43707
Q04724 O43157
Q06187 Q13489
P16284 Q96SB3
Q15078 Q9UGL1
O00213 Q02297
P54259 P02775
Q12809 P35556
P06400 Q6ZVK8
P31749 Q14181
O43747 P61457
P05412 O75817
P05023 Q8IV45
P53667 P62913
Q09472 P16284
Q92837 Q15345
P22736 P69892
P16333 Q16620
Q16539 P60903
Q14643 Q6P0N0
P37268 Q9BY67
P17252 Q8NFH8
Q04771 Q14511
P54619 Q6ZVK8
Q9UNZ2 Q9NS56
P42684 O75530
P18846 Q9Y3M8
P31749 Q9BSU3
P30542 P43354
Q02078 Q13114
Q9Y6Q9 P15498
P04629 P05091
O95751 Q9H773
P05067 Q13885
P06241 P04049
O00198 P36542
Q8TAD8 Q04206
Q9BTX7 P60842
P12931 Q9BXR5
Q15047 P20226
O14980 P15391
P07947 P46934
Q96T58 Q9H299
P31947 P24385
P01730 P28827
P61586 Q6GTX8
P27986 Q99683
P26038 P00491
Q02413 P20336
P11142 Q6YP21
O60674 P84022
Q8N6C5 P51153
P98082 P29120
O43791 O43493
P43364 O14654
P06400 P04626
Q15788 O14795
P68032 Q9NZD4
P68400 P67870
P27694 P29992
P54762 O75154
P26583 P84243
P12931 Q9Y5X4
Q96BY2 Q9NRP7
Q15645 Q96J02
P38936 P23297
P84022 Q9Y5X4
P27797 Q14181
O75376 P56199
O43913 P24385
P12956 P03372
P50553 P19438
P12318 P54198
Q02962 Q13275
P17252 O60296
