Q03111 Q99933
Q05513 Q13564
Q9NRR5 P14652
P48200 Q15831
P04406 P07197
O15162 P27701
Q86SS6 P08133
P05067 P52735
Q14469 Q9UNZ2
P55212 Q14623
Q9GZT8 Q96AQ9
P04156 Q9UQF2
P30153 P22626
Q13573 O15198
P00338 Q8WXI2
Q05516 Q9BZY9
Q15436 Q02363
O96017 Q8WYK2
P63208 Q9UI14
P08047 P40763
Q15185 Q9UBY5
Q8WWA0 O15116
Q92793 Q8WXE1
P62834 Q99959
Q92597 O95425
Q13596 P50148
P04150 Q01814
P02751 Q8N684
P07996 Q3KQU3
P33402 P54652
P30279 Q13547
P06493 P02462
P55895 O75934
P05129 P42574
Q07960 Q9BQ66
Q9Y6H8 Q9UL62
P19174 Q01814
Q04206 P04070
Q92793 P22557
P55196 P09327
Q9NRM7 P78504
P33151 Q9H307
P35579 Q8TES7
P35609 O95197
P04233 Q9BQ95
Q99814 Q12959
P19174 P01100
P28482 Q15768
P62834 P48736
Q16288 P48023
Q5SXM2 Q9NRD5
P03372 Q99728
Q15654 O00743
P98082 P47224
P14653 Q9ULX6
P04637 Q16082
P05412 P51116
P17612 P63167
P63027 P25025
P27695 Q92556
Q01082 Q05513
P32927 Q9P1Z2
O15105 P16671
Q9Y282 P15498
Q13503 P08514
Q6EEV6 P49841
P31749 Q6XZF7
Q12959 Q7LBR1
Q13571 Q8N556
P63252 P03952
Q16555 P29083
Q06124 P28074
Q13077 Q16342
Q06830 O75312
Q13287 P16112
P46531 P47736
Q15834 P50616
P68032 Q8TBC3
P35222 P08631
P43405 P28702
P46527 O95409
Q92731 Q13425
Q9Y6N9 P48552
P40763 Q0P6H9
P15309 Q5JTV8
Q9UMX0 P27701
P27361 Q02962
P61981 Q13683
P26599 P09104
P28482 P43378
Q5JVS0 Q5JTZ9
P03372 Q12981
P84022 P42262
Q9UQ90 P02768
Q9P2W1 Q13136
P51948 P22301
P52434 Q9NPY3
P84022 Q01844
P07949 Q8WYR1
Q13501 Q9UGJ1
P22004 Q9UGP8
Q12756 P16410
P31946 P14859
Q9BXW9 P35243
P98082 Q8NC60
P49768 Q92781
O14745 Q96ST3
Q05513 P19525
Q16514 Q8TDR0
Q13177 P56524
P23297 O14757
P84022 P68104
P50502 P60842
P98164 Q14653
P62244 Q9ULC0
P0DP25 Q12959
P50148 Q9UFN0
P21860 O75688
Q15796 Q14680
Q15796 O43639
Q04721 P23471
Q9NRL3 P20963
P04049 O95273
P06731 Q5TCQ9
P63167 P49354
P11142 P56945
P28482 Q9UGN5
O00268 Q9UIG8
Q05086 P01229
Q15542 P50502
Q07666 Q14318
P49137 P15927
Q09472 Q9UER7
O95405 Q14028
Q06124 Q13873
Q6PIZ9 P29084
P17813 P49918
P01023 P61218
P20929 Q8WV44
Q15436 P68133
O43491 Q7Z434
P03372 Q6NUQ1
P27448 Q13387
P07948 P62979
P28799 Q9Y5C1
Q07889 P46060
Q5T3J3 Q9NR96
Q15599 P26651
O14745 Q99683
Q93009 Q96GD4
Q9UGN5 P05109
Q03989 Q9BZI7
Q99665 O00429
Q86UR5 P08572
Q04206 Q14103
Q16828 Q15413
P00533 P02462
P17612 P28223
P21246 P07196
O95985 Q2M1Z3
O14920 Q14994
Q9UK45 P22234
P01011 P30533
Q9Y3C7 P14373
O60675 P21554
P62820 P17301
P08621 Q9HCU9
P15559 Q9NR12
Q9Y6W5 O14980
Q9BQD3 P63241
P50453 P27701
Q15080 P33151
Q15223 Q6P3X3
P01042 Q99966
Q13432 O43586
Q04637 Q86U06
P29590 P21709
P00734 P14672
P18084 Q9Y6H8
P23458 P00750
Q15052 P51692
P17844 P05155
P31946 Q07157
P08133 P20336
Q08999 Q14457
P49841 Q96HS1
O96020 Q9H422
Q8N684 Q9H2E6
O15164 P20591
P02686 Q9NPY3
P16220 P30411
P03372 P12956
Q00610 Q16401
P63279 Q15596
Q13501 P19174
P12004 Q8ND90
P10071 Q9Y2P4
Q96EB6 P78527
P12004 Q14493
Q16594 Q7L804
P51532 Q9NQC3
P17813 Q9UM13
P63027 P51790
P05067 P62491
Q9Y5K6 P06733
Q13368 Q96G25
P12931 P67870
P43364 Q9UJU2
P53618 Q9Y2X7
O95409 P35346
P26641 Q13563
Q15102 O14576
P35638 Q92530
P03372 P16885
Q8TDZ2 Q9UKW6
Q9NY61 Q8NEH6
P78347 Q9H0U4
Q13485 Q8N4C8
Q16594 P05067
Q9NZW5 O95159
P04626 P12004
O00339 Q8WX92
P04150 O00560
P48729 O15504
P12814 O95166
P84022 P46379
P19438 Q9BX70
P04629 Q96EY7
A6H8Y1 P18146
O00231 Q96CN4
Q13516 O43502
Q9Y4I1 Q9UKB5
Q8WZ19 Q12860
P01350 P52292
Q96Q15 P08648
Q09472 Q5MNZ9
O00499 Q8NER1
P05386 O43463
Q8N264 P68371
P25963 P12271
Q02363 Q05513
Q06609 O00628
P49023 Q8IYF3
Q15648 P56693
P31946 P04049
P06241 P06733
Q8WZ42 Q15052
P41279 Q9Y2V2
O15259 Q14CB8
Q5RL73 O76080
Q6WBX8 O43914
O95257 P16619
P01023 P98172
O75582 O95372
P10721 P51587
Q04771 Q9BQY4
P61981 Q92796
P49848 P13498
P01189 P22234
P04637 Q96G01
Q9H410 Q8TES7
P17535 Q6PKG0
O14737 Q9NYJ8
O43561 Q12929
P43364 Q9NVV9
O75553 Q06124
O00268 P07202
P18846 Q9BUH8
O00170 P55010
Q15047 P78364
O14508 O15126
O96017 Q92834
Q09472 Q13322
P25942 P36542
Q13555 O15379
P08670 Q8IVH8
Q13485 P11831
Q9UMX0 Q9Y623
Q9UMX0 O43186
Q12772 P01303
P08246 Q15648
P37268 Q8NHQ8
P33992 Q9UM13
P21673 O00267
Q9BUL9 P28329
P41279 P10646
Q5RKV6 Q0D2I5
P51809 Q9NZS9
Q01844 P98164
O00303 Q8NEZ2
P12757 P55199
P31785 Q9NRX4
Q03135 Q9NPI1
P17252 P56524
Q9Y383 O95185
Q13547 P51587
Q92796 Q9NTG7
P68400 Q92900
P36507 Q7L5D6
P32927 P42575
P51151 Q9Y6Q9
O60383 Q9BQ70
P26641 P20783
P28482 Q6UVK1
P19793 Q9NRI5
P63162 Q02218
P51946 O60240
P08473 Q8N8D1
Q9HC52 Q9UKY1
O14544 Q16621
Q96C24 P52292
P07951 P01023
P63167 P12757
P30988 Q969F0
Q9H213 Q96KQ7
P08621 Q99075
O00267 P31270
P17931 P23381
P38936 Q9Y6E0
P11362 P42224
P42224 Q9UH73
Q13133 P01111
P14653 P29320
P54253 Q07666
Q9UI36 Q5VUD6
P48729 P56199
P61978 O75052
Q02548 P13645
P84022 Q16637
O95967 Q9UI36
P62993 O75925
Q01780 Q6WN34
Q15596 Q13438
P48552 Q5TAT6
P60903 Q8WVV9
O15143 O15234
P06213 P24593
P07948 P24928
P35609 P80217
P29122 Q13509
O75886 Q08397
Q96T58 O95475
O14786 Q9Y6D9
Q8N2W9 Q92535
Q15185 Q9Y6Y8
P10275 O00303
Q13310 Q15366
P42224 Q14031
P07384 Q15119
P18074 Q9UBW7
Q9Y5B0 P63252
Q13501 P36897
Q9ULB1 Q96PF2
Q9NQC3 Q9Y2W2
Q99698 Q9GZT8
O14649 O95997
P00813 P14927
Q04206 P12814
O15530 P07478
P52565 P25788
P24928 Q04917
Q15466 P40855
Q13474 P08709
Q01826 P34947
O15164 Q9NSC5
P62993 P51692
Q9NRR5 Q8IV45
P63244 P10767
P16070 Q12923
P10415 Q8N6Y0
P0DP25 P63316
P01033 P43358
P01703 P60981
Q8WTS1 Q9H8H0
Q8IWZ3 P68032
Q8TD19 P43354
Q02363 P27986
P19174 P46736
P07948 P02766
P49023 P02549
Q9UNE7 P61586
P60228 P12821
P31749 P12931
Q06124 Q9UJY5
P06213 O60383
Q16827 P24386
P30153 Q92843
Q07955 P0DN78
Q92597 Q99615
Q8WWW0 P11150
Q14974 P24158
P98160 Q14247
P29475 P11532
Q9UNE7 Q02447
Q12933 O43865
P17252 P00747
P10244 P61968
P42574 O14893
Q13485 P19419
Q15052 Q14103
Q13546 Q9Y371
Q99558 P15923
P27701 O43559
Q14520 P09341
Q92889 Q9NPG1
P06213 Q16584
Q9UJX6 P17612
P05556 O00570
Q15436 Q99608
Q8WTS6 P08567
P40763 P05107
P37231 Q8WUY3
P04899 Q92793
P49335 P42261
P48431 Q9UKK3
Q9UKW4 P68133
P12004 Q9NR12
O15083 Q9Y3C5
P13984 Q9BR76
Q06609 P06241
Q12959 Q9Y446
P33240 Q12802
P17612 P35232
Q16695 O15379
P61981 O75575
Q16665 P16615
P61244 Q05193
Q8WU20 P10646
P19823 O43255
P07948 P09958
Q9H213 Q9NTM9
P61981 Q14242
P49848 P05198
P12643 P55769
Q16665 P20618
P18887 Q99767
Q12959 P15622
P49736 Q9P1Z2
P23458 P12814
P03973 Q15208
P15924 Q9Y2D8
P06400 P36873
Q9NRR5 Q96FZ7
P35637 Q99547
Q9ULZ3 Q99719
O95999 Q15036
P32927 P48058
Q92610 P60903
Q16513 P15509
P60953 O00287
P40763 Q8TAU3
P62837 Q14289
Q99814 Q86WG3
Q86X83 P05109
P41240 P63279
Q9UBD5 Q14494
P51659 O75525
Q9GZT8 Q96SD1
O15270 Q9BWH2
Q9UMX0 O15151
Q92831 P11308
O43924 Q92630
Q9H0E2 Q06495
Q00610 P24385
P03372 P10321
P17535 Q9NRI5
Q969H0 P60709
Q15700 P49916
Q14974 Q9H773
O15198 Q05516
Q13885 O60244
Q13571 P25788
Q9UI14 P11388
P55316 P56704
P07148 P48995
Q9GZT6 Q99959
Q9NRG1 P17098
P42574 P02745
Q01130 P11940
P0DP25 P31947
Q12962 Q00537
Q14181 P04628
Q969H0 Q9BY11
Q9ULX9 Q9UL54
P11388 Q9Y6M1
P20382 O15234
P46109 P68366
O14976 Q9NR12
O15360 Q9BY11
O43462 P10646
Q8NI60 O15379
Q9UP38 Q02218
P17535 Q86U06
P04637 Q00535
Q9Y618 O15457
O95166 Q9H4M7
O43809 P00491
P63244 P63272
O95405 P63279
Q15303 P39900
Q9UHH9 Q96CD0
Q5TCY1 Q9NPI6
P46100 P20963
P42768 Q9UI14
O95990 O14595
Q12959 P19438
Q13105 P0CG47
P03372 P01111
Q01113 Q92569
P31994 O14511
O75643 Q96RI1
Q04206 P22083
Q06187 Q08116
Q15052 Q13224
Q9UQC2 P43119
Q96ID5 P62324
P25490 O60271
O75340 Q92843
Q5T3J3 Q12788
P20936 Q13315
P62942 Q05516
P21980 Q92887
Q9Y3C7 Q92833
P14210 O60885
Q00535 O60610
Q5RL73 O75419
P43694 P21860
Q9NY33 Q96AC1
Q5JWF2 Q9NQS7
O75367 Q9NV92
P50570 P08648
Q9Y3A3 O43426
P06753 Q9NX61
P25788 P07737
P06756 P14780
P05067 P16671
Q86YM7 O00186
Q6ZUJ8 Q9UHE5
P10747 P04083
P61088 P78345
P05783 Q12834
Q06187 Q99712
O95905 O00409
O15360 Q8TBE0
P46108 Q15466
P06401 P68104
Q15796 Q92786
P49841 P55318
P61981 Q15303
Q05655 O95407
P45983 P15056
Q02156 Q8N6Y0
P30279 Q13131
O14641 Q01860
P12956 P40424
Q12988 Q9UGY1
Q96ID5 Q96Q15
P21673 Q14289
P04637 Q9Y3C4
P47928 Q04724
P43405 Q7Z465
Q04206 P51151
P04637 P27701
P68400 Q92542
Q09028 P05783
P02545 Q13200
P09622 Q149N8
P35251 P35052
P38432 O00418
P02511 P42127
P54253 Q99972
O60716 Q16620
Q9H0I2 P21781
P10275 Q16633
P52945 Q8IZ57
Q14204 Q9HCB6
P04626 Q99062
P21728 Q13438
Q08999 Q92797
Q99638 P19320
Q9UKW4 Q14134
Q15078 Q14508
Q96IY4 Q3KQU3
P61769 Q13255
Q13546 Q9NPB9
P27986 Q92729
Q13432 P37275
P0DP25 Q9BTE3
O00273 P09683
P49715 Q99547
Q14653 Q06330
P52566 Q99748
Q15047 P27701
P06400 Q33E94
Q59H18 Q9P104
P40937 P51153
P23458 P04899
Q9Y2A7 Q92569
Q15797 Q9H2V7
P52333 P28358
Q9BSL1 Q9NRD5
Q15424 Q9UMX1
P49771 Q6ZNA4
O60506 P56199
O60383 P05060
Q13535 Q9BTV5
P25098 O60706
P04271 Q92186
P10451 P25789
Q15834 Q00688
P63252 Q8IYB7
P06241 O60934
P30153 Q99558
P07384 P05771
P23634 O76094
Q9HAW0 Q9NR28
P11473 P00749
Q8WUM4 P14866
Q13873 P51693
Q99750 P50570
P11021 P07305
Q07817 Q15942
P10275 Q04206
Q9UK76 Q9HAU4
O15379 P20936
Q8IW41 Q9Y333
P62714 Q8IVF5
O15162 Q7Z6J0
P04040 Q9ULH1
Q02509 Q5T6C5
P84022 P09455
O15530 Q92890
O14920 P35499
Q13516 P48444
P01024 P43246
Q16594 P53621
Q9ULT8 Q04446
P09619 P0CG47
P07737 O14777
Q96HR9 P62861
O94972 P06748
Q9P2A4 Q11203
Q68CL5 P50995
Q9HBL7 Q9NRS6
Q15583 Q9BQ66
P48729 P16870
P46934 Q03113
Q15717 Q7Z3K3
Q8IWL2 O60216
Q96I34 Q9NQU5
P10275 P62834
Q9HBA0 Q9Y6D6
Q01844 P22626
P35568 O43557
P06213 P12814
Q14005 P08648
Q9NPH3 Q99689
P00918 P29350
O15164 Q16623
P62987 Q8N4G2
Q9Y3C5 P07711
Q9UI36 P17600
P04637 Q8NEU8
P52888 P45984
P31749 P00533
Q13227 O00267
P28482 P07093
P21554 P55327
Q9H213 P16473
P02775 Q9H3Q1
O14775 Q9UM11
P04439 P48664
P21673 P12004
P15056 P57086
P03372 Q12884
P48729 Q9UM19
P17181 P36896
Q13547 P29016
P63244 P35080
P36897 Q14344
Q8TEQ6 O95166
Q9H1I8 Q08209
Q9NZD8 P55199
Q14192 Q969Y2
P19387 Q8IYI6
Q9BQA1 P16389
P41222 P21728
P35568 P00749
P27986 Q9NRX4
Q9H8W4 Q13753
P26641 P08253
Q13323 Q9UJY4
P05107 P13807
P30988 Q9UBL3
P11473 O14639
Q14088 Q16610
P15172 O76080
Q04206 P41182
Q6UY14 Q9H015
Q15485 Q96IZ7
P46379 P08123
P49755 O15270
P30260 P31942
P07478 Q9GZZ9
O95707 P18075
P05412 Q9HAW4
Q96MP8 Q92824
P12931 Q5T3J3
P03372 P68400
Q8TEW0 P62256
Q14344 Q9P2D0
Q9HBE1 Q86WP2
Q6VMQ6 P63208
P36542 Q8N6Y0
P25054 Q96ST3
P05067 P49759
P54253 Q8NFW9
P38398 P14415
P57678 P27986
Q13115 Q9UKW4
Q9H6J7 P55199
P06400 Q9BT81
O00463 Q70YC5
P05067 O75578
P0DP25 P06400
P62820 P12268
Q92759 P78536
Q8TEW0 P23588
Q15654 P00491
O60603 P29350
P38398 Q00526
Q96S59 Q12905
P63104 P28223
Q15466 Q14134
Q14686 O43497
P53350 O15230
P63104 Q01094
P09429 Q99615
P84103 Q9Y2W7
P13010 P35251
Q9HCE7 Q9Y2I1
P30626 Q02543
P10276 P49407
O00463 Q07889
P07197 O95059
P28072 Q13368
P36897 Q9UHI6
P05783 Q96ST3
O43561 Q6EEV6
P51116 P31943
Q15329 Q96QU8
Q13490 P06239
O43561 P52655
Q92905 O43324
O95551 Q99728
P60709 P17540
P18846 P18887
Q14766 Q7LBR1
P19174 P63261
O94967 Q14232
P29350 P15924
Q9Y230 Q13526
P54253 Q9H422
Q8IW41 O95858
P0DP25 Q16656
O15379 P58753
O15151 P27348
Q9Y618 P42702
P17028 P43005
P38432 Q13043
Q92922 P54725
Q9BQ66 Q15388
Q92793 P02686
P41240 Q9NQX3
P28482 Q99640
P14625 P14222
P29466 P21246
Q12846 P56749
P01308 Q15345
Q01844 Q13478
Q03405 P17302
P68133 P42261
P25800 Q9H2A3
Q8IVL1 O14777
P36897 Q9UBL3
P17540 Q99714
Q16539 Q16695
P59665 P23763
P46379 P15169
P48059 Q9H5Z6
Q13547 Q12933
Q13813 P05109
Q16539 P60953
P12004 O60266
Q8WZA2 O15169
P22681 O43143
Q92793 P43403
P0DP25 O15525
Q9HCP0 O15245
P42566 P05107
P11161 Q16890
P14672 Q9BUE0
P04049 Q96ID5
Q9P2M1 Q9UQC2
P51151 Q8TDX5
P11309 Q2M1Z3
P12956 P06746
P19784 O94762
P35637 P10721
Q9Y463 Q9BY11
Q13363 Q92963
P15923 Q96SB4
Q13526 P10721
Q6EEV6 Q9UGU0
P36897 P68133
P08138 P63208
P49736 Q9UH92
P06493 O95445
Q99750 Q14980
Q9P2R6 P03973
O14920 O00459
P46783 Q12834
P38936 Q9HCP0
P23945 P33176
O60341 Q8IXK0
P62873 P48552
O94864 O95257
Q14209 P33992
Q07954 P78364
O14757 P42261
Q16363 Q01970
P49711 O60506
P05549 Q16549
Q96KQ7 P60510
Q9UIV1 P53567
P27037 P29322
P16333 O14974
P05549 P26358
P35237 Q5TA45
Q92731 Q9BQG0
O95257 Q14146
Q8NHJ6 P61586
Q01094 P15884
P02686 Q9HCE7
Q15648 P14317
O00560 O95475
Q9NRM6 P53672
P26641 P07384
P55060 Q96PM5
P49768 Q9GZY0
P20226 Q15796
Q9NQX7 P61088
O75293 Q9UH73
Q01780 Q9H6Q3
P49815 Q9NPD3
Q13526 Q8IYL3
P04114 Q9BV44
P10275 Q14164
Q13094 O00180
P60709 P34932
P05556 P02686
Q8N668 Q86U06
Q969G3 Q9H165
P63104 O14786
Q92793 P62258
P18827 P28067
P53420 P05107
P52655 P17538
Q04206 Q5JQC9
P02818 Q9Y624
P67775 Q16625
P03372 Q13105
P14598 P61254
O75593 P02778
P56645 Q8WXE1
Q9NWA0 P61587
P09016 Q5H9L4
P20823 Q9UJW3
P06213 P42574
Q13547 Q8IXK0
P02489 O43639
P13686 P19012
Q08722 P36543
P24385 P31689
Q15233 Q15910
P62826 P35968
Q14191 Q9BVJ6
Q9UGK3 P10827
Q9NVV9 Q15276
Q07157 Q9H875
O75791 Q96KB5
O43747 P24941
Q92934 P10586
P50461 Q92743
Q9Y3C5 Q149N8
Q13885 P10721
P22303 P02808
P00533 P17252
P13501 P01033
Q07817 Q07889
Q99616 Q9C0A6
Q9NR12 Q96GD4
O00311 Q14814
P41227 P48995
P42858 P04075
Q96SD1 Q9Y6E0
Q8IZP0 P23467
P54253 Q96LC9
Q9NXR8 Q9BY49
O14763 P62826
P16333 P30305
P27348 P41212
Q7Z7D3 Q93062
P06213 P27986
P30279 Q96M91
P36897 Q01860
Q5T3J3 P42684
P63172 O15492
P05783 Q13163
Q13867 P07951
Q01094 Q13363
Q9UM54 Q16526
O95071 P60033
P08670 Q02487
O15164 Q96B36
P84022 Q86U90
O15379 P15260
Q05193 P48436
Q96S96 P62258
Q9BUZ4 O60684
P62834 Q6ZNA4
P11233 Q13330
P08670 P21246
Q9Y566 P07307
Q8N2W9 P16144
P04049 Q99759
Q9HB71 P49755
P08727 P10145
Q14192 P39060
P19012 P33151
P08631 P09486
Q5T3J3 P0CE71
P24385 P24588
Q12802 Q02763
Q96GW7 O43184
P05023 P21918
O14641 Q9BUH8
P08621 P63167
Q8N2Y8 Q16531
P13861 Q9UP83
P54253 P11142
P31946 P13501
P49842 O15162
Q16658 Q16558
P05067 P98095
P06493 Q9H0M0
O00148 Q9Y2I6
P68366 O00300
Q16539 P12931
Q8N114 Q9BT49
Q7Z7C8 P28749
Q9UDY2 P21731
P54259 Q00722
Q9Y383 Q14201
Q9Y6K1 Q15831
P24941 P24534
O43707 Q9UMN6
Q99959 O95999
P50750 P07947
Q02410 Q9Y3E1
P21246 P00748
Q01780 P68363
A5YKK6 P35462
Q01094 P07384
P49795 Q9BX70
P32121 O75884
P08254 O00203
P06493 P25445
O95751 Q14739
P23511 Q14232
P31946 P27986
Q15329 Q9Y6K1
Q86SQ9 Q9NVZ3
O14981 P63261
P03372 P23677
P21675 P26010
P21675 O43570
Q99638 P08240
Q15788 P28906
Q13285 P04839
P42858 O95718
P28482 P21980
Q06455 O95563
P30305 Q15388
Q9NR12 Q9UNN5
Q04725 P60484
Q13485 Q12884
Q15796 Q8N474
O00238 Q9Y258
P06400 Q12840
P16615 Q49AG3
Q16584 Q30201
Q15796 Q06609
P30542 Q16531
Q07817 Q96JH8
P0DP25 Q15303
Q99956 O96000
P01215 Q96QE3
P01011 Q12972
P41743 Q9NRA0
P36542 P57735
P45983 Q13516
Q9UHX1 Q9BST9
Q9NPY3 O00212
P98160 P09884
Q96S21 O95613
O14508 Q9Y6Y0
P48023 P01130
Q01814 P63010
Q9BTV5 Q9Y664
P36543 Q9Y2H8
P42566 P62258
P24928 P51843
Q13490 Q04941
Q9NSC5 O95985
P31946 O43791
P19338 P33151
O00170 Q9HAT8
Q8WYK2 O00165
Q9UMX1 P50549
Q00610 O95084
P51948 P40425
Q9UNE7 P35222
P01215 Q9NPI6
P0DP25 Q14847
O14964 Q96EF0
O95477 P63167
O15169 P25815
Q96KG7 P40337
P00734 P37198
Q7L5N1 O00214
Q9ULB1 P10588
P01011 P08670
P29590 Q9Y2G4
O95751 O43426
P08670 P30154
Q12933 Q9P2E3
Q99750 P36897
Q13190 P55773
P46108 Q8TBR7
P35249 Q9BXJ0
Q93062 P17600
O60732 Q92934
Q92908 Q12967
P42773 O95486
P35269 P11802
P19012 Q04917
Q06124 P16333
P43364 P18084
Q16543 Q9HAV0
P18848 Q9NWS0
P15336 Q15286
P51692 Q96FJ2
P61981 Q9UGN5
Q01844 Q9UBK2
P38936 O43390
Q13555 O75581
P36897 Q92804
Q13772 O14964
P04053 P05549
Q9Y6X2 Q9BZD4
P53539 O95477
P01138 Q9NY61
P46821 O43639
P24386 Q13263
O15524 P63279
Q6VMQ6 Q16613
Q14739 P12268
Q9UGU0 P05230
Q9H211 P08697
P19784 Q9BV94
Q13485 O96017
P08069 P02786
P27986 P56817
Q15543 P21452
P22681 Q13526
P24928 Q12778
Q07955 Q06455
Q01094 O00267
Q16623 Q03933
P42574 Q15389
P19174 P21980
P0DP25 P78317
Q9NZW5 P09958
P61981 P17612
Q8WX93 Q155Q3
Q9H160 P60709
P42768 P09467
P10242 P36871
P52945 O95166
Q08211 Q9UJY5
P02545 P56693
P52630 P0DN86
Q9Y4X5 P30408
P10276 P20366
Q07666 Q13428
P40425 Q9HAV0
Q9NS56 Q9NPJ1
P08727 O60237
P11831 O43752
Q12929 Q5JWF2
Q14192 O95084
P50148 Q13427
P23458 Q92824
Q9NNX6 Q9C0A6
Q8TAE8 Q13111
P38398 P55196
Q9UNY4 P01732
Q99814 P38936
P10636 P30154
P50613 Q06495
P04049 P50876
P17612 Q04724
P11171 P23511
Q02779 P08034
O75586 Q8WWB3
P22681 P61981
O95405 Q9UI32
P10914 Q9UJU2
P03372 O95897
P35462 O95274
Q16633 P04629
P62993 P78371
Q16594 Q01844
O60241 Q8N187
P35222 O75593
Q9GZT6 P54132
P06400 O95833
P46109 P15498
P17252 Q9BQ66
P26006 P00367
Q9Y2T1 Q13402
Q15669 O15020
Q07955 P49720
Q16548 Q96ST3
P62304 O95180
Q05193 P28288
P06454 O00499
P04275 P18509
P04049 P05937
P61962 Q15833
Q8NG27 Q9BPZ7
P17612 Q9Y258
Q06187 Q9H0I2
P04049 Q92997
Q13158 P61204
P25098 P30304
Q92973 Q9Y3Q4
P51671 P12814
Q16891 P12018
Q92828 P17844
P62993 P08572
Q14974 P10827
P06213 P49759
O15105 O60895
P19838 Q86X55
Q16665 Q86U90
P46109 P10636
Q86UL8 P29966
P62166 Q9H094
Q92793 Q9NPQ8
P27986 Q9H875
P78396 P17612
O75629 O43586
P42226 P52294
P33993 P00740
Q9BUL9 Q8WWW0
Q9H0A6 O95180
P62258 P15927
Q14766 Q9Y6E0
Q13105 P04637
P61981 Q8N8V4
Q6EEV6 O00423
O60674 P25021
P04637 Q02363
O75056 O75886
P01112 P51116
P48729 P30305
P10275 Q16665
P35568 P19875
P21246 Q9UHQ4
Q93038 P35968
P08962 Q5TCZ1
P10275 P62993
P63261 O14775
P23769 Q9HC62
Q8IW41 Q9ULB1
P63167 P51610
Q13885 P21796
Q16623 P51168
P12931 O00459
Q9UK41 P61024
Q16584 Q9UJX3
P61296 Q06418
O75925 Q9Y3A3
Q15834 Q05586
P49770 O14757
P98170 O00273
O95232 P22301
P19174 P17301
P07996 Q15303
O00470 P07237
Q14103 Q9HCU4
O15198 P20809
P68400 O15116
Q05586 Q53QZ3
P12931 P06401
Q9NP79 P23942
P06239 Q9NV58
P19784 P51610
Q96DU3 P25787
Q9H8Y8 P25445
P05412 P13639
Q2M1K9 Q03591
P61244 P68400
Q15700 P68133
Q13224 P49336
P27694 P00740
P14625 O00628
P11142 Q9UNN5
P17706 O60896
P24941 P13598
P0DP25 P34896
O75553 O60674
Q9UJU2 Q92843
O60343 Q5SGD2
Q06124 P06239
Q15366 Q6PIU1
P25963 Q9NRF8
Q13901 P55060
Q6ZUJ8 Q92922
P68400 P42285
Q96QZ7 P46108
P07910 P17028
P14625 P36897
Q9P2K3 Q15561
P16333 O00560
Q9NS28 Q5JVG2
Q13885 Q6P1K2
P14923 O43914
Q9H9D4 Q6EEV6
P98170 Q9UJ70
P06241 Q96IF1
P20823 Q9HBH9
Q9H307 O60244
Q15648 P14618
P25490 Q9UBL3
O00268 P68104
Q96S59 P30050
P25942 Q9Y4K3
P43355 P46060
P04083 O95997
P06241 Q00653
Q12879 P20701
P46527 Q9UBF2
P53779 Q8N1F7
P28358 Q9Y6R4
P42574 Q8TD23
Q99750 O15117
Q7Z3T8 Q9Y5K5
P09619 Q9UBS5
Q5RL73 P24394
P04629 P62979
P54253 P07332
P31749 O75330
P40763 Q9NS28
P62753 O15553
Q9Y294 P06730
P31947 P41227
P23458 Q9NRR5
P19793 Q8NE01
P84022 P20916
O14924 P07476
Q13547 P00736
Q00341 Q9UBN4
Q07889 P20963
Q92793 O00220
P68363 P50552
Q15637 P01023
Q93034 Q9BXF6
P46063 Q8N6Y0
Q05513 Q9NRM6
Q86SG3 Q9Y6D5
Q15788 P02730
P84022 P27816
P27694 O14798
Q99704 O95977
O95405 P11171
P29350 Q9NRW7
P68104 P11802
P32927 O60880
Q07869 P13569
Q9Y239 Q05513
P06454 Q05513
P04637 Q9BUH8
O95405 O95059
P62508 Q15155
Q14847 P61981
P14678 Q96SD1
P0CG47 Q14315
Q8IZH2 Q99966
Q9NRD5 Q9UPY6
Q99502 O95067
Q13427 P32942
Q8IW41 P16671
P11215 Q9H159
P09619 O00716
Q9HAU5 O75460
P51693 P07814
Q8NAP8 Q00839
Q7Z3Y8 Q13190
P06454 Q15306
P48436 Q92835
P17252 Q9NP79
Q8NFZ5 Q13263
P55072 Q9UNN5
P06400 Q5JVS0
Q12809 P21731
P10636 P09104
P50570 P04629
Q96RU7 Q9UBF2
P24385 Q9UFF9
Q8NI35 P12757
Q9UKT9 Q9H204
Q96ID5 Q04637
P02489 P33151
Q12933 O00303
O43680 Q9Y6X1
P63146 P40121
O76041 P23025
Q14571 O76064
P02787 Q9H1J7
Q04724 P52797
P55209 Q6P1K2
P10124 P62805
O15083 O00198
O14737 Q92918
P23458 P29400
Q9NRR5 P48736
P54259 Q15651
P54253 Q13490
Q9HCU9 Q96G25
O15530 Q9P253
P51151 P63010
Q05655 P62745
P06241 P30533
Q13501 P62310
P27816 P24592
Q9UMX0 Q9BSL1
O95197 Q9UJW3
P40425 Q99417
Q12834 Q9H444
O95747 P48634
Q04206 P07237
P84022 Q15645
Q13480 Q15155
P50750 P01703
P06239 P15498
Q9Y6R4 Q9BTE0
P20963 P18031
Q5T3J3 Q92624
Q9HC98 O15519
P40763 Q9NPB3
P36897 Q9NRD5
O00141 Q8TC92
P01584 P09693
Q9Y6Q5 P18089
P51532 P01023
P78396 P46934
Q92834 Q8IVM8
Q9H0H5 Q16625
