Q96EB6 P27695
P14373 Q96FQ7
Q14565 Q8N5Z5
Q8TBB1 Q719H9
Q8N7H5 P04792
P60410 Q8TAI1
Q9H8S9 O95835
Q12933 Q99618
Q13895 Q12929
P07766 P43403
Q96P20 P19525
Q9UHD9 Q15038
P0C0S8 O95760
P05067 Q99714
Q9H5Z6 P60409
Q96IK5 P0CL80
O94888 Q13619
P60410 Q3KQV3
Q9UMX0 Q96IV0
Q6PIV2 Q96LK0
P50402 Q9P286
Q9H1K1 Q08379
Q8WWZ3 Q12933
Q9UQ90 P60411
P02647 P02671
Q969H0 P01106
Q9BVK8 Q8N205
Q08117 P78337
P09429 P04637
Q9NPJ8 Q8TBB1
Q13363 Q8N895
Q15040 P26371
Q6NUQ1 Q9H2F5
P49902 Q6ZVK8
Q9NZC7 P78358
A1XBS5 Q9Y3M2
Q92905 P46527
P60174 P12004
O14530 Q8TAP6
P49639 O43609
O95863 P04637
Q9UJV3 Q96BZ8
Q9Y6M9 P43364
P32320 Q9BVV2
Q13588 Q93062
P63208 Q13616
P06748 O14965
Q96DZ9 Q99909
P40855 Q8N9F0
P04637 P23511
P55081 Q8IZU0
Q12805 Q12933
Q5BJH2 P62993
O43815 P67775
Q9NV31 O95273
Q14D33 Q8NA61
P54849 Q8NHQ1
O00560 Q13257
Q6A162 P56524
Q9UMX1 Q96H86
Q8WWR8 Q15654
Q59EK9 Q96A72
Q08050 P24864
Q8WV24 Q13310
P55957 P10415
Q9UKV8 Q15185
Q6PEX3 O75716
Q13956 Q14019
Q13569 P24522
Q9BXJ5 P37235
P78345 P16333
Q8N6Y0 Q96FQ7
Q8N205 Q12893
Q9H079 Q96FN4
Q9NZC7 Q99732
P40692 Q6NSI4
P56524 Q6A162
Q13554 Q9BUE0
Q9BYR6 Q3SYF9
O14503 Q16613
P59990 P49639
Q96G97 H3BR10
P60409 O43257
Q8NC69 Q14451
Q8NBZ0 Q13131
Q9H3D4 Q05655
Q6UXH8 Q53EZ4
Q16543 Q8WZ19
A0MZ66 Q9Y5B8
O00623 P50542
P04637 Q9H7Z6
Q6QNY1 Q9UL45
Q9BT92 Q9Y5B8
Q5VWX1 Q8TAI1
Q92997 Q8TBE0
Q8TBE0 Q13137
Q96PQ6 P60411
Q6A162 Q13563
Q12972 P62136
Q7Z5W3 Q6ZN57
Q8NFW5 O15160
Q9NQX5 Q99750
Q5TD97 O96015
Q8NEA9 Q13070
P46527 Q00535
Q08379 Q8TBE0
Q13616 O75586
O95848 Q9GZT8
O00560 Q8NBZ0
Q14D33 P25788
Q9NZD8 Q8TDB6
P25791 Q7Z3S9
Q96EK4 Q15365
Q8WTP8 Q96PQ6
P31946 Q96TC7
Q9BQ89 Q9BYV2
O60341 Q06330
Q8WXE1 Q8NDB6
Q96EA4 Q14D33
Q9NQL9 Q6A162
P08238 Q2WGJ6
P0CG47 Q9UJ41
Q16531 P42224
Q12948 P40424
Q9GZT9 Q14318
P42566 Q9UMX0
Q96K80 Q93062
Q9H190 Q96MU7
Q9NSC5 Q96FJ2
P63165 Q9UBC3
P31948 Q8IWD4
P08670 Q9HC29
Q2YD98 O00505
Q1MX18 P81274
Q9UJW3 Q13547
Q9H115 O14948
O95400 O94906
Q99750 Q0D2K3
P30626 Q9NZ81
Q08117 Q13643
P67775 P39687
Q92734 Q01844
P60410 Q96LJ7
P60520 Q6RW13
Q6ZW61 Q8IWZ6
Q53EZ4 Q96I25
Q8IVS8 Q8IYX7
P55884 O75822
P23528 P63104
P60411 Q14781
P61978 P12931
P23284 Q8N9N5
Q8NDC4 Q86Y26
O43187 Q5D1E8
Q64LD2 Q8ND90
P62136 Q12972
P38936 O94921
O43617 Q9H8W4
P38936 P78396
Q86X55 Q96PU8
P0DJD3 Q8TBB1
P54725 P55036
Q96HA8 Q9BXI3
Q9NRQ5 P60409
P43364 Q8N1Q8
Q2TAC2 P29972
Q8IUX1 Q96HT8
Q8NEC5 O60504
Q9Y6D9 Q13257
Q8TAI1 O95273
O95365 Q13547
P25445 P12931
O75461 P60409
P29401 P54274
Q92609 Q9BZP6
Q12800 Q9NZQ0
Q99816 Q99732
Q14011 Q8TBB1
Q08379 Q6UWV6
P60329 O95231
P63165 P10276
Q17R98 Q16576
Q15554 Q9H816
Q08379 O75821
Q9H8W4 O95379
Q9BYV2 Q13895
P11142 P32121
Q9BQY4 P63165
O76081 P48039
P14373 Q8WWY3
P50222 Q5TBC7
Q01130 Q92993
O75934 Q9UMS4
Q9UMX0 Q8IW45
Q9Y5U2 Q08379
O95870 Q99942
O95365 Q07666
Q9UNE7 Q96AP0
P32314 P22670
Q96LA8 Q9H204
P01138 P04629
P26371 Q8NDP4
Q8NFJ9 Q9H0F7
P49639 Q9BYR5
Q7Z3S9 Q9Y2V2
Q9UBB9 Q8WWY3
O95363 Q6RW13
P60370 Q9Y5A6
O00308 O43516
Q9UBB9 Q96LC9
Q8IYK8 A8MQ03
P15884 O15160
Q8TBK6 Q8NHQ1
Q04864 Q9UI95
Q7L3B6 P31948
P15531 P10911
P47897 Q9Y2V7
Q13895 Q92841
Q9BYR3 Q9UBP5
P49639 P27658
Q13618 Q7L273
Q8IWZ5 Q7Z3S9
P50222 A1L3X4
Q9BQ89 P19012
O14791 Q8IXL6
Q8IYX8 Q8N4P3
P43364 Q8IYD9
Q8NFH5 Q7L273
Q15654 Q13895
P56279 Q9Y6K1
Q96MF2 Q8N9Q2
Q8WWR8 Q99750
P57678 Q9UHI6
P02511 P22914
Q9H2B2 O43765
P50542 P07195
Q04206 Q13547
Q8IUQ4 P29972
Q8WVP5 P61289
Q9P2K5 Q08379
Q9BSI4 P09104
Q96T51 Q9BRA2
P56279 P62310
Q13363 Q76N32
Q9BT04 Q9BU20
Q9NQS3 O76081
Q14493 Q92900
Q99942 Q9NVC3
Q15742 Q96BZ8
P07196 P05067
P26371 Q8IV04
P0CG48 O43150
Q9UBL6 P30613
Q9UBU9 Q6A162
Q15427 O95817
Q5HYJ3 Q9BYQ4
Q9H0R8 Q13137
P29590 P04637
O76071 Q9Y3D0
Q6P1W5 Q86UW9
Q93062 Q9Y4X0
Q8WW24 P31943
Q93062 P61968
P29350 Q9BZW8
Q9HBL8 P00966
Q8TF46 Q9NQT5
Q96GZ6 Q86UT5
Q99697 Q12948
P27986 Q8IY22
Q14103 Q9BYZ2
Q9UJV3 Q9UBR2
Q13895 Q12815
Q9UKK6 O95793
Q9NVV9 P62851
O95352 P04637
Q13228 Q15645
Q9NQ48 Q9H8S9
P60411 Q9NUY8
Q07666 P06241
P50221 O76071
Q9H5Z6 Q7Z3S9
Q93062 O75909
Q9NYB9 Q9H9J2
Q13557 O96015
O75558 Q96BZ8
P11279 Q5VZM2
Q8NDC0 P63165
P0C7W6 Q8N4P3
Q9Y5B8 Q8TBB1
P27986 P30874
P42568 Q9NXW9
Q9NYB0 O95154
Q9BYR7 Q5T5B0
P15884 Q9UI95
Q16186 P0CG48
Q0VDD7 P61764
P14618 P68431
P26371 O43167
Q9UMX0 Q04323
P10124 P10144
Q8IWL3 P19404
Q96F24 Q8NEB9
Q9H1Q7 P60410
Q8TBB1 Q9UJ70
Q04917 Q96B36
Q5VWX1 Q96AH0
Q9BYR7 Q5TA78
Q96HA8 Q08379
Q92905 P35372
Q6P1W5 P45984
P07900 O15111
P58753 P51617
Q99836 P84022
P63000 Q6P589
P02538 O43765
Q9P209 Q86W54
Q7Z412 P40855
Q9NZD8 Q2TAA8
Q68D86 Q96BZ8
A1L4K1 P31146
O00401 Q13882
P29274 Q7Z6G3
O15294 O94763
O15304 P26842
Q96G23 P07306
Q14240 Q7RTY1
Q6A162 Q5T5B0
A6PVS8 O43639
Q9BQ89 P14373
Q13111 P45973
Q14194 P08670
Q9UDY8 P48729
Q8N205 Q9NXK6
Q16539 Q15750
O75175 Q96LI5
Q15038 Q6P1W5
Q92845 O15066
P60228 O15371
P12004 P38936
P05230 P21802
Q92993 P35637
Q6UWV6 Q08379
Q8ND90 Q9BRJ7
O43597 Q17RB8
O00560 Q9NWS6
Q15843 P62913
Q6NT76 Q96HR9
Q13501 Q9H0R8
Q96S59 P49961
Q5T9C2 Q99961
Q8N8S7 Q9UGI8
Q9BQ89 Q01850
P04637 Q05655
O95379 Q9NPJ6
Q04864 Q9Y3B2
P60410 P37235
P23763 O95721
P60409 Q9H5Z6
O43609 Q96MH2
P10636 P08238
P55957 Q16611
Q15796 Q9H3D4
Q15369 Q13617
Q9Y3C0 P37198
P29350 P16284
Q8WZA1 Q8TBB1
Q99828 O00401
Q5BJH2 Q9BXK5
P61978 Q9Y272
Q9BUI4 Q9BT43
Q9P2A4 P42768
Q4KMQ1 P62136
Q99972 Q14515
Q9BRK4 Q9BZL3
Q96D15 Q9UMX1
Q9BRU9 Q6A162
P01350 O76011
P24864 P38936
Q6UY14 Q9H5Z6
P05067 P07339
P50222 P60412
Q6PH81 P43365
Q9Y4K0 Q15910
Q96BJ3 Q8TBB1
P53779 P49407
Q9HC29 Q9P0J0
O43889 Q9BRI3
Q13547 Q9NQX1
P60370 Q8N7K0
Q8IXK0 Q5RGS3
O00560 Q9NTM9
Q96EY1 Q96NE9
Q9NQX1 Q13547
Q13526 Q96M27
A1L4K1 P10768
Q96DZ9 Q9ULP0
Q92530 Q9NWB1
A8MQ03 Q14525
O60573 Q7Z3S9
Q93062 P78337
O14929 Q13829
Q9Y2X3 Q96RS0
P61244 Q9H3U1
Q9BWT7 P60410
P08908 P11362
Q05516 P05231
Q66K80 P25788
P61925 O14980
Q02747 O43765
Q8WTS6 Q12962
P0C7W6 Q9H1K1
O00410 P60520
Q14CS0 Q9HCJ6
P0CG47 Q8IVM0
Q96LC9 Q9UBB9
O95273 Q92905
O60506 Q5JVS0
Q9HBU6 Q9UHD9
Q9BQ13 P15884
P24385 O15379
Q96HA8 Q9BX70
Q8WUI4 Q9BZL6
Q8N9N5 Q9HD64
Q8IYX8 Q13895
Q9UJU5 Q01860
P0DJD3 P79522
O60477 Q5BKZ1
P63104 Q9Y4H4
P60520 Q2T9L4
Q9BZS1 Q9UKT9
P52799 P54764
Q9BTL3 Q15415
Q9BYN7 Q96HA8
Q9H8S9 Q15208
Q8N7F7 P50222
Q13114 Q92844
P46379 Q53G59
Q14498 O15209
P05062 Q8NFJ9
Q5JVL4 Q8WVF5
Q969H6 Q9C0F1
Q9BXK5 Q9NZG7
Q15415 Q9Y272
Q8WWZ3 Q6ZNA4
P61956 P63279
Q08379 Q9BVV2
Q9UJ70 P50221
Q16665 O94888
Q07666 P62993
Q92974 O43524
O76083 Q14657
Q04864 Q0D2K3
Q9BQ13 O75716
P47897 Q86UW9
Q5TA45 P32242
Q9NYB0 Q9UQN3
Q8WXB1 Q8TBB1
Q96BW1 Q8N668
P63104 P04792
Q6NZI2 Q3SY00
Q9P209 P25786
O60341 Q6P047
Q8TBB1 Q6UWP7
P60328 Q5T749
Q13363 P09067
Q08379 Q9BU76
P13010 P04792
Q9UER7 Q96GN5
Q96BA8 O00155
Q08117 O60573
Q92993 Q01844
O60674 P32927
O75915 Q96GF1
Q8NEA9 Q96GT9
Q3SY00 Q6A162
Q6UY14 P32242
Q99684 Q13111
Q9NXR7 Q9NWV8
Q6RW13 O00330
Q8WWZ3 P63279
Q15208 Q9H8S9
O75419 P15927
Q9HC98 Q08117
Q8NA54 P60411
Q5TBC7 O00560
Q12933 Q8N6R0
Q5VVH5 Q12800
Q9H9C1 Q9H267
Q96CS2 Q9Y3C0
O95967 Q8WVD3
P25791 P60409
P10275 P07288
P40189 Q9Y2W7
Q9NYB0 Q96I15
Q9H7E9 Q9BRK4
Q9BXJ5 Q9BYV2
P04004 Q9HD26
P62993 Q9P1A6
P25788 P48146
Q99962 Q13443
Q9Y6X1 Q16623
Q8TAD8 P55081
Q9Y2J4 P60370
Q8N1E6 O95863
Q96LR4 Q92624
Q9BZW7 Q8NEY8
P08238 P42679
O43189 Q9ULK2
P61289 P38432
Q15022 Q14774
Q6A162 P57060
Q9H0K1 P60520
P04637 Q92841
Q8TAB7 Q6A162
Q9BSW2 Q96D31
P41226 P05161
Q8WXK3 Q08AM6
P40939 O95166
Q9Y266 Q8WVS4
Q9Y2S7 P13196
P04637 Q9P0U4
P80303 P24522
Q6PEX3 Q15645
P41235 Q9UBK2
Q9Y5P4 Q15041
Q6P1W5 Q9NPG2
Q16773 Q08AM6
Q96S82 P07992
Q86VM9 Q15554
P55036 Q9UMX0
Q08050 P14868
P63096 Q9Y4H4
P24522 Q9GZX7
P06703 Q02790
O15162 P60412
P25942 Q13114
P49407 Q13523
O95967 P15502
P13861 O43823
Q92993 Q9NQM4
O15379 O43823
Q9H1K1 Q6RW13
Q05513 P40337
Q13309 Q9NTG7
Q15102 Q9H190
P10644 Q9H8W4
Q8NEY8 Q2TAC2
Q8TBB1 Q9Y5B8
Q9Y2D8 Q9UJX2
P59901 Q10589
Q9BXW4 Q96A56
Q92993 P04637
Q96DR5 Q6RW13
P61289 P04637
Q9Y228 P50402
P61244 P18887
P98170 O43447
Q13352 Q8WWB5
P50222 Q9UKJ5
Q15415 Q96EG3
Q9UBU9 Q92997
Q96GM5 O95751
Q8WUI4 Q04864
Q9NVV9 Q0D2K3
P35222 P14618
Q13427 Q9NVV9
P40337 Q8WU17
Q8N205 Q15848
P50402 Q8N8X9
P0CG48 Q9Y4K3
O75185 Q96D31
P11217 O43741
Q9BWC9 P04637
Q13451 P50750
Q9NWQ4 Q96BR9
Q8IXW5 Q9NQG5
P43356 O15379
O95363 O75478
Q99081 Q9Y5S9
Q9UPZ9 P08238
Q9UL45 Q6QNY1
P46108 Q8IYX7
P01100 P56279
P29084 P29083
Q04864 Q86WQ0
Q16186 Q9UHD9
Q12800 Q8TDY4
Q16666 P04637
O75822 P55884
Q06330 Q13573
P25788 Q66K80
Q13418 Q9H0C8
Q05329 Q15041
P12004 P61769
Q13573 Q8WYA6
O60732 P78358
P51692 Q13287
P56279 Q9H257
Q9UBX3 P26371
Q99750 Q6P5X5
Q15003 Q9BPX3
Q5T700 Q6UX06
Q9BZW8 O14796
P13805 O95751
Q8WVZ9 Q9BXW4
Q01105 Q6SJ93
Q969V4 P55795
O76041 Q86Y26
P50402 Q12846
Q9Y223 Q969Y2
Q8IUQ4 Q9UHX1
O14964 P33240
Q8WXH5 Q96R05
Q6PL24 A2RU14
Q9BXN2 Q16625
O95073 P63165
O43597 P57075
Q6A162 P16860
O75771 O43543
Q02930 Q9BYR3
A2RU14 Q96BA8
Q8IY42 Q9NX38
P60328 Q8N8L2
P61024 Q13309
P17612 P10644
Q9Y4K3 Q96CG3
Q9C004 Q15569
Q9NPI6 Q96F86
Q92769 P48382
P04899 Q9Y4H4
O15151 P04637
O43521 Q9HD36
Q9H832 O15205
Q9UBK9 Q04206
Q8ND90 Q9BQ89
Q86Y26 Q7Z4N8
Q9HAT0 Q13131
P52597 Q9NRA8
Q9H4A5 Q8TBB1
Q96G23 P07307
P05198 P41091
Q5VUD6 P21673
Q9Y3Y2 Q99873
Q96HV5 Q8N6L0
Q6A162 Q08117
Q8IXK0 Q8WTP8
P07948 P16671
P51116 P78362
Q8IYI8 P60411
Q08117 Q9Y333
Q04864 Q9UBY9
Q9BQ89 Q8N6Y0
Q96CG3 O00560
Q13200 Q9UHD9
P78362 Q15696
Q93062 O95947
O15160 Q8NFW5
P21145 Q9BXU9
Q9BRA2 Q96T51
O76003 Q99471
Q13043 P60520
Q8WWB5 P20700
Q7Z3S9 Q8TBN0
Q92993 Q9HC29
O95273 Q9NV31
O76003 Q6NX49
Q9H0R8 Q8NI08
Q8TAI1 Q5VWX1
Q9Y2D8 Q9P2S5
P10398 O95848
Q96AH0 Q68E01
Q96A72 Q9NP66
Q9GZQ8 Q8WWW0
P48023 Q14790
P08238 P22694
P60411 Q8WTR7
Q9Y2D8 Q9BSJ6
Q9Y3B2 Q9P286
Q8WV44 Q9NWQ4
Q13185 Q5T3J3
Q99627 Q8N6Y0
P35244 P43351
O95751 Q9NX04
Q08117 Q15475
Q8N5Z5 Q9BSI4
Q9NXX6 Q96MG7
P51572 Q9BUN8
P22459 P21673
Q05086 Q7Z3C6
P62308 P54105
Q9NXK8 Q8TBB1
P46527 Q9NVV9
P78362 Q15287
Q04864 Q96H72
Q9Y5W5 O00755
Q9BYR0 Q5HYJ3
Q96E35 Q8IYX7
Q12800 A0AVK6
Q8IWR1 Q8N966
Q13371 P62195
O75177 Q8NDC0
Q08117 O14641
Q92905 O14879
Q969F0 Q9BTE1
Q8TBK6 O75553
P55735 O00463
P37235 P60410
Q8IX07 Q09028
P00797 P01019
Q08117 Q9UH92
Q0VD86 Q3LI76
P55081 Q8TAP6
P60411 Q9H5Z6
P06241 Q9HCN6
Q6L8G9 O15162
P08631 Q7Z3S9
Q9UGM5 Q96BA8
Q8IY22 P27986
Q15466 P04637
Q8NA61 Q96EY8
Q8N6L0 Q8N5M9
O60260 O95140
Q15843 P61081
Q9NRG1 Q3B8N2
Q0VD86 Q6UX98
Q9BZL6 Q8WUI4
P49407 Q5JWF2
Q3LI72 Q9Y5V3
P24394 P42226
O00541 Q08050
P22392 P50570
Q9NZD8 Q86UW9
Q92934 P04049
Q96GG9 Q96B67
Q06481 P05412
P60409 Q16670
Q14657 Q9NW61
O75841 Q16623
Q8WW34 Q8NI60
Q9P2W9 O75396
Q14847 Q9BYR5
P09493 P0C1Z6
O95751 P25786
Q13084 Q9UKT9
O14964 Q99732
Q96RU3 P48023
Q3SYA9 Q15654
Q15696 Q9H190
Q9GZZ9 Q9H0R8
Q8TBB0 Q9UI95
Q9BQY4 O60568
P63010 Q16626
P10826 O95273
P14210 P50222
P08238 O15146
Q8ND90 Q96GV9
Q9NRD5 P48775
P07766 Q8TE68
Q13875 Q9BYR9
Q96JC9 Q8TD10
Q99958 Q86VP1
P05412 P07900
P23588 P53350
Q96I25 Q08379
Q8TCT9 Q9BRK4
P08247 Q96E29
Q8IUQ4 Q8TBK6
Q16623 Q16617
P15884 Q96H72
P60329 P50222
Q9H1K1 Q6A162
Q13077 Q8IUH3
Q9NQL9 Q15654
O43167 Q9BYR5
P61244 P05549
Q92624 Q4U2R8
Q96NG3 Q13064
Q99943 P50222
Q13769 Q03518
O76071 Q8WXG1
Q93062 Q13554
Q9H467 P06401
P23528 O14939
P84090 P62318
P05556 P18031
P49639 Q6PEX3
Q6RW13 Q9HC62
P48065 Q04864
Q14694 Q9UN86
Q96B26 O14530
Q15233 Q53ET0
P63165 Q9UER7
Q8TF42 Q9NQL9
Q9NPQ8 O00560
Q96F86 P26651
P49910 P50402
P41227 Q6UN15
P29972 A1L4K1
Q9UKJ5 Q9C0F1
Q6UY14 Q15560
Q8WVC0 Q8N7H5
Q9NUX5 Q9P0Z9
Q13309 P35232
Q53EL6 P49810
Q9BZL4 Q96I25
P48723 O43765
Q96AH0 P38159
Q9UK58 Q9UHR5
P26371 Q2WGJ6
Q15056 Q9H3H3
O95886 P16333
P50222 Q9NV29
P49407 Q16665
P60411 P32242
P08238 P53041
Q00059 Q15041
Q01974 P08238
P03372 Q14151
P17544 P06734
Q96AH0 Q5VWX1
P51116 O95171
P60410 Q5HYJ3
P62424 O95793
P50222 P60411
Q86U70 P61968
Q96DZ9 P62805
P04637 Q9UHC7
Q9Y316 Q8IUH3
Q01850 Q13084
Q14055 P50222
P60411 Q92993
O95751 Q9BXS5
P46937 Q01196
P18146 Q8N726
Q9UJV3 O95363
P49458 P37108
Q9H269 Q9P253
Q07627 Q9P0T4
P16333 Q9Y2H0
P62993 P48357
P62993 O60636
Q9UJX2 Q96F24
Q86Y33 O94972
P14373 P08579
O43294 P13612
P15976 Q9BYQ4
O43167 P60409
P51116 Q5T681
Q99424 P63172
Q9BYQ4 P15976
P14618 P35222
P50222 P26371
Q13077 Q3SYA9
Q9Y5Y2 P60409
Q99732 O14964
Q13287 Q86XK3
Q93062 Q96NR8
P38646 P04637
P0C1Z6 Q05D60
P60981 P60709
P33151 Q9NPB6
P60410 O75716
P29350 P31994
Q92841 Q13547
Q5VY09 Q00613
Q8N165 Q05D32
Q15323 Q9BYE3
P04792 Q8N7H5
Q15554 Q9NUX5
P25791 Q6P1W5
P42262 P46459
P63261 P23528
P05067 P61457
P62979 Q13137
Q12778 P03372
O00499 Q13426
Q96B26 Q9BRA2
O95721 P23763
Q00994 Q9Y6C2
P38432 Q16637
Q9P0S9 Q8N6L0
Q06547 P09012
P49760 Q96MU7
Q96HA8 P43356
Q8WUK0 P60409
Q15555 Q9NQ79
Q9Y244 P28074
O75459 Q8IZU0
P61328 P32321
Q14296 Q8WWY3
Q13829 O14929
Q08117 Q8HWS3
Q92609 P54253
Q96PQ6 Q8WTP8
Q9H1K1 P0C7W6
Q9NSA3 Q0VD86
Q5VY09 P23443
P67809 O15355
P25786 O95751
Q9UJX2 Q0VD86
Q8WWW0 O95166
P14678 Q93062
P05187 P26371
Q9NRD5 Q96GN5
Q9UEU5 Q8NEA9
Q9BYN7 P33240
O43765 Q8IW45
Q7Z3S9 O60573
Q8N5L8 O75817
Q9NWZ3 P58753
Q9NRF8 Q9NZD8
P0CG48 P35227
Q96C28 P60370
Q9NYB0 P28340
Q16658 P40692
O43353 Q9HC29
P31749 Q1W6H9
P36575 O00444
P16333 Q13111
O75385 O75143
Q13356 Q96NB3
Q5XUX0 P24385
Q5I0X7 Q99856
Q96PQ6 P0DJD3
Q6UY14 Q8IWZ5
P04637 P11473
Q08426 Q8NC69
Q99547 P42285
Q92764 P20138
P0DI81 O96006
Q13049 Q9UMX0
P0CAP1 P63167
P54252 O60260
P06733 P12004
P35269 P13984
Q6P9A3 P50402
O43516 O00308
P20336 P47224
O95273 Q07002
Q5RGS3 Q8IXK0
Q96EB6 P98177
Q9BYV2 Q9NZD8
Q96D31 Q9BSW2
Q9UMX0 Q6P1L6
Q6UY14 O43559
P48995 Q03135
Q02930 P60410
P60410 P17024
Q9UHH9 Q93062
Q5T3J3 P45973
P00973 O00471
P46937 O15350
Q7L4I2 Q9UMX0
Q9BWG4 Q9UBH0
Q9BVG8 Q96BZ8
Q06587 Q8N488
P06239 Q13444
Q9H9D4 O75525
P49917 Q8IW19
Q8N0S2 Q9Y3C0
P56524 P15336
O00303 P55884
Q9BVV2 Q04864
Q12846 P63027
Q96J02 O15350
Q9NWA0 Q13503
Q14451 Q8IWV1
Q15797 O15194
P25786 P26371
O43865 P55957
Q8N7W2 Q96GN5
Q13188 Q9GZQ8
P01137 P50222
O00241 P50222
O94972 Q9Y247
P21673 Q5VUD6
Q13501 P0CG48
P06729 Q96B97
Q5VSL9 Q9P289
P60484 P30260
O75716 Q16609
O00471 Q9ULZ3
Q13444 Q02446
P09917 Q96MT8
Q8IUQ4 P78508
P46108 P20774
Q9Y4E8 Q9BTM9
Q13077 Q9NZD8
Q7RTU3 Q08117
Q9H972 Q9Y605
P27986 Q9Y2H0
Q96BZ8 Q15323
P60370 Q3KQV3
Q8ND90 Q7Z7H8
Q8IVA1 P08754
O43557 Q6UX06
Q9NYB0 Q96IQ9
P60409 P55851
Q9BRK4 Q14331
Q96EZ8 P43360
Q15109 P09429
P61328 Q9BRK4
Q9Y297 Q02750
Q5TZK3 Q9BRK4
Q8WWY3 Q8IUQ4
Q9Y2D8 Q96EL3
Q5TAQ9 O43463
P36897 P02750
Q12891 Q13643
P04637 Q9NPI1
Q8IUH5 Q9H4A5
O43318 Q15750
Q96QK8 Q969F0
Q7L273 Q13618
P04049 Q6TCH7
P51116 Q13094
P22234 Q6ZVK8
Q92900 Q9NPJ4
Q13444 Q13643
P47224 Q9NZU5
Q08379 Q6BCY4
Q9NRS4 Q8N205
Q15323 P56524
Q99062 P40763
Q3SYG4 Q6ZW61
Q92769 Q9C0K0
P49247 Q8N5M1
Q6RW13 Q96DR5
P31947 Q9UJM3
Q8IWR1 Q8IXM6
Q07325 Q8N205
Q8N6L0 Q96BZ8
O60880 Q13291
Q04864 Q9NRZ5
Q9P2Z0 O95273
Q9UKV8 Q86UE4
Q5T0L3 Q93062
Q2TAY7 O43711
P78552 P35225
O43559 Q08117
P60328 Q9Y5Q8
Q86Y26 P54646
Q96LI5 Q9NZN8
Q96EW2 Q86Y26
Q16881 Q03135
O60907 Q9BSI4
Q9NQM4 Q92993
P15336 O95644
P38936 P06493
P15260 P01579
Q9P0T4 Q7Z3S9
P60410 P10809
Q13895 Q08379
Q02040 O95218
O75553 O43820
O75880 Q14061
P04406 P05109
P05113 Q01344
Q96IW7 Q16623
P60409 Q96HQ0
P32242 P60370
P32242 Q5TA78
Q9NQ94 O76011
Q8N5A5 Q08117
P08670 O76036
O14908 P17643
Q9H115 Q12846
Q02363 Q13563
Q9NZC7 P81408
P27986 P10747
P41227 P60371
Q04864 P55957
Q64LD2 P61289
P60370 Q16670
Q92841 Q13895
Q9UHV8 Q7Z417
Q8N726 P08047
P38936 Q9BYV2
P25788 Q8N7Y1
Q02930 Q6L8G9
P09923 P60411
P19012 Q08117
P28222 P35609
P48775 Q9NPG2
P13693 P12956
P49754 Q9H9C1
Q99750 Q9NWN3
Q5VSL9 P67775
Q96FE5 P14373
P24385 P38936
Q9BRK4 Q96GY3
Q7Z4N8 Q86Y26
P60370 A2RRD8
P50222 P60329
Q13761 P35222
P36894 P12644
Q92692 Q8IUQ4
Q7Z3S9 P09211
O75558 Q7L273
Q17RB8 O43597
Q15139 P08238
Q9Y3Q8 Q9UJX2
Q6RW13 Q99757
Q6NT76 P08579
Q14919 Q9BW04
O76081 Q9NQS3
Q9P127 P60410
P31947 Q9UQL6
Q9UMX0 Q13404
P41182 Q9NTM9
Q9BUZ4 Q13084
Q9H0I2 P60370
Q99750 Q9P2T0
Q92698 Q96HA8
Q08117 Q13137
P63104 O43524
Q7L273 Q96T49
Q96S52 Q6A162
Q2TAL8 Q9UJY1
Q13895 Q7RTU3
Q6VAB6 Q13451
Q92786 P56545
P37198 Q13444
Q9Y5Y2 Q7Z3S9
Q9UMX1 Q9BV97
Q96I25 Q15637
Q99543 P0C0S8
O00401 O43639
Q13422 Q8WTP8
Q9BX67 P50222
O15379 Q9ULX6
P32242 P49747
Q8IZU0 P46379
P57075 Q8IX06
Q96EZ8 Q96KQ4
P08238 Q01432
P41227 Q92845
O75716 P60409
Q14240 P04792
Q8WW24 P52272
P15559 Q9UK53
Q8IYF3 P38936
P43360 Q8TAE8
Q99750 Q5T686
Q9NPJ8 P26045
P78362 Q9Y5S9
Q12872 Q15637
O43741 P60370
Q8IXJ6 P11413
P25705 P78537
Q6ZQR2 P15884
Q14145 Q9BRX9
Q15973 P60411
Q3LI72 O75553
Q8IVW4 P51116
O00401 Q99828
Q8NEM0 Q15554
P60410 P43353
Q9Y6R0 Q9NWB1
P60370 Q86UD4
Q04724 Q96EB6
Q15834 Q9UFG5
Q8WUK0 Q7Z3S9
Q8TBB1 Q9BYR5
Q96HC4 P38432
O14599 Q66K74
P20226 Q16514
Q16637 Q9BUR4
Q99497 Q13158
Q99459 P52272
Q147U1 P60409
O75360 O95967
O95363 Q9BYV2
P25791 Q96DZ9
P55957 Q04864
Q13155 Q9NYB0
P04062 P17987
Q13444 P37198
P12532 P0CE72
Q13422 Q9Y247
Q96LA8 O15198
P63244 P35609
Q8NHQ1 Q96GY3
Q13523 P49407
P36507 O95273
P14373 Q9NQL9
P81274 Q1MX18
Q9BRK4 Q9NWQ4
P06239 P01730
O43463 P60409
Q8N205 P54849
Q9NX70 A0JLT2
Q96PU5 P49281
O15379 Q13227
P26371 P17482
Q9Y5A7 Q15427
P56545 Q32MQ0
P06396 P10275
P18031 P19235
O00410 O95166
O94818 O75971
P52756 O43143
Q2TAC2 Q08117
Q9BRA2 Q9BSI4
P10636 Q92743
P15336 Q99966
Q92838 Q96F15
Q6A162 Q64LD2
P18509 P10909
