Q8TBF5 B3EWG3
P54762 Q92185
P84550 Q9NYB5
P84550 Q9NZD1
Q00987 Q9UGY1
P54764 P21730
Q9HAB8 Q15583
Q99469 Q8N434
Q99469 P54219
Q99467 Q9BTE7
Q99467 Q6NSW5
Q99467 P14324
Q9NVD7 Q99578
Q9NVD7 Q9Y5R5
P41145 O43665
P26885 P17936
P26885 Q00888
Q6ZSR6 P16220
Q6ZSR6 Q9Y2J2
P18428 Q9H4T2
P18428 Q08828
A6NI73 Q9NYV7
A6NI72 Q3KQV9
A6NI72 Q9BZQ4
A6NI72 P16444
Q96LK8 Q96GE5
Q99990 P58304
Q99990 Q9H0X9
Q5VXU3 Q460N3
Q5VXU3 Q96MF7
O60879 Q3LHN2
O60879 Q63HM1
P48788 Q13613
Q9BWG6 P19793
Q6UN15 Q4ZIN3
P12645 O15400
P12644 O95817
P12644 Q9H8X3
P12644 O75444
Q9NWA0 Q6NW34
E9PQX1 O60828
Q96MG8 Q8IWY8
P62491 P17036
P62491 P55285
Q96MG7 O60235
Q96MG7 Q7RTU1
Q16557 O75438
Q8NGI1 O15539
Q8NGI1 Q92585
A6NDR6 P09668
Q14964 H3BU77
Q7Z309 P19022
Q8NH40 Q16821
Q8NH40 Q9Y5A6
P36639 Q5M9N0
P36639 Q8N3R3
Q8N4F7 Q8WYN0
Q8NH49 Q99650
Q330K2 P05129
P16333 Q92905
P16333 P05813
P16333 P56385
P42785 Q9NRF2
P42785 Q8WV44
Q8NBL3 Q9BWJ2
Q6XXX2 H3BUK9
Q9BYP9 P04844
Q9BYP9 Q5T1V6
Q9BYP8 Q8N239
Q96S07 Q5JVG2
Q96S07 Q9NXF1
P62140 P01344
Q16181 P25490
Q16181 Q93063
Q16181 Q5R3I4
P0DPB6 Q9UP52
Q9UPR5 Q30KP9
Q16678 P36578
Q9UPR6 P60896
Q9UPR6 Q9NWS8
Q9UPR6 P47710
Q6ZVC0 Q9UNW9
Q6ZVC0 Q9UNX3
Q6ZVC0 P61578
Q96M27 Q8NGY5
Q96M27 Q96QD8
Q96M27 Q9H9S3
Q16674 P40225
Q16674 P0DMS9
Q96HS1 Q460N3
Q5VZB9 P42263
Q5VZB9 Q96DC7
Q5VZB9 Q6ZNH5
Q8NA56 Q9BQ61
Q9BS31 Q9NP70
Q9BS31 O75031
Q9BX40 Q6ZU80
Q9BX40 Q96SZ4
Q9NQS7 Q9Y399
Q9H0B6 Q8NGJ9
Q9H0B6 A6NHQ4
Q8NA58 P0C7N8
Q86UN2 P51153
A4D2G3 Q96DU3
Q6IF00 A6PVC2
Q9NQS5 Q9BX97
Q9Y678 Q30KP9
Q9Y678 Q5VSG8
Q9C098 Q96DS6
Q9C098 Q96HE9
Q9C099 Q9H4E5
Q2KHT4 Q9GZV7
Q2KHT4 Q5VXM1
Q2KHT4 Q9P0L9
Q9Y679 Q9Y2X9
Q8N0X2 Q92530
Q3MIV0 P53992
Q3MIV0 Q6UY11
Q9H160 Q9H344
Q9H160 P57057
Q9H160 P05156
Q9H160 Q9NWH9
P41143 Q0VDD7
Q96BY2 P49821
Q96BY2 Q96C11
Q4VXF1 Q9Y6K9
Q9UBZ4 P12110
Q68DV7 Q96R84
Q7Z3E5 P56851
Q7Z3E5 Q9Y237
Q7Z3E5 P34913
Q7L523 P46199
Q7L523 Q969R2
P40197 O00270
P40197 P51606
P40197 Q86SI9
P40197 Q70Z53
Q7Z3E2 Q96BW9
Q7Z3E2 Q5JVX7
Q7Z3E2 Q6ICL7
P22626 P36507
A8MYP8 E9PQX1
A8MYP8 P22681
P13598 P57055
Q5T6J7 O76015
P23284 O14562
Q9Y6R0 Q96PI1
Q9Y6R0 Q86WB0
Q9H341 O43683
Q7Z4H7 P01562
Q7Z4H7 A0A1B0GUQ0
Q8N5I4 B2RC85
Q8N5I4 Q86T23
Q8N5I4 Q8WVC0
Q96NR8 Q9UGU5
Q96NR8 P0DMV8
Q96NR8 O75899
Q8N5I3 Q5SZQ8
Q8N5I9 Q9H9A7
Q8N5I9 Q6IQ20
Q8N5I9 Q16401
Q9H9J2 Q9C056
Q9H9J2 O94875
Q9H9J2 Q99959
Q7RTX1 Q6NUK1
Q96IK0 P21941
Q96IK0 Q96FF7
Q13505 P08727
Q6UW32 Q9P202
P49959 Q15526
P68371 Q9Y696
Q9C019 O00273
Q5U4N7 P18858
Q5U4N7 Q58G82
Q6ZUT1 Q13596
Q9UJD0 O60783
Q9UJD0 Q8N7X1
Q3B7I2 Q9BUF5
Q3B7I2 Q7RTT4
Q3B7I2 P19525
Q3B7I2 Q93083
O15213 A6NKX4
O15213 Q9H6E5
O76036 P01229
Q00613 P29622
Q00613 O15432
Q00613 Q12999
Q00613 A0A1B0GUA7
Q00613 Q6UX65
P78352 Q8TCB7
P78352 P24385
P78352 A0A1B0GVG4
Q6IF82 P17040
Q6IF82 Q9H4M7
Q5SRE7 Q86UP6
P14902 Q9BVN2
P14902 O60260
A8MUV8 Q8N257
O00478 P62249
P01717 Q02108
Q96T75 Q562R1
O15084 Q8WZ84
Q969T7 A8MUV8
Q9UBB9 Q13253
P09544 A6NJW4
P09544 Q9NVI7
P03979 Q6PJG6
O00442 P49321
O00442 Q8NFW9
P59051 P53667
P59051 Q7Z304
P59051 Q66K79
P59051 Q9NRM1
A4D1N5 Q86VX9
P08637 Q9BVK6
P08637 P24462
P08631 B3EWG5
P08631 Q9H2G4
P08631 Q92914
P0DOX7 Q96MM7
P0DOX7 Q5TA31
Q9H5Q4 Q6UXF7
Q6SJ96 Q99467
Q6SJ96 O43278
Q5M7Z0 A4D2B0
P32455 Q8N365
Q719I0 O60658
Q719I0 P50747
Q8NB78 O43749
Q8NB78 P35326
Q8NB78 Q96AY2
Q4V321 Q96JJ3
Q96FQ6 O95471
Q96FQ6 A6NNL5
Q9UKM7 P07498
Q9UKM7 P0C7M8
Q9UKM7 Q8WW14
Q4V328 Q9H496
Q5MJ07 Q9UPM8
P62241 Q96SJ8
P62241 Q6ZST2
Q8IZ02 O60240
Q8IZ02 Q9H7E9
Q8IZ02 P27539
Q5TYM5 Q9UI36
Q9H892 Q5VZR4
Q9H892 O95445
Q9H892 Q8IV31
Q4L235 Q6ZUL3
Q4L235 Q9H2R5
Q4L235 P48539
Q4L235 Q86VU5
Q8IZ08 P63173
Q8N9M5 Q8N149
Q8N9M5 P48995
Q99853 Q13114
Q99853 Q68EA5
Q8N9M1 Q9UP38
Q99679 P15863
Q99676 P52799
Q96P68 Q6FI13
Q96P64 P11279
Q96P64 Q9UNX9
P28906 Q53GS7
P15509 P01817
P57789 Q8IVU9
Q99592 O60783
Q8N531 Q9Y586
P15502 Q9H175
P15502 Q9NRM1
P18065 Q06495
P18065 Q9H7T9
O75953 P43694
O75953 Q8IYB4
O75953 P78344
O75953 P07947
O75955 A0A087WW87
O75955 P51677
P00995 P04844
P00995 O14763
P00995 Q8WUB8
Q08379 P43652
Q14353 Q8WYR1
Q9H171 O75044
Q9H172 P61925
O43257 P11912
O43257 Q9Y462
O43257 Q96TC7
Q9NYF3 P31260
Q9NYF3 Q9BX10
Q5SYC1 Q3ZCQ2
Q5SYC1 Q92959
Q5SYC1 Q7Z6K3
Q96RD9 Q5XKR9
P58872 Q96D05
P58872 O43921
P58872 Q9NXF7
Q8WWA1 Q8IWT1
O43781 Q9BTE1
Q96RD3 A6NE02
P53609 P14550
P53609 P36941
Q96RD6 P07602
Q96RD6 Q8NFY4
Q14134 O95072
Q14134 P0DP71
Q14137 Q9H813
Q9UPM8 Q15761
Q9UPM8 Q9NU39
Q9UPM9 Q8TAM2
P10109 Q9HBR0
Q3B8N2 Q68EM7
P17096 P00491
P17096 Q9UGC7
P17096 P22303
Q8WVV4 P58062
Q8WVV4 O75881
Q8WVV4 O95947
Q8WVV5 P20155
P59538 P78411
P59538 Q8N1F8
P59538 O95747
Q96GC6 Q96S82
Q969L4 Q9Y4D1
Q8NEN9 P20963
Q8NEN9 Q0VDG4
O95470 Q00005
O95470 O00743
Q68D10 Q01518
Q8TAA9 Q8NEJ0
P04632 Q92530
P04637 Q8N6T3
A6NMY6 Q8TB72
A0A1B0GVZ2 Q9BW92
Q6L8G5 Q9H257
Q9UGQ3 Q9BQ69
Q9UGQ3 Q16518
Q9UGQ2 Q9NQP4
Q9UGQ2 O95926
Q9UGQ2 Q07817
Q8WUW1 Q9H6U6
Q8WUW1 Q9H981
O43463 O95470
O75373 Q9BYQ8
O75373 Q86VE0
P0DM63 Q9BXV9
O60477 Q6IB77
Q5VTA0 Q9BSK2
Q5VTA0 Q8NCT1
Q8TCU5 Q8NH04
Q8TCU3 Q9BYX7
Q8IVJ1 Q9Y279
Q9NYS7 P04921
Q9NYS7 Q9P031
Q6P2H3 P19623
Q8IVJ8 Q6ZN79
Q8N1T3 P47895
P20823 P30038
P20823 A6NF83
P20827 A1L162
P20827 Q9BRS2
P20827 Q9NUV9
P20827 Q14246
A6NEY8 P55198
A6NEY8 Q9UMX6
Q96F63 P23760
P82912 Q5JNZ3
P82912 Q58FG1
Q9Y5P6 O94955
Q9Y5P4 P32969
Q9Y5P2 P39687
Q8IXR5 P0CL82
Q13352 Q969U6
Q8IXR9 P43080
Q96DA2 Q96P20
Q96DA2 P0DN37
A6NMX2 P78406
E2RYF7 Q9NUP1
O95436 Q8NAM6
A8MU10 Q9Y508
Q6PEX7 Q68DY9
P17213 P17980
Q6PEX3 O75717
Q5GFL6 A0PJW6
A6NLU5 O14901
A6NLU0 A6NKF1
A6NLU0 Q7Z422
O94818 Q96A23
Q9P0U4 Q96QH8
Q14656 Q14781
Q8WWZ3 Q9BQM9
Q8WWZ3 Q9H4R4
Q8WWZ3 Q8NI99
Q9ULI2 Q7Z4V5
P48047 Q96B97
O15537 P0DPA3
O15530 Q8NH73
O15530 Q9NXK6
O15530 Q92904
O15530 P05155
E9PQR5 Q5TAQ9
Q99442 Q9HCR9
Q99442 A6NNP5
O95620 P81408
O95620 Q86XD8
O15539 P47883
O95626 Q5TH74
Q8TD06 Q96LW9
Q8TD06 O00116
Q8TD06 Q9H4B7
O15151 P62424
Q8NC01 Q8TCU5
Q9HCG1 Q5T8R8
Q9H6Q4 P07947
Q9H6Q4 Q8N8H1
Q9HCG7 Q9BW30
Q9HCG7 P80217
Q9HCG7 O15297
Q8NC06 Q6I9Y2
Q8NC06 Q9UDT6
P55774 Q96K21
Q8N8J0 Q8N9N8
Q8N8J6 Q69YL0
Q8N8J6 Q8N1B3
Q8N8J6 Q8IY95
P40200 Q8NCG5
P40200 P23381
Q9UGV2 Q8N608
Q9UGV2 Q02763
Q9UGV2 Q9NSA2
Q13740 Q8N412
Q13740 Q8IZ08
P40205 Q8WUM9
P40205 P98082
P40205 P53396
Q9UN70 A6NDH6
Q9UN73 Q7Z4H9
Q9UN73 Q6IPT4
Q9UN74 Q6ZMH5
Q9UN74 Q96P11
Q9UN75 Q9P015
Q9UN75 Q9NVS9
Q15043 Q9H4B4
Q15043 Q86VB7
Q9HC62 Q9UHD4
Q9HC62 P59551
Q9HC62 Q8WXS3
Q9BUD6 O75508
Q9NS93 C9JSJ3
Q5VST6 Q8N752
Q86SH4 Q7Z3E5
Q86SH4 Q8IYR2
P30566 O75626
Q9NUB4 Q7Z353
Q8NCE0 Q8N335
Q8NCE0 P49427
Q8NCE0 A6NNX1
Q9NW15 Q6ZSJ9
Q9NW15 Q68CP4
Q9NW15 O00762
Q9UM82 Q8NH09
Q9UM82 P08754
Q9UM82 Q5T1C6
P61106 Q15327
O95932 Q9P272
Q9UP52 P0CL82
Q9UP52 Q7Z5L4
Q9UP52 P0CJ68
Q96H86 Q06609
Q9P1D8 B2RUZ4
Q9P1D8 P32456
Q12965 Q9UGH3
Q12965 O75420
Q86V59 Q9NUY8
Q8WWQ2 Q53EL6
Q9Y2E6 P98194
Q6P3W2 I6L899
Q6P3W2 A1L443
O75346 P01763
O75346 P58550
Q9HB29 Q9H3K2
Q9HB29 P35637
O75347 Q9UP52
O75347 Q9NP31
Q9Y2E8 Q9UGH3
Q9Y2E8 Q9UHI5
P0DJD3 Q9Y6R9
Q01826 Q86UW1
Q01826 Q14116
Q01826 Q9NR50
B7ZW38 Q9H3D4
Q6NY19 Q8NGL1
Q9NVN3 Q8N543
Q9NVN3 Q5T4T6
Q9NVN3 E9PGG2
P62955 P36873
P35368 Q14774
P62952 Q8IZF7
Q96N03 A8MTY0
Q9BVJ6 Q96N87
Q5VV41 P56880
Q96S97 Q9H175
Q96S97 Q6NSZ9
Q5JX71 Q8TD90
Q9Y334 Q3ZCV2
Q13472 Q8NGJ8
Q5T5A4 Q9BQS7
Q9BT56 Q2NL98
Q9BT56 Q00889
A6NJG6 Q9UNW1
A6NJG6 Q8WV15
P58512 Q8N9X3
P58512 Q5JR98
P52926 Q96M20
P02100 P31321
P02100 O00300
P02100 Q96QF0
P02100 Q6WQI6
P57737 P50591
P57737 Q92681
P57730 P10075
P57730 O00110
Q9NVN8 Q9UK59
Q8TCV5 A8MXY4
Q96AA8 Q6VVX0
Q96AA8 Q16445
Q96AA8 Q16740
P0DMQ5 Q53GL7
Q8IYH5 Q14106
Q8IYH5 O60563
Q8IYH5 Q8WUE5
Q8NH74 Q04743
P0DMQ9 Q9Y5G5
Q8IYU4 P52848
Q8IYU2 Q92851
Q8IYU2 O60671
P35713 Q6IPR3
P35713 Q8N8Y2
P35711 Q9UHG2
P35711 Q6P587
Q8IVW1 Q15032
Q8IVW1 Q8N1E6
Q9C0D7 Q9NRB3
Q9C0D7 Q96HZ4
Q9UF02 Q53GS7
Q8IVW4 A0A0B4J1V6
Q8IVW4 Q717R9
Q8IVW6 O14503
Q8IVW6 Q6PH81
Q9Y4W2 P09923
Q9Y4W2 Q9HAI6
Q9Y4W2 O95218
Q8NGA2 Q6ZMV7
Q8NGA1 O00548
Q9Y4W6 Q96GY3
Q9Y4W6 O43610
Q8NGA5 Q9UFV3
Q93034 Q8IV32
Q93034 Q969Y0
Q9P1G2 Q4G0N4
Q06495 Q9BQ31
Q96LI9 Q8NEV1
Q92611 P25774
Q5VT33 P61278
P43166 Q9Y5Q3
Q96LI5 Q96EU6
P24468 Q9BY77
P24468 O96033
P24468 P29692
P24468 P28072
P78540 O75121
Q53GL7 P40123
Q9BZK3 Q86WA9
O75563 Q1HG43
O75563 A6NMZ2
O75564 Q8IUM7
O75564 P21781
Q9Y6I8 Q96RU2
Q9Y6I9 Q13451
A8K830 P0C7W6
A8K830 Q70CQ3
A8K830 O95718
Q5SR53 Q68CZ6
Q8TAP6 Q8N335
Q8TAP6 Q9H598
Q8TAP6 P61758
Q5JRK9 Q6ZN44
Q5JRK9 Q96L46
P78424 Q9Y3D6
P78424 Q96LM5
P78424 Q13670
P01100 P59991
Q9Y450 P20336
Q08116 P15421
Q08116 Q6ZPB5
Q9H343 P04217
O75746 Q5GFL6
Q9H347 Q8IUA0
Q9H347 P01848
Q9H347 O95711
Q9H347 O43861
Q6ZUT3 A8MTI9
Q6ZUT3 Q53QV2
Q9BUL9 P38606
Q9BUL9 Q8N957
P50443 Q9C0D0
Q6ZUT6 Q8TDW4
Q6ZUT6 P35225
Q9NRD0 Q8IVS8
Q9NRD0 P35080
Q9NRD1 O14775
Q5TA79 O75150
Q5TA76 Q96C55
Q5TA76 A6ND36
Q6SJ93 P13688
Q6SJ93 Q8NAA4
Q13106 Q8IWV1
P61964 P22695
Q8N535 Q6ZNG2
Q9HC16 Q9BY44
Q9HC16 Q96NX5
P61962 Q5SY16
A6NFC5 Q9HAP2
A6NFC5 Q96CT2
A6NFC5 A2A368
P52740 O95415
P52740 Q96PS8
P61968 C9J202
P61968 Q6BDI9
P61968 Q9Y5L2
P52747 Q8NEE0
Q8N539 O14633
Q17R98 Q7Z7J5
Q9C0K1 Q7L3B6
Q9C0K1 A1A519
Q9Y328 Q8TDF5
Q9Y328 Q96I34
Q9BRX2 P17097
Q9BRX2 O43920
Q9BRX2 Q9UN19
Q9BRX2 P04150
Q9Y4K3 Q9BQI9
O94817 P41586
O94817 Q53EV4
O94810 Q5TBC7
O94819 Q9BVV7
Q14654 Q14209
Q14654 Q9UJV3
Q53QZ3 Q93084
Q53QZ3 Q86W67
Q53QZ3 P52435
Q8TD07 P51813
Q99440 Q52M75
Q99440 P32927
Q99447 Q8TF20
Q9HAD4 P58418
Q99445 Q8NHZ8
Q99445 Q8N7G0
Q8IUW3 Q9NZU0
Q8IUW3 A6NEM1
Q86WC6 Q96IZ6
Q86WC6 P12018
Q8TD08 A4D2G3
Q8N0Z9 Q6IF36
Q8N0Z9 Q96M60
Q7Z5B4 P15313
Q7Z5B4 Q8WU20
Q6QHC5 P31995
Q6QHC5 P07332
Q6P597 O15144
A6NL88 Q9BXJ3
A6NL88 A6NI73
A6NL88 Q9BQI7
Q5HYA8 P51686
Q5HYA8 Q9P2J9
A6NL82 Q5VZ18
Q86YS3 Q5QGT7
P36382 Q9H2S9
P40925 Q6S5L8
P40925 P35222
P33151 P00750
P33151 P01178
P33151 Q96MZ4
Q9NY61 Q8NHP6
Q9NWC5 P50461
Q9Y5Q6 Q13202
Q9NY65 Q8N6Q8
Q9NY65 A1A5C7
Q9NY64 P26583
Q9NY64 Q8IY22
Q9NY64 P31267
Q5MJ09 Q04741
Q9UHJ6 Q14721
Q9UHJ6 Q9NXS3
Q16473 Q99543
Q9UHJ3 O14603
Q9UHJ3 P28325
Q9UHJ3 Q02252
P80723 Q4G0M1
P80723 Q6ZW61
P80723 Q5T0W9
P80723 O76064
Q6NV74 Q6IFG1
Q8IXS8 Q9NR45
Q8IXS8 Q9NXW2
Q9UHJ9 Q53R41
Q8N1G2 Q9BXP5
Q16478 P25100
Q9UNZ2 Q96PE6
Q9UNZ2 Q2TAL6
Q5JUK9 Q5GLZ8
Q96JW4 Q8N6K7
Q96JW4 Q16853
Q9UNZ5 Q9H6R7
Q86XU0 Q6ZWL3
Q2VPJ9 P05166
Q96ME7 Q8NHY5
Q8NG92 P53041
Q6NV75 P18031
Q6NV75 Q9NZR4
Q6NV75 Q8IXS8
Q8NG97 Q5W0Q7
Q9Y5Q8 Q9NR34
Q9NYY1 Q96JA1
Q9NYY1 O95376
Q9NYY3 Q9UH03
Q9NYY3 Q8WWU5
Q9NYY3 Q6UWK7
Q12765 O43182
Q12765 Q8TEX9
P19526 Q96N95
P19525 P24666
P19525 P09455
C9J2P7 P0DP58
C9J2P7 Q9HCC8
Q99584 Q9H1K4
Q99584 Q9NWC5
Q16653 Q5H9J9
Q16653 P58182
Q16653 A6NLU5
Q16650 O95125
Q16650 Q6ZN66
Q16650 Q86UT6
Q16656 P19256
Q16656 Q14139
Q16656 Q7Z3Z3
Q96HU8 Q6P3X3
P18669 O60299
P18669 P04279
Q96HU1 O43583
Q96HU1 Q5JPI9
Q8WYJ6 Q92734
Q96NE9 P55084
Q9UPP1 P49585
Q9NS85 O60493
Q9NS85 Q9Y397
Q9NS84 A0A087WVF3
Q9NS84 Q9C029
Q9NS84 Q5JRC9
Q9NXC2 Q05923
Q9NXC2 Q8N7M2
Q8NA70 Q96RJ3
P80188 Q8NEZ5
P80188 Q8N8V2
Q7L2J0 P32238
Q9UQL6 P22003
P47736 Q8WWM9
Q3MIT2 Q9NVL8
Q3MIT2 B6SEH9
Q9H5N1 P49286
Q9H5N1 Q9Y2S7
Q9H5N1 Q3B7T3
P63125 Q9HBH9
P63125 O60784
Q9UBK5 Q5BJE1
Q53GQ0 P56693
O60496 Q9UBI9
Q9HBY0 Q9BV81
Q9HBY0 Q9UJM8
Q9UBK7 Q9HB19
B1AL46 O00204
B1AL46 O43315
B1AL46 Q15884
Q9BTD3 Q02045
Q9BTD3 P54284
Q9BTD3 O14639
Q3SXY8 Q6NUM6
Q9UBK8 Q14914
Q9BQ31 Q96Q11
Q9BQ31 Q6N063
Q9BQ31 Q9NP50
A6NNV3 Q96P56
P30711 Q13191
P30711 P15863
P30711 Q9NRE2
M5A8F1 Q9UH64
M5A8F1 D3W0D1
Q92542 O75940
Q8N5K1 Q32MZ4
Q8N5K1 A1L4K1
Q96KK5 Q8IV76
Q96KK5 Q6Q0C1
Q96KK5 Q9NY97
Q6UX34 Q6P4A7
O00189 Q14449
O00189 P31271
O00189 Q9Y5I1
Q96BZ8 P10072
P01242 Q9Y5I3
O00182 Q9UJT9
Q96IY1 O95263
Q96IY1 P49418
O00180 Q93015
Q6UX39 Q5VZ18
P23381 Q9BSI4
P23381 Q8NA75
Q9Y4H4 P0DMQ5
Q9Y4H4 P13765
Q86W47 P29083
Q13685 Q96SA4
Q8NG99 A6NK59
Q6QAJ8 Q9Y5P8
Q6QAJ8 Q96P56
Q8IWG1 Q13087
Q8NG98 Q9HAH1
Q8NG98 Q96AP7
Q8NG98 Q9H4A4
P14921 Q92890
P14921 O96014
Q07666 Q9UKT9
P13647 Q9HB71
P13647 Q9UL12
P29033 Q9UK53
Q9UKU0 Q9UI36
Q9UKU0 Q5VTH9
Q9NRY7 Q9UHK6
Q9NRY7 O15382
Q9NRY5 P35452
Q9NRY5 Q6XYB7
Q658N2 Q5T1J6
O00322 Q2I0M4
O00322 Q6P4A8
O00451 P23515
O00451 Q6Q0C0
O00321 Q96KN1
Q5JTZ5 Q96RU7
Q5JTZ5 Q6UVY6
Q5JTZ5 Q13506
O00458 P35613
O00458 Q8TF21
O00459 Q8N3J2
O00459 P18089
O75817 Q8N6Y2
Q8N743 P08247
Q8N743 A6NFC9
O95196 P10451
O95196 Q86UE4
P01733 P12319
Q5XKL5 Q5JXM2
Q9P2B4 Q8WXS5
Q9P2B4 Q9BTV7
Q9UL42 Q9UJX6
Q9P2B7 Q8IYX1
Q9P2B7 Q5VUE5
Q9P2B7 Q495B1
Q86WZ0 O14880
P03999 Q9H857
P03999 Q9P107
P03999 Q13443
Q9BRS8 P85299
Q9BRS8 Q9H425
P59037 P25800
P59036 P42898
Q15915 Q5GAN4
Q15915 Q8NGZ3
P57053 Q9Y6H5
P02649 P37288
P02649 Q8WZ26
P57054 Q13434
P57054 Q86T82
Q96FX7 Q96QT6
P01597 O43474
Q9P086 A8MW99
Q8N239 Q92903
Q8N239 P49961
Q8N239 Q8N2X6
O14978 P34981
P01599 Q8TDD5
O43164 P0DKX4
Q9H1B7 Q9Y679
Q9H1B7 Q9Y519
O95999 Q6ZMV9
O95998 Q8NE28
Q693B1 Q9P0R6
Q693B1 Q8IW19
Q693B1 Q9Y6W8
A8MZ97 Q8N3G9
A8MZ97 Q9H1B4
O95990 Q8TB52
P53990 Q04828
P53990 Q96LP2
O95994 Q9NZ09
Q6P1R4 Q9H477
Q9Y250 Q9HBF5
Q9HBB8 A0A075B6I0
Q9HBB8 P09131
Q9HBB8 Q6MZP7
Q9HBB8 Q5TGU0
O15350 P10321
O15354 Q96P47
O15354 H3BQB6
Q9Y258 O75074
P42680 Q8WW01
P42680 Q13158
P42680 Q8NH10
P22362 A8MQ03
P22362 Q13724
P22362 Q58A45
Q69YW2 Q9H5Y7
Q99832 Q9H322
Q99832 P55344
Q86W33 Q9BYC5
Q99836 Q8TAK6
Q99835 Q5EE01
Q99835 P49146
Q6ZQT7 Q8N1H7
Q01546 Q8NGP8
Q01546 P00156
Q01546 Q14093
P15529 Q8NCL9
Q14332 A6NHG9
Q9H7X2 Q9H4P4
Q14330 O43147
Q14330 Q6UY01
Q8WX39 P31260
P60372 Q15052
P60370 Q6WCQ1
P16871 Q9NQS5
Q8NBT0 P04196
O75973 Q8N4L2
Q08397 Q9NP99
Q08397 O75177
Q9BTE7 P08729
Q15825 Q9P1Q0
P22090 Q08629
Q96RB7 Q6NUI2
Q96RB7 Q674R7
Q8N944 Q8NI22
Q8N3F9 P49747
Q8N3F9 O95625
Q15828 Q9BV94
Q15828 P12755
P53370 P04844
Q8WVP7 P25063
Q8WVP7 Q96DZ1
Q8WVP7 Q9UL49
Q9UEU5 Q96JK4
Q8NBZ0 Q3KNS6
O75916 Q99726
O75916 Q71F78
O75916 Q9UMS5
Q5VU92 Q8WWY8
A1L453 Q9NRR6
P35523 Q6UXK5
P10124 Q8NCS4
P10124 Q9H4G8
P10124 P50914
B1AMM8 Q9P299
Q8TEY5 Q5BJF2
Q8N4L2 Q9UFV1
Q8N4L1 A6NGB7
Q8N4L4 Q8NBT2
Q8N4L4 Q6ZN11
Q9NSN8 P40879
Q9NSN8 Q9UBL9
Q8N4L8 O95059
Q8N4L8 Q9NRA2
P05109 Q02742
P05109 Q9H832
Q8N127 Q96P56
P49336 P05166
P49336 Q8NFF2
P49336 Q96I25
P49335 Q9H501
P26927 P17098
Q96B77 P83105
Q96B77 Q86UV6
P23416 P43630
O95072 P56545
P23415 Q8TDZ2
P23415 Q13546
P23415 A6NKF7
O75354 Q96QV1
O75354 O95793
O75354 O94927
Q5VZ66 Q7Z7B1
Q5VZ66 Q9BRX2
Q5VZ66 Q4G0G2
Q8WUQ7 Q6PB30
O75351 Q8WZA8
O75351 P78346
O75351 Q9UNX3
Q8IVH2 Q8NI08
Q8IVH2 P48729
Q8IVH4 P62854
Q8IVH4 Q9H6E4
Q8IVH4 P48048
Q86X83 Q9UFV1
Q86X83 O75325
Q8NGZ3 Q86W50
Q008S8 P05543
P05543 Q14681
P20809 P13598
P82932 Q96JB6
P82932 O15111
P82932 Q96A19
Q8N3J5 Q8NI38
P20807 Q8N138
P20800 Q68BL8
Q15061 O15296
Q8N9U0 Q5JNZ5
Q9NS86 Q8IW92
Q9NS86 P61371
Q9NS86 Q9H4D0
Q96F44 Q2QD12
Q96DC8 Q9Y5A9
Q2VWA4 Q2T9L4
Q9Y5R5 P49761
Q8IXT2 Q04695
Q8NDF8 Q9NX07
Q8NDF8 Q8N9W8
Q13371 Q9H074
Q3ZAQ7 Q9Y6K1
P63132 Q6P2H3
P63132 Q5HYK7
P63132 Q9NU02
P14735 Q9BXQ6
P14735 P35659
P63136 P27918
A6NLW8 P47884
D6REC4 Q11201
D6REC4 P33240
Q96KJ9 O60237
Q6PEZ8 P60893
Q6PEZ8 P52823
P61158 P0C623
Q96KJ4 Q96BR5
Q9Y644 Q12815
Q9ULW8 Q16651
Q8NA72 P14920
Q8NA72 Q9BQD1
Q8IZF7 P19387
Q8IZF5 P37837
Q8IZF3 P48067
O94991 O95813
O94991 O95755
P54826 Q6AZW8
Q86XT2 P30039
Q86XT2 Q8NGD1
Q9HCE7 P61204
Q9HCE7 Q8N104
Q9BZ11 Q9Y388
O15516 Q99983
O15516 Q96P64
Q9BRL6 O15530
Q9BZ19 Q96EU7
P0CG23 Q9UDX5
A2RUG3 B9A6J9
A2RUG3 Q9NXG6
Q96NY7 P78563
Q96EK6 Q9NTU7
Q96EK4 Q5T124
O15305 Q2I0M5
O15305 P55273
Q96K17 Q96M93
L0R819 P0C7L1
Q9UN19 O95868
Q96NY9 Q6WRX3
Q96NY8 Q7Z4W2
Q96NY8 A6NDU8
Q9BR84 O94956
Q9BTX7 P35269
P06396 Q15078
P06396 Q9H0R6
Q8WXK1 P35575
Q13765 Q6UXR6
Q8WXK3 Q8N511
Q8WXK3 P16402
P19957 O76054
P51452 Q969E2
P51451 Q9BS40
Q9NW38 Q13151
Q9BUJ0 P49761
Q9BUJ0 P43080
Q9BUJ0 Q96M61
Q9BUJ0 O14796
P16278 Q13445
P16278 P43007
Q9BUJ2 Q9UHQ7
P62266 Q96JZ2
P62266 Q9NPE3
P37268 Q8NA42
Q9H6W3 P25440
Q8N7B9 Q9BQ50
P30542 O14662
P46783 Q15645
Q7L311 Q9BR11
Q8NE86 Q96H40
Q96ND8 Q96BN8
P48454 Q6VUC0
Q8NHB7 Q99538
Q8NHB7 P63267
Q86V71 Q0D2K0
P10721 Q9BSY9
Q9Y2G0 P17568
Q9Y2G0 Q9NZK5
Q9Y2G4 P03886
Q9Y2G5 O75382
