Q5J8M3 Q96IK1
P08476 Q6ZV70
Q96MP5 Q9NSA2
Q96M69 Q8N112
Q9NVQ4 Q8NBJ5
O75409 P01854
Q9UN66 Q16568
Q8NGA8 Q9NYV7
P0CG48 A2RU67
O60404 Q4U2R6
Q1ED39 Q96BQ1
Q8WVV5 P20155
P23588 Q8NFH4
P35414 A8K010
P24158 Q6PEZ8
Q96GM1 Q9ULB5
Q8NC56 Q6UY27
P0C646 P49685
Q8NGS3 Q9H320
Q8WVF2 Q9BQE6
Q8WUU8 Q9NWW0
Q13651 Q6UXP3
Q5TBC7 Q96HG1
O60443 Q5T5A4
P35813 Q9ULY5
Q9H999 Q01459
P09693 P01602
P27824 O60506
P23528 Q9H156
A6NGB9 Q9H2Y9
Q7RTT9 P31358
O95273 Q9NRM0
Q5JRS4 Q8N7R1
Q96R05 O43699
O43677 P55103
O43592 O95297
Q8N7J2 O00219
Q96DE5 Q0D2K0
Q2TV78 P0DP71
Q06495 Q9H3S1
A6NK44 Q14137
Q8NGY6 B2RXF0
Q8TD35 Q5VY09
O15143 Q9HC73
Q8N1D0 Q9BV40
Q9Y5F0 P26715
P51685 O95182
Q5T8I9 Q14943
P34998 Q2TAA2
B1AH88 Q9UK99
O60359 Q16082
O43815 Q8IUH3
Q6FHJ7 Q13444
Q96SL1 Q9H6K1
A0A1B0GV22 Q14157
Q9H0Y0 Q14249
Q8TET4 P00739
Q96DU9 Q6ZMM2
Q9NUQ7 Q9H2C5
O43815 Q8N6T0
Q8IXM6 Q9Y2Q3
Q9H5F2 O15205
P20941 Q02080
P02675 Q6IEU7
P48050 O60542
P16562 Q53H54
Q9Y4C4 Q8N2M8
Q8NH56 Q13951
A8MV24 Q8NI99
P16619 A4D1U4
Q8NGQ6 Q9ULY5
Q5TCM9 P18505
Q9BU79 O77932
Q8WWF1 P51681
O95907 P62380
P0DML2 P10082
O75593 Q5JUR7
P0C7U1 Q96P53
Q13822 Q9HD15
O43716 Q13868
K7EJ46 Q8N697
Q86VZ4 P30411
Q9XRX5 Q9BWJ5
Q9BXR3 O75072
Q9NRR3 Q9BWJ2
Q9P0K8 Q5VUJ6
Q9UBY0 Q96QD8
Q96EX1 O95838
Q5XKR9 P07498
Q6PCB8 Q5TA45
O15537 Q14114
Q96LZ7 Q8NH49
Q53F39 P18440
Q0ZLH3 P11216
Q9UM44 Q9P2X3
Q8NGU2 Q8NBL3
Q6UW56 Q92482
A4D161 P07998
Q9BVI4 O94907
P49902 P25025
P0CAT3 P02774
Q9H3U5 Q9BWV2
Q96M15 Q9BUM1
P0DMS8 Q8TBF5
Q8N8G6 Q9BXY4
Q15847 Q96MS3
Q15334 Q86V81
O14804 Q9H857
Q9H9Q4 Q96LT7
Q9Y5P2 P39687
Q5SRI9 Q7Z7H8
Q9H7P6 Q15053
Q08188 Q9Y2T4
O76062 Q658P3
Q9H321 P15529
O00254 Q6UY14
Q9GZT4 Q9Y662
Q8WW33 Q99062
C9JXX5 O14764
Q17RB0 P12034
P51790 P56539
P47893 P01706
Q9UQG0 P05305
Q2M238 Q6P2C0
Q96L21 Q8N490
A6NM36 Q9UKY4
Q5RI15 Q67FW5
Q9UGF7 O75056
P50135 Q8NBI5
F8WFD2 O60936
Q13103 P25101
Q5VT66 Q9UBS4
Q8N5U1 P0C628
Q9UBC7 Q6P2D8
Q92466 P42785
Q96P68 Q8N2Q7
Q6H9L7 Q5SVJ3
P13521 Q9H479
Q99062 Q9Y4P8
Q9Y5E6 Q8N2G4
Q96ER3 Q8TAC1
Q5VST6 Q15532
Q6P499 Q5XG92
O95445 O14917
Q9UK99 O76082
Q9Y3E5 H3BNL8
Q9NVX2 O15503
Q9UKY7 Q9H3S1
P63241 Q6UX52
Q5D1E8 O95671
Q9ULT0 P01242
Q9P126 A0A1B0GUC4
P78508 Q3SYG4
Q9H6T3 P0DP01
A6NMU1 Q8IYP2
P58550 P47755
Q96QI5 Q96B70
Q9H6P5 Q9BXD5
Q9Y6Y9 O60921
O60412 P03905
A6NF83 Q15629
Q96S82 A6NLC5
P82970 Q15848
O76071 Q9H0U3
A0A075B6I1 Q9Y5L4
A2RUQ5 Q86YW5
Q9H6R7 Q96J01
P51797 Q3MJ13
P56749 Q13363
Q8TF09 A0A075B6I0
Q96MF6 Q8N8D1
Q96RC9 Q6UX53
P01871 O75594
P34897 P49286
Q6XE38 Q86TN4
Q8NEY3 Q6IA17
A8MV72 Q6DKJ4
B1AKI9 Q12796
P22079 P19320
Q9Y5Y6 Q8NG80
P01148 O75388
Q5T7R7 Q13651
H0YL09 Q5HYR2
P55103 Q9Y6L6
P25685 P80162
O60232 P62987
O43908 Q8TBE0
P05198 Q9Y5E2
Q29980 O14763
P48052 Q9Y5U9
A6NDP7 Q6ZRS4
Q8IYP9 Q86XR7
A5PL33 O95970
O00624 Q6UWU2
Q92535 P47869
Q5VTQ0 Q9C009
P05452 Q9NXH3
O95502 P24394
P23975 Q3C1V1
Q8NHV4 Q0VD83
O60245 Q6ZNF0
Q8NB37 Q9UKI2
Q15388 Q9H3T2
Q9Y6I9 Q13451
Q6UXB3 O75414
Q9Y5J9 P31994
P30542 Q9BQ66
Q8WVR3 P25024
Q15345 P47901
Q7Z5A4 Q9H611
P48745 A5YM72
A6NHA9 O75309
O00292 Q7Z3S9
Q15847 P0CK96
Q9BXS4 Q5XKK7
P82663 Q9NYW2
Q8NEY3 Q8TCW9
Q96JE7 P22692
P0CL82 Q9BZL1
Q8WW43 P38936
Q9BR76 P78324
P06312 Q8NGU9
O43915 P07585
Q01113 Q08050
Q86U06 Q9Y2T4
Q9HBI5 P42702
P02818 Q9H343
O14734 Q9NT99
Q13162 O75144
Q6YI46 Q8NH70
P49753 P24588
Q15695 O14684
Q15389 Q96RI0
P51671 Q9NZD4
Q96PG8 P40197
Q8TCW7 Q9BSK0
Q9Y4H4 P0DMQ5
P0DOX3 Q96LB0
P16562 P61579
Q8IUZ0 Q96EB1
Q96A04 P25774
P0C7M8 Q7L0L9
A6NC51 Q3LI66
O43173 Q8N4S7
Q8NGC0 Q96AZ1
Q13253 Q6IEY1
Q96DY7 Q8IVL8
Q9HAV0 Q92934
Q8IXQ4 O95876
Q9UN73 Q8NH73
O95803 O00155
Q9UBI9 P43630
Q8IWT6 Q9BRQ4
Q86TI2 Q969F8
Q8NGR1 Q96LZ7
Q9NWS8 Q9NZ42
P47992 Q9NWV8
Q96HA9 Q5TEU4
O60488 Q5GH73
Q96FK6 Q8IZU9
P11166 Q1W209
Q8NGB9 P08648
Q9HCC0 P48960
Q9H2J4 Q8N6I1
Q8NGP6 Q9H172
P30043 Q9BZP6
Q9UGQ3 P0CF51
O75448 A6NC42
Q6P387 Q6UXI7
P16671 Q8IYV9
P03979 P82933
O95136 Q9NRG9
Q8N4K4 P49755
Q96EC8 D3W0D1
Q96DZ7 Q9BW61
P0C7L1 Q9GZP9
P47893 O95390
Q6ZWB6 P39900
Q9H8Y1 Q5XUX1
Q8NH51 Q9UBD6
Q9Y3M2 Q8IYP9
P06858 Q9BYP9
Q8WU39 P27449
P02675 Q07325
Q8IW00 Q9UI54
Q6GMR7 Q96MG2
H3BNL1 Q7Z5H4
Q92685 Q9UK23
Q08117 P42167
Q8IX29 Q9Y5Q9
Q9GZY6 Q9NUJ7
Q9H501 Q9UHF4
Q96PR1 Q7L513
Q9HAH7 Q9NY25
Q9H2K0 Q93083
Q9HB03 O75446
O43447 O00170
Q86TN4 A8MUP2
A8MZF0 P35613
Q02161 O94778
Q5T7N8 Q13275
P32119 P52298
Q8NG99 Q8TE02
Q8NHC5 Q9Y3R4
Q96LT7 P04732
Q8N6R0 P98155
Q8N3Y1 Q15120
Q9Y666 Q8NGQ1
A6NNV3 Q96P56
Q8TD33 Q9H3S5
A4D1S0 Q9BS18
Q96HA8 Q9HB14
P40925 P78382
Q6RFH5 Q496J9
Q8TCW9 Q96NZ1
Q6ZSS7 Q8NGK9
Q9BUM1 Q9Y535
Q9NSC7 Q9Y3B3
Q96JW4 Q16853
A6NKW6 O43927
P43235 O60669
Q6UB35 Q7Z4H4
A6NI73 Q9NYV7
P62244 O43613
Q9H1E3 Q9HAB3
Q9H5F2 Q8TE02
Q8IYI0 Q86Y30
P0DN82 Q5VWZ2
Q6TCH4 O75078
Q8IWB9 Q8N7P3
Q7Z4W3 Q9NUT2
Q00765 Q9HD33
P14621 Q8WTS1
Q16617 Q8N1A6
Q8TAX7 Q14978
Q01780 P83110
Q9H9C1 Q8IW70
P59533 Q96P56
Q15084 Q07699
Q9NXE8 P12694
Q14627 Q8NB91
Q7Z6A9 Q8N983
Q86X83 E9PKD4
Q8NHB7 P22888
Q06141 Q16719
Q17R31 Q9BY07
Q12926 Q8NHS3
P23284 Q9H6F2
Q16518 Q9UKJ1
Q9Y5U4 Q9NUN5
Q9UHC3 Q9UKH3
Q9BYT5 Q8N8G6
Q9Y3A4 Q15843
Q9HBL8 P49238
Q6IF99 A6NF01
A0A1B0GTK4 P48023
Q8NH37 Q96BM0
P51671 Q14940
Q8IZF7 P19387
Q9NXX6 P47872
Q8NEE8 Q9UHG2
Q9Y297 Q96M60
Q9UIV8 Q04724
P10643 Q9NZU1
P55061 Q6NZY7
Q96PZ2 Q7Z6J8
Q9UI38 Q5U4P2
P06307 Q6ZVN7
P09093 Q2TV78
Q9Y6U3 Q86WB7
Q9HCQ5 Q6ZV65
P43628 Q5TEZ4
Q9NXP7 Q9NQR9
Q9Y6K0 Q9H321
Q96EH5 P04211
Q8WWZ3 Q9BQM9
Q99712 Q9Y617
Q9HBB8 A0A075B6I0
Q16619 O43676
Q3ZAQ7 Q9ULZ0
Q5VWM3 P09958
P43119 P15531
P49747 P17050
Q6P3W2 A1L443
P30740 Q2TAY7
Q16617 Q9BV10
Q16799 Q8N812
Q5SZI1 Q6PP77
Q8TCT0 O95644
Q8NEQ5 Q96M42
A6NG13 Q9BVA0
Q8IVB4 Q9HCN8
P39086 Q96LL9
Q9NSQ0 O14786
A1L3X4 O14949
P50542 Q8NGP4
Q9BUL9 Q96FV0
Q8NGL6 O14511
P80294 Q3SYF9
P60981 Q86YD5
Q96FT9 O75027
Q8NEB9 P17213
P02748 P35663
Q9BRS8 Q9H425
Q8NH61 O43184
O76075 O00244
P49247 A0A1B0GVZ9
Q9H8Y1 P41567
Q9BV10 P20933
Q92583 Q8NA77
Q6U736 P32745
Q9BV81 Q3MIW9
Q5GJ75 Q96PG2
Q9ULM6 O95758
Q71RC9 Q9HCG8
Q7Z429 Q96EY7
Q9UGH3 Q9UN67
Q13069 Q5JTV8
Q6ZUI0 Q9H9R9
P23142 Q9BYE2
P01374 P26012
Q5T2D3 Q13867
A0AV96 Q9GZZ8
Q8N144 A6NJ64
P18065 Q9H7T9
Q08357 A8MV81
Q9Y672 Q4G0M1
Q96NY9 Q6WRX3
Q969H9 Q5TA77
Q9UMX0 Q8IXT2
Q99527 Q9Y2G8
Q6UXN9 Q8NH01
P15260 Q5NE16
Q9H4I3 Q12889
Q9NR77 Q9HBI5
Q5XG92 A4D1P6
Q9Y5H8 P53794
Q9H4I9 Q30KQ5
Q8NGA2 P60520
Q8N119 P50542
Q8TCU5 Q2M2E5
Q5QJ74 A0A1B0GTY4
Q9Y6M9 P78543
Q969R8 Q8IZF4
Q8NFP4 Q8NBK3
Q9UGH3 P0DN87
Q0PNE2 P09601
Q969U6 Q9NZV1
Q68D85 O95479
P25103 A6NGK3
Q5SRI9 Q9Y4P3
P22735 Q99470
Q9NQ30 O15239
Q2L4Q9 P80188
P29762 Q96LA9
P16581 A1L443
P50402 Q15287
Q9UN73 Q6GMR7
P09327 O43240
Q8WXF8 Q8NCW0
Q3Y452 Q9NPA1
P63313 P03986
Q14627 O60547
Q6GPI1 Q8NEG4
Q14CW9 P28472
P01138 Q9BRT3
Q13634 P23219
Q969L2 H3BRN8
Q8IXH8 P41146
Q9UN86 P50454
Q9H0V1 P43632
O95214 Q9H2S1
Q9NRE1 Q5XUX0
P51801 Q6VUC0
Q9BZE1 Q9UI08
Q9HCC8 Q6PI47
Q8N2Q7 Q8N5K1
Q8N0U4 Q8TCT0
Q12893 Q5SR56
P01229 Q92982
P41217 Q6JVE6
P82912 P49755
C9JH25 P36544
Q9H0X4 Q6ZRH7
P09238 O14967
P29275 Q14019
O75366 P01705
Q0VAA5 O14732
Q30201 Q9NQQ7
Q6P9G0 P19623
P30040 Q8NGY7
P34820 P62937
Q8NBT0 P04196
A1A580 Q96PD2
Q9Y5F6 Q6ZRG5
Q96PZ2 P21453
Q96P31 O14979
Q8N7P7 P22413
Q5DX21 O43704
Q8TCT7 Q9NVM4
Q8TD46 P01737
P63136 O43396
Q14032 Q8N4L4
Q6V702 Q7RTY1
P49908 Q8TCW9
P60983 Q13247
O00338 P01733
A8MVS5 P58294
Q9NQ38 Q8N8Q8
Q6P9G0 Q9H1D9
A6ND91 Q5T871
Q9HB29 Q9H3K2
Q96ER3 Q9UQ72
P61353 P01615
P19438 Q96S19
Q96PI1 Q15906
Q96KC9 Q5RI15
Q8TDQ7 Q86Y27
B7ZW38 Q9H3D4
O15244 P11182
O95568 S4R3Y5
Q8N119 P34995
P05538 P51884
Q6NVV9 P30559
Q96CW9 O00534
Q4VXF1 P07910
Q6XR72 Q6X784
A8MX34 Q96RB7
Q96RS6 O60888
P42696 O94772
Q9Y5Z9 Q96AZ6
P46089 Q9BQ95
P15531 Q96IZ6
Q8NFJ5 Q9ULW3
Q9NWS0 P13804
Q5VWX1 Q9Y5K3
Q693B1 Q8IW19
P07359 Q9UPW0
P19438 Q70Z44
Q9BRQ5 Q5VZ19
P13929 Q6NXT6
Q14320 P31371
Q13231 Q6YI46
P13497 O60939
Q15785 Q9C0D9
Q96J42 A0A075B6I1
Q5JTW2 Q9H5F2
Q6P9G0 Q6PB30
Q8NHW4 Q8N6F8
P35443 Q96RD1
Q8NG78 O00626
P01242 Q9Y6W8
O15537 P0DPA3
Q8IVB4 Q9UBF9
Q6UWB4 Q8NH63
Q6PIS1 Q96SC8
Q5JPH6 Q96JX3
Q16581 Q99853
O60909 Q969Y0
Q16280 Q96RN5
Q9BVX2 P25686
Q6TGC4 Q9P2X7
Q96T54 Q6ZMP0
P19634 O14894
Q8NGK0 P56557
P01611 P49221
Q8IUB2 Q9UM07
Q9H501 P0DMW4
P42081 P00740
Q9NPC4 Q14498
Q6ZRG5 Q8WXS3
Q56UQ5 Q6P093
P0C7H8 A0A0C4DH68
Q5VTL8 P05060
Q8NGR3 Q8WWU7
Q4G0J3 P54368
A6NL88 A6NI73
Q9NUQ8 Q7RTY8
O60238 Q03395
Q9NSC7 Q9UBX8
Q6ZN84 Q16348
Q6UWV2 E5RHQ5
Q5TF39 Q53F39
Q6YFQ2 Q9BZM4
O96000 Q8IVJ1
Q5RGS3 Q86TA1
P32314 Q8N490
Q86V85 P39019
Q9UBC9 P51993
Q9Y328 Q6QNY0
Q9H347 O95711
Q8WTP9 Q9NRN9
B8ZZ34 O43447
Q8NH01 Q6N075
O95185 Q8IU53
Q99616 A6NH00
Q9Y662 Q96T53
Q03393 Q9BQN1
P0C854 Q5MNZ9
O96024 P01709
Q9UPY5 Q8NA57
Q9H8S9 P04035
Q96BH3 Q2UY09
O75446 Q8IY45
A5PL33 Q9UBC7
Q9C0H2 Q9NWS0
Q8N9X5 Q5TYM5
P54198 P30041
Q96PD7 Q8TC57
Q17RR3 Q8N7P3
Q8WVC0 Q8NCC5
Q8N2U9 Q6ZST4
P29973 Q9NPJ3
P22079 Q8NGS2
Q8NGA8 Q6UWD8
Q14093 P42830
Q9Y5B0 Q66K66
Q16629 P47944
Q6YFQ2 P28335
P36544 Q96HJ9
A8MWP4 Q15345
Q8TDB8 Q5VUJ6
Q9NUX5 P33681
Q9BR76 Q6UW63
A6NGU7 Q5XG92
Q13895 P18509
Q9HCC0 Q30KQ5
Q8TBK6 P05455
P28300 O00481
P61964 P22695
O43390 P0DOX6
O43699 Q8WXF3
Q9UGF6 Q86UQ8
Q8NGL4 Q07654
P08246 O76003
P04921 Q96BZ4
Q14157 P02749
Q7L513 Q8TF74
Q7Z7K0 Q8NBS3
Q9NX78 Q9NS68
P05161 Q6PIS1
Q5TA79 Q86UD5
Q5HYA8 Q9P2J9
P07098 P56597
Q9BQN1 Q8N474
O00294 Q8NFT8
Q8N6Y2 Q8NA57
Q8IU80 Q9H6B4
Q96NT5 P20382
Q11206 Q8IW50
Q7Z2R9 Q8IXQ3
Q6NVV3 Q5U5X8
Q8WZA1 Q5VV16
O14732 P10323
Q2NL68 A6NFK2
Q8WUG5 O95988
Q8NGU4 Q93038
O75325 O94808
Q86YL5 Q9H9R9
Q6UXS0 P03915
O00418 Q9Y297
P47883 P01222
Q6WBX8 A6NLC8
Q6ISS4 O95754
Q86XR5 P19235
Q8NFF2 Q5SZQ8
Q9BQ13 Q9HBM0
Q7Z553 P25398
O95976 P56696
Q9NV64 Q6IF42
Q9HAT2 Q6UY14
Q9NXL6 P59020
P01906 Q6UWX4
Q99967 Q8NGN0
A6NMN3 Q30KQ4
P35659 Q8WXA2
Q9NPH3 P33947
Q16222 Q6ZMJ2
Q12884 Q9HAA7
Q6P1Q9 Q96J84
Q9NY56 P20962
Q9Y227 Q8NH41
Q8TC76 Q9NX38
P04196 P59539
Q8NGC3 P08218
P59534 Q3ZCQ3
Q8WUA4 Q9NRY5
Q96JE7 Q8NGG6
Q3B8N5 A0A0B4J1V6
Q8N1S5 O15120
Q68CL5 P43034
P01298 Q9UIR0
P08476 Q7Z7D3
Q9Y2T5 Q9NXJ0
Q7Z698 A6NEL3
Q9H1E3 Q86YD5
Q9P2T1 Q5T8R8
P55000 Q8N4A0
Q9HB29 P42263
O43246 Q8WZ19
Q6UXH8 O43155
A6NIY4 Q86XI8
Q8N6M5 Q8NCS7
Q15054 Q15527
Q8N2Q7 P10153
Q9H741 P01599
Q9NRV9 Q9H902
Q9UKF6 Q7Z5S9
Q9ULK2 Q2M2E3
Q9NYV7 Q8N8R7
P0CAT3 Q8WX94
P98179 P01615
Q8IVP5 Q13510
Q3C1V1 A0A1B0GTK4
Q96AG4 A0A075B6K0
Q8NGS2 Q9NVH1
Q9NSU2 Q86WP2
Q96I45 Q9NR96
Q8WXD0 P51636
O43679 P31994
Q6ZVU0 Q13950
P51808 Q8TDD5
Q96J01 O00244
Q9UNX3 Q6UWY2
P08559 P60606
O75396 Q0D2K5
Q14390 Q15198
A2RRH5 Q9BW30
A1L429 P14784
P47887 Q8NCL9
Q14011 Q9H3K2
P23284 Q5SQS8
P03971 Q5TA82
Q9Y4U1 P78380
O75078 Q6P3X3
Q68D91 Q9BZW4
Q9HBE5 Q9NS75
O75439 A0A0B4J1V0
Q8TCJ2 Q9UBQ7
Q8WZ71 A0PK05
Q7Z601 P05089
P05164 A4D2B0
Q8NDV2 O15255
Q15334 A0A075B6S4
P78536 Q13607
Q8WWB7 P98153
Q15238 Q9Y548
Q8TEB1 A0A1B0GVH4
Q92956 Q5SWH9
Q9GZX3 Q8IUX1
Q8TAT8 Q6PCT2
Q8IV35 P13688
Q9ULC8 Q6UW60
P80098 O00479
Q9P2K2 H3BS89
Q8N350 O14625
Q9BYS1 Q6ZRR5
Q8NG81 Q9UNW9
P59037 P56750
Q8NGC3 Q9Y5T4
Q8N441 P51571
Q8IVH2 Q8TE99
Q9BTE0 P49771
C9JXX5 P55286
Q13242 Q8IVB4
P21246 A6NL88
P30939 Q9H4A5
Q9H7F4 Q8N468
Q9UPW0 Q6NUN0
Q8NHA4 Q9Y5L4
Q5VT03 Q49B96
P35237 Q9P2X7
P0DJD3 Q5JXM2
O14558 Q9H633
P16410 Q9UBY9
Q7Z4F1 P20333
P19404 Q9UHI8
O60938 Q9UJ14
O95221 Q9HD15
O14949 P21145
Q9NS69 Q5T8P6
P01019 Q8TDS7
Q9H069 Q8TAB7
Q5TF39 P43627
Q8NDH3 Q9UNK9
O60279 P11177
Q8N412 Q16842
Q14195 Q9UNW8
Q69YW2 Q4VXF1
Q8NH00 Q99536
P15391 Q9NVX2
Q9Y6Z4 A6NHM9
O96005 Q9UBU2
A0A0J9YVY3 P11049
P04141 Q9Y662
Q5J5C9 A6NF34
O60238 Q86Y79
O00330 Q6UWV7
Q8IUC6 Q9UKF7
Q9Y6N8 P28222
Q9Y337 Q9Y546
O60234 P12724
P32297 Q9HCJ1
Q3YBR2 Q687X5
Q6UX04 P82664
Q9UI30 Q9UGI6
Q8N475 Q8N966
O15467 Q6ICL3
Q9UNG2 P49221
P05019 P50391
P36542 Q92754
Q5TAQ9 O15258
Q9BVM4 P14780
Q8NHC4 O95471
Q5XG99 P49788
P0C7T2 Q6ZYL4
O95800 O43822
Q6ZT21 P28039
Q9H6K1 O75821
Q8WW33 Q8N966
Q2M3T9 P54107
Q6ZRI6 Q8WUA2
Q6NUJ2 P25685
Q9Y679 O14633
Q3B7I2 Q9HBH1
Q1RMZ1 Q9Y2X0
Q9H720 O60909
Q16775 Q2M2W7
O60882 P29460
Q9H825 Q13443
Q9BYC2 P18077
Q92769 Q8N112
P0DP75 P55061
Q8IUA0 Q8NEM0
Q9UBU9 Q08AM6
Q9GZU5 Q9UNA3
Q5W186 P12694
Q86TA1 O95758
P04818 Q8WVV9
Q8TCJ2 Q53RY4
Q86Y79 Q8TBB6
P13501 Q96MV8
O14894 P0C864
Q99527 Q9BYP9
Q9BY71 P0CJ69
P08100 Q96S19
Q9BWT3 O00548
P83111 O95436
Q6UWF7 P0DI83
Q8WUW1 Q9H6U6
Q8NGH8 P00492
P00738 Q6P2I7
Q5VY09 Q9H0I9
Q69YL0 Q8WVV9
P01766 Q8NGA8
Q9Y6B2 Q8WWM7
Q9Y247 Q8N5L8
Q8WXA9 Q9HAC8
Q9BV10 Q96RI0
P52209 Q96M93
Q6UWW8 O14804
P57103 Q53H76
Q14210 Q9H903
O95047 P0DMQ9
P02812 P05814
Q8N6G5 Q99500
O75829 P21453
Q49AS3 Q92615
Q8IYR6 P61247
A5PLL7 P43657
Q9HB75 P09564
Q9Y5H3 Q9Y5H3
A6ND01 P47869
P15531 A6NJV1
Q5TBB1 Q96PG1
Q9UQ72 Q8NBF6
P01764 P22695
Q8N127 Q96P56
Q9UBM7 Q8IX30
Q8WW01 P11836
Q5K130 Q9BSN7
Q9Y5J7 Q9NXB9
Q9P244 Q8NDH3
P27930 Q6UX52
Q8N8F7 Q6JVE5
P0CI01 P01763
Q8IVV7 Q14934
P07910 Q8N0X2
A8MV72 Q05C16
Q95460 Q15043
A5PLL7 Q86VB7
Q9NXW2 P15382
P39019 Q9NQ84
Q9UKA2 P47944
Q13243 P13798
O95711 Q92581
P28908 O43613
P0DP09 Q9H6B9
P25685 Q8NGL4
Q9H857 O75841
Q9P0I2 Q8NA77
Q9UKP6 Q13442
P12724 Q9H816
P20645 P59044
P35637 Q13445
A0PJX8 Q9NPH3
A4D1U4 Q9Y5T4
P15559 Q9P2X8
Q56UQ5 Q9NRP0
P01350 P0DOX2
P07237 O43614
Q5JSQ8 Q5JRS4
P0DI80 Q5VWM6
Q8IZS7 Q6NUI6
A4D2G3 P56589
Q9Y2Z9 Q9UGF6
Q9H9S5 Q9BZW2
O95150 P19801
Q9UKP3 Q9P2W7
P0C8F1 Q5T280
Q9BQD1 P33681
Q9NPR2 P21731
P08910 O15431
B8ZZ34 Q4G0G5
P14902 P09668
Q9Y5B0 P62324
O15294 Q693B1
Q8N743 Q96JA1
Q96IK0 P21941
P23352 Q7KYR7
Q6HA08 P53597
Q8N6F8 P13984
Q5VU92 Q9NRW7
Q96HJ5 Q9H9A7
Q13585 O95379
Q9BZM6 A0A0C4DH24
Q8WZ92 Q969E3
Q6UWB1 Q3SY00
Q86TI4 Q9NZN1
Q96BR5 Q5XXA6
P15088 Q9NT99
Q6PEZ8 Q8IVN8
Q96BX8 P20382
Q9ULC6 Q6PJI9
Q9Y4C5 Q96D31
Q15459 Q9NPG1
Q5VXH5 Q96R67
P78537 Q96EN8
P05455 Q6UWV6
P46095 P62987
A6NIY4 Q6ICC9
P61956 Q5T3F8
P08620 P04201
P0DP71 Q9BY50
A0A0C4DH41 Q8WXA9
Q96T53 O60260
Q9Y2S6 S4R3P1
Q17R31 Q13113
A6NJY4 P46721
Q4VXA5 Q6EEV6
O15204 O15245
A6NHQ2 Q12962
P0DM35 Q8NH42
P82912 P00846
Q9UJA2 P34981
Q16518 H3BNL1
P28472 Q05469
Q9P1J3 Q9BWH2
Q8TC92 Q9NZB8
Q9UI54 P55773
P46089 Q96AE4
P50591 Q92913
Q8NGL0 Q66K66
A4D1T9 P21452
P0C7P0 P29536
P61278 Q8NGG4
P12532 Q6UXN2
Q8NGF7 Q9HCC0
P01833 P43007
Q0Z7S8 P56539
Q92913 Q8WWY8
P43652 O60547
Q5T8P6 O76082
Q9NWQ4 Q9NQW8
P51124 Q6ZRY4
A6NL88 Q9BXJ3
P47755 P50406
Q8N4L1 Q9H1Z9
P02778 Q9UND3
O95573 Q9H7E9
Q9NWB6 P04118
Q14CZ8 P59551
Q8NGC5 Q6UWR7
Q6P4D5 P49190
Q6IEZ7 Q8WY07
Q6PI73 P51512
P80723 Q4G0M1
Q9Y5G8 P0CJ69
Q99665 P15514
Q9NWS8 Q6EEV4
Q5VWW1 O00757
P27169 Q96P11
Q9H2V7 Q96FT9
O60487 Q9BZL1
Q9NY26 Q8N402
Q9Y6R1 Q9H467
Q01113 Q969M1
Q9UBP4 Q5GAN4
O43638 B7ZW38
P08861 A6PVY3
Q8N2G4 P06331
Q5TBC7 P18509
Q9NWW0 Q96BP3
Q9BUU2 Q8N387
O95886 Q9Y388
Q8IUC6 Q6UWN8
Q04726 Q6U949
Q9HAT2 Q71H61
P54851 Q13166
Q5T9C2 Q92636
O96000 Q14990
Q4U2R8 Q6P087
O43813 Q9HCC8
Q9UHR5 Q3LI81
P12544 Q9HD45
Q9UEU5 Q96JK4
Q99729 Q9P209
Q6UWR7 A0A075B6Q5
Q9BUB7 Q5XUX1
Q9UIX4 Q96A54
Q9UBR2 O43261
Q9UQ80 Q99808
Q7Z4R8 Q92949
P07358 Q96CP7
Q5SWL7 P81408
P22888 Q9H239
Q9Y5Q5 Q8N4H5
P02708 P10767
Q9H3G5 Q9BZ11
P06307 O15442
Q8WZ94 Q04760
Q7Z6M2 B9A014
Q14103 Q9BR76
Q8NGS9 Q8WVQ1
Q9NYM4 Q2KHT4
P56749 A6PVY3
Q9H3H5 Q86VR8
Q9BYZ8 Q8N616
P62879 Q9Y6C2
P48357 O43347
P02743 Q8NFQ6
Q5VTQ0 Q6UW15
Q8WWY7 Q9BXT2
O43172 Q99726
Q92915 Q5VXI9
Q8NH10 O14735
Q9C002 Q9BQ70
Q86WU2 P11597
P49447 Q401N2
Q17RY0 Q8N0W7
Q96LC7 Q96RD7
Q495W5 Q6GTX8
Q8NGF6 Q9NRA0
Q9Y5L5 Q8TCJ2
Q2NL67 Q3Y452
P25021 Q96JE7
P12314 Q5VTH2
Q9BRY0 Q9NZE8
P08861 Q6ZV70
Q8N1S5 Q86XA0
Q7Z7A3 P10321
O15213 A6NKX4
Q8NH85 O14764
P0C0P6 Q7Z6K3
Q9UBK2 A0A1B0GTY4
Q9H299 Q96R27
O75056 P23945
Q7L0X0 O14949
O43300 Q96HD1
Q9NVM1 Q6P1A2
O75191 Q8IY34
Q6P6B1 Q9NPC2
A2RU67 P63172
O95715 P36551
Q9Y639 Q13790
Q86WS5 Q96GN5
P20963 P09172
Q9Y6G3 Q9NS84
P49593 Q8NEE8
Q6PCB6 Q96GJ1
Q14681 Q14493
Q16558 Q8IXE1
Q8NEZ5 Q9H756
Q9BQR3 P78539
Q8N684 O95500
Q92637 O14718
Q96EX1 Q15238
Q8N0U6 P11926
A1A580 P20941
