Q9NQ79 Q15555
P25963 Q9UKB1
P25963 P25098
P25963 P34947
P25963 O14920
P25963 Q9Y6K9
P25963 Q14511
P25963 P19838
P25963 Q04864
P25963 Q04206
O60493 P46108
Q969F2 Q96PM5
Q969F2 Q96BH1
Q969F2 P01135
P19784 P68400
P19784 O60282
P19784 Q8WV44
Q92805 P18848
Q92805 Q86T90
Q92805 Q9UBB9
Q92805 Q8N1B4
P33993 Q96MA6
P33993 Q68D86
P33993 Q99741
P33993 Q08379
P33993 Q9UL03
P33993 Q9BVG8
P33993 P07948
P33993 P49736
P33993 P33991
P33993 P33992
P33993 Q14566
P33993 Q8TD10
P33993 Q15742
P33993 P53350
P33993 Q02086
P33993 P14373
P33993 Q9BYV2
P33993 Q8N6Y0
P33991 P33993
P33991 Q08945
P33991 Q9Y5B9
Q8N895 Q8NHQ1
Q8N895 Q13363
Q8N895 P03372
Q8N895 P48552
P41279 P08238
P41279 P19838
P41279 Q00653
P41279 Q8NFZ5
Q96BD5 Q14192
Q96BD5 Q13643
Q96BD5 Q6A162
Q96BD5 P37198
Q96BD5 Q13077
Q96BD5 Q15942
Q96BD6 O60341
Q96BD6 Q96IZ0
Q96BD6 O95863
Q96BD6 O43463
Q15208 P08238
P41567 Q99613
P50750 Q8WXE1
P50750 Q16543
P50750 Q13451
P50750 O94992
P50750 P07900
P50750 P08238
P50750 Q9Y5X4
P50750 P53041
Q7Z419 O15350
Q9BS18 Q9UJX2
Q9UBX5 O95967
Q9UBX5 P28300
Q9UBX5 P50222
Q9UBX5 P32242
Q9UBX5 Q15645
Q9UBX2 P17661
Q9UBX2 O94829
Q9BWU0 Q13418
P78368 Q92624
P78368 Q9Y5P4
Q9NSK0 Q9P2A4
Q9NSK0 Q9BW62
Q9NSK0 P19012
Q9NSK0 Q15323
Q9NSK0 P50222
Q9NSK0 O75478
Q9NSK0 Q8N6Y0
Q9H8M7 P54725
Q9BZP6 Q92609
P17041 Q7Z3S9
Q64LD2 Q15323
Q64LD2 Q6A162
Q64LD2 Q7Z3S9
Q64LD2 P36406
Q08AF8 P18848
Q08AF8 Q99459
Q08AF8 Q8NC69
Q08AF8 P50222
Q08AF8 Q08499
Q08AF8 Q9Y2D8
Q08AF8 O75558
Q08AF8 Q8N6Y0
Q6PKG0 Q8N6L0
P83916 Q9H2P0
P83916 Q6IQ32
P83916 Q13111
P83916 Q8TBB1
P83916 P10588
P83916 Q5FBB7
P83916 O43463
P83916 Q8ND82
Q8IZJ1 O95631
P29074 P46108
P29074 Q92993
P29074 P53778
P29074 P16333
Q9Y5X3 Q92624
Q8IZ26 Q08AM6
P23025 Q9GZM8
P23025 P14373
P23025 Q9HCS7
O76015 Q96IX9
O76015 Q0VDD7
O76015 Q86YD7
O76015 P56524
O76015 O14964
O76015 Q9P0W2
O76015 P49639
O76015 Q2WGJ6
O76015 P35908
O76015 P19013
O76015 P13647
O76015 P02538
O76015 P04259
O76015 P48668
O76015 Q3SY84
O76015 Q5XKE5
O76015 P05787
O76015 Q14533
O76015 P78385
O76015 O15481
O76015 O00459
O76015 P62195
O76015 Q9BWJ2
O76015 P40222
O76015 Q8N3L3
O76015 Q8N6Y0
O76015 Q9BQ24
O76015 P17024
O76015 Q8TAU3
O76015 Q96SQ5
O76014 P49639
O76014 P04264
O76014 P19013
O76014 Q16512
O76011 Q96MM6
O76011 O95678
O76011 Q8WUK0
O76011 Q8N7C3
O76011 Q8N5M4
O76011 Q9P0T4
O76013 P12035
Q15398 Q08379
P04004 Q07021
P04004 Q9HD26
P46109 P00519
P46109 P22681
P46109 Q13191
P46109 Q96PD2
P46109 Q13480
P46109 P05556
P46109 Q92918
P46109 P16234
P46109 P27986
P46109 Q05397
P46109 Q13905
P46108 P00519
P46108 Q9ULH1
P46108 Q96DX5
P46108 P54253
P46108 P56945
P46108 P22681
P46108 Q13191
P46108 P11362
P46108 Q13480
P46108 P10721
P46108 Q92918
P46108 Q9Y4K4
P46108 P45983
P46108 P20774
P46108 P16234
P46108 P27986
P46108 Q92569
P46108 P62937
P46108 P62333
P46108 Q05397
P46108 P29074
P46108 Q13905
P46108 Q8TB24
P46108 P29353
P46108 O60493
P46108 Q70EK8
P09486 Q99972
P42338 P08631
P42338 P27986
P42338 O00459
Q9Y3X0 Q9BSI4
Q8N9S9 Q9BRK4
Q13554 Q2VPB7
Q13554 Q16543
Q13554 Q9UBU8
Q13554 Q93100
Q13554 Q8N0Z6
Q02241 Q9H8V3
Q02241 Q9H0H5
Q8N987 Q16543
Q8N987 Q8TBB1
Q8N987 Q7Z6G3
Q96RF0 Q9BXF6
Q14118 P16333
Q14119 A1L4K1
Q14119 P78424
Q14114 P02649
Q16849 P62937
Q16849 Q92543
P15170 P62495
P15170 Q92900
Q9Y5X1 Q13444
Q9Y5X1 Q6UW56
Q9Y5X1 Q05193
Q9Y5X1 P50570
Q9Y5X1 Q96J02
Q9Y5X1 Q8WV41
O14796 P10275
O14796 Q9BZW8
O14796 Q9UIB8
O14796 Q13480
O14796 P10721
O14796 Q96DU3
O14796 Q9BYV2
Q8NB15 P61371
Q9H871 P50222
Q9NPC3 Q7L775
Q9NPC3 Q14145
Q9NPC3 P19012
Q9NPC3 P54646
P14770 P40197
P14770 P49639
Q9BST9 O60504
P20591 Q8IUQ4
P20591 Q13507
P20591 Q9UBN4
P20591 Q9Y210
Q9ULK2 Q15323
Q9ULK2 O43189
Q15404 P48059
Q96JG6 Q8N1B4
Q96JG6 Q5VIR6
P49760 Q8WUQ7
P49760 P49761
P49760 P42892
P49760 O95198
P49760 Q8TBB1
P49760 O00560
P49760 Q8TAD8
P49760 P78362
P49760 Q8IYB3
P49760 P14373
P49760 Q96MU7
P49760 O14978
P49760 Q53GI3
P49760 Q8TD17
P49760 Q8WTR7
P49760 Q96NG5
P49760 Q96EG3
P49761 P49760
P49761 P17509
P49761 P09629
P49761 P09017
P49761 P29728
P49761 O00560
P49761 P78362
P49761 O43463
P49761 Q9BSI4
P49761 O14978
O95644 P18846
O95644 P15336
O95644 P18847
O95644 P16220
O95644 P31276
O95644 P05412
O95644 O15294
Q9NQB0 P35222
Q9NQB0 Q9UER7
Q9NQB0 Q14526
Q9NQB0 P14923
Q9NQB0 P12956
Q9UJX0 Q08117
Q9UJX0 P20807
Q9UJX0 O43186
Q9UJX0 Q9UKT9
Q9UJX0 Q8TBB1
Q9UJX0 O14770
Q9UJX0 P50222
Q9UJX0 Q04864
O00622 Q9UHD9
O00629 Q6ZMK1
O00629 Q14974
O00629 Q9Y263
O00629 P46063
Q8IZL8 O60341
Q8IZL8 P19838
Q8IZL8 Q9H4L4
Q8IZL8 Q9BV38
O75365 P67936
P84074 P0CG20
Q06587 P35226
Q06587 O95503
Q06587 O95931
Q06587 Q9HC52
Q06587 Q9BSM1
Q06587 P35227
Q06587 Q3KNV8
Q06587 Q86SE9
Q06587 Q9BYE7
Q06587 Q99496
Q06587 P51784
Q06587 Q93009
O95259 Q7L8L6
O95259 O00560
O95251 P10275
O95251 Q99728
O95251 Q9P2H0
O95251 P53350
O95251 P08670
Q9BXR6 Q96BA8
Q01804 Q04864
Q01804 P42224
Q6ZS27 Q13077
Q6ZS27 Q12933
Q9H9F9 Q9H981
Q9H9F9 Q16531
Q9P1W9 O75541
Q01201 P49841
Q01201 P19838
Q01201 Q00653
Q01201 Q04206
P30530 Q14393
P30530 P62993
P10275 P00519
P10275 Q9UBL3
P10275 P51451
P10275 Q8WV28
P10275 P35222
P10275 Q9UER7
P10275 P11308
P10275 P07332
P10275 P09769
P10275 Q02790
P10275 Q14451
P10275 P06396
P10275 P56524
P10275 Q16666
P10275 P17535
P10275 O95251
P10275 P06239
P10275 P07948
P10275 P20794
P10275 P42679
P10275 Q00987
P10275 P27986
P10275 O00459
P10275 Q92569
P10275 Q06124
P10275 P20936
P10275 Q9UBS8
P10275 Q9Y252
P10275 O14796
P10275 Q9NP31
P10275 P29353
P10275 Q6S5L8
P10275 Q5VZ18
P10275 O14544
P10275 P12931
P10275 Q9ULZ2
P10275 P07947
P10276 Q15910
P10276 Q71SY5
P10276 Q16236
P10276 P48552
P10276 P19793
P10276 P28702
P10276 P48443
P10276 Q8WW24
O95983 Q8TAP6
O95983 P17844
O95983 Q8WXI9
O95983 Q08379
O95983 Q13547
O95983 Q05084
O95983 O60341
O95983 O43474
O95983 P19012
O95983 P43356
O95983 Q01860
O95983 Q96D15
O95983 O00560
O95983 P48431
O95983 Q9BYV2
Q14CZ7 P43365
A0AVT1 Q6NT76
Q9BVL2 Q9P2A4
Q9BVL2 Q7Z3B4
Q9BVL2 P37198
Q9BVL2 Q13077
Q8N3R9 O14910
Q9H816 Q15554
Q96AC1 P35222
Q13885 Q96AP0
O15347 P26367
O15347 O00560
O15344 Q9NR20
O15344 Q96IK5
O15344 P50221
O15344 Q16512
Q8IWZ5 Q9H6L4
Q8IWZ5 Q9H257
Q8IWZ5 Q8IYA8
Q8IWZ5 Q8NHQ1
Q8IWZ5 Q5JST6
Q8IWZ5 P08151
Q8IWZ5 Q08379
Q8IWZ5 P49639
Q8IWZ5 Q9UKT9
Q8IWZ5 Q8NA54
Q8IWZ5 Q7L273
Q8IWZ5 Q2WGJ6
Q8IWZ5 P19012
Q8IWZ5 Q6A162
Q8IWZ5 Q969R5
Q8IWZ5 Q17RB8
Q8IWZ5 Q9BRK4
Q8IWZ5 P50222
Q8IWZ5 Q7Z3S9
Q8IWZ5 O15162
Q8IWZ5 O00233
Q8IWZ5 Q9P2K3
Q8IWZ5 Q8NA61
Q8IWZ5 Q9Y2D8
Q8IWZ5 O75716
Q8IWZ5 Q13077
Q8IWZ5 Q12933
Q8IWZ5 P36406
Q8IWZ5 P14373
Q8IWZ5 Q9Y2K1
P78563 O00308
Q92636 P60709
Q92636 Q9NPI6
Q92636 Q8IZD4
Q92615 P63244
Q6UWE0 P54274
Q6UWE0 Q99816
P17844 Q92841
P17844 P03372
P17844 Q01780
P17844 Q13547
P17844 O95983
Q9Y4E8 Q9H257
Q9Y4E8 Q2TAC2
Q9Y4E8 Q9Y6D9
Q9Y4E8 Q96EA4
Q9Y4E8 P19474
Q13127 Q9Y297
Q13127 Q9UKB1
Q96LI6 P54253
Q96LI6 Q2TAL8
Q96LI6 O60248
O43189 Q9ULK2
O43189 Q96CA5
O43189 Q13137
O43189 Q15910
O43189 Q15742
O43189 Q9NR12
O43189 Q12800
O43189 P36406
O43189 Q08AM6
Q96PQ6 Q6A162
Q9UPR3 Q92540
Q562R1 Q8IW35
Q9UH65 O15062
Q53GL0 P62195
Q53GL0 Q9HCE7
Q9H4F8 Q7Z3S9
P54762 Q13322
P54762 P62993
P54762 Q14451
Q00987 P31749
Q00987 P10275
Q00987 Q9Y297
Q00987 P48729
Q00987 P48730
Q00987 P49674
Q00987 Q13616
Q00987 Q9UER7
Q00987 P78352
Q00987 P68104
Q00987 P03372
Q00987 P15311
Q00987 Q9UKB1
Q00987 Q9BVP2
Q00987 Q9NVN8
Q00987 P25098
Q00987 Q8N9B5
Q00987 P05412
Q00987 P17535
Q00987 O15151
Q00987 Q15466
Q00987 P49757
Q00987 P53350
Q00987 P29590
Q00987 Q13362
Q00987 Q9NS23
Q00987 P06400
Q00987 Q6PCD5
Q00987 P23297
Q00987 P29034
Q00987 P26447
Q00987 P06703
Q00987 P04271
Q00987 O15350
Q00987 O75604
Q00987 Q93009
Q99469 Q8N8K9
Q99469 Q9UGN5
Q9NVD7 Q13418
P40763 Q96G01
P40763 P51451
P40763 P51813
P40763 P07384
P40763 P31146
P40763 Q99062
P40763 Q9UER7
P40763 Q15910
P40763 Q8TAE8
P40763 Q9BVP2
P40763 P25791
P40763 O43318
P40763 P45984
P40763 Q8TE76
P40763 P22736
P40763 Q9ULD0
P40763 P06401
P40763 P18031
P40763 Q04206
P40763 P07949
P40763 O00570
P40763 P08047
P40763 P30626
P40763 P42224
P40763 P43405
Q96MG7 Q8WV22
Q96MG7 Q8NG27
P62495 P15170
P62495 Q14145
P16333 Q9H222
P16333 P00519
P16333 Q15109
P16333 O43918
P16333 Q9ULH1
P16333 Q96NS5
P16333 P13671
P16333 Q13191
P16333 P30260
P16333 Q13111
P16333 P98082
P16333 Q14118
P16333 O14490
P16333 Q9P1A6
P16333 O95886
P16333 Q9Y2H0
P16333 Q92988
P16333 Q05193
P16333 Q9H1R2
P16333 Q9H8V3
P16333 P41970
P16333 P42566
P16333 P31994
P16333 P31995
P16333 O15117
P16333 Q13480
P16333 Q9UBS5
P16333 P10912
P16333 P15586
P16333 O60674
P16333 P10721
P16333 Q13094
P16333 Q9BY71
P16333 P27816
P16333 Q92918
P16333 Q9Y4K4
P16333 Q9NQ76
P16333 P43699
P16333 Q13177
P16333 O75167
P16333 P29074
P16333 P15918
P16333 Q13905
P16333 P20936
P16333 Q8TB24
P16333 O60942
P16333 Q96GP6
P16333 Q9NZV5
P16333 O75326
P16333 Q9UMY4
P16333 Q15036
P16333 Q9Y5X2
P16333 P08047
P16333 Q9H5I1
P16333 O43493
P16333 Q9BWF2
P16333 Q9HCM9
P16333 O00294
P62140 P35609
P62140 Q9H175
P62140 P50222
P62140 Q8WUF5
P62140 Q96I34
P62140 Q96T49
P62140 Q15435
P62140 Q9H788
Q96B97 Q9ULH1
Q96B97 P22681
Q96B97 Q13191
Q96B97 P06729
Q96B97 P50570
Q96B97 P78314
Q96B97 Q99962
Q96B97 Q13501
Q96B97 Q9ULZ2
Q96M27 Q15437
Q16671 P08238
Q9BS31 O43463
Q9NQS7 O14965
Q9NQS7 Q96GD4
Q9NQS7 Q9UQB9
Q9NQS7 P45973
Q86UN2 Q7Z3S9
Q9Y678 Q9NTJ5
Q68DV7 Q9ULX6
Q7Z3E5 Q8IUQ4
P40197 P14770
Q96D71 P49757
P23284 O43765
P23284 Q96EQ0
P23284 Q9UMX0
Q7Z4H7 Q68CZ6
Q7Z4H7 O94927
Q7Z4H7 Q8NHV4
P17066 P54274
P49959 P16104
P49959 O60934
P49959 O75943
P49959 Q99708
Q9C019 Q96MY7
Q9C019 Q9UJ41
O76036 P27918
O76036 P08670
Q00613 Q03933
Q00613 P49137
Q00613 Q04759
P78352 O14490
P78352 Q09470
P78352 P22459
P78352 Q00987
Q15375 P29317
O00471 Q99728
O00471 Q5PSV4
O00471 Q68D86
O00471 Q05D60
O00471 Q8TAG9
O00471 Q9Y2D4
O00471 Q96NE9
O00471 P43360
O00471 P00973
O00471 Q13882
O00471 O14787
O00471 Q8N3L3
O15084 O00743
O15084 Q9UPN7
O15084 O75170
O15084 Q5H9R7
Q9UBB9 Q9NYB9
Q9UBB9 Q9P291
Q9UBB9 Q53TS8
Q9UBB9 Q9H257
Q9UBB9 Q9HC52
Q9UBB9 A5D8V7
Q9UBB9 Q96M95
Q9UBB9 Q9H2F9
Q9UBB9 Q71F23
Q9UBB9 Q86XR8
Q9UBB9 Q8IYX8
Q9UBB9 Q8IYR0
Q9UBB9 Q8NI60
Q9UBB9 Q8NE31
Q9UBB9 Q96CN9
Q9UBB9 P16383
Q9UBB9 P14136
Q9UBB9 Q92805
Q9UBB9 Q9P0W2
Q9UBB9 Q9UJC3
Q9UBB9 Q70UQ0
Q9UBB9 Q7Z3B3
Q9UBB9 P35900
Q9UBB9 P02538
Q9UBB9 P04259
Q9UBB9 P48668
Q9UBB9 P05787
Q9UBB9 Q86VQ0
Q9UBB9 O95447
Q9UBB9 P25800
Q9UBB9 P61968
Q9UBB9 Q9H7H0
Q9UBB9 O14777
Q9UBB9 Q9BYU1
Q9UBB9 Q9P2K3
Q9UBB9 P25815
Q9UBB9 Q9H788
Q9UBB9 Q9Y371
Q9UBB9 Q969G3
Q9UBB9 O95295
Q9UBB9 Q7Z614
Q9UBB9 Q9Y2D8
Q9UBB9 O43815
Q9UBB9 Q969Z0
Q9UBB9 Q9Y4C2
Q9UBB9 Q9Y228
Q9UBB9 Q63HK5
Q9UBB9 P40222
Q9UBB9 A5D8V6
Q9UBB9 Q8TAU3
Q9UBB9 O43309
O15083 P10242
P08631 Q13444
P08631 Q9ULH1
P08631 P22681
P08631 Q92556
P08631 O43559
P08631 Q9HD26
P08631 P10721
P08631 Q6A162
P08631 Q7Z3S9
P08631 Q13177
P08631 Q8WUM4
P08631 P42338
P08631 Q92569
P08631 Q05397
Q96FQ6 Q9HCY8
Q4V328 Q8IW40
Q4V328 Q8IYX8
Q4V328 O95995
Q4V328 Q8WYH8
Q4V328 Q8TBB1
Q4V328 O75604
Q9H892 Q9UM19
Q9H892 Q8TD10
Q99856 Q06187
Q99856 Q7Z3S9
Q99856 Q5I0X7
Q9UH73 Q8N5M1
Q9UH73 P78424
O00566 P62136
O75955 P05067
O75955 Q14254
Q9H175 P62136
Q9H175 P62140
Q9H175 P36873
Q08379 O75689
Q08379 Q08117
Q08379 Q9UHB7
Q08379 Q96IX9
Q08379 Q99728
Q08379 P41182
Q08379 Q53TS8
Q08379 Q9HC52
Q08379 Q8IX12
Q08379 Q8NCX0
Q08379 Q96LX7
Q08379 Q9NVE4
Q08379 Q86Y33
Q08379 Q99459
Q08379 Q6P1J9
Q08379 Q07002
Q08379 Q8IVW4
Q08379 Q8IYX8
Q08379 Q9Y6H1
Q08379 P31146
Q08379 Q93034
Q08379 Q9UER7
Q08379 O43602
Q08379 P26196
Q08379 Q05D60
Q08379 Q15398
Q08379 Q08495
Q08379 Q86UW9
Q08379 Q5JVL4
Q08379 Q6UWV6
Q08379 Q8IXS8
Q08379 Q96MY7
Q08379 Q32MH5
Q08379 Q86YD7
Q08379 Q9NVF7
Q08379 P23769
Q08379 Q8WXI9
Q08379 Q96CN9
Q08379 P14136
Q08379 Q9H8Y8
Q08379 O95872
Q08379 P56524
Q08379 P17482
Q08379 Q15735
Q08379 P27987
Q08379 Q63ZY3
Q08379 Q7Z3B3
Q08379 Q92993
Q08379 Q9BVG8
Q08379 P04264
Q08379 P05783
Q08379 P02538
Q08379 P04259
Q08379 P48668
Q08379 Q14847
Q08379 Q13094
Q08379 P17931
Q08379 O14910
Q08379 Q96FE5
Q08379 P25800
Q08379 P25791
Q08379 P61968
Q08379 O95983
Q08379 P33993
Q08379 Q9UBU8
Q08379 Q15014
Q08379 P00540
Q08379 P19878
Q08379 Q9GZM8
Q08379 O76041
Q08379 Q9BYG5
Q08379 Q86TB9
Q08379 O75928
Q08379 O00459
Q08379 P78337
Q08379 Q16512
Q08379 Q15319
Q08379 Q96T49
Q08379 Q13131
Q08379 Q9P2K3
Q08379 P57771
Q08379 Q8IUD6
Q08379 Q9UPU9
Q08379 O95171
Q08379 Q96T21
Q08379 Q9H788
Q08379 Q92529
Q08379 O95391
Q08379 Q969G3
Q08379 Q9UM82
Q08379 O00506
Q08379 Q9P289
Q08379 Q9NU19
Q08379 Q15560
Q08379 Q9Y242
Q08379 P09493
Q08379 Q9BUZ4
Q08379 Q14134
Q08379 Q8IWZ5
Q08379 Q96PN8
Q08379 Q96NG3
Q08379 Q8N5M4
Q08379 P40222
Q08379 Q15386
Q08379 O75604
Q08379 Q5TAP6
Q08379 A5D8V6
Q08379 Q05516
Q08379 B2RXF5
Q08379 Q8IUH5
Q08379 Q6ZN57
Q08379 Q15973
Q08379 Q86VK4
Q08379 Q96IQ9
Q08379 Q8TAU3
Q08379 Q96MN9
Q08379 Q7Z3I7
Q08379 Q9P0T4
Q08379 Q96SQ5
Q08379 Q6NX45
Q9NYF0 P35222
Q9NYF0 O14641
Q9NYF0 P49841
Q09028 O14929
Q09028 Q13547
Q09028 Q13330
Q09028 Q9Y5X4
Q09028 Q16576
Q09028 Q8IX07
Q14134 O15169
Q14134 Q9H257
Q14134 Q8NHQ1
Q14134 O14641
Q14134 Q96CN9
Q14134 Q08379
Q14134 P49841
Q14134 Q9BRK4
Q14134 Q9Y6D9
Q14134 P36406
Q14134 Q15654
Q14137 O00541
Q14137 Q9GZL7
Q9UPM6 Q01974
O43439 P43360
O43439 Q9GZV8
O43439 P17987
Q96JZ2 P10721
P04632 P17655
P04632 P20936
O43463 O95260
O43463 Q9C0K0
O43463 P83916
O43463 Q13185
O43463 P45973
O43463 A5D8V7
O43463 Q8NHQ1
O43463 P49761
O43463 Q5TAQ9
O43463 Q15910
O43463 Q9BX10
O43463 Q13547
O43463 Q92769
O43463 Q96ED9
O43463 P49639
O43463 P09017
O43463 Q8TBB5
O43463 Q9BRK4
O43463 Q9UIS9
O43463 Q13133
O43463 Q6TGC4
O43463 Q5T6S3
O43463 P62191
O43463 Q9NS23
O43463 Q96BD6
O43463 Q8N4C7
O43463 Q9Y2L8
O43463 Q9C0F3
O43463 Q9BS31
O43463 Q9BS34
O60477 Q5BKZ1
Q6P2H3 P54274
P20823 Q9Y463
P20823 Q92786
Q86YR5 Q63ZY3
Q9Y5P4 Q9H568
Q9Y5P4 P78368
P63151 P30153
P63151 P30154
Q5GFL6 Q12933
Q9P0U4 P50222
Q9P0U4 Q15291
Q9P0U4 Q86VP1
O15535 Q9H213
O15535 P78362
O15530 P31749
O15530 Q00005
O15530 Q8IUH5
O15151 P48729
O15151 Q00987
O15151 Q13064
O15151 P06400
O15151 Q9Y4L5
O15151 Q93009
P55771 Q15645
Q13740 P30203
Q13740 P17931
Q9UN74 O43765
Q15475 Q08117
Q15475 Q99502
Q15475 O00167
Q9HC62 Q8N6L0
Q9HC62 Q9Y6K9
Q9BUD6 Q15323
Q9UM82 Q08379
Q9UM82 Q9BRK4
Q9UM82 Q9Y6D9
Q9UM82 P14373
Q96H86 Q9UGI0
Q12965 P50570
P48431 O95983
P48431 P41743
P48431 Q99986
Q5FBB7 P83916
Q5FBB7 P45973
Q5FBB7 P67775
Q5FBB7 Q15172
Q6P3W7 O14640
Q6P3W7 Q13467
Q01826 P35222
P13010 P09629
P13010 P12956
Q9BVJ6 Q8NB12
Q9BVJ7 Q9GZT8
Q5VV41 Q9Y5V3
Q5VV41 Q92734
Q8WYK2 Q8IU81
Q13472 Q9H9A7
Q96RU7 P18848
Q96RU7 P41182
Q9NVN8 Q9BRK4
Q9NVN8 Q00987
Q96AA8 Q8N3C7
Q96AA8 Q5JST6
Q96AA8 Q14241
Q96AA8 O14964
Q96AA8 Q15742
Q96AA8 Q969G3
Q8IYH5 Q92830
Q8IYH5 Q96KQ4
Q8IYU2 Q96CV9
P35711 Q08117
P35711 Q9HC52
P35711 Q9UJX2
P35711 O43186
P35711 Q92993
P35711 Q9BVG8
P35711 P25800
P35711 P25791
P35711 O15266
P35711 Q9P0T4
Q8IVW4 Q8N6L0
Q8IVW4 Q08379
Q8IVW4 Q9BRK4
Q8IVW4 P14373
Q8IVW4 O43829
Q8IVW4 Q96BR9
Q8IVW6 Q9BSI4
Q93034 O95376
Q93034 Q96Q27
Q93034 Q08379
Q93034 P62877
Q93034 Q9UBF6
Q96LI5 Q9NZN8
Q96LI5 O75175
P78545 P41743
O75563 Q9Y2R2
O75564 P35222
Q8TAP4 Q8WUP2
Q8TAP4 Q08379
Q8TAP4 Q13422
Q8TAP4 Q719H9
Q8TAP4 Q9BRK4
Q8TAP4 Q86Y26
Q8TAP4 Q8N6K7
Q8TAP4 Q02446
Q8TAP4 Q8NA61
Q8TAP4 Q86VP1
Q8TAP6 Q9NP86
Q8TAP6 Q53HC0
Q8TAP6 Q92674
Q8TAP6 Q9HCP0
Q8TAP6 Q8IYY4
Q8TAP6 Q86YD7
Q8TAP6 Q9NXN4
Q8TAP6 Q8TBB5
Q8TAP6 O95983
Q8TAP6 Q8IVT2
Q8TAP6 Q8NBF2
Q8TAP6 Q9BYG5
Q8TAP6 Q96JH8
Q8TAP6 Q8TEB7
Q8TAP6 Q9Y467
Q8TAP6 Q9H788
Q8TAP6 P10827
Q8TAP6 Q9NNX1
Q8TAP6 O43167
Q8TAP6 Q96CK0
Q8TAP6 P36508
P78424 Q9UH73
P78424 Q14192
P78424 P34932
P78424 Q2M1V0
P78424 Q14119
P78424 Q9Y2B5
P01100 P05067
P01100 P15336
P01100 P18848
P01100 P17544
P01100 P10909
P01100 P05412
P01100 P17275
P01100 P17535
P01100 Q03112
P01100 O14974
P01100 P42224
P01100 P52736
Q13105 P43358
P61964 O43823
P61964 Q03933
P61964 Q7Z3B3
P61964 Q9H9L4
P61964 Q6ZW49
P61964 Q15291
P61964 Q9Y2D8
P61964 Q13114
P61964 Q9Y4K3
P61964 Q2QGD7
P61962 Q13627
P61962 Q9Y463
P61968 Q08117
P61968 Q13137
P61968 Q68D86
P61968 Q96L14
P61968 Q06547
P61968 Q08379
P61968 Q6ISB3
P61968 Q63ZY3
P61968 Q8N8K9
P61968 P19012
P61968 Q15323
P61968 Q6A162
P61968 Q9Y250
P61968 O76064
P61968 Q9UBB9
P61968 Q8N1B4
P61968 O43298
P61968 Q8NF99
P52747 P25800
Q17R98 Q8WXI9
Q17R98 Q92769
Q17R98 O94776
Q17R98 Q16576
Q9Y4K3 P25942
Q9Y4K3 P14778
Q9Y4K3 P51617
Q9Y4K3 Q9UDY8
Q9Y4K3 Q99558
Q9Y4K3 O43318
Q9Y4K3 P50222
Q9Y4K3 Q9H8W4
Q9Y4K3 Q9UNA4
Q9Y4K3 Q13501
Q9Y4K3 Q9NYJ8
Q9Y4K3 Q86VP1
Q9Y4K3 Q13077
Q9Y4K3 Q12933
Q9Y4K3 O43734
Q9Y4K3 O00463
Q9Y4K3 O75385
Q9Y4K3 O75604
Q9Y4K3 Q8N1B4
Q9Y4K3 P61964
Q9Y4K3 P98170
Q9Y4K3 P07947
Q9Y4K3 Q8TD23
Q9Y4K3 Q9UGI0
Q9H4D5 P12757
Q86WC6 P62136
Q8TD08 P24941
Q0JRZ9 P42566
Q6P597 Q9P2A4
Q6P597 A1A5D9
Q6P597 Q8IYA8
Q6P597 Q86UW9
Q6P597 P19012
Q6P597 O14777
Q6P597 O75360
Q6P597 P47897
Q6P597 Q8NA61
Q6P597 O75558
Q6P597 Q8N1B4
Q6P597 Q9BTA9
Q6P597 Q8TAU3
Q6P597 Q7Z3I7
Q12899 Q08117
Q12899 P43360
Q9BYV2 Q8NFM4
Q9BYV2 P53365
Q9BYV2 Q9BXJ5
Q9BYV2 Q53TS8
Q9BYV2 Q9H257
Q9BYV2 Q68D86
Q9BYV2 Q9NVE4
Q9BYV2 Q07002
Q9BYV2 Q9Y6H1
Q9BYV2 Q2TBE0
Q9BYV2 Q05D60
Q9BYV2 Q86UW9
Q9BYV2 Q92556
Q9BYV2 Q14241
Q9BYV2 Q7L775
Q9BYV2 Q86UP8
Q9BYV2 Q15735
Q9BYV2 Q8NA54
Q9BYV2 Q9BVG8
Q9BYV2 Q2WGJ6
Q9BYV2 P52292
Q9BYV2 P19013
Q9BYV2 P02538
Q9BYV2 P04259
Q9BYV2 P48668
Q9BYV2 O95678
Q9BYV2 P25791
Q9BYV2 Q8TBB1
Q9BYV2 O95983
Q9BYV2 P33993
Q9BYV2 Q96IV0
Q9BYV2 Q92882
Q9BYV2 Q9UJ41
Q9BYV2 P54725
Q9BYV2 Q9P2K3
Q9BYV2 O00560
Q9BYV2 O14796
Q9BYV2 Q969G3
Q9BYV2 Q9Y2D8
Q9BYV2 Q9NU19
Q9BYV2 Q15560
Q9BYV2 Q63HK5
Q9BYV2 Q8N6Y0
Q9BYV2 Q96EX3
Q9BYV2 Q05516
Q9BYV2 Q8TAU3
Q9BYV2 Q7Z3I7
Q9BYV2 Q96SQ5
P33151 P35222
P33151 Q9NPB6
Q9UHJ3 Q8IXK0
Q8IXS8 Q08379
Q8IXS8 P14373
Q9Y6G9 Q04864
Q9NYY3 Q86Y33
P19525 P06493
P19525 Q96C10
P19525 Q8IY81
P19525 Q9HCE1
P19525 Q96P20
P19525 Q9NUL3
P19525 Q9UL40
Q99584 Q9H8W4
Q16659 Q8IW41
Q96NE9 Q9H2G9
