O00590 Q99616
O75604 Q15834
P55212 P49768
P15036 P12931
P08253 P39060
P29350 O43707
Q16539 Q8NHW3
Q96BI3 P49768
P62258 P35568
O43255 Q9GZU2
Q92989 Q9UKF6
Q6PJT7 Q9UPT5
Q16891 Q9H9J2
O14776 Q15365
Q9HAU4 Q13017
Q9NS28 P63096
Q13469 Q9BZS1
Q14686 P10912
O95750 P22455
P43629 O43914
Q6PI77 Q16537
Q99717 P31271
O15105 Q16539
Q14511 Q8N5H7
Q92990 P08581
P67775 P78318
P05549 P35222
Q5JTD0 Q12959
Q9UBS0 P62753
O95257 P37231
Q9H078 Q9UNY4
O43739 Q9P1Z2
Q16585 Q16586
Q9Y3C5 Q96BQ5
Q15796 P98082
P10244 O75376
P62834 P04049
P17936 Q03135
Q03001 P13647
Q09472 Q12772
P01215 P21246
Q13547 Q08999
P36575 Q14749
Q15700 Q12959
Q9Y616 Q99836
Q99708 Q13363
P51948 P03372
P78357 P61586
Q96IF1 P62993
Q9Y4K3 P51617
P07996 P08246
Q92994 Q08999
O96011 P40855
Q9Y3C5 Q03468
P53778 P10636
Q96KQ7 Q9BT49
P55211 Q9NR28
Q13547 Q9Y618
Q00653 O14920
P07948 P46109
O43924 P63096
Q9UKT8 P63208
Q969G3 Q01201
O95631 P43146
Q96CV9 Q13045
Q9UKE5 P10114
P12004 P24522
O15105 P36896
P06493 P47736
Q13867 P05067
Q01362 P31749
Q9UPT5 Q9H8T0
Q12796 P10275
P68400 P17677
P78527 P05412
O60674 Q04912
Q9BZR6 P08138
P27797 P04114
O95477 P50479
O60573 Q9NRA8
P63104 P04049
P63167 P63261
Q13432 Q12988
Q15797 Q13485
Q12933 O94993
Q92743 P02461
Q15256 P27361
P01100 O75030
P34741 Q03167
P78347 P25490
O15085 Q03113
Q9Y490 P68133
P34925 P04628
Q16270 P08476
Q92831 Q13772
P10276 O15164
P02751 P08123
Q92831 P10914
Q969L4 P62310
O95747 P36897
P23219 Q02818
P19235 Q04912
O00712 Q14938
Q9NP71 Q9GZT8
Q06547 P51610
Q9BQ66 Q8IYF1
P49366 Q9GZT8
P30273 Q99706
Q71U36 O14544
Q14203 Q15691
Q9H427 P62258
Q15139 Q96A00
Q07889 P08631
Q13873 P18075
O14745 P41145
P07996 P27797
Q6PIZ9 P27986
Q08495 Q86YD1
Q92834 Q9Y496
P23142 P14543
O95248 Q13614
P02776 P34741
Q9UJX6 Q8NHZ8
P63167 P04629
O94813 P35052
Q96CW5 O95613
Q5VWX1 Q96MU7
Q15796 O95071
P42229 P00533
Q9UNE7 Q8WXU2
P10515 O00330
P22607 P40763
Q969H4 Q13043
P43694 P27361
Q9UDY2 Q96B97
P21583 P19235
P61981 Q96A72
P42224 P05412
O15530 Q16513
Q96JA3 P84077
P13385 P46379
P48551 P29597
Q13158 Q99836
P25391 P0DJI8
Q9GZT8 Q15555
Q9UBP5 Q14469
O60684 P55060
Q8IYI6 P35900
P07585 P02452
Q92688 O14980
Q96CW1 P20273
Q8N9N5 Q14201
Q9UBF2 P48444
Q02241 P61204
Q969H0 Q13616
P17181 P01562
Q13485 Q12931
P31749 P42858
O00743 O00221
Q9NZ08 P19438
Q5FBB7 P05386
Q9Y580 Q15834
Q9Y4H2 O14512
O75376 P04150
Q99638 O60921
Q96SB4 P02686
Q8IZH2 Q9Y4Z0
P28482 P19235
P08865 P63220
P15498 P68366
Q8IZP0 P02549
P05386 O95563
P78545 Q09472
Q15233 P00918
Q9UQM7 O14713
O60285 P55212
Q13485 Q9NP66
P63279 Q12772
P42224 P10914
P11362 O00459
P05412 P11387
Q9NR12 Q05513
P12931 P19793
P52333 P23458
P26368 Q7Z7J5
Q96CJ1 P23193
P32969 Q8TB05
P16389 Q14247
Q10472 P15941
P17509 O15162
Q14181 Q8IW50
Q99598 Q08378
P07384 Q9UBI6
Q01844 Q9Y2I6
Q8N4C8 P63104
O95777 P62314
P17252 P27987
O95837 P32246
O15372 Q9P2A4
P26951 P08700
P54762 P49023
Q9NYB9 P35900
P21980 P60709
Q92934 P63104
Q16637 Q7L5N1
Q13467 O75581
P68366 P06241
Q9HC62 P63165
O00458 Q92963
P42684 O15304
O75056 P20908
Q9H6T3 P36897
P11831 P29590
Q8WYP3 P20339
P52907 P04271
O95251 P49736
Q6EEV6 O43291
O00585 Q9NPB9
P62491 Q8TBN0
P61769 P46379
Q13113 Q9BVJ6
Q8WUM0 P49454
P36507 P15056
Q15700 Q14524
Q8WXD9 O14936
O94806 P52292
O60262 O14775
P11309 P38936
Q13573 Q15466
Q08211 P57678
O75943 P33993
P36957 Q05516
P51114 Q9P2H0
P52799 P49796
Q92831 Q06330
Q9H211 P0CG47
P51959 P67775
P50148 Q06187
Q92574 Q04917
P61981 Q8WWK9
Q14031 P98095
Q99459 P33991
Q07817 Q99638
Q76FK4 Q7L523
O00291 P55211
Q9Y5Y6 O43278
P12956 Q9BTW9
Q93063 Q16394
P46937 P27348
Q9UBW8 Q6P1K2
P04083 P21462
O14543 P35568
P00734 Q16613
O14980 P46527
P49914 Q9Y3Q8
P03372 Q8IWR1
Q14134 P36406
P15391 P62993
Q13136 P23468
P10767 P22607
Q11130 Q9BXR5
Q09028 Q9UK53
P13727 Q13219
P09958 P04275
P29120 Q9UHG2
P25100 Q13424
P17252 O96004
P62258 Q16635
Q00537 P61981
P05154 P04070
Q969Q1 Q8WZ42
Q9NPB3 Q13555
Q9UNI1 P01011
Q13131 Q13002
Q12933 Q13489
Q9NYG5 Q9UJX6
Q15797 O60381
O14836 O75888
Q86SG2 Q86TC9
Q9Y6K9 O15111
P35221 P12830
Q07954 P01009
Q7LBR1 P53597
Q9NY12 Q16637
Q8TAA5 P34932
Q9Y6C5 Q15465
P42229 Q02763
Q03111 P51825
O95425 P10275
Q9UNW1 P11831
O75553 P46109
P10721 Q13191
P84022 Q9H0E3
Q9BTK6 Q6ZW49
Q92585 Q04721
Q14512 Q9NRR5
Q12933 Q9UKG1
Q96B26 Q9NPD3
P01222 P16473
P42566 O94973
P43364 Q96LM6
Q9Y618 P55055
P46937 O15105
Q96BD5 O60341
P36508 Q09472
Q86VP1 Q9Y4K3
P04085 P01023
O94762 O43312
P21673 Q5RL73
P20226 P21675
P54764 P22607
Q495Z4 P04278
P25440 Q14209
Q9BRQ0 O00512
O14757 O15151
P35241 P15311
P14780 P10915
Q8TDB6 P62837
Q99726 O14617
P22455 P31371
Q99497 Q9UER7
Q9UH77 P41143
P42574 Q16236
P22314 O75069
P46109 P10721
Q14160 Q15654
Q92793 P48436
Q13287 Q9XRX5
Q9Y3B4 O75533
O15155 Q13190
O75084 Q9NRR5
P60880 P63027
P78543 P17252
Q9HAT0 O75969
P68400 P24534
Q9BQG1 O60506
Q9UNE2 Q15942
P26951 P04141
P62937 O95084
P51884 P08123
P09874 P49916
Q15047 Q9H9J2
P09086 P04150
Q8WVB6 P12004
P35240 Q15633
P45983 P17535
P06702 P05109
P04155 Q86XP6
P43405 Q92918
P14672 Q8WVX9
Q03164 Q99496
P83916 O43463
Q04206 Q14653
Q9UI36 Q13485
Q15843 P15374
Q8WZ42 P16157
P24863 Q00526
P49841 O15294
Q5XLA6 P29466
P14678 Q9UKR5
P30154 Q16537
Q9NZH6 P84022
P37198 O60941
P04637 O43261
P04049 O43597
P54764 P21802
Q9Y3C5 Q13191
Q9Y3C5 Q8WUM4
Q92793 Q15642
Q13501 P42261
Q99700 Q13772
Q08345 O95295
P78345 O75817
Q12962 P21675
Q8N3U4 Q8WVM7
Q8TE69 P02795
P57073 Q13516
O95477 Q8WWI1
Q15642 P18545
P49023 P46108
P32780 P49736
P42574 Q9UKV3
Q96GD3 Q9NRR5
O94972 Q96M61
Q92990 P62942
P07996 P02461
Q16623 O60706
P30153 Q03933
P19388 P53803
Q15796 Q96FJ0
Q15700 P33402
Q9GZN2 P84022
O75807 Q03164
P28360 P04637
O95166 P18507
Q96KG7 Q15020
P29372 P10828
Q9UBK2 Q15648
Q9Y4J8 Q13424
Q86X95 Q9Y618
P42574 Q9Y6E0
P20339 P20936
Q8IW41 P45984
O60907 P35222
P28482 P15976
O15379 P40763
P27361 P08047
P63244 Q02156
P29992 P08172
P43405 Q14247
Q5T124 P52198
Q99689 Q14919
P00747 P08254
P43489 Q07011
O00291 P09497
P36897 P16070
P50395 P20338
P31946 P68400
P34947 P08100
P03372 Q92905
Q9Y6D9 Q9Y2I6
Q96GM5 P05412
P32242 Q9BQ66
Q99689 Q9H2M9
Q8N6Q3 Q9Y2W7
Q9UJ70 Q5M9N0
Q9Y4H4 P63096
P59046 Q9ULZ3
Q15645 Q8WXK3
P51959 P04637
P60510 P78318
Q8N436 O15198
Q9UKV0 P63165
O00238 P57735
O60568 Q15834
Q92793 P09629
P30990 P16870
Q5RKV6 Q13347
P10911 P61586
P06748 P05549
Q9P021 Q8NI35
O14939 P84077
Q8N5D0 Q9ULK4
P50750 O75909
Q96A00 P49674
P24522 Q13561
P31947 P04150
P43358 P04439
P56945 P27986
Q86Z02 P52952
Q06330 O75376
P68104 Q9BX70
P15408 P17275
P48729 P26583
P46531 P98170
P42574 Q12772
P03956 P35613
Q8WXF8 O75618
Q13087 P04406
O75928 P10275
P51532 P04150
Q9HBH9 P28482
P25024 P19875
Q9BQG0 P10242
Q96MN2 O15111
P55060 P14866
P78423 P49238
Q92574 P31946
P25101 P14138
Q92817 P13645
P63218 O14775
O60716 P29350
Q9UMF0 P49810
Q13002 P35222
O15123 Q15389
P20073 O75340
O14745 P35222
Q9UBU8 P06400
O60496 P00533
P19012 Q9Y2J4
Q9H211 P06493
Q86SG3 P63167
P06858 P27797
P46108 Q8WU20
Q99704 P16333
O43427 P68400
P43405 P62993
O60296 O15294
Q9Y261 Q04724
P17252 O43526
P13798 P04278
P35900 Q53FD0
P0DP25 P35611
Q9UQB8 Q9NZQ3
P54252 P51665
Q9HAU4 Q15018
Q9NR12 Q9H0I2
Q9NXE8 Q15834
P10398 Q02750
Q04771 P10828
Q13356 P35613
P63279 Q92754
P12931 P22681
Q01094 Q00526
P11831 P15923
P35568 P07332
Q9UBU9 Q9NRR5
O75899 Q9Y2D1
Q6EEV6 P49915
Q01844 Q8N684
Q92673 P30533
Q8IYB3 P35637
P28482 Q13285
Q15139 P45983
P21246 Q9H8G2
Q16653 P04156
P27986 O60674
P78324 Q9NPH3
Q14344 Q13304
Q15560 Q5QP82
Q99683 Q9Y4K3
Q7Z6Z7 P22362
Q9UM11 P14635
P11831 P54821
Q9Y4H2 O14983
P54253 Q70EL1
P01135 P00533
P07384 Q14494
P67870 P55010
O94983 P52952
P19012 Q7L590
Q99700 Q8NHU6
Q9BY84 Q15759
O15085 P61586
Q9Y4Z0 Q16637
Q00403 P05412
O95407 P48023
O60687 Q03405
P51948 P04637
O60336 P45983
P15882 P61247
P52564 Q9Y4K3
P42773 Q5T3J3
O14924 P01112
P35462 P16333
P32456 Q9Y2M5
O00267 O43719
Q16665 P27361
O75909 P24941
Q12983 O60238
Q8N4C8 P62736
Q96G27 P46934
Q15173 P67775
Q13813 Q01082
P04637 P04792
P43378 O43752
Q12962 Q15545
Q9NPD3 Q9UHL9
Q15363 P84077
P08311 Q14242
Q04771 Q9H093
Q14994 P19793
O43432 P60842
P49703 P14314
P48539 P0DP25
Q9Y383 Q8N5F7
P09960 Q0P6H9
P54253 Q6UWE0
P62879 P04049
P19525 O43318
Q96BR1 Q96J02
P32456 P49903
Q92793 P84243
P12931 O14920
P61225 Q59EK9
P0DPH8 P27348
Q96DU3 O60880
P29317 P62993
O43414 P04156
Q8TD19 P02686
P02766 Q08345
Q14469 Q02535
Q9P2A4 Q9BVK8
P58753 P20963
Q92793 P42858
P30281 O95967
O00206 Q9NPH5
Q9UKL3 P23497
P14652 Q92793
Q9BQA1 P14678
P11362 Q13239
Q9UBW8 Q16236
Q92529 P07949
P57087 Q07157
P04004 P24593
P61981 P68366
P19237 P68133
Q9BVM2 Q9Y230
Q86X76 O95405
Q9Y4K3 O14733
Q9UIV8 P07858
O43752 O00161
Q12933 Q15311
P30307 Q04917
Q14511 P07948
P48736 P29322
O00238 O15105
Q14191 P39748
P54725 P55036
P53814 P68133
Q93009 Q13114
P01112 P21359
Q13115 P27361
P84243 P51532
P10276 Q13887
Q9UBS3 Q16658
P31749 Q15119
O60925 Q9Y2X7
Q13432 P49903
P06730 P29590
P12757 Q8IZ52
O75369 P49810
P12956 P05386
P02766 Q15047
O15164 Q13263
O75791 O43561
P61981 P78527
Q9UGL1 P06400
Q5JTV8 P20700
P24864 P30304
P41208 Q01831
Q03181 O75376
Q92608 P20963
P53779 Q93045
P29084 P19447
P98164 Q9Y490
P46783 P54257
Q16570 P42830
Q02750 Q9NVD7
P10321 P43626
P50570 P23284
P07737 Q04724
P55058 P02652
Q96RT1 P16144
O60674 P42224
P36957 Q9UKY1
Q05066 P84022
P05023 P58549
Q9NPQ8 Q14344
P10244 P49427
P35869 Q13620
P56537 Q8TEY7
Q99418 Q8WWN9
P68104 P50453
Q13523 Q9H1D9
Q9UNK0 P53621
P04839 P46940
Q99558 P00533
Q9NYN1 P84022
P21246 Q9Y657
P09564 P09382
P38432 O60229
Q13330 Q09028
P22607 Q6PGQ7
Q9H237 P56706
Q13885 P04075
Q9NP71 Q9UH92
Q12933 Q9NVZ3
Q9UJY5 Q9UMZ2
P13010 P24928
Q8TAX0 P37173
Q9BYG4 P60953
P17480 P20226
Q53FA7 P26641
P02745 P02743
O75936 Q12988
O14893 P62314
Q9Y2D1 P53567
P35998 Q9Y4K3
Q13387 P98164
Q1MX18 Q8TEW0
P62736 Q09472
O43318 Q8NFM7
Q9NSA3 P35222
P05771 P06730
P01344 P08833
Q05655 P68104
Q96QF0 P20336
Q92831 P15172
Q93009 Q8IYM9
O00253 Q9UBU3
Q99972 P15814
Q16539 P21333
P25098 P01133
O43665 P63096
O75688 P24941
P23769 P05412
Q8IUX4 Q9HC16
Q13137 Q9UER7
O00238 Q8N653
P61587 Q13464
P60228 O43292
P02774 Q5T3J3
P61981 P17252
P63167 P08237
Q13315 Q13367
P42224 Q09472
O43684 P09874
P83916 Q5T3J3
Q9NSC5 Q14643
Q9BQD3 Q9H8S9
P61160 O15511
Q15047 P49888
Q8WWW8 O75791
P51532 P06400
Q9NYQ7 O43147
A0A5B6 P20963
P26367 Q9BYB0
Q13287 P42229
Q13309 Q01094
Q9UBU9 Q9H1B4
P31948 P04156
Q9NWT6 P40337
Q9ULZ2 P42680
P47736 P55196
Q14469 P41134
O60216 Q8WVM7
P46777 P12081
Q96A23 P12757
Q15848 P55290
P40238 Q06124
P12931 P04439
Q9NXU5 Q9BWH2
P31749 P04049
Q9NX45 Q8IYF1
Q86YS3 Q7L804
P14784 P43405
P37173 P16070
O95373 P62826
Q9HCU5 Q15797
P01042 P05067
Q71U36 P43405
O75925 P10275
Q99547 Q9NY61
P12757 Q9Y618
Q13438 Q15796
Q96KG7 P56524
Q16520 P17275
Q13555 P48058
P61981 Q8TEW0
P61981 P33992
Q9NWQ8 O14745
P31946 P05129
P31431 P13501
P14625 Q15399
O75553 P51693
Q13547 Q92466
Q9NPB6 Q9BYG5
O60383 Q9Y6M9
Q96IZ0 O43293
Q9UK17 Q9NS61
Q9H211 Q13415
Q13546 Q8IUC6
Q9Y337 Q02413
P04792 P07315
Q9HD26 P51790
Q99640 P10415
P03372 P0DP25
O15457 P40692
P19022 Q9UQB3
O60732 P78358
Q96J02 Q9UBN4
Q15843 P35869
Q9Y2L1 Q13105
Q13009 Q02156
P48147 P30990
P52292 P04150
Q15036 P16109
Q09472 P15172
P17252 P02545
O00300 P07996
Q8IZP0 P16333
P43403 Q9UQC2
P17301 P03956
Q8TEW0 P60953
P06239 P20963
Q01130 Q9NRR5
Q9H0M0 Q16630
Q9Y6D9 P61244
Q13952 P23511
Q6EEV6 P11021
P48729 P20309
P09429 P39880
P63104 Q01113
Q9UHX1 Q96AE4
P63165 Q15788
Q01082 Q6NUQ1
O14964 Q92783
Q9Y4K3 Q9NQC7
Q96PK6 P13010
Q16623 P23763
Q6UB99 Q15596
O43597 O15162
P84022 P51587
Q13442 P04085
O15143 P42768
P48995 Q86YM7
O75818 Q99575
Q6EMK4 P61812
Q8NFP9 Q9NRL3
P50995 O15162
P14780 P08572
O95999 Q9Y6K9
Q05655 P15941
P78527 P09874
O00311 Q9Y5N6
O60262 Q9NPH0
P31146 P07996
Q96SB3 P14416
Q99612 P08047
P51946 Q13330
P32121 Q9ULV1
P01112 P09382
O75886 Q15038
Q8N3Y1 P63208
P67870 P04637
Q15035 Q00403
Q6P2C8 Q96HR3
Q14563 O14786
P10415 P27361
P04216 P05106
Q12959 Q13002
P54278 P40692
P05129 Q9UQ80
Q12866 P62993
P84243 P54198
P46777 P67870
Q12800 P38432
Q8IW41 P31152
Q9H422 Q8TAD8
Q6W2J9 Q96FN4
P01308 P06213
P24941 Q99626
P63104 P35568
P67809 Q13242
Q6ZVK8 Q14687
Q14703 P27824
P31749 P51617
P04839 P63261
O15379 Q8NB12
O60832 O95372
O14964 Q15038
P62913 P29590
O43294 Q14161
O14757 Q06609
P12956 P06401
P62140 O95405
Q05586 Q00839
Q92781 P47804
Q16637 P14678
Q8TDW5 P20336
P14598 O43451
Q99942 P49023
P43405 P27361
Q01726 P32245
P08670 O95990
Q9NZQ3 P42768
Q53FA7 Q8IWV7
Q16526 Q9BQ66
P12931 P35222
Q15843 Q13564
Q13352 P20248
O95257 Q07869
Q9HB90 Q5VZM2
P24592 Q9NRR5
P19838 P25963
P19484 O75030
O94973 Q05193
P19174 Q99704
Q9BSW2 Q14134
P35372 P63096
O60494 P02787
O75688 P26038
P62312 Q9Y333
P06213 P42229
P22607 P14866
Q16270 P05019
Q9UNE7 O15354
Q9UBB9 Q9NNX1
P31431 O14936
P35227 Q99496
Q06787 P67809
Q8WWW0 P10114
Q16637 P62306
P49842 P78395
O95833 Q05193
O60551 P10415
Q8TEW0 Q8IVF5
Q9UGN5 O43684
Q6SA08 P16220
P08253 P07585
Q13315 P16104
P54764 P11362
Q9UJY4 P20645
Q9H237 P56704
O43570 P39880
Q96B26 Q9NQT4
O95983 Q09028
Q06413 Q09472
P35579 O00255
P16220 Q9UKR5
Q08211 P14678
Q09472 P05204
P68400 P05412
Q9NZ52 P62979
Q01844 Q8N4F4
P05111 P19883
P29350 O60674
P40763 P16234
Q8NHZ8 P30260
P42224 P12931
P04406 Q9NXU5
O14733 Q12852
Q71SY5 O75586
P46934 Q13322
P20290 P30876
P09884 P09874
Q96JB2 Q8WTW3
P41220 Q9Y2I6
Q9Y618 P11831
Q8IW41 P02686
Q8N9I9 Q86UW9
P25685 Q00613
P31946 Q96JH8
O00213 Q8N8S7
P68366 Q86U06
P20618 P49720
Q9NRR5 Q8WV48
Q969F0 Q8N6Y0
P28482 P46940
Q96T60 P18887
P49888 Q5T3J3
P50395 P20339
O60716 P28827
P51531 P03372
P51679 P10147
P51116 Q8N5I3
Q07065 Q9H1I8
P84022 P08670
Q06187 O00220
P49736 P62701
P08670 O00151
Q96LC9 Q92843
Q16186 P04843
P08648 P02751
Q9UKY1 Q9NQZ2
P19388 Q92804
P40692 O94941
Q92793 Q99961
Q05209 O43586
A6NMB1 Q06124
O43426 Q00535
O77932 Q01780
Q8IUM7 Q9HBZ2
Q99459 P25205
Q9NNX6 Q9H2X3
O95990 Q9Y2I6
Q9H422 Q9UGP4
Q9Y692 Q15797
Q14185 Q92556
O60664 P51151
P12931 O15530
Q6UWB1 P45983
Q16539 P29590
P10244 Q92793
P42574 P47712
P26447 P46379
Q9NVJ2 Q13885
P08651 P22670
Q9P296 P0C0L4
O75962 P21333
Q13642 Q00872
Q8IYF3 Q7Z6G3
Q9UKE5 P16333
Q15643 P27540
Q92597 P11021
P50613 Q14847
Q9P289 P04049
P35080 O43765
Q9UHV7 Q93074
Q12846 P54920
P01562 P20023
P21246 P67775
Q8ND90 P41743
Q09472 P38398
Q5JS13 P11233
Q9Y5K6 O43586
Q15047 P11308
P04406 Q16363
Q14344 P12830
P49796 P27348
Q86UL8 P84022
Q9BT92 Q15834
O75828 O95376
Q86SQ0 Q14315
Q9NPC2 P63104
P06493 O15392
Q5QJE6 P19793
O60641 P63010
P29350 Q0P6H9
P31946 P30305
P17936 P16070
Q06187 Q04759
Q12929 Q9UKN7
Q5SW96 P05549
O00429 Q9NTG7
O15105 P36897
Q15785 Q13131
Q9Y371 O00499
Q99583 P09429
Q9Y618 Q07869
Q12860 P04156
Q96Q89 Q13526
Q9UKR5 Q9BX70
Q96NY8 Q15223
Q13136 Q13332
P31749 P46527
P30419 Q9Y689
Q05655 P31946
Q6STE5 P37231
Q96L73 P10827
Q06124 P16581
P10588 P24468
P10828 P28702
Q15388 Q6P1J9
Q05655 P40763
O95886 O14490
P12956 A1L0T0
P22087 Q16637
P35222 O00570
P62714 O15344
P62826 Q15796
P54259 Q9HC77
P02654 P02652
Q9NPC2 P27348
Q96J77 P55327
P07093 P02462
Q15054 P12004
Q06418 P27986
P11233 P0DP25
Q8NBP7 P01130
P63279 P55854
Q9H0K1 P35568
P01112 P15498
Q13451 Q14164
O00192 P12830
P48509 P05556
Q15047 O95361
O94805 Q13363
P40925 Q13368
O43464 Q16539
Q14469 P47928
Q9UBL3 P36897
Q66GS9 O15198
P58753 Q8IUC6
P56537 Q9Y2X7
Q96F07 Q92558
Q9Y223 Q5UIP0
O00233 P15923
Q99735 Q9H0R4
P14923 Q02487
Q16832 P02452
P43034 P30622
P28223 Q16288
Q92934 P51812
P51948 P29084
Q15645 Q9H0W9
P37198 Q03933
Q9UNF0 Q9BY11
P54750 P0DP25
P34896 O43261
Q9NQP4 P60709
P30154 P32119
Q99720 Q14573
Q12888 P62805
Q9NZ52 Q99816
P54762 P16333
O75462 P26992
P55345 P06401
Q15797 Q96NW4
Q05516 O75376
Q13177 Q5TCZ1
P51693 P62328
Q15831 P54646
Q6P597 Q04917
Q9UDY8 Q13501
O60832 P26641
P20226 P09429
P23510 P43489
Q9NQW7 Q6NUQ1
O43897 Q9H2X0
Q14511 P15923
P50570 P49418
P43268 P11831
P18545 P62993
P53350 P28074
Q9NRW4 P45983
P46108 O43683
P34896 P67870
P05386 Q9NPI1
Q8WYH8 Q99728
P09210 P08263
Q99733 P62805
O14777 P35998
O95967 Q9BUY5
Q12933 O95990
O15350 P04637
Q15768 P54764
P07585 P53420
P08670 Q9NRH1
Q13232 Q9NRR5
P78527 P23025
P46379 Q9NRR5
O94763 Q9ULZ2
O15399 Q05193
Q6X4U4 P12643
O15116 P28074
P42224 Q00978
Q9UQM7 Q15796
Q03113 P16473
P56693 Q13516
Q02156 Q8NER1
Q9Y566 O60241
P05090 P02652
Q15542 Q15545
P07339 P02818
Q9Y698 Q92796
P05155 P00747
Q9H410 P45973
P21579 P04150
Q13133 P12814
O15287 P51587
Q9Y3Y4 P35222
O60749 P16234
P0CG47 O94782
Q92597 P12830
Q15628 Q13114
P43405 P40763
Q9NQT4 Q9UQ80
Q9UQ84 P54278
P68104 O00303
P23588 P06730
O75629 P20226
P00451 P04275
Q9NPE6 Q14990
Q86SG3 Q96EP5
Q96KB5 P04637
Q96CS4 Q13263
P35372 P30679
Q9NRD5 Q14CW9
Q9ULV1 Q15700
P60510 Q04206
Q2M1K9 P09874
P01344 P24592
Q00994 Q9Y4K3
Q9Y618 P01100
Q09472 P25490
P19419 Q02363
O43752 Q9H270
Q13009 P98172
P17612 P35611
Q5JY77 O95295
Q9UBS8 P03372
Q05586 Q00610
P67775 Q16589
O43747 P78559
Q15399 Q9BXR5
Q92830 P12956
Q05513 P31749
P68400 P10242
P45983 P05787
O14817 O75508
Q16891 Q9BXP5
Q9Y5K6 P07947
Q99952 Q13480
P19012 Q9P2A4
P15509 P27986
P43080 Q02846
Q96FJ0 O15105
P15498 P15391
Q13368 P15880
P43364 Q92530
Q13444 O60504
Q15181 Q15047
Q9NPD3 Q13868
P04637 P42858
P10276 Q9NPJ4
P29350 P12931
Q8IZL8 O15198
Q07021 P17252
P19784 P17096
P10828 P61201
O43290 Q9BZL1
P00748 Q9NPY3
Q9UKR5 Q9H1D9
O43597 P62993
Q9BWU0 P02730
P23276 Q01844
Q9UNS2 Q9Y6K9
Q13309 P06400
P83916 P68431
Q16667 P49715
Q92499 P33240
P13984 P27540
P01111 Q9P212
Q96ST3 P42858
P55212 O60437
Q9UQM7 P05783
Q9Y328 Q5UIP0
O00238 Q9UF11
Q06124 P42702
Q99719 Q12846
O75888 Q02223
O75506 Q00613
P36507 P10398
P09486 P02458
Q8N488 Q13158
Q8TB52 Q9HCE7
Q99558 Q9Y4K3
Q9NZJ7 P49768
Q15080 P19878
P60880 P51809
Q09472 Q13469
P19012 Q96ES7
P06493 O43683
Q96HE7 Q9BS26
Q04917 O60565
Q13753 Q02388
P42224 P19438
P56524 Q9H9E1
P62879 O60262
P68366 P56945
O75582 Q7L7L0
O75915 P43005
Q6VY07 P05412
P28482 P42702
Q16539 P84022
P15056 P62834
Q13191 O43597
Q13547 P12004
P10275 Q16666
Q02952 P17252
O15399 P51812
Q12929 P05556
Q9BT49 Q96LR2
O75582 P15336
Q13368 Q6PK04
Q5TC12 P06576
O60383 P50453
P50616 Q15797
Q12789 Q9BTY7
Q9NR82 P0DP25
P07711 P53634
P08758 P37268
P61163 Q01082
O60268 Q8IX03
P10071 P12755
Q9NQC3 P10415
P19838 P40763
Q13769 P07333
Q12933 Q9Y4K3
Q7LBR1 Q02833
P02774 P01024
O95985 P49454
P55212 Q13077
P11532 P08727
Q13315 P13010
O43255 P08247
P07288 P01009
P56693 P49715
P06239 P25445
P01135 P08246
Q14676 P38398
Q9UBC0 Q92793
Q9NWA0 O75448
Q6EEV6 P31948
P62879 P36897
P57775 Q13616
P60484 Q9BVJ6
P20963 P06127
O00194 Q96C24
O75925 O15350
P09619 P51692
P56693 P56178
P42574 P35611
Q12933 Q96EK7
P29274 P35609
O95182 Q9BQ52
P32456 Q92734
P68104 Q9NX18
Q9UBL3 Q9HAU4
P59768 O14775
Q05655 P48048
P40763 Q5TA89
Q13011 P50453
P34932 P52292
P26641 P53602
Q9BXW7 P04278
P05771 P14598
P15172 P11802
Q9Y6D5 P47870
P10275 Q92831
Q13555 Q13009
P10275 Q9UER7
P52907 P23297
P0CG47 P57075
P28324 P01100
P50991 P24864
P09493 Q9BQD3
P62861 Q7L5N1
Q07666 P06241
P16104 P49959
P55072 O60674
P01350 P00450
Q04759 P41594
P50616 Q9UIV1
P31946 Q96TC7
Q9Y3C7 Q86U06
P68400 P18858
Q12933 Q6ZVK8
Q5JY77 P25103
Q5FBB7 P78527
P49841 O60716
Q02447 P08047
P54253 Q8WZA2
P15036 O75376
Q9NZJ5 O14920
P07384 O75094
P62312 Q9Y4Y9
P19838 Q14690
P00533 O75159
Q9NPB6 P41743
P14598 O75496
Q9UKT4 Q9UM11
P49840 P49023
P52292 Q9UJU2
Q9H4A3 Q8N9I0
Q9Y4J8 Q13425
Q99973 P17252
P19419 Q02535
Q99728 P04637
P68032 Q9Y5U8
Q53HV7 Q93062
P30793 O95433
P16989 Q15366
P23945 Q05516
O60921 P12004
Q8NHJ6 P29350
P32927 P05771
Q9H1H9 Q6VMQ6
O00268 P52657
Q9Y446 Q14574
P01042 P25774
Q7Z465 Q07960
Q96ED9 Q6ZU52
Q7L0J3 O15230
Q9UQQ2 P21333
P26038 P51572
P07996 P04196
P38936 O75496
Q12933 O75604
O14745 P35241
Q99750 Q8TC90
P12757 P63279
Q9BV79 Q07869
Q969J3 Q9UHX1
Q9Y6W6 P45983
P02671 P14543
P52789 P41222
Q9UMX1 P10070
O43390 Q16637
Q8IXK2 P15941
Q5THJ4 Q8WXG6
P54132 Q9BXW9
P19429 Q13563
Q96L34 P10636
