O15344 Q8WWB3
Q11203 O15127
Q9NRD5 P98172
P04183 Q9UKR5
Q8NI35 Q12879
P01148 P30968
P09486 P02452
Q9BUH8 Q8TBE0
Q13356 Q9BZJ0
Q9ULV8 P46108
P48729 P63104
Q13573 Q08999
Q13315 Q14683
O15379 Q04206
O76064 P51965
P45983 Q15796
O14618 Q02410
P04233 P20036
Q9UBU9 P78406
P43405 P30273
Q08999 Q02363
Q8N302 O43508
Q13569 Q01831
P03951 P00734
Q9H9H4 Q99816
P56693 O43365
P04637 P03372
Q969F0 Q12933
O94855 Q15437
O15162 Q9NTK1
P38398 Q99759
P56945 P06241
P49790 P52292
Q05586 Q92796
Q00169 P00533
P49959 P12956
P78527 Q05655
P00747 P04196
Q9Y3C7 Q13310
P35670 Q05516
O60763 Q06547
P48995 Q13563
Q9H853 Q05586
P35346 Q9HD26
P27986 O60674
Q9BZG1 P36897
Q14203 Q03001
P62993 P00813
Q9Y6B2 Q09472
P48061 P08253
O75928 P35548
Q15700 O14490
P00751 P01024
P17252 P41180
Q14247 Q9H8Y5
Q9Y613 P20023
Q92974 P62070
P13984 P53567
O60507 P51685
Q92905 P04637
O60318 O15198
O00238 P57735
P61981 Q9Y2X7
P00491 Q5T3J3
P56537 Q13438
Q13432 Q53FA7
P62633 Q15366
Q07817 P99999
Q9HCU9 P25685
Q9H0H5 P15498
Q9Y262 O15371
P56537 Q9BWH2
O95622 Q5JWF2
Q99767 P05067
P15036 O95551
P17096 P10914
Q92743 Q7Z4F1
Q14213 P27824
Q15797 P08621
P63279 P60484
Q7Z6A9 P29350
P28482 Q93038
O43556 O95376
Q8WUM4 Q96B97
P06241 O75674
P22301 P01023
P63104 Q86X27
Q9NZW5 P50570
O14978 O95967
Q13444 O94875
Q96A23 P60709
Q9C0K0 O43463
P08709 P13726
O14745 Q9UL62
O14492 P43405
P01112 P04049
Q9P2K8 P36897
Q9Y572 P19438
P17612 Q07954
P05067 Q13387
P01042 Q9NPY3
A5YKK6 P10276
P16619 P51677
Q96QZ7 P98164
Q9UNS2 P05107
Q9Y2X7 P19174
O95639 Q6UN15
P61968 Q02575
Q9H427 P61981
Q15910 P46100
P24530 P29474
Q16352 O15399
P54253 Q9Y6R0
Q00688 P19784
P51948 Q01860
O15524 Q15370
P08473 P01282
Q9UP38 P56703
Q13573 Q15466
O75146 P63167
P55211 Q07817
P08670 P07196
Q96G01 P20340
P10275 Q92831
P51681 P08754
P03372 P35222
P32320 P52292
Q8WVN6 P09564
P11498 P00505
P13671 P01031
P84022 Q12778
Q14019 P68133
Q9Y6I8 P40855
P13861 P15311
P12004 P67809
Q96FJ2 Q9Y4I1
P08138 Q96GC6
Q9NZJ5 Q13217
O95777 P52209
P19532 P09429
Q12967 P61225
P26367 P20226
Q16513 P19174
O00257 Q13642
P54710 P05023
Q99608 P04637
P42574 P15498
O14519 P09884
P29590 Q6ZW49
Q8TE77 P60709
P04637 P08047
Q04771 Q9H4E5
P08758 P63272
Q07866 Q14990
P43694 P52943
P40238 O15524
P21453 P08754
P54762 P49023
P07288 P12272
Q01344 P05113
Q9Y287 P10415
P63279 Q09472
P23443 O00418
Q16548 O43521
O00482 P48552
Q92736 P13861
O00165 Q13563
Q9H5I1 Q9UFW8
O43561 Q13094
Q9NRX3 Q8IWV7
Q15583 Q9Y3C7
Q96B26 Q9Y613
P00533 P52735
Q07666 P22681
O43791 P52945
P02458 P12643
Q09666 P04271
Q15306 Q13469
Q9UPV9 O15294
O60568 Q96KQ7
P30153 P63151
P42330 Q5T3J3
Q9UL45 Q96EV8
P09496 Q00610
P35348 Q14315
Q9Y262 Q9NYV6
Q15750 P36894
Q14511 P84022
Q12931 P19438
P01111 Q9HAU4
O95365 Q02446
P29350 P62993
P12757 Q9H422
Q6P1Q9 P49810
P41595 P50148
P51572 Q6Y1H2
P51608 P12755
O60383 Q96SN7
P46013 P05771
Q13526 Q9GZR7
P54253 Q5HYC2
Q8WUM4 P54259
Q14112 P98160
Q9NWQ8 P20936
P07996 Q02388
P38936 P68400
Q9UPR3 Q96Q15
Q9HAP6 Q14500
O95373 P09132
Q05066 Q15599
Q9GZT8 Q96MA1
O75419 O43913
O95150 Q93038
P20585 P12004
P42345 Q8TAI7
P05783 P00533
P17081 P07737
P61601 Q13885
Q9P209 Q6ZU52
P07948 P12318
O14493 Q07157
O95070 Q969M3
Q13952 P18850
Q15796 P30153
P08581 Q96EY1
P61981 O75494
Q99828 P49810
Q15041 P49703
P34820 P12644
Q96CW5 P23258
Q7L775 O95278
P28074 P49720
P04899 P25101
Q9Y5X3 O15360
P17252 O60479
P62826 Q6X4W1
P10912 P40763
Q14164 Q9H6S1
P54253 Q9NR31
P25054 P67775
P62873 Q13371
O14718 P36897
P09471 P18825
O43294 Q14161
Q92831 P35609
Q96ST3 Q09028
P0DPB6 O15160
P68104 O00231
Q9UPT6 Q99683
P05412 P03372
Q92793 P52292
P27361 P07948
Q99558 O15111
Q8IYF3 P48552
Q9UBU3 Q02643
O15455 P41240
P26022 P02746
P56817 Q96S59
P63167 P29475
Q15645 Q9GZT8
O14964 P08581
O75928 Q8TAD8
P06493 Q96Q89
O75173 P16112
P17612 O95477
Q12933 Q9NVZ3
P39687 P46821
Q9NPB6 Q9NQ66
Q13191 O60504
Q9C0F1 Q8NA61
P38159 O75525
P27348 P84103
P10144 O95155
P27487 P01730
Q9NS23 P23025
Q9BRJ6 Q15834
Q92496 P01024
P68400 Q13144
P03372 Q86U06
O60333 Q12959
Q9BQA5 Q9UBB5
P61970 P62826
Q7LBR1 O75643
Q9UII4 P24864
Q07021 P02745
Q9UPW0 Q9ULK4
P21246 Q6IB77
Q8WY64 O14950
O14649 P27348
Q8NAP8 Q7L590
Q00403 P20226
P30990 P16870
P35222 Q86UU0
P17480 P35568
Q9BQY4 Q92530
P06239 O60880
Q00587 Q13643
O15525 P54821
Q03933 Q00613
P42566 P49757
P15018 P42702
Q14028 P23942
O94972 Q7L590
Q9UJX3 Q12834
P10912 O60674
P19793 P14859
P21333 Q9BXR5
Q13526 Q9UJY4
P55211 P06400
P45984 Q12968
Q9UKY1 P23511
P49910 P15622
P01906 P01730
P13349 P0DP25
P48742 Q9NVW2
P29320 P46108
Q9Y4G8 P62834
P24394 P35568
P16871 Q14289
Q12923 P98172
P08581 P21554
P18206 P16581
Q9NRD5 P78543
P20700 P02545
P13984 P35548
P19174 P30556
Q96GM5 Q8N6Y0
O95208 P05549
Q9HCG8 Q96B26
Q9Y698 Q92796
Q9H0E2 O75674
P11226 P27797
P29323 P62993
Q99990 Q99594
Q9BXH1 P10415
Q9BT92 P13647
P49137 P11831
Q9NPH3 P27930
Q9UPU3 P01138
P51617 Q05513
Q9Y3B2 Q15024
O60682 Q02363
P10600 P17813
Q15287 Q9NRR5
Q75N03 P12830
Q92597 P41091
Q9Y463 P61457
Q969D9 P16871
Q13332 P28827
O00198 Q16548
P67775 P10415
Q9NPE6 Q14990
Q16891 Q9H8K7
P62258 Q04917
O15525 Q9Y3C7
P11912 P29350
Q9UHV7 Q93074
O43426 Q96B97
Q14203 P61163
Q15233 Q8WXF1
P45984 P23443
P27361 P17302
P14222 P27797
P55055 O43524
Q15906 Q13137
P06239 P78314
P38484 P04150
P63167 O75390
Q9Y2T3 Q92796
P27797 P05067
Q96Q80 P08582
P06213 Q13480
P63010 Q5SW96
P31749 P42345
Q15034 P62987
P46527 P62993
Q13158 O95477
P15172 P15923
P98161 P05787
P10275 P13010
Q9Y6W5 P61160
P18031 P12931
P40763 Q14289
O75446 P25490
O15372 Q9P2A4
Q99640 P10415
Q92781 P12271
P23771 Q8WW38
P01127 P01112
P22888 O14745
P25025 P80162
Q9BUN8 Q9BQE4
Q92673 P30533
P11277 P35611
O60315 Q15797
P42285 P08047
P26599 P35637
P32927 P42224
Q13349 P32942
O75791 P63244
Q99814 Q9H6Z9
O43639 Q16513
Q9Y3C7 Q96SN7
P23634 Q08209
Q92817 P35326
P53355 Q16623
Q16891 P48643
Q01844 Q93009
P54257 Q9H079
O95477 O75970
O00203 P62330
P78543 P17252
P04049 Q13188
Q86SE5 Q15834
Q99805 P51151
P31946 P04049
P16333 P21917
P54257 Q13190
P68400 Q01892
P52630 O60674
P01135 Q969F2
Q96FN4 O75340
P27361 Q05469
P54764 P52798
P19022 Q92793
O96017 Q99638
Q9P2A4 Q9BVK8
P0DP25 P43220
Q9Y233 Q9UNX4
Q6ZRS2 Q15596
O15169 Q9BVJ6
P14923 Q13490
Q14676 Q12888
Q8WTR2 P45984
P03372 O94989
P00533 O14939
P05386 P56134
Q9ULH1 Q14289
P17252 P06239
P14136 O00151
Q13501 Q9H0R8
Q92995 Q9UKN7
P68366 P22676
P62879 O60262
Q92804 P21675
O75791 Q13094
P22234 Q9Y3A3
Q86TC9 O76041
Q13885 P27816
Q13432 P84090
P17600 P27361
Q16851 O95376
P62995 P0DJD3
O75190 P40818
P28482 Q9NQ66
Q9H9Q4 P49917
P11274 P19447
P25929 P01303
P40426 O00470
P60520 Q6UWE0
Q15436 O95487
Q13523 Q9H307
Q86VP1 Q07960
P27348 Q9GZT8
Q9BX70 Q9GZT6
P53667 P49918
P49407 O43298
Q6RSH7 Q16665
Q99972 O15230
Q8IZQ8 P11831
P62312 Q9Y4Y9
Q99578 P01112
Q9NRL3 Q6P1R3
P17612 Q12798
P57735 Q9HAU4
P12004 P30307
Q9UK41 Q99816
P61764 Q99767
P05155 P00734
O43639 Q16630
P25963 P63208
P98066 P07996
Q15834 Q53FD0
P11142 P08047
Q99961 Q9H788
Q8N0Z2 P68032
P53779 P61978
Q9ULJ8 P23443
Q86VB7 P35579
Q99627 Q92905
P08311 P25116
P56524 Q9Y230
P10144 Q14139
P08134 Q07960
Q8NFQ8 O14656
P06729 P09326
Q13627 P62258
P98161 P12830
Q8IYP9 P29475
P06756 P25116
O43763 Q04917
P37173 P29590
P60510 Q04206
P14222 Q9GZR7
P10721 Q13191
P10644 Q9H8W4
P16870 Q9Y3C7
P09455 Q16576
P11274 P55196
O60216 Q8N3U4
P16234 P42224
P51692 Q02763
Q9NR64 P36897
A6NMB1 P29350
P98161 P02458
Q12933 Q6ZVK8
Q13421 Q8WXI7
P32519 P08047
Q9NQU5 P60953
Q8WWL7 P24941
O43559 P41743
O60383 Q14807
O15530 O00141
P37231 P19793
P13010 Q14191
P48551 P01563
P22455 P19174
Q9BRB3 P37287
P26368 O14641
Q07889 P06241
Q9NR28 P98170
P07949 Q6PKX4
Q13464 P26038
O95402 Q93074
Q9NX46 Q70Z53
P48730 P49810
Q9NV58 P55072
Q92636 P19438
Q96KG7 O75643
Q96AX2 P20339
Q9Y4H2 P24394
Q7Z6G3 Q9BU64
P63208 Q9UMR2
Q13485 P57738
P98161 Q9Y490
Q9UQD0 P09471
P14672 Q15067
O75676 P05114
P48551 P23458
Q00839 Q09472
Q15464 P31785
O75689 P41743
P09326 P06241
Q9Y535 O75575
P26641 Q9HC52
Q9NRR5 Q9BZ11
P61604 Q9UKR5
P06748 P16885
Q9Y5K3 P62736
Q15365 P43243
P98164 Q92796
Q8WWW8 P62993
Q9BQ16 Q92563
Q16401 P62191
P32969 Q8TB05
P42345 P35568
P83876 O60828
P02775 Q14061
P78318 O15344
P98175 Q9UKA9
Q9UM47 P49810
P30518 Q5JWF2
O14965 P38398
Q9UPW5 Q9Y3M2
P19086 P14416
P10275 P35269
Q16558 A8K7I4
P46108 P04629
O95571 Q5T3J3
Q05513 P04049
P19438 P01374
Q92625 P61981
P51692 P16410
P13569 P15311
Q02363 P13349
O43809 Q92530
P25942 Q13490
Q9H7L9 Q13547
P05452 P00747
O43639 Q14185
P30559 P32121
P05129 P06730
P57078 P05771
P24941 P51946
Q8NI35 Q9Y698
Q9NRR5 Q9BRR6
Q86YM7 Q92736
P57729 Q15797
P55055 P48443
P04637 P50453
P15884 Q02363
Q12834 Q13042
P05362 P02679
P84022 O15151
P03956 P17936
Q96L34 P27816
Q13177 Q8IZP0
Q14500 Q13425
P60510 P62328
P01130 O75553
Q15797 P17098
O14775 P49802
Q13442 P04085
P45983 P17535
P62736 P04278
Q9Y297 P25963
P36894 P22003
P08670 Q53TS8
P49286 Q15084
P08697 P00747
P31152 Q13480
Q9UI14 P51116
P35626 P35372
P01732 P13747
Q96J02 P05412
Q70Z35 P36897
Q9NZN3 Q9H4M9
P17612 P61586
P21673 P26641
P16233 P04118
P17844 Q15596
Q86XR7 O00206
Q09472 Q15672
O95750 P22455
Q96F24 P41235
P46821 Q01081
P61981 Q9H4A3
P08670 P49641
Q9UP38 P41221
O15066 P61968
P61006 O60828
P42574 P38936
P29120 P20382
O75955 P06241
P13686 Q96DI7
P49841 P10636
P52564 P53778
O94972 Q9Y4K3
P41240 Q8TD08
P37198 P52948
P29274 P00813
P26885 Q9NRR5
Q03135 P18031
O14920 Q8N163
Q13885 P10636
Q16288 P08138
Q6P597 P27348
Q13315 P23025
P25205 Q14566
Q04695 P00533
Q53HC5 Q9NRR5
P25205 P33993
Q01844 Q9NPC6
Q9NPQ8 Q14344
P42574 P62258
P54253 Q9NRA8
P32320 Q86UK7
P02766 P27448
Q9UQC2 P43405
P06681 P01031
Q9NRL3 Q9BVG4
Q9BTV7 Q00535
P27987 P61289
Q9UKV0 O75376
Q06124 P27986
P49137 P63104
Q9NPB6 P60953
P31749 Q15121
Q99436 P49720
Q9Y467 Q8NF64
Q04771 P11473
Q15047 Q9Y6K1
P38435 P00734
P16870 Q5T3J3
Q9Y6X8 Q9H4I2
P29597 P22681
O95835 P53667
Q9Y2K7 P84022
Q92793 Q15596
P17931 P12318
Q92597 Q12901
Q13573 Q86U42
Q96CW1 P09958
P10515 Q15119
Q9UGU0 P05412
P78504 Q04721
O14920 Q9UHD2
Q9Y6J0 P16298
O60763 P19174
Q8WXF1 Q5T3J3
P25963 Q12923
Q01780 Q96AT9
Q05513 P60953
P16284 P15924
Q96G01 O14576
O75052 Q9Y272
P54619 Q9Y478
Q93009 Q76N89
O00559 O95295
Q9GZU7 Q99618
P12931 Q92731
Q9UFG5 Q15834
Q15653 P0DPB6
Q8N8S7 Q15942
Q24JP5 P49841
Q03405 P06241
Q6STE5 P36956
O95149 O14980
P19838 P10914
P10515 Q15120
P28289 P20929
P51116 Q15041
O14757 Q06609
Q96IF1 P43004
P10082 P49146
P23946 P05305
P09341 Q16570
O14513 P16333
P51681 P04899
Q9NQX5 P30281
Q15637 P26368
A5YM72 Q14669
Q08999 P24864
P04156 P10809
Q86SG2 Q86TC9
P28324 P41134
O75791 Q93062
P98160 P14543
Q92932 Q9NRR5
Q04771 Q04323
Q9UBN7 P68366
P12956 A1L0T0
P04637 P35232
Q13573 P11473
Q9Y253 P12004
P83916 P11309
P38398 P51948
P49913 P25090
Q7Z6G8 P98164
Q6EEV6 P55072
O43306 P04049
P10398 P53611
P42574 P98170
P54652 P50222
P49910 Q86V42
Q8N556 Q05513
Q9NY61 P06400
Q99626 P20823
P05787 O75618
P63244 P18084
P54259 Q92832
P17540 Q13432
P02749 P00742
P49913 P08311
P42772 P11802
P06241 P01112
P10721 O75159
P63167 P68032
O14543 Q99062
Q01844 Q8N6R1
P20248 P06493
O14867 Q9HBE1
Q07960 Q14643
Q9UPT6 P45983
Q86SG2 Q8WZ42
P28482 P03372
Q16539 P61244
P04839 P46940
O15519 P45985
P67870 Q86VB7
O15399 Q00610
P23469 P12931
P48730 Q00535
Q99700 P13797
Q9BRB3 Q14442
O43765 P10912
Q86UR5 Q9ULW5
Q99856 Q01094
Q15038 Q9BVI4
P27348 P30305
P07910 Q13526
Q9Y4X4 Q13363
P15498 P62993
P61981 P38646
Q9UQC2 P62993
P13497 P02452
P22234 P51116
O43639 O15169
Q09472 Q86WP2
P34741 Q03167
P42701 Q14765
Q96RI1 P04406
O60383 P21673
P27986 P03372
Q92574 P07196
P41220 P05129
P60002 P05412
P61296 P17252
Q96H20 Q86VN1
O60749 Q13705
P17600 P20936
P18505 P42336
Q9UGL9 Q5T3J3
Q8N488 P25490
P55327 O43399
P53350 Q7L5D6
Q9UBB5 Q92793
P21246 Q14508
Q9NPC6 P12814
P40424 P17481
Q96RU3 O00401
O15105 Q16539
O60341 Q16695
P06213 P23458
P13612 P26010
P25789 P68400
P23528 P05023
Q15172 O60674
Q9BPW8 Q9HA65
P50453 Q9Y3C7
P07858 P46379
Q8N143 P41182
Q9NRM6 Q9Y4K3
O94972 Q8N720
Q9BZK7 O15379
A8K8P3 P41208
Q04941 O95163
Q6VY07 P11717
P46098 P11021
P63010 Q13485
P11021 Q9BPU6
O14793 O43765
Q13145 O94993
Q9NRR5 P54253
Q9NVJ2 P36897
P07384 P22681
Q96SN8 Q5RL73
O15525 P08670
P54727 P55036
Q9UQM7 P17676
Q99608 Q8NG27
Q8IWV7 Q9BX70
P05162 P01374
Q07889 P08631
Q13315 O60934
P63104 Q9Y2J2
O95905 P04150
Q15038 Q8N1L9
Q13285 Q00653
P09237 P48023
Q03014 P05412
P05771 P41180
P17097 O75528
Q9UJW3 Q9UBC3
P20226 P78317
P30874 P29350
P27986 P43405
P52294 Q02548
P08754 P50052
Q12860 P04156
Q15650 Q92793
P09884 P06493
Q07954 P08246
P06748 P04637
Q92831 P14316
P98095 P02751
P24522 P06493
Q9Y294 Q13112
P31751 P98170
P42574 P43146
Q5VV67 Q16656
Q14005 Q12879
P12757 Q9H5J0
Q9NZ81 Q9H190
Q99569 P49768
Q9Y3C5 O00308
Q07021 P17252
P10912 P27986
P12931 O60496
Q16891 Q8NCD3
P63244 P20936
Q9HAU4 P98153
O43818 Q9HCE7
P41182 O94806
P61296 O96004
O95248 O43463
Q15375 P55196
O95295 O00161
P63165 Q9H422
P61956 P35712
P30086 O43318
P05089 P29475
P61981 Q9Y2J2
Q14451 P06213
Q9P086 Q15528
P42566 P78545
P18545 P50570
Q9NQ31 P17612
Q92731 P55345
Q8IW41 P06730
P20827 Q15375
P43364 Q15007
P21802 O96013
Q9Y3F4 P62318
Q9HC62 P63165
Q8IZH2 Q9UHL4
O96007 P32969
Q15714 Q9GZT6
Q9BUZ4 P63279
Q9Y2X7 Q9BXP5
P61601 Q00610
Q9P021 Q13885
P68400 P04637
O60507 P41597
Q09472 P10242
P31321 Q13485
Q00887 Q5T3J3
P35372 P09471
O00151 P12814
Q96S59 P20701
O43665 P63096
Q6X4U4 P12644
P04150 P16220
Q14814 Q09472
Q14289 P12931
Q9UBY0 P27986
P00918 P10809
Q14126 Q9Y446
Q9H5V7 Q9UKT9
Q15645 O95865
P78552 P35225
Q99816 Q8ND30
P15882 Q00535
P28482 Q13177
O14908 P12814
P61981 O14639
O43665 P0DP25
Q5RKV6 Q14687
Q9HB71 O43255
O00560 Q01344
Q9HBM1 O14777
Q14344 P53041
P0DTE7 O43823
Q96ME1 Q9BQ66
O95985 Q9BQ66
P02794 Q9NPI1
Q8IYF3 Q96M91
P15559 P04637
Q9NWA0 Q9UHV7
P41240 P08631
P19793 P09874
P62191 P35998
P21580 O76080
P56693 P49715
Q8TF65 Q9NPG1
Q9BQY4 Q8TES7
O75153 Q9NYQ7
Q9NV92 O00308
Q9Y217 Q96QG7
Q9UBW8 P60228
Q9HCE7 P61586
Q9Y4Y9 Q14103
P31947 P23588
Q92796 Q13224
P43403 P51452
P48643 P68133
P60709 Q00839
P51692 Q13287
Q9NVC6 P04637
P54257 Q9H5J8
O14807 Q12967
Q9HCU9 Q13547
P17612 P08034
Q7L2E3 P50750
Q9UPT6 O14733
P46937 O15350
P14672 Q8WVX9
O95477 P53667
Q8NG27 Q9H1I8
Q9HAU4 Q99717
P13010 Q9BXJ9
Q99717 Q8WUA2
P05412 O75971
O94941 P68036
Q9ULB4 P35222
P63098 Q99683
O43765 O60844
Q13325 Q96BY9
Q9NS68 Q13077
Q13257 P30260
Q9ULV5 Q9BV47
Q92979 Q07666
P16112 O60882
Q99417 Q9P2K9
P25490 P08047
P35625 P08254
Q13501 P36897
Q92934 P31946
Q8N474 P04628
P51843 P48552
P54257 Q9H7E9
Q8N5F7 Q8NHQ1
P01033 P03956
Q14994 P27816
P63104 Q6PKG0
Q15645 Q9NTN9
Q05586 P07196
Q16559 P25791
Q03135 Q13393
Q9H8T0 Q96ED9
P32121 Q96G25
P17612 O43665
Q14457 Q07817
P23352 P34741
Q07820 O95271
O00560 P20339
Q6P0Q8 P62979
Q5VIR6 Q8N1B4
P14174 P04637
Q13177 P10916
P63279 P19438
P68032 P02730
P54727 Q01831
Q14184 P61764
Q16539 P05787
P06493 P48681
Q9NPB6 P41743
Q9HB21 O75970
Q15788 P35869
P26927 P01011
P41220 P30679
Q15599 P48764
Q9UIS9 O15105
Q96HZ4 Q04724
P60709 P04278
P19012 Q8TCX5
P14598 Q86UR1
Q9UNY4 P22626
Q6NWY9 P42858
P54253 Q8N196
P35080 Q9C0J8
Q06643 P01374
P16520 P36897
Q13428 P12004
Q96AE4 Q92879
P42574 Q99755
P61981 Q9ULT8
Q15796 P12755
Q9BV44 O95777
P08670 Q8IYB7
P17152 Q96GD3
P17275 P41182
Q15717 Q92973
Q00872 Q8WZ42
P04839 P13498
Q96L34 P23258
O60711 Q14289
Q16630 Q53G59
Q00653 Q02878
Q8TE68 Q8IZP0
P17252 P06127
P21926 P08648
O60894 P01258
Q02817 Q9Y4G2
P62310 P62304
Q14134 Q96AA8
P10275 P19838
P18433 P56945
P49841 Q00535
O00590 P51671
Q9Y376 Q9C0K7
Q00059 P00491
P55197 O95619
P02788 P0DP25
Q8NEC5 Q6UY14
Q14526 Q96EB6
P23946 P20800
P21673 Q9Y3Q8
P54725 Q9NRR5
P63167 Q9HD67
P0DP25 Q14832
Q9H4B6 Q13188
Q07666 Q13509
Q9UHC6 O14936
P63104 P56945
P98161 P02751
P82933 Q9BQ04
Q93009 Q9H992
P21246 Q13332
O75419 Q9UBD5
Q02447 P06400
P40425 B2RD01
Q70CQ1 Q96G25
P14598 P10253
Q96KG7 Q86UW7
Q13571 Q8IZ07
P48551 P52630
Q14974 P06454
Q9HAZ1 Q8N2M8
Q9Y6D5 P18505
O00339 P35556
Q9NTJ4 P48634
P15291 P68366
O95243 P40692
P50552 P42768
Q9NX18 Q9GZT6
P62195 Q12962
Q9Y6C5 Q14623
P45983 P37231
P49910 P57086
P25100 Q13424
Q9UKG1 Q96A54
Q99759 P62258
P26717 P13747
O60583 P06400
P09958 Q07954
Q9BVJ6 P08670
P02751 P00488
P46379 Q13190
P68104 Q9UNF1
P06493 P23443
Q9ULX9 P54821
Q92831 P50549
O75044 Q9Y6N7
P62805 Q9BY41
P32004 P16157
P02792 O15198
Q99750 A8K8P3
Q13618 Q86VP6
P03951 P08697
P25098 P18545
Q8WUH2 P36897
P36873 P04049
P08311 P48061
O15105 Q9UII5
Q6WN34 P22004
P24385 P03372
P61981 O43143
Q04771 P62070
Q9NUW8 P11387
Q92831 Q86UQ8
P29350 P06239
P21728 P00813
P01112 P30304
Q5MNZ9 Q92731
Q6EEV6 P50213
P50552 O60936
P16144 P08581
P13521 Q9NRR5
P04629 Q96PU5
Q92793 O43463
Q9BX66 Q01101
O43294 Q01959
Q09028 P06400
Q05513 O76003
P06493 P47736
P10244 P24385
P22681 O43561
Q9P2H0 Q99689
Q15363 P84077
P17509 P19012
Q9UER7 Q93009
Q01844 P46926
Q9UBK2 P62508
Q7L5N1 P62877
Q05193 P60880
P32243 P54253
Q9HBE4 P23743
O95628 P62837
O95988 P31751
Q9Y239 P42575
P0CG47 P04629
Q71U36 O14512
P19784 Q13541
Q15544 P49848
O43609 P62993
Q15746 P12931
P54253 Q8WZA2
P10600 P29279
Q12981 P54920
P20618 Q99436
Q92597 O95573
P07288 P03973
Q13156 P27694
Q99856 Q969T4
Q9NPB6 Q13163
P46531 Q06413
Q13322 P19419
Q9NQP4 P60709
Q14209 P56945
Q13094 P42768
P04792 P02489
P10242 Q92600
P11230 Q7L5N1
P32246 P23458
P07359 P08311
P12931 O43184
P27487 Q07325
O75385 O95166
Q9NRF8 Q9NZD8
Q99750 Q8TAU3
O95785 Q96KQ7
P61981 O60716
P02538 Q15834
O95376 Q9P2H0
P48745 P17302
Q9H444 Q7LBR1
O43665 P08754
Q9HCK4 O95897
P14780 Q15726
P08254 P80075
P68400 Q9Y5B0
Q13158 Q92851
P61978 Q15424
P18850 P25490
O75461 Q15910
Q13546 Q13077
O15360 Q6STE5
O43318 P84022
Q15464 P35968
Q06265 Q9NPD3
P22455 P08620
Q9NPY3 P43487
Q96D09 P11229
P28482 P01100
Q9NP85 Q9Y5K6
Q9Y5Z0 P05067
P62760 Q96AQ9
Q14191 P16104
Q07817 P02489
P14780 P10915
Q15788 P55345
Q13287 P42224
P11473 P55055
P22607 O76093
Q15052 O00238
P07333 O15357
Q8N668 P25963
Q10567 P84085
P48059 P62328
O95817 P19174
Q96ST3 P17542
P17252 Q06210
P63104 P05114
Q96RU3 Q05193
P01100 P19784
Q8IUW5 Q8NC24
P20916 Q14050
P05981 P08709
O60890 P60953
P08235 Q92786
O00222 O75928
P04637 Q9H0Q3
P49841 Q12778
P07339 P17936
P55198 Q9NRR5
Q9NSA3 Q9NQB0
Q13133 Q9NXR8
P52434 P19388
P60983 Q16539
Q02878 O95793
Q6UVK1 Q9Y3R0
Q9BQA1 P62314
O15162 Q86UW9
P50570 P49418
Q92793 Q96JB5
P16473 O60674
Q9C0K0 P45973
Q8IXH7 Q9H3P2
Q8TDW5 P20340
Q06187 Q01844
P31946 P06213
P49674 O14543
Q13042 P30260
P35226 Q16891
Q00610 P49407
P19784 P0DP25
Q9HAU4 P27824
Q5JR12 P47710
Q01362 P31749
P06239 P06127
P32969 O94875
P20226 Q9Y265
P17612 Q13370
Q86SQ0 Q14315
Q9BVC4 Q8N122
Q9UI14 P20338
P01111 Q13485
Q13287 P80217
O14744 P23458
P10276 P51692
O43306 P36544
P19838 Q15653
Q9UNN5 P67870
O95136 P50148
P21675 P09429
O43318 Q9Y4K3
P28702 O43791
O14836 O00463
Q06495 O14745
P49023 Q8NFH8
Q13255 Q13885
Q03113 Q06187
Q9HCU9 P56524
P17612 P17600
P0CG47 Q16620
P13010 Q07864
Q92793 P19784
O60841 P47813
P51677 P51671
P04216 P06241
P31749 O15111
P26641 O43927
O96013 P60953
Q15388 Q99689
Q03181 P48443
P25774 P02818
Q9Y3B2 Q9HAU5
O15399 P51812
P55316 P98177
P06401 Q9Y6Q9
P60033 P13612
O95831 O75821
Q9BUZ4 O43294
Q9Y4J8 Q13474
P14373 Q96F44
P39748 P27695
P14598 P48023
Q13671 P62258
O00459 P46109
P33151 P35222
P24928 O60828
Q9NPY3 P26038
Q92793 P20823
P19387 O15514
P29475 P25100
Q13444 Q9BX66
P01042 P00734
P53779 Q9UPT6
Q12772 P28482
Q15910 Q12789
Q9Y3B2 Q9NPD3
P32418 P31946
Q6P2C8 A0JLT2
Q8NFZ5 Q96GM5
P20042 P16333
Q9H293 Q9NRM6
Q99750 Q96H86
P08697 P59665
P21802 P12034
Q9NRW3 P04278
P40692 Q96NE9
P20226 Q9Y6X2
Q14919 Q9HCE6
Q9NUP9 Q9UQB8
Q5QJE6 P03372
Q8N3X1 Q14739
Q9BVJ6 Q9BWC9
Q86SR1 Q8TAX7
Q12834 P30260
Q00653 P62888
P35346 P30872
P49768 P31150
Q01844 Q9NRG1
P30520 P68133
P11142 Q9UNE7
Q86UL8 P60484
P22459 P35609
Q92793 Q03164
Q9Y6W5 Q9P2A4
P23634 Q9NS23
P35606 P49798
Q9NP98 O15273
Q13829 P29317
Q92569 P06400
O00214 P13612
P30519 Q7L5N1
Q16143 P05067
P62826 P36897
Q9H2K2 Q9C0C2
P61604 Q04724
P05154 P04070
O00238 Q9NYS0
Q92796 P35499
Q9Y6Q6 Q13077
Q13137 Q8IYF1
