O43561 Q13239
P01100 P53567
P36382 Q9Y312
Q8N111 Q9NRR5
P00709 P02489
P14866 P61978
P07384 Q13813
O75182 Q9H2S9
P19438 Q9BXW9
P33991 Q9Y5N6
Q702N8 P68133
P53350 Q92574
Q06323 P68371
Q6ZW49 Q8NAP8
P02545 Q70J99
P20226 P35998
P12018 Q9UKI3
Q9Y3C5 O00308
P62491 Q12846
P49802 P31946
P11142 Q8NC60
P63279 Q9Y4E5
P35626 P30411
Q04206 P29590
P63162 P04637
Q9NPJ6 O95379
P49137 O15511
Q13330 Q09028
P78345 Q99575
Q86VW2 P61586
P62834 O00499
Q9ULW3 P20226
O00222 O75925
Q9H422 Q14315
Q9Y2I6 Q6UWE0
O00311 Q9Y5N6
P06756 P10451
Q15466 Q9Y6B2
O75145 Q86W92
Q92997 Q53G59
O43924 O15182
P03891 P12931
P52434 P30876
P12956 P16284
Q12860 P32004
P24394 P35568
P22681 O43561
P35869 P20226
Q9UFG5 Q0VDD7
Q14151 Q15424
P10275 P41252
Q99689 Q8IX03
O75558 Q9BQD3
Q96H20 P55199
Q9H9D4 Q13868
Q9GZV1 P67809
Q8N715 Q9BQD3
Q8WW38 P15976
P27169 P02647
P78356 P19438
Q12840 P33176
P54253 O00154
Q8WWW8 P06241
Q06124 P16234
Q155Q3 Q9Y6R4
O14980 P35658
Q13367 Q92572
P24522 P38936
Q13671 P31946
Q9H257 Q6ZU52
P43364 Q9Y375
P11021 P01023
Q14978 P38432
Q14012 P18846
P22736 Q9UK32
Q15047 Q8N5U6
O14490 Q9Y566
P50616 O15198
P10398 Q02750
Q9HD26 P51790
Q05586 Q02156
P22459 O14936
Q9NPB6 P05129
P04264 P15924
P25963 Q9Y618
O14867 Q9HBE1
P35442 P14780
O75934 P51451
Q12933 O15111
P07737 P68133
Q96N16 Q9UBS5
Q9H4G0 Q14643
P20930 P68400
Q12789 Q86U06
Q9UJ70 O95777
Q5JY77 P43220
P17706 P42229
P55058 O95477
Q86UU5 Q9NW38
P53420 P0DJI8
Q5JVS0 Q9UGU5
Q9H4G0 P35462
Q13309 P24941
Q14722 P16389
Q13356 P35613
P63167 Q16656
Q15750 P36894
P17948 P19174
Q9BVJ6 Q96IZ7
P24941 P04637
O43924 Q8WTQ7
P63165 P19438
P08311 P09874
P36542 Q00013
P54253 Q9NRX4
P28715 P18074
O43570 Q9BYD2
Q6NZY7 Q16181
P02489 O75390
Q92793 P35222
Q6PIZ9 P07948
Q14289 Q9Y490
P05129 P41180
Q9UPT5 Q96KP1
P46527 O00505
P18031 P28482
Q96RT1 Q9HC29
Q07889 P10301
P01730 P20036
O14576 P63167
Q08211 P20226
P42574 O95155
Q9Y618 P19838
P54253 Q96JN2
Q9NZ81 Q9H190
O14964 Q15038
Q07817 P49768
Q8WYK2 P05412
Q9NWQ8 O14745
P27986 P08069
Q92834 Q13561
P39687 Q12988
Q99829 P60709
P11142 Q9NY33
P61981 P04350
P27361 P16949
P45973 P12956
Q10472 P10586
Q9Y6J0 P49418
Q13158 Q99836
Q13017 P20936
P57739 Q07157
P49257 P00451
Q14680 P20700
Q9UHI6 P62316
O95721 Q16623
P78527 Q8WXE1
Q03167 P61812
Q03135 Q9Y6H8
P54253 Q9H0E2
P50281 Q03135
P63208 Q8IX29
O43464 Q96CA5
P10243 P19338
P12931 P16671
P63279 P19438
Q9NYW8 P06400
P25391 P14543
Q9NPI5 P05556
Q9Y5B0 P23193
P46109 P19235
O00170 Q07869
P63104 P49815
P24928 O96019
P46531 Q06330
P07477 Q16762
P22681 P07949
P12004 P24522
Q9NQ87 O15198
Q03135 P41240
O15492 P09471
P63279 P49789
Q9Y5B0 P84090
P43681 P17787
P10321 P43626
O14817 P23229
P14598 P60709
P36543 Q9Y4K3
P01229 P04899
Q9UK45 O15116
O00238 Q13873
P55209 Q09472
P54257 P08670
Q969D9 P42229
Q12933 Q9BZY9
P20226 P42858
P78324 Q9C040
Q16611 P10415
P35813 P27986
P21860 P27986
O60674 P38484
Q14157 P48634
O00631 P26678
Q01113 P15248
P12757 Q8N3C0
Q92974 P61586
P17661 P15924
Q92574 P31946
O14776 P52272
P21579 P37231
Q9BUZ4 Q8TD31
O14649 P62258
P09936 P11142
P10145 P02776
P68366 P56945
Q9BQY4 O95967
P01148 P30968
Q9UBD5 P33993
Q8N302 Q9UL45
P62330 P20309
O14920 P25963
P61978 P08631
O75971 Q5SXM2
P09958 Q9H013
P23025 P29084
P35968 P50148
P30530 P62993
P31749 P63104
Q04637 Q9UGR2
P28290 Q9Y383
P01127 P16234
P45973 Q9UBC3
Q15544 P21675
Q15746 P68133
O00220 Q9UBN6
P41231 P12931
P42224 Q00978
O75916 Q02846
P16333 Q92918
P29350 P16284
O95169 Q9P1W9
O14978 Q9NWS9
Q7Z465 Q07960
P61247 P04179
Q9UQQ2 P21333
Q12923 Q9HB21
P30988 P21333
Q5TCQ9 Q13224
O00186 P14678
Q53TS8 Q15834
P61981 P52272
P42285 P08047
Q7L2E3 P50750
Q9UBS8 P04150
O15018 Q9UQB3
Q13573 Q86U42
P03372 Q04206
Q9UBS8 P03372
Q5JR98 Q03167
P15408 P05412
P11142 P99999
Q07864 P12004
P19622 Q9Y261
P15976 Q01543
Q6GPH4 P98170
O14776 Q15047
P54253 Q15654
P29350 Q6GTX8
Q13469 P63098
Q9Y2X7 P19174
P06493 Q92574
Q9NYV6 Q15572
P40426 Q6RW13
Q02556 Q9Y4K3
Q12933 P41279
O15162 Q9H0B3
P29350 P43628
P24928 O43719
P08670 P51665
P12018 P09382
Q15750 Q9NYJ8
P41218 P04637
P03372 Q13105
O60711 Q9BUY5
Q01844 P49821
P20337 P0DP25
O15350 P63244
P08648 P02452
P30154 O43815
P42701 P29460
P51790 O14745
Q14192 Q13642
Q9Y2I6 Q9BRK4
Q92796 P23634
P31314 P62140
Q6P1J9 P15884
P50148 P25098
O00459 P43405
Q15653 P0DPB6
Q99502 Q9NPC8
Q8NC51 Q13569
Q14789 P35080
Q06547 Q06546
O95751 Q9NY61
Q13087 P27797
P43405 P06241
P12931 P51636
O75582 Q13541
Q00994 Q9BUZ4
Q06124 P27361
P49768 P31150
Q9HAU5 P78559
Q92793 P48443
Q96G23 O15245
Q9Y6W5 Q8IZP0
P05129 P06730
P56524 P61956
O15519 Q07817
Q13546 P25445
Q9Y219 Q9UM47
O95373 P46777
Q9NWF9 O00206
Q9NPB6 Q9BYG5
Q86WX3 P39019
P08069 Q8TEW6
P31946 P12931
Q9P2A4 Q9BVK8
P41743 P04083
Q92186 P13591
P27448 P30307
O95931 Q06587
Q13283 P20936
Q9BX70 P11387
P00736 P02745
P08254 P17936
P49005 P12004
O95166 P18507
P46531 P10745
P21781 P02452
P35555 P27797
P46940 P0DP25
Q9H8T0 O15530
P01375 P24158
P15173 Q02363
P10912 P29597
P63218 O14775
P25100 Q14315
P35573 Q9Y478
O14776 P42858
Q03164 O00255
Q92597 Q12906
P08069 Q99683
P19484 O75030
P48729 P26583
P05155 P16109
P06454 Q02539
P38936 P63244
Q07001 P62993
P19838 P01589
O75581 Q9H6X2
P21333 Q8N264
Q9NS56 P63279
Q8TDC3 P30307
Q8IUC6 Q7Z434
Q9Y2U5 P45985
O60232 Q9BVV2
P30154 P13639
Q9NRY6 Q05655
Q14919 P20226
P61981 P19532
P48551 P52630
P49802 P19086
Q96IP4 Q00341
Q9NY99 O60941
P06241 P25445
Q12959 P60484
P14373 Q14134
O00423 Q9H9L3
P21728 P21333
P78543 P17252
Q5MNZ9 P03372
Q96NW7 P35609
Q96KG7 A0MZ66
P62879 P04049
Q16637 Q96HA8
Q9NQT8 Q12959
P10275 P49841
P07585 P08123
Q99598 Q96AQ6
Q00577 Q00535
Q02548 Q92793
O60496 P07949
O14514 Q96QZ7
P14625 Q15399
P36873 P41236
P35080 Q9Y6Y0
O43426 Q00535
Q96CW1 Q7Z7J5
O95751 P18848
Q13705 P43026
O95256 Q14116
Q9NPH3 P14778
Q9HCE7 P61586
Q03135 P04156
P48059 P36897
Q6STE5 P36956
Q05513 P60953
Q8N668 Q7Z4G1
P14598 P19878
Q9H0D6 P62310
Q8WTS1 Q99541
P33151 P35221
Q13361 P23142
P25789 P28066
P06493 P08670
Q9NYQ7 O43147
O14745 P35241
P07288 P01011
P05387 P05386
Q92729 P09471
P23771 Q8WW38
Q92824 P20382
P21860 Q07889
P15391 P62993
Q13485 P28749
Q9NYS0 P36897
A8K8P3 P41208
Q9UQM7 Q00613
Q9UKN8 Q16695
P54253 Q8N196
Q15853 P01100
Q9ULB1 Q9H2B2
Q13509 Q969X0
Q86XR7 Q9NWZ3
O14654 P62993
O43186 Q99750
O75093 P35052
P17252 P18206
O43255 Q9GZU2
O00212 Q15796
P42224 P51813
P63279 P27540
Q8N6I1 Q13547
P63146 Q8IWV7
P35232 P28749
Q969G3 P03372
P27986 P10721
Q9NYR9 Q15653
P35228 P60709
Q9BTE0 Q9Y383
Q8IW41 P06730
O95716 P24386
Q13526 P19784
Q92905 P14174
Q13438 Q16820
Q9UBU2 O75581
P30530 O14672
Q16478 Q8NBJ4
P12757 O43149
P07384 Q9UBI6
Q07021 Q07955
Q15746 P0DP25
Q15365 Q8WVV9
Q9UBC5 P63261
P43358 P04439
P42858 P20936
P59998 Q9BPX5
P10275 P38398
P48551 P29597
P20226 Q9Y6X2
P04637 P20248
Q5MNZ9 Q96SI1
P17252 Q16760
Q9NPB6 Q8TEW0
O00238 O75995
P84022 P60709
Q9Y620 Q9UK33
Q93062 Q9H0I2
Q9BW71 Q16695
Q9Y3C7 Q96SN7
O00743 P78318
P61604 Q04724
Q16658 P08138
Q5T2W1 Q8WTV0
Q13642 Q06587
P63167 Q99707
P02686 P27361
Q9GZZ9 P60520
P04637 P29320
P50750 O94992
Q9UKS6 Q05193
Q02383 P13861
O00623 P40855
Q7L591 P06241
Q92793 O75175
Q15796 P40855
Q13432 P07766
P43119 Q96PN6
P11274 P04637
O15360 P06493
P41240 O15492
Q99748 P07949
P13010 Q9NYB0
P23511 Q15853
Q92624 Q15050
P36941 P01374
Q14500 Q9Y4J8
Q969E3 Q08334
Q13526 P05412
Q12959 Q14168
Q15797 P15121
Q0D2I5 Q96D59
P22681 Q9ULH1
Q16514 O00268
P35222 P22223
P06126 P61769
Q96J02 P24928
Q9ULB1 Q02410
Q5RKV6 Q07021
P57729 P84022
P09769 P14317
P62258 Q02779
P40763 Q16665
Q8TE77 P60709
P35462 P24534
P17480 P21675
P40692 Q14134
P05771 P49840
Q9BZW7 Q16665
O14745 Q9UL62
Q12959 Q15303
Q92608 P15153
O95376 Q9HC35
P24928 P60709
Q13526 O43292
Q9NRX3 Q9BXR0
Q05655 P63104
P07711 P39880
P54259 O43255
P43403 P06241
P46098 P27824
Q05655 P00533
Q9BVJ6 Q9BWC9
P01730 P09382
O14933 O43255
O15315 O43502
Q7L804 P25025
P06239 Q9H400
P10809 P05091
P61978 Q9Y580
P58753 P19525
Q16558 A8K7I4
O95460 O15232
Q07021 P28482
Q13332 Q9BVJ6
P15173 P15923
O75534 Q16549
P20585 P12004
P34947 P35243
P07948 P24071
O60674 P19235
Q9C0K0 P45973
O43823 P30279
P15309 P04626
Q6ULP2 O75843
P0CG47 P04150
P00491 Q9GZT6
Q92796 P53778
P62760 P43681
P05106 P09619
O15533 Q9UBF2
P07602 Q7L5N1
Q9UKK3 Q14764
O60826 Q99829
P08865 P63220
Q9H0D6 P56537
O00198 Q07021
O43815 P03372
Q13635 Q15465
P52926 P68400
Q9Y6W5 P06241
Q9Y4X5 P68036
O95835 P53667
Q9GZQ4 P48645
P01730 P01589
Q8N4C6 P63279
P12931 O14746
P07478 P05067
Q13045 P60709
Q12933 O14641
P68400 O15379
Q9Y679 P17301
Q01718 P42127
Q9Y561 Q9UBF9
P05129 Q8TD31
P24864 Q00526
P15498 P15391
Q12802 P61586
Q16851 O95376
Q92835 P46109
Q14181 Q9H1I8
Q92905 P04637
Q16254 P38398
Q96LC9 Q92843
P08572 P05067
Q9BVJ6 Q9Y2I6
P63208 Q9UKT4
P49674 O14543
P51168 Q12955
P05976 P68133
Q9Y6B7 O60566
P06239 P06127
O60784 Q00610
O00308 P20936
P20936 Q96BD6
Q13287 P42226
O75676 P01100
Q99933 P04150
P40337 P02751
Q05086 P04637
P02751 P53420
Q05516 P10276
P50542 Q5T2W1
P46777 Q92973
P23142 P15502
P42574 P10415
P25789 P53350
Q03591 P08603
Q969H4 O14733
Q16543 Q9Y6K9
Q9UHD2 Q92844
Q00403 Q15788
P15056 P62834
P50453 Q15047
Q9NYB9 Q8IY31
P49910 Q8IYF1
Q15047 Q9UFN0
Q15560 O94967
P62942 Q08209
P22681 P15391
P40425 P51965
P04899 P25025
P21333 P39086
Q9Y4G6 O60331
P68363 P27986
P63104 Q9BYG5
Q9UMX0 Q5VSY0
P31946 Q9H4L5
O75427 Q96ST3
P54284 Q00975
Q15118 P23443
Q9P0W2 Q15834
Q9H422 Q13158
P08476 P17813
P60228 P09914
P78527 P27694
P49703 P36897
Q13114 Q02750
P11717 P10144
Q96G97 Q96HH6
Q15915 P10070
Q13191 O43639
Q99750 Q8N715
Q96ED9 Q92530
Q13387 Q9BY84
P09493 Q9BQD3
P63279 P42224
Q13114 Q99558
Q13794 Q07817
Q86WV1 P06241
P06239 Q08881
P29323 P50548
Q9NYK1 Q99836
P07949 Q13191
P00533 P18031
Q9UPY6 O00459
P25205 P49736
P13611 P16070
Q9Y4H2 P17480
P09211 Q12933
P04275 P27797
P06400 P05412
P31949 P04271
Q6EEV6 O00299
P62826 Q9HAU4
P01344 P11717
Q8WXI9 Q9UBB5
Q8N6I1 Q09472
Q969H0 P49768
Q2M1K9 Q13485
Q92754 Q99966
P15822 P62820
P11532 Q13424
Q13137 Q9H0R8
Q02878 P47914
P30411 P12821
P12757 P14543
O94907 O75197
Q13562 P52945
P42768 Q12959
Q9NS91 P49459
P42768 Q14155
P61981 P06576
Q8NI35 Q13224
Q9BVA0 P36897
P01138 P04629
P23471 Q9NRY4
P55347 P09629
Q969L2 O43399
Q99081 O95084
Q13133 P12814
P13984 P05412
P54259 Q96PM5
P49366 Q9GZT8
Q9UGP5 P12004
Q9Y5X1 Q07890
P24941 P61024
Q00535 P04637
Q96HC4 Q00975
Q07812 Q9BXH1
P49418 P17600
O14757 P30304
P04406 P04183
O14924 P04899
Q12933 P01375
P49662 P47712
Q9UF11 Q15797
O75030 Q16539
Q9Y2W2 P08670
P02795 P04278
P62330 P15311
Q13422 P20226
Q9GZT8 Q15834
P46379 Q13190
O00401 O43516
O60725 P15153
P36575 Q9UHM6
Q9NSA3 P35222
Q9HB71 P04271
Q12923 P08138
Q6ZYL4 P19447
Q00534 P55273
Q15465 Q96QV1
O43559 Q92730
Q9Y2U8 Q15796
Q14203 O15020
P49354 Q04771
P19784 Q9Y5B0
P12955 P54253
P27694 Q06609
O75995 O15105
P14091 P01023
Q13555 Q96NW7
P68104 P49888
Q12933 Q9UQN3
Q15464 P35968
P21673 Q9BQ70
Q96FL9 Q8TAX7
P07384 Q07817
P06400 P38936
O14980 Q12824
P12956 P09466
Q9C0J8 P26641
P62861 Q7L5N1
P61970 Q7Z3B4
Q96G25 Q93074
Q92973 Q99666
P19174 P35968
P60709 P68032
Q9UL54 P19419
Q8N8V4 Q9Y6N9
O00244 Q04656
P32456 P50453
P19388 P62875
P55211 P43146
A5YKK6 P19793
P05107 P05362
Q05655 P02686
Q9NPY3 P43487
Q9NPF4 Q9UBM4
O15111 P35222
P49662 Q14116
O94759 Q14573
Q9NZU7 Q13936
P17948 P06241
O15492 P50148
O95870 Q99942
Q9H213 P08138
P56537 Q96B36
P63279 P27695
Q86VP6 Q13616
P08727 P04259
P01562 P20023
O95999 P55211
Q15583 Q13363
P55265 O14980
O14807 P55196
Q8NDP4 Q9BQ66
Q9Y6Q5 O43493
P06729 P09382
P26367 P14653
P11802 Q15047
P19012 Q6ZU52
O15399 Q02156
Q13573 Q08999
O75818 P78346
Q9NPH3 P27986
Q9UJY5 Q9UMZ2
P84243 Q9Y5B9
P42574 P49810
P01116 P49354
Q01780 Q9HAU5
Q9Y6Y0 O60506
Q9Y383 Q8N5F7
P51116 Q5T681
P04406 P60709
O00327 P35869
Q8WV24 O15162
Q9H211 P06493
Q8NHQ8 Q96NE9
O96017 Q14738
P46531 Q9Y6R0
P48730 P49810
P12109 P02458
P36896 Q15796
P57103 P27348
Q9Y2X7 O75914
P53672 Q9P1Z2
Q14738 Q13136
Q86X95 O75446
P26367 P41225
P51693 Q9UN74
Q9H772 P12644
P54253 Q9H7H0
O75445 Q01955
P38432 Q15020
P10828 Q15654
P00742 P08709
Q71SY5 Q96G25
Q99717 Q04771
O60921 Q8NHY5
P31371 P21802
P49802 P28360
O43597 P62993
Q9Y3P8 P43403
Q92793 P52292
O75154 P62330
Q99741 Q13415
Q9Y4K3 P61088
Q99704 P26010
Q9NR28 P36941
P00533 O75159
Q96JC9 P55199
Q6WBX8 O60921
O95630 O75886
Q00587 Q13643
P67870 P55010
Q13127 P42858
Q13361 P35555
Q08116 Q12852
Q86YV9 Q9UPZ3
Q9H4A3 Q9Y2U5
Q92831 P24385
P17948 P62993
P68400 P05412
Q00587 Q93062
O60832 O00303
O43747 P11277
P61978 Q96PU8
Q9NRD5 Q96RK0
O60391 Q12879
Q00610 O14964
P25445 Q9UKR5
Q13315 P38398
Q9H1D9 A6H8Y1
Q7Z6J0 Q9H0H5
P09237 P03956
P98164 P04114
Q58WW2 P10275
Q13133 O75376
P51817 P10644
Q15424 P99999
P17252 P21926
P07858 P02649
Q9BQY4 O60568
Q9HAU4 Q6ZNA4
O14944 P00533
Q14919 P42773
P03372 O94992
O60238 Q9P104
P02751 P02743
Q01082 O15198
Q15700 Q12959
Q9BQ66 Q6UY14
Q9NPC2 P31946
O75934 Q92731
P62318 P14678
Q9NWQ8 P29350
O60895 P01258
Q15700 P48050
Q96A23 Q9C0C9
Q08752 O95251
Q9NV31 O00566
P05771 Q06124
Q99683 Q12933
P19086 P47736
P20073 P60903
P13010 P09884
P21781 P02461
O95169 Q9NR50
Q9HB71 P63208
Q9Y6K9 Q04759
Q9Y3T9 Q5T3J3
Q13077 P21580
Q14582 P04278
O95248 Q13614
P43364 Q9BQ70
Q8WV24 Q99750
Q9UNZ2 P55072
P51685 O15467
Q8WV28 Q96MX0
Q96A00 Q9HCP0
O15530 Q8IWY9
P21741 Q07954
Q8NET5 P43405
O00754 O15198
Q9NPB6 P24723
Q6EEV6 P08865
P51512 Q07954
P01135 Q86UL8
P41970 Q02363
P35568 Q9UM73
P31431 O00560
Q08345 P41220
O14798 Q9Y2P4
Q96ST3 Q9UHI6
O75496 P31270
O14908 P17643
Q15466 Q92731
Q9H4E5 Q15796
Q86UP2 P84095
Q12889 P35579
Q96QK1 Q13596
Q9Y2Y9 P50454
P15941 P35222
Q8N0X2 O75602
P05155 P00750
O14718 P36897
Q14839 Q13535
P42702 P26992
P29466 P01584
Q96RE7 P56524
Q08945 P62826
P54253 O75909
P31749 O14746
O14639 Q8N6Y0
Q6EEV6 Q9GZP4
Q9BQY4 Q93062
Q969H4 Q02779
Q13177 P06241
O14965 P38398
O14757 Q13485
Q8NF91 Q9NRI5
O43255 Q16633
P21980 P04083
Q13137 Q9UKA9
Q13148 Q9UNZ2
Q13432 O60341
Q99594 Q9GZV5
P27986 P25963
O95163 O15111
P43351 P19447
Q96G27 Q9H0M0
P18847 P05412
Q16695 P55317
P42127 Q01726
Q8IWL1 Q9NPY3
Q96KP1 O60645
Q9NZN3 O95721
Q86V81 P61326
O95347 Q15021
Q9Y4H2 Q92569
Q92597 P51659
Q15036 Q07954
P27361 P42229
P17612 P23677
Q13156 P23025
Q15303 P21860
P50570 P23284
Q9Y3C7 Q96G25
Q9NRL3 Q6T4P5
Q04771 Q9H0T7
Q07890 P62993
Q12972 Q5RL73
Q9H211 P24941
P06400 Q09472
P42574 P61289
P31946 Q14C86
Q13671 P61020
Q9UNY4 Q99459
O15211 P61224
P25025 P19875
Q9UMX1 Q9NPA3
P43694 Q15648
Q14028 P23942
P14672 Q66K74
P29466 P42858
Q9UHK0 Q06787
Q9H6I2 P35222
P30048 Q96S38
O43929 Q9Y5N6
P23258 P38398
P46092 P48634
Q15306 Q13469
Q5RKV6 Q15024
Q92793 P18146
O43323 Q96QV1
P21817 P23297
Q7L590 Q00534
P83916 P68431
O14830 P0DP25
O00463 P26842
Q15020 Q15287
P46100 Q9Y383
Q9Y3M9 Q15834
Q99750 Q96LJ7
P11473 Q13569
Q9UQ90 Q9BQ66
Q96ED9 Q7L590
Q6ZNA4 P84022
O43439 O75376
P31749 P78527
Q9UNW1 P68133
Q92624 Q4U2R8
P08123 P04278
Q13619 Q13309
Q03135 Q13418
Q96CW1 Q9HBG7
Q8IU80 P02751
P43405 P12318
P54253 Q9UKD1
P16473 P08754
O75182 Q15047
Q9GZN2 Q13547
O95257 P12004
Q6XD76 Q99081
Q9UPW5 Q9Y3M2
P08581 P62993
Q8TEW6 P06241
P22626 P08621
P48039 P21333
Q16665 Q09472
P62195 P43686
Q86VN1 Q96FZ7
P19793 P35637
Q15717 Q14974
Q9HCU8 Q9Y6Y8
Q13547 P11388
Q9UGJ1 Q15834
P49841 P05067
P30154 P62491
Q6ZW49 Q12888
O75915 O60831
Q9Y2J2 Q9UHC6
P47872 P17252
Q6EMK4 P61812
Q9ULM6 Q9UFF9
P23458 O14492
Q9GZY0 P35658
P01270 Q99689
P51692 P16410
P37275 Q09472
O00470 P31277
Q9Y6Q5 O14976
P15336 P49715
P19784 P52655
Q99689 Q8N8D1
P03372 P00533
Q9GZL7 P46531
P02462 P05067
Q9Y624 P20701
Q07955 P08621
Q15797 Q9HCE7
Q6NUQ4 O15116
Q9NQ94 P41238
Q15831 P54646
Q9Y4Y9 Q9Y333
Q96MU7 O75525
Q13114 Q9HAV5
Q9UNS1 O15534
Q6ZVK8 Q8TBN0
Q07157 Q9UBN4
O60383 Q96IZ7
Q9H251 Q13402
P50552 P42768
Q99755 Q13393
Q86UW9 Q86Y01
P12270 P27348
Q96F86 P26651
Q06124 P00533
P83916 O15164
Q8N2W9 P08670
P55001 P15502
P02768 P50502
P49848 Q15545
P0DML3 P24928
O15530 Q9UBS0
O14966 Q9UK45
Q9C0D5 Q12959
Q15654 Q9H0B3
Q15796 P12757
O43390 Q16637
P07307 P07306
P07766 A0A5B6
Q8WWW0 P61224
P20248 P38936
Q15052 Q15797
P49841 O75581
P07858 P03973
P17676 P18146
O75604 Q15834
P00749 P00747
P12931 P10827
O00203 P59780
P05067 Q9Y6R0
Q0D2I5 Q13426
P55039 Q9H446
Q9UBE0 Q969T4
P62330 P49407
P40305 P24385
O95751 O14964
P49641 O95163
O95551 P25942
P50991 P62736
Q24JP5 P11021
P10451 Q9NR12
O14836 Q12933
Q00994 Q13077
P21246 Q9UHF0
Q15573 P04637
P04632 P62820
P20700 P02545
O15379 O75376
Q7Z698 P61586
Q9Y2H0 O94875
P45984 P84243
P12956 P63104
Q5JVG2 O15198
Q99558 Q9Y6K9
Q7Z7J5 Q9C0A6
Q6IA86 P40763
O14576 Q96FJ2
Q9UI14 P61586
P54253 Q96N03
P49768 P46531
P52757 P46379
P60022 P08670
Q12824 Q01201
P57073 Q03014
Q9H0H5 P52198
O43157 P08581
P29475 Q08AM6
O15105 P15172
Q14982 P04156
P43405 P78314
P27361 Q13480
O00629 P21980
Q15014 Q01850
Q9P2H0 Q99689
O00505 P21980
P17252 P16455
P30153 Q99497
Q9Y2I2 Q9HCJ2
P52803 P54762
P24588 Q08209
Q99598 O95257
Q13368 Q9NVX7
Q13671 P63104
P46939 Q05209
Q92878 O60934
P84103 O14646
O43493 P05556
Q99638 O60921
P35227 Q99496
Q53G59 Q7Z614
P14625 P04626
Q9NWQ8 P15498
Q92831 Q9Y2Y9
Q8WWW8 P62993
P24386 P20336
P98095 P02751
Q9BTW9 Q13885
P68400 P18031
O60244 P12814
P09651 Q86U42
O00206 Q99836
P61278 P30874
P12956 Q09028
Q12852 Q16584
Q12791 Q16558
P15173 Q02535
Q96SD1 P38398
O00238 Q9NYN1
Q04206 Q04864
P56945 P46109
P08473 P35318
P07093 P00734
Q13467 Q01974
O15514 P19388
O43929 P25205
Q13794 Q07812
Q7L775 O95278
Q9Y2N7 Q16665
Q16623 Q9H7U1
Q16352 O15399
P13725 P02462
Q9ULV8 P07948
P02766 O95163
P15622 Q15834
P48039 P62873
Q9BZR8 Q07817
P28482 Q8WU20
Q16539 P19419
Q15843 Q96LD8
O95201 Q9NRR5
Q03701 P04637
Q04695 P00533
O14796 Q13291
Q16849 Q8WXG6
O95985 P14678
Q9Y5K6 P06729
Q09472 Q04206
Q15303 P16070
Q92793 Q14140
Q9HB75 Q15834
Q05519 Q01130
Q13315 O14757
Q8IXK2 Q8TAX7
P12956 P42858
Q9Y2N7 Q9H6Z9
Q15811 P45984
P08133 P55327
O43318 Q7Z434
O14964 P63279
Q92597 P49327
O14744 P14678
Q9BZK7 Q16778
Q9Y2L1 Q13868
Q00577 P08047
Q96A47 P61371
P50542 Q8WTV0
P55916 P31946
Q9ULH1 P08631
P43405 Q13261
Q96JA3 P84077
Q92667 P31321
Q92542 P05067
Q12933 Q9H8Y8
P48552 Q8NHQ1
P27701 P21860
Q99704 P05556
P12931 Q14247
Q49AN0 O15534
P48059 Q13418
O60232 Q9BVI4
P10644 Q9ULZ3
P01584 P01023
P30281 P15514
P08047 P84022
Q96T58 O75376
P68400 P32121
P61981 Q96B36
Q9BWU1 O00303
P08238 O00401
Q53EL6 P05386
O60500 P06241
Q13330 P62993
O75807 P07948
P0C0L4 P02652
O76080 Q9Y6K9
Q7LBR1 O75643
Q6P2C8 Q15528
Q8WX92 P18615
Q9NRX1 O43147
P55055 P19793
Q9UBU7 O95777
P32970 P26842
Q9HD36 Q92934
Q9Y6Q9 P55055
P01308 P48745
Q96T83 Q8TAC9
Q5VWX1 P62993
Q9GZS1 O15160
Q6UXH1 P17787
O14788 P19838
O14649 P31947
Q01968 P61106
P09619 P42224
P01344 P14735
P43250 P08100
Q9H160 P62805
Q13547 P40763
Q96EY1 Q06609
Q676U5 Q9H1Y0
P03372 O15514
Q13554 P14921
Q15633 P19525
Q12965 P60709
P46937 P27348
Q15466 Q9UHI6
P01732 P09382
Q8TF74 P42768
Q15303 O00459
Q9H8V3 Q9NPB6
P50452 P09958
P23443 P60953
P57735 Q9HAU4
O14757 P67870
Q01658 P20226
P11802 Q15796
Q7LFX5 P08631
P50281 P06756
P55211 P06400
Q9HD26 P13569
P63279 Q13547
P16333 Q8WU20
Q01968 P20339
Q13042 P84022
P17948 P35222
P11137 P62993
P48039 Q96AG4
P02462 P22303
P54257 Q99595
Q96L73 P10275
Q9BX66 P68133
Q9NW61 P36897
P32246 P13500
P0CG47 O14964
P18074 Q06609
P16150 P26038
P45985 P53778
Q9Y217 Q96QG7
P29275 P00813
P05106 P16284
O60437 P31749
Q9BZZ2 P15941
Q8TEW0 Q8ND90
P54257 Q13190
Q8TCX5 Q969H4
Q5RKV6 Q06265
P13693 P68104
O43353 Q13485
Q15797 Q9Y2H8
O95136 P63096
O00459 P04626
Q70J99 O00194
Q9UKT4 Q9UM11
P22681 Q96J02
Q99750 Q5TA45
Q8TD26 O95405
P04278 Q5D1E8
P10696 P05187
P24821 P08648
P05026 P56817
P62820 Q9HA65
Q13352 P05106
Q92854 O43157
P11277 P11171
Q9H254 Q9NRI5
P05771 Q06187
P03372 P62195
O95081 P42566
P03372 Q99623
P14672 Q15067
Q14289 P16389
P61956 P23497
Q15599 P47900
P29597 P29350
Q96MU7 P50402
Q14242 P16581
Q8WVY7 Q9Y3Q8
O96007 Q9NUQ8
P61106 Q9HAU4
