O75916 Q02846
P14867 P21917
O15457 P40692
P46109 P62993
P18850 P11831
P01591 P11912
P05067 P02511
Q06124 Q07960
P68400 P55010
P23468 P23469
P07910 P63279
P22670 O75528
P57678 Q13137
P98164 Q92796
P28290 Q9Y383
P12272 P05231
P10276 Q9NPJ4
Q99439 P60709
P42773 Q00534
O95967 Q96FE5
P50570 Q6FIF0
Q9Y297 P62837
P29084 Q03468
P15311 P16070
Q8IZP0 P14598
P08134 O60610
Q96RT1 P12830
P69849 Q969V3
P08949 O14773
P35226 Q03164
Q07954 P01009
Q9NP81 P42574
Q13163 Q99759
P49848 P29083
Q15796 Q9NWK9
Q12778 P10276
O00308 P20936
O00585 Q9NPB9
O75381 Q16621
P00533 P05362
P13686 O14737
Q96MU7 Q07955
Q13424 P0DP25
P07996 P02751
Q96PU8 Q9Y6N9
Q9H9D4 Q13111
Q9UQ16 Q86YM7
Q99741 P11801
O15381 P46777
Q13387 P98164
P19012 O95751
O75208 Q9HCE9
P13010 Q07864
Q12933 P21580
P17252 P09429
O60674 P78324
P61956 P35712
O75340 Q8NDC0
P35659 P05549
Q9NS68 Q12933
O00560 P52799
Q16620 P06241
P17752 Q04917
P43354 P19793
P05107 P24158
P17813 P18075
P62993 P43403
Q92599 Q99719
P05107 P11215
P15884 P0DP25
Q8NFZ5 P41279
Q00722 P52564
Q8WX92 P18615
Q86VF7 P18206
P61981 P38646
P55212 O15519
Q99959 Q02487
Q8IYP9 P29475
O95999 Q15628
P61769 P46379
Q15646 Q9UIS9
Q6VMQ6 Q9P2E9
Q96JN8 Q9UJU6
P21980 P61586
P31948 P04156
Q9UIV1 P11802
Q99547 Q9NY61
O15018 Q99569
P10747 P06239
Q9NX09 Q5T3J3
Q8TAV4 O60266
Q9Y3E7 P62491
O76003 Q04759
P11940 Q15365
P29350 Q12918
Q15038 Q96GG9
P78559 P68366
O60749 P36896
P37108 Q9UNZ2
Q9Y6K9 Q15653
Q9Y5Q8 Q92994
O60894 P01258
Q16514 Q15545
P08727 Q8IYI6
Q13287 O75971
O43318 P40763
O15234 O95793
Q9UPY6 P61158
Q15047 Q9UN74
P02751 Q02388
Q9NQT5 Q92945
P02774 P68133
Q9NPC8 Q04724
Q6EEV6 P48643
P51587 P06493
P31749 P67809
Q9H0M0 P31785
Q96AE4 Q16637
O14920 P25963
Q15397 Q86YV9
Q9H165 P24468
Q04637 Q14240
P41222 P04278
Q9H8S9 Q13033
Q9Y608 Q13045
Q9UI14 P62820
P00734 P22891
P04637 P68133
P08700 P32927
O00560 P39086
Q9UHI6 P41162
P80370 P54826
P17612 P13807
Q00610 Q13492
P53355 P19438
Q9NQT4 Q9NQT5
Q9ULW0 O14965
O75376 P35609
P01903 P28068
P24941 P12272
P25025 P08754
P21810 P08123
Q16667 P49715
Q9UMX3 Q16548
Q9UBK2 P51610
O14810 Q16623
P01375 P19438
Q13009 P12931
Q9UM11 P12757
P04626 P15941
Q15434 Q5VUD6
Q15853 P22415
P19793 P13631
Q15654 Q12906
P14923 Q02413
Q6IA86 P40763
Q14739 P04553
Q9NPB9 O43927
P31749 Q09472
Q9P296 P01024
Q05516 P50052
P01116 P0DP25
O43173 P13591
P35670 O00244
Q14722 Q12959
Q9NY65 P17987
Q13432 P84090
O43291 Q06033
Q05655 P68104
Q13523 P61981
P12931 P01889
Q9NP64 Q9H190
Q86UL8 P27037
P14373 P60228
P08567 P36897
Q14802 Q9NXK8
Q9UGK3 P40763
Q9H1D9 Q5T3J3
P15336 P49715
Q9Y618 P27540
Q09472 P17483
Q15052 P37173
Q86WC4 P49795
P07332 P40763
Q15835 P35243
Q9HD89 Q15428
P41252 P41250
Q96SB4 Q01081
Q03393 Q86U86
P60468 Q15629
Q12772 P41235
P10515 O00330
P20963 P09326
Q16611 P04637
Q9H094 Q8WW01
O75448 P03372
P16871 P27986
Q9NPI9 P63252
Q96KG7 Q96CW1
P31949 P19338
Q92624 Q96ES6
Q9BQD3 Q8WYH8
P51116 Q86SE5
Q15700 P56704
Q16576 Q9UK53
O60749 P06213
P09341 P25025
Q05209 P06213
Q15911 Q9Y6X2
Q9NYJ8 O43318
P62861 Q7L5N1
P23352 P34741
Q96JC9 O00472
Q15388 P10415
Q15047 Q99624
P47224 P20336
P42566 O14964
P51116 O60232
O94972 O43663
Q9P0V3 P61981
P16070 P41250
O43184 P24593
Q9Y5X1 Q00610
P52298 P55010
P50222 Q9Y512
Q96RT1 Q15796
P49841 Q14203
P36404 O43924
Q96GD4 P49450
O43556 O95376
P37198 Q9NVV9
P17612 O14965
P21673 P61604
Q14686 P11473
Q99965 P21926
Q9Y5C1 P08648
O14514 Q96QZ7
Q6EEV6 P60891
P56539 P29475
P61956 Q9H063
Q15014 P06400
P21462 P63261
P18428 P49913
P24928 Q92900
Q8WWI1 Q8NBM4
O00560 P34741
Q92585 P46531
Q9H0D6 P21964
P08727 Q9NTK1
O95273 P82933
P36507 P55211
Q00994 Q9NR28
Q14289 P15498
Q16143 P05067
Q15485 P48740
Q9UNS2 P58340
P12931 Q8N556
P08670 P55854
P10646 P09237
Q9NXU5 Q9GZT6
Q9Y5J3 P15172
P21673 Q13432
P19784 P04156
P49454 P60880
Q6EEV6 P21796
Q04864 P0DP25
P14784 P07948
P35575 Q12778
Q7Z6E9 O95405
Q9UDY2 P61981
Q99623 P15172
Q16849 Q9NRR5
P40818 P62993
P04637 Q14186
O14757 P98170
Q86Y01 P62993
P12004 P38936
P00742 Q05329
Q15047 Q4VC44
P62917 Q9BVJ7
P49747 P02458
Q13131 P13569
Q15796 P17098
Q8NBJ4 Q9C0J1
Q86XR7 O00206
P24522 Q16539
Q13585 P49286
P68400 Q9UNN5
P25791 Q02575
P04156 P25788
Q96KC8 P01011
Q9Y5X4 P28749
Q02763 P27986
Q96KG7 Q14999
P04637 P55774
Q16186 P04844
P07332 P52333
P35232 O14980
P14672 Q92791
P14174 Q9H8Y8
P24588 P31323
P08246 P01011
P07384 Q14494
Q16718 Q15038
P46108 P27986
P68400 Q01534
Q9UJY4 Q92673
P06401 Q13573
Q15796 O00231
Q99972 O15230
Q14203 P30622
P62834 P55196
Q99750 Q8NE01
P06213 O14508
O94972 O00463
P84022 Q9Y6X2
P28482 P10242
P78527 P09429
P43080 Q02846
Q6P0Q8 Q9NRP7
P08138 Q15628
P35813 Q15796
O60610 P26367
Q86UL8 P84022
P51911 Q02156
Q99612 Q9HCU4
P51693 P00491
P10275 Q15583
Q14511 Q14289
Q9P298 P0CAP2
Q13571 P08729
P32927 P40763
Q09472 P62826
Q92930 P11233
P04637 O00231
Q8TF71 Q9H0H5
P54253 Q03989
Q13351 Q12824
P35968 P20936
P54253 Q15032
Q15700 Q9NZ94
O14639 Q13137
O00151 O43707
Q9H4M3 P63208
O15259 P21333
Q00613 P62258
Q15329 P84022
P13497 P20908
P61956 P54132
Q8WUH2 P09917
O00212 P36897
Q9Y6C5 Q15465
P17612 P25098
Q13765 Q9BWH2
Q15843 Q13617
P42338 P27986
Q99626 Q16539
P12931 Q14247
Q15653 Q9GZS1
Q96PM5 P10275
Q96B26 Q9UK45
P47224 P61006
O14775 P63211
P23458 P35568
Q9Y279 P01024
O43147 Q96B86
P00747 Q15113
P11912 Q8ND90
Q96F07 Q9Y2A7
Q15047 Q13227
P23760 Q9GZV5
P01127 P07910
Q9ULM6 Q9UIV1
P62937 O95084
O95751 Q05516
Q08999 P30281
Q15366 P26599
Q9BUL9 Q969H6
P08670 Q9BXP5
Q9NZC3 O15492
Q15303 O00459
Q6WN34 P22004
Q14517 Q86YM7
Q9Y3T9 Q5T3J3
Q04724 P55774
Q9UJW3 Q13547
P41218 P06400
Q9NRR5 P50454
P04637 P21673
P24386 P20337
Q9NWQ8 P06239
Q8IYT8 Q14181
P27361 Q93045
P84022 Q6DJT9
Q92783 P52333
Q96CW1 O43493
O96007 P32969
Q07065 Q9H1I8
O60603 P08571
P40222 Q12846
O95400 Q92530
Q99583 Q9UH92
O15061 P17661
P21802 P21781
Q99805 P51151
O60925 Q5T3J3
Q13428 P17480
Q13485 P28749
P61981 O60716
P24928 Q16637
Q13480 P46109
P36897 Q14D04
P62993 P22681
Q02447 Q13547
Q13444 O60504
P51532 P06400
O43854 P06756
Q9UBW7 Q8TAD8
P49767 P35916
P10276 Q15648
P55001 P35555
P17612 P04035
P84022 Q13555
P46934 Q16621
P78364 Q96GD3
P27361 P55211
P07359 P11215
Q9HAU4 P98082
P17482 Q99750
P42285 Q5RKV6
P27540 Q9Y5J3
P48380 Q12933
O14544 Q9Y4H2
Q9NRP7 P10071
Q13137 Q9Y4E5
P20290 P30876
Q12962 O00268
P36406 P15622
P16870 Q9BVJ6
Q13228 Q9Y3C7
P51812 P05204
P08631 P10721
Q9UKV0 Q13363
O60462 P49763
P30154 Q04206
O15164 P21506
Q9UNN4 P52657
P27361 Q12967
P07951 P25098
P68400 Q01082
O43464 Q13490
Q9NPD3 P14550
P11473 O43593
Q96C74 O75969
P13010 P09884
Q96ST3 Q16576
Q15365 Q9NR12
P02549 P68133
Q9NNX6 P11215
Q9UBW7 P23246
Q9UDT6 P63167
Q8IUH5 P21579
Q13023 Q92736
Q15744 O43166
O75444 P01100
Q14145 Q16236
P35240 Q12967
P52333 P20963
Q9HCU9 Q9UBN7
P28482 Q03135
P33993 P27694
Q8IUC6 Q14653
Q15788 P33076
P52797 P29317
Q14160 Q15654
Q9Y262 P60228
Q5TD97 O96015
P06733 Q9UPW5
P63165 P04637
Q15645 Q8N720
P00749 Q03405
O95067 P37173
P63167 P15104
O15379 O75928
O15360 Q9NPI8
O43924 P01112
Q8TEL6 O14920
P15498 Q8N720
Q9UBB5 Q92793
Q07890 P01112
Q9UQ84 P43246
Q92797 P33240
Q14191 P04637
P53779 Q13432
P63104 P04637
Q16849 Q13332
O00255 P30876
Q12959 P60484
P18031 P42229
P19174 Q13588
Q9UPT6 P45985
Q13480 Q92835
P48723 Q9UHD9
P19784 P67870
Q8N6T3 P53621
O75478 Q8IYI6
Q9Y4J8 Q13424
Q8WZ19 P12004
O14813 P17612
P23443 P10636
P31271 O14770
Q9H211 O75496
O15379 P56524
Q969H0 A6NE52
P84022 P15172
P32121 Q14940
P68400 P17096
Q9NZU7 Q14643
Q9ULJ8 P23443
Q9HCE7 Q96AE7
O75582 Q8N257
Q13555 P35609
P25205 Q14566
P56817 O95415
P49662 Q92851
Q15700 O75084
O60494 P27352
Q7L5N1 Q93034
Q969Y2 Q9NP50
P0DPH8 Q13287
Q01826 P23771
Q99741 Q9Y5P8
Q9UIK4 Q15049
P04899 Q08828
Q92786 P41235
P09960 O15145
O15530 P42345
P53778 Q12959
P31749 Q3V6T2
O75925 Q02447
P41567 Q9HAU5
Q06124 P04040
P29372 P19793
P01111 Q9HAU4
P06239 P20936
Q13155 Q13643
Q9Y5X4 O15379
Q07812 O60936
P20226 Q00613
Q14686 Q13133
Q9BQI3 Q16543
Q9H6X2 Q07817
Q13115 O15399
P20333 Q9BXW9
O00151 Q53H12
P03372 P10588
Q9ULH0 Q16620
Q04771 Q9H082
P23458 P62993
P29275 P00813
Q12988 Q96G25
P09486 P08123
Q8N165 P01375
Q9H3D4 O15350
Q9NZ52 Q00610
P28221 P08908
P12931 Q9UN19
Q15119 Q96JB3
O15162 Q5TA45
P31946 Q07866
Q2M1K9 Q13485
Q96PU5 P68036
Q5T3J3 Q9BWV1
O60496 Q92835
Q6P5Z2 Q9UNA1
P25963 P09629
Q8IZJ0 Q08334
Q9HD36 P10415
O00300 P07996
P16284 P07948
Q9UQM7 P28329
Q9GZY6 P19174
Q01629 Q96EY7
P28325 P25774
O00168 P17612
P39687 P54253
Q12933 P47897
Q8N4X5 P12931
P11362 O00459
Q9HCM9 Q9Y2X8
P27694 Q15560
Q9NTJ4 P48634
P23743 P12931
Q9UGU0 P05412
Q9UPT6 Q9NPQ8
O75807 Q03164
O75943 Q99638
O14578 P08134
P29320 O14672
P12830 P00533
Q15047 Q9H4M7
O60443 P21246
P61981 P12931
O15020 P68133
O75843 P61966
P29597 P07948
Q9Y4K3 Q9BUZ4
P84243 Q9Y5B9
O15111 P30086
P54253 Q15038
Q8TAI7 P31749
O95248 Q13614
P52434 P24928
P49815 P20339
P52789 Q9NRR5
P11021 Q9BPU6
Q01844 Q15011
P20962 P04150
Q5XLA6 Q5EG05
Q96G01 Q14203
Q16827 P11309
P07948 P55211
Q92585 Q9UM47
P45984 Q12933
P54253 Q2TAL8
Q6VY07 Q13563
Q8NCL4 P02751
Q7L311 P08670
Q5JSS6 Q8N0X2
P30153 Q99497
O75791 Q07666
O60282 O95295
Q15582 P02751
P55854 P54132
Q12959 P15311
P01042 P08246
Q9NPI8 O95897
Q53EL6 Q04637
Q13042 P84022
P40424 P14653
P10912 P40763
Q9Y6I3 Q00610
Q9Y5B8 Q9BT92
O60763 Q15075
P63167 P20338
Q16539 Q14318
Q9GZV1 P29590
P54762 P98172
P08571 P02788
Q15654 P49023
Q16254 P28749
P51955 O14777
Q13325 Q96BY9
O14910 Q92796
Q9Y4J8 P68133
P12956 Q96RP7
P35555 P15502
P10398 P10301
P01100 P17275
Q99616 P41597
Q9BTE0 Q9P2H0
P16284 P14923
P23634 Q08209
P40198 P13688
P11171 P31150
Q00534 P55273
P12757 Q9UNN5
P43694 Q8WW38
P54259 Q96PM5
P46108 P16333
O75534 Q16549
Q9Y5Y6 P14210
Q99613 P47813
P19784 P04198
P30679 P21554
P68871 P62341
Q16531 Q13309
Q9Y6D6 P26885
P08123 P05067
P29597 P52630
O15105 Q8NCP5
Q9H0D6 P68104
O95471 Q07157
Q9UDY2 Q15424
P84022 Q01082
P30291 P46108
Q9P287 Q06609
P17948 P62993
O75530 P26010
Q14677 P63010
Q15796 P28749
P27361 P07948
P07359 P08311
P17677 P0DP25
Q9H013 P53618
P68036 P38398
Q99836 P51617
P46821 P26368
P07949 P27361
Q8N2H9 Q99558
Q9NR61 Q99466
Q9H074 P60842
P36383 Q07157
Q14344 P19022
Q15633 Q9H0R4
P68104 Q9HCU9
P08047 P36956
Q8WX92 P03372
P68400 O15266
P61981 Q14204
Q15797 Q9BRB3
Q5JY77 Q3KQU3
Q92834 Q92845
P16871 P51692
P60568 P01562
Q13873 P22004
Q12933 Q16526
P53778 Q13884
Q07889 P43403
P31946 P30305
P42574 Q08378
P04792 P02511
Q9UII4 P20248
P36542 P30281
P51690 Q9Y2Z9
O76075 P11388
P08246 P12259
Q14126 Q9Y446
P14314 Q14697
O00186 Q12846
Q04724 O00231
Q6EEV6 P31689
P57105 O15056
Q9UBW8 P61201
P23975 Q16623
P63151 O15399
P00797 P20645
P30086 P04049
O15155 Q8N6Y0
O77932 Q92900
P32004 Q96S59
P31946 Q99570
P61764 P07197
Q13137 O95251
Q9NZW5 P02792
Q05086 O14599
Q15544 O00268
Q12846 O75379
Q96RT1 O00192
P41134 P15172
Q07666 P12931
Q8IU80 P25391
P38432 P61289
Q00653 P62277
P02787 P17936
Q05655 Q9NQ66
P17612 P05114
Q9UQC2 O43561
Q13651 P22301
P21246 O00231
Q96RF0 Q07889
Q92817 P35908
P16473 P27986
P28223 O96000
Q8IW41 P28482
Q13322 P04049
P02489 P02768
Q92793 P16455
P52333 P23458
Q92667 P31321
P50552 P18206
Q9HD67 P68133
Q15149 P02549
P04637 Q9BWC9
P07949 P39905
Q9UHP7 Q12918
P12931 P08069
Q9NQ87 O96004
Q6NZY7 Q16181
Q9UHL9 O75928
P02675 P27797
P35442 P14780
Q14028 Q9H307
Q9P202 O14936
P49810 Q07817
Q99828 P60763
P16619 O00590
P42680 O60674
Q00535 O60331
Q92973 P09651
P52655 P52657
Q969H0 P24864
Q15797 Q9UJU2
P42226 P17676
P10276 O15164
Q9Y371 O00499
P21728 P21333
Q969G3 P04150
Q12929 Q9UKN7
P61769 P01023
Q13547 P12004
P10275 P49841
O95400 P14678
Q7L576 Q06787
P61981 Q02241
Q93038 Q15628
Q15637 O00308
P40199 P13688
Q9HC98 Q15834
P25100 Q13884
Q9C0K0 P45973
P01112 P30556
O75676 P27361
P48730 O95295
Q8NHQ8 Q96NE9
P07093 P02462
P12931 Q13177
Q9UJU6 Q9H788
Q08345 Q06124
O60716 P28827
Q5RKV6 Q14687
Q86YB8 Q9BS26
O14910 Q13224
P51654 P56704
Q9HC98 Q13485
Q15019 Q16623
P08473 P35318
P41235 Q96EB6
Q9H5I1 Q99717
O15357 O60504
P36542 Q9HCC8
Q9UBS4 Q8IWV7
O00339 P08572
Q15796 Q13485
Q15645 Q6BCY4
P04155 Q9NRR5
Q6IAA8 Q9GZT6
Q86Y22 O95777
O95409 P10071
O00165 P27348
Q9UHI6 O75376
P50458 Q99967
Q96J77 O43399
Q07954 P05067
P41235 P08047
O14964 Q8IYI6
P51587 P20248
Q12791 P30519
Q13402 P11137
O00220 O14763
O43464 Q9NR28
P21673 Q96F10
Q9H2S1 P0DP25
Q9H4B4 P28482
Q96A23 Q5TB80
Q9UHQ9 Q9NRR5
Q13651 Q08334
P28799 P08246
Q06187 P42229
Q14232 P05198
P52948 Q92793
Q96EV8 Q9Y4J8
P03372 Q9Y6C9
P09455 Q9UK53
P00750 Q07954
Q71SY5 Q96G25
Q9NSA0 O14745
Q07889 P06241
Q9UHI6 P48634
P12956 Q86X76
Q08752 P12235
Q9Y2W2 P12931
P84022 Q9UJU2
P56537 Q9BWH2
Q9UNN5 Q9H1I8
P55771 Q9UGL1
Q96F24 P10276
Q08752 O95251
Q16526 P49674
Q9GZV5 Q15599
Q9H211 Q99741
P46939 P68133
Q13257 P11226
P50570 P19801
P07996 P09486
Q16891 P48643
P50461 P23409
P07948 P15391
O43752 Q9P253
Q15059 Q9NPI1
Q15700 Q12879
Q92838 Q9HAV5
P18433 P56945
P80188 P08253
P03372 P27361
P06241 P20916
P17612 P10644
Q9Y4H2 Q07817
P11464 Q9BVJ6
Q13224 P07384
P10114 P04049
O14744 P54105
P61981 Q12802
Q9GZS1 P17480
Q9Y2U5 O14733
P21583 P04141
Q15181 P04637
Q9HCY8 Q96FQ6
Q9NYB0 Q92878
P25789 P53350
Q13363 Q13547
Q00403 P29084
P49023 P60484
Q9GZZ8 P14543
Q9NUP9 Q9UQB8
P12872 O43193
Q86W92 P28827
P29803 P11177
O75330 P16070
P27986 P14778
Q01780 Q99828
Q92831 Q9UM47
P27487 P02778
Q8WVY7 Q9Y3Q8
P30101 P01579
P84022 Q14686
P07948 O15492
P56693 P09017
P58062 P80294
O14980 P52594
Q6NZI2 Q9UQR1
P21741 O60674
P56945 Q9H0Q3
P22087 Q16637
P15498 O60674
P35609 Q99700
P11274 P31947
Q04721 Q96JK9
P09958 Q9UK23
P05109 Q9UKR5
P54253 Q96EP0
O14745 P35228
P53350 Q13526
Q9Y6K9 Q04759
P02794 P51116
P11831 P19419
O94818 O75971
O15287 Q06547
Q92730 Q5T124
P41145 P30679
Q96NL6 Q9Y5Y9
P63279 P63165
P00533 P05026
Q9HC77 P18627
Q92743 P12644
P07498 P19784
Q16658 P68133
P14672 Q8IYX3
P61981 P04049
Q16623 P21579
P36406 P55040
P13010 P24928
P62495 P15170
Q9NR96 Q9UPT6
Q13105 P18084
P42680 Q99704
Q96RN5 Q15796
Q9Y4J8 Q13474
P12931 P49789
P17509 O15162
P23471 P35612
Q13352 P18084
P63261 P56537
P17252 P29350
P18031 O60674
Q6EEV6 P35232
O00238 P62070
P40189 P40763
Q9NP71 Q9UH92
P22607 P12034
P35348 P35368
O15530 P05106
Q8TAD8 P61244
Q9NVE4 Q8N6L0
Q9UKG1 P31751
P29274 P35609
P38432 Q5TD97
O00303 O00165
P61371 P10589
O43837 Q99700
Q49AN0 P53041
Q9NRW4 P45983
P07307 P07306
Q9BV68 Q9Y2X8
Q07889 O00499
Q99689 O43719
O94906 P04150
Q6Y7W6 Q9NTZ6
P12259 P08311
Q05516 P11473
Q86YM7 Q9Y566
P06241 P42224
P62191 P51665
Q16787 P13497
Q13043 P47710
Q99727 P50281
O60383 Q96RU7
O95218 Q01081
Q06455 Q0VDD7
P61981 Q01082
O00238 Q8N653
P62318 P14678
Q13485 Q02078
Q04724 Q8N5U6
Q9UMS0 O95278
Q16891 Q9BQD7
P45973 Q13111
Q9BX74 P05067
P50542 Q8WTV0
Q01094 P38398
O95996 P35222
P46937 Q00839
P03372 O94992
P17252 Q13224
P35968 P46940
Q14974 P12272
P63244 P28827
Q8WWW0 P01116
Q99700 P11940
Q13526 Q9UJY4
P98066 P16112
O43157 Q03164
Q02218 P36957
O95602 Q14978
P50750 P19838
O95218 Q01130
P50616 Q13485
P48729 Q13158
O43557 P36941
P04406 P15927
O14908 P11166
P0CG47 Q99626
O60216 Q8N3U4
P17612 P60983
P28065 Q15788
Q07157 Q9UBN4
P06241 P10721
Q00994 Q13077
Q9UK53 P62258
P84022 Q9Y297
O14920 P36897
Q13432 P07766
P62312 P62316
O14965 Q9Y6A5
Q9UIS9 O75928
Q16637 Q96HA8
O95219 Q53H12
O43566 P08754
P24394 P35568
P11047 P14543
Q9NRR5 Q7L4I2
P31943 Q09161
O15360 P38398
Q9H0Q3 Q9NVX0
P11362 P62993
P32519 P19838
P12956 Q00610
P61981 P10398
P40189 P08887
P62826 Q99932
P40198 Q8N752
Q9Y6M9 O95163
Q14974 P48729
P33151 Q06124
P49736 O14775
P06756 P16234
P46527 P20248
Q05655 P48050
P49247 P51116
P51843 P61201
Q8N3X1 O43426
P51965 P62253
Q15788 P10588
P05166 P05165
P34947 Q16143
P61981 P05783
Q14344 Q99500
P48380 P22670
P49286 P21333
O14908 Q03167
Q05086 O15126
Q13043 P04637
Q99856 Q16254
O60674 P04049
P17612 P61586
Q13523 Q9Y2Y9
Q15078 Q00535
Q9UK53 P31946
Q9ULX9 P35452
Q96HE7 P07237
P57087 Q07157
Q05513 P31946
P14598 Q15080
P01732 P06239
P98161 P35221
O95751 Q15834
Q14005 O95967
P0C870 P04278
P13727 Q05513
Q15762 P06241
Q9UBL3 P36897
Q9UBU9 P46821
Q9H0E9 P30291
Q9HAW0 P20226
P03950 P68032
P09629 P17509
P51685 P22362
Q15916 Q6VMQ6
Q92934 P51812
Q16401 P62191
O14908 P08069
Q15788 P10275
Q9BVJ6 O14737
Q9HCU9 O15131
P05060 P49750
Q07955 Q01081
O95150 O95407
Q1MX18 Q8TEW0
O75154 P62330
Q9BYM8 Q96EP0
Q16594 P78545
P08631 P40763
P04156 Q06481
A5YKK6 P19793
O15530 P17612
Q16543 P31948
Q15582 P53420
Q05086 P51451
Q9Y5U5 Q13077
P14174 P04233
O15105 Q16539
Q9UM13 Q9UJX3
Q92597 P26639
Q9UJM3 P04626
P22736 Q14802
P24158 P30740
O14519 P24941
P42345 P27348
P52566 P61586
Q9Y2J2 P27348
O60641 P68363
P48552 Q8NHQ1
P53618 Q02156
Q92793 O43186
Q13424 Q14524
O14578 Q9NRI5
Q07666 P06239
P15018 P40189
Q13177 O94875
Q96SB3 Q13009
Q9C0J8 Q5RL73
Q8N5C8 Q9Y4K3
O15379 P06400
P27824 P02730
P05060 Q6IBS0
Q15276 P49815
Q13813 Q92889
O43639 P61978
Q9Y4K3 Q9NQC7
Q9NUP1 O95295
Q03405 P11215
Q9P2R6 Q9BQ66
P31943 O75674
P84243 Q04725
P48147 P20366
Q04759 P07948
Q86YT6 P53355
Q16778 P24522
Q9UMX0 P53816
Q02543 P05412
Q13319 P60709
Q5T2W1 Q14916
P17252 P06730
Q5TZA2 Q6P597
P42229 Q15303
P52735 P16070
P10244 O75376
O60674 Q9UGK3
P78347 P22415
Q6UVK1 P02745
O43521 P63167
Q9UHV9 O60925
Q9UJY4 Q14677
Q13643 Q14192
Q9Y678 P48444
Q86VP6 Q13620
Q6PCB0 P98160
Q9NYL2 Q06730
Q13895 P05787
P56645 O00327
Q9UM47 Q06330
Q9P0L0 P22059
Q13113 Q5T2W1
P02795 P04278
Q9BW71 Q16778
Q5HYJ3 Q9BQ66
Q92608 P15153
Q9UBL6 Q13137
Q13352 P20248
O60343 O94916
O15162 Q9Y272
Q14683 P33993
Q9HB89 P48645
Q99728 Q14676
Q13112 P68431
P17096 P17676
Q12967 P55196
O14579 P53621
Q9Y3C5 Q15751
Q15642 P07948
Q9BTE0 Q15797
Q9C0D5 O14490
Q9UHD1 P08238
O14713 O00522
O96017 P43246
Q99704 O60880
P10827 Q9Y618
P41235 Q92793
O15455 P41240
Q13043 P42574
O14757 Q13485
O75899 P18848
P20338 P41743
O00267 Q9NZ63
P12757 Q14789
Q9Y4H2 P24394
Q24JP5 P49841
Q9Y692 Q8TAD8
P27105 P78348
Q15262 P14923
P09237 P00747
Q9H237 P56706
Q8TEQ6 P62316
Q9P2M1 O60241
Q08211 Q00403
Q15329 Q08999
Q8NEM7 Q9NRR5
O60706 Q14654
Q14686 Q14980
P43694 P11831
P28069 P23769
P17252 P17844
O00203 P48729
P43320 P02489
Q9UHI6 P14678
O60500 P12931
Q8TEW6 P07949
Q9UBU2 O75581
Q9UK23 P42566
P01112 P42336
P35626 P51681
P17931 P12318
Q9Y294 Q9UKI8
Q99459 P33992
O14757 P0CG47
O43491 P21728
Q9NYV4 Q01130
P05106 P02671
P62258 Q16635
O76064 P51965
Q6EEV6 Q13162
Q9UNS1 O15534
Q15311 Q8NFH8
P14222 P27797
Q9BT78 Q0VDD7
P68366 P10636
Q99689 O14530
Q92597 P49327
Q9UM13 P84022
P17927 P02745
P48742 Q9NVW2
P10275 P24385
Q9NWF9 Q13546
Q9H9S3 P04114
O43482 P15056
P52735 P16471
P00750 P05121
Q15369 P40337
Q14318 Q08209
P35232 P28749
P29508 P25774
P63010 P36897
P09914 O14879
O00429 Q9NTG7
P53611 P62491
Q14789 Q9P2H0
P19388 Q92804
P00740 P00734
O14745 O76082
P43250 P20309
P34741 P14210
Q9C0D5 Q9UQM7
P16333 P19174
P68400 P27540
Q9NQS3 Q15223
Q99616 P51681
P12004 P13051
Q12933 Q9UHB7
O14512 P62993
P26641 Q9P2J5
Q14966 Q96EK5
O94777 P28068
P17252 Q07617
Q92831 P10914
Q99741 P12004
P08581 P62993
Q99650 P23458
P01732 P10321
P40763 P51617
P21359 P62380
O00203 Q00610
P36897 P0CG47
Q59H18 O00170
P69892 P68871
P68104 Q6IAA8
Q9UBK2 P62508
Q15583 Q5T3J3
Q8TDJ6 P20336
Q9BVP2 Q15172
P41220 Q5JWF2
Q9Y3M8 P68366
O00186 O14893
P25063 P09769
Q92535 Q9BRB3
O14936 P18827
Q9UKT5 P63208
P31749 P14598
P12931 P16671
Q13114 P26842
Q13469 P27348
Q99497 Q9UER7
P20674 P00395
Q8N4C6 P63279
Q9NQC3 P31930
Q8NEF9 P11831
Q9UGK3 P12644
P25208 P67809
Q8WU20 Q07889
P54259 Q86TM6
P82979 Q13838
P22670 P48378
Q08380 P02751
Q13555 P00533
P63241 P21980
P17252 P27987
P55316 O43524
Q9Y328 Q8N357
Q96SD1 Q12888
Q12933 Q92530
P15036 P14921
Q9H254 Q9NRI5
Q8TAX7 P02788
Q8WU20 P10586
P26367 P49796
Q96L73 P10827
P09619 P04049
P26367 Q9NSC5
P36941 P01374
Q9UMX6 Q02846
P61225 Q59EK9
P0CG47 Q9BXW9
Q13042 P12757
P61925 P51817
O75628 Q08289
Q99523 P30533
P13489 P03950
P35713 Q06413
O14978 Q9NZD8
P54253 Q5JSZ5
O00203 P62330
P48039 Q15084
Q9H0U4 P24386
P00533 P01133
Q8NCM2 O95259
P23511 Q92624
Q15599 O43707
P00747 P09429
P38432 Q9Y4C2
P60002 P05412
Q9Y6R4 Q02750
Q15653 O15111
Q16594 Q03164
O14613 P17081
Q9UQC2 P20963
O43566 P04899
Q02750 Q16539
P13010 P09874
Q9P2K8 Q15797
O14757 P30304
Q15645 Q8IVS8
