P15938 Q12354
P53959 P40460
Q06096 Q06162
P32481 P38431
Q04377 P16622
Q08004 P38260
P28496 P46956
Q12309 P11710
Q05583 P17123
P04397 Q99186
P19882 P38129
P32645 P27999
P53914 Q08496
P39111 P37296
P14742 P25343
P15992 P15992
Q12522 Q03532
P32916 Q03824
P16474 P38987
Q12152 P41940
P32803 P20606
P33895 P36094
P08518 P41811
P32796 P40202
P34252 P19882
Q02457 P53246
Q06410 Q03694
Q05899 P53202
P32790 P38130
P38751 Q12318
P40054 Q12524
P50875 Q03761
P15790 P37838
P12688 P40485
Q05949 P34160
Q07824 P37267
Q08241 P32569
P36108 P40030
P11914 P25846
P08153 P25652
P23595 P25491
P32911 P06168
P41697 P23561
P39723 P39723
P04397 P12954
P41811 P32074
Q08686 P38820
P19735 P38788
Q03695 Q02630
P33307 P32259
P30620 P34730
Q03654 P40968
P36083 P15938
P36520 P32904
P34230 Q02260
P38203 P49960
P38151 P18899
P53169 P25343
P40054 P38141
P36160 P36049
P40583 P39969
Q08465 P34218
P42843 P02994
Q02630 Q12057
Q06411 P36105
P41913 P39001
P02557 P39009
Q02630 P39958
P40009 P16151
Q08960 P21304
Q06148 P53150
P00924 P40856
P39081 P35728
Q04549 Q05946
Q03690 P31378
P27637 P39960
P09201 P38987
P32565 Q12446
P32527 Q12349
P12904 P07260
Q02574 Q02196
Q06593 P38264
P19882 P46963
P15646 P46677
P21825 P32629
P38111 Q03690
P23641 P25347
P53829 P32569
P38140 P19541
P32641 P12709
P32502 P33418
P51601 P51601
Q06538 P87284
P16370 P38902
Q04477 Q06324
P53081 Q02821
Q06644 P38264
Q12379 P09232
Q12329 P32581
Q07980 P38920
P32263 Q02821
P16370 P20436
Q07350 P39954
P33891 P29055
Q12289 P38182
P17214 P15424
P00358 P20459
P53622 P40364
P14772 Q12300
P36145 P36100
P32495 P15646
P53074 Q12412
P43321 P40089
P04147 P06843
P02557 P53541
P30657 P30656
P25847 P41800
P25344 P23561
P22515 P13186
Q02630 P40169
Q12429 Q03718
P43639 P15790
Q06160 Q12300
P13712 P06777
Q07381 P41819
Q02795 P53918
P02309 P36022
Q12216 P39011
P31412 P38987
P53541 P16474
Q12241 P38182
P39730 P06103
P26637 P07703
P39969 P48562
P53261 P53861
P38111 P47027
P32366 P49775
P38885 Q06436
Q12306 Q04437
P38713 P37838
Q00764 Q08273
P32324 P43621
P09119 P54791
P48837 P52891
P41543 P24583
P41811 P22214
P41940 P26755
P31111 P14291
Q02794 P38123
Q12277 P48240
P04817 P47026
P38953 P25454
P40544 P38842
P47135 P33333
P41813 P53115
Q08208 P38112
Q03103 P25635
P49687 Q06142
P13090 P40971
P29366 P13856
P04385 Q12379
P08638 P08638
P69771 Q06263
P33299 P32565
P02557 P25615
P10834 Q02630
P53277 Q03654
P16387 P41811
P08566 Q04477
P33297 P38348
P32570 P38304
P14742 P08566
P38987 P39998
P19658 Q06554
P37296 P32610
P25044 P50942
P19735 P16861
P46984 P33420
P38217 P41896
P19263 Q12124
P25574 P40540
P38180 P32770
P39984 P28241
Q06624 P38624
P32645 P00931
Q02574 P52553
Q01329 P45976
P38827 P25300
P03871 P34221
P06103 P40217
P53147 P32366
P28496 P38987
Q08723 P32496
P38773 P32468
Q02516 P04386
P25604 Q99176
P32607 P13902
Q12024 Q04748
Q03654 P53333
P15992 P38987
P53952 P47093
Q06538 P22215
Q07528 P43612
P22336 P38859
P25491 P08458
P36139 P38217
P09440 P28007
P52286 Q06440
P25655 P53040
Q02260 Q05900
Q08949 P14291
Q02774 P06775
P47129 P39743
P39975 Q12256
Q02457 P36075
P08018 Q04748
P33892 Q03048
P40260 P39996
P28000 P22138
P20436 P41896
P32447 Q03691
P15646 P53261
P19880 P35177
P09032 P20459
P38244 P40054
Q12223 Q12464
P38166 O94084
P07703 P15992
P40362 P40079
O13565 P47821
P43580 P00812
P31244 P12695
Q02554 Q12309
P27895 P39723
P40364 P08458
P27999 P20436
P47153 P38334
P39743 Q04934
P35197 Q12136
P53905 Q06217
P38883 P25558
P34730 P34730
Q12749 P41338
Q03776 P53207
P53112 P35056
P04173 P34221
P53954 Q06497
P12709 P40316
Q00684 P18562
P53243 P41940
Q08273 P25379
P07259 P38147
P25604 P42939
Q08231 P47135
P53718 Q06208
Q02872 Q04149
P53927 Q12389
P40494 P32790
Q02792 P53063
Q12309 P36048
P15992 Q99186
P19735 P31539
P28817 P21771
Q04651 P40548
P11076 P04147
P20107 P35719
P33767 P35723
P25555 P53552
Q06324 P40038
P11075 P27801
P25632 P40505
Q02821 Q04432
P15303 P12954
P53261 P38431
P32481 P09064
P14904 P48837
P43588 P07263
P07259 P06839
P20795 P32854
Q06411 P52868
P33399 P28007
Q12223 P04173
P25635 P20448
Q12417 P38241
P53297 P40073
P43582 P41808
P33300 P38822
P53949 P22137
P22696 P40069
P53261 P10080
P14747 P25379
P25694 P38123
P29295 P22146
P34730 Q04675
P40971 Q02629
P47822 P32570
P25297 P38264
P52919 P29055
Q12329 Q02574
P32337 P53267
P17555 P17555
P38077 Q04437
P38153 P40069
Q02630 Q12306
P38286 Q07376
P38203 P32874
Q02821 P32381
P32842 P40054
P16861 P33322
P38987 Q03063
Q08465 P29055
Q07458 P38429
P17709 P26755
P35729 Q02199
P41811 P40032
P38251 P38877
P38993 P38264
P32908 Q07457
Q12151 P33334
P39014 P25694
Q04893 P13902
P15992 P36047
Q04177 P04173
Q04305 P16140
P18239 P17214
P38199 P09064
P19882 P41735
P39955 P26343
Q00776 P38779
P40416 P40416
P47154 P38356
P47135 P53887
P37261 P29055
Q12488 P13382
P25358 P10614
P05986 P07244
P25694 P22133
P38247 Q02205
P19955 Q99186
Q99332 Q07732
P47035 P22138
Q02774 P33767
P22133 P16861
P39702 P04173
Q03957 P25555
P14540 P17157
P35191 P06839
P23595 Q00362
P19812 P06104
P38853 P38853
Q12021 P12612
P42841 P47079
P87263 Q07418
P22696 Q04748
Q02821 P32324
P07276 P32776
P05694 P39743
P26754 P47079
P38111 P40567
P02557 P11978
Q00916 Q05790
P32337 P21243
P32468 P46655
P38837 P38361
P32602 P36048
Q02630 P47026
P29366 P53280
Q06436 P36160
Q12024 P38779
P04807 P32911
Q00578 Q12349
P48415 Q04491
Q08491 Q08215
Q08208 P37838
Q02969 P39979
Q04693 P34160
P39682 Q05900
P39940 P39743
P53064 Q04748
P39743 Q12464
P18851 P15992
P04819 P09624
Q04053 P36018
P38873 P02994
P40018 P57743
P46669 P39940
Q12349 P40580
P33299 P38348
P34730 P11076
P02829 P02829
Q06708 P38624
P08417 Q12749
P53616 Q12745
P28743 P28743
P02557 P25646
P29055 P53330
P25358 P33767
P28496 P38286
P47082 P20676
P41811 Q12452
P40480 P38262
P40356 P32570
P53150 Q08387
P40328 P12709
Q08004 P36160
P39928 P53622
P22203 P39111
P28000 P38883
P39013 P32389
Q04748 P38875
P29366 P32917
Q04660 P04397
P23968 Q07376
P32497 Q99247
P23595 P40302
P12385 P47072
P40354 P15992
P53313 P25382
P38193 P32914
P41901 P08964
Q12270 P32793
P17214 P35178
P38147 P38147
P50623 Q12306
P40073 P46674
P38827 Q03323
P29055 P38782
Q08004 P28817
P19262 Q05946
P40041 P53897
P17157 P20052
P47135 P42947
P33314 P40476
P32497 P06103
P39006 P38217
P32381 P02557
Q03083 Q12486
P36130 P07251
P25299 Q03790
Q07684 Q12349
Q12250 Q08723
P38789 Q04373
P53147 Q99181
P39990 Q04675
P38203 P07244
Q02774 Q12372
Q03338 P49704
P46973 Q08193
P50113 P21264
P32565 Q00916
P25563 P25087
Q08723 P08458
P39682 Q12186
P40054 Q04412
P36160 P38779
P29704 P41834
Q02196 P42843
P22137 Q04177
P39935 P39729
P36037 P25694
P40574 P10869
P12611 P39010
P40544 Q12164
P38737 P43593
Q03831 P39014
Q12223 P32481
P23595 P53289
P16474 Q07657
P40509 P22214
P25045 P40970
P34909 P53280
P39998 P40077
P89114 P47135
Q04396 P36068
Q02821 P06115
P46680 P38885
P29295 P22203
Q06512 P53254
P33322 P40486
Q12505 P19882
Q04964 P16474
P54999 Q12417
P32074 P38288
P52286 P40969
P38787 Q06624
P53261 P15790
P12709 Q00772
Q08496 Q12018
P32481 P05694
P06787 P32318
Q06706 Q02884
P40495 Q04437
P07260 Q03897
P19736 P19736
P11075 P40482
P32505 P12954
P46677 P32494
P50101 P32458
P32569 Q03557
P38316 P39692
P22147 P34221
P36160 Q12522
P52490 P53152
P20134 P32259
Q06169 P53039
P40563 P15891
Q04437 P39112
Q02821 P28004
P52891 P49687
P39677 P40569
P32489 P08153
P09232 P31378
P40054 P38270
Q06632 P35728
P48235 P53549
Q05027 Q02336
Q05123 P09547
P38011 Q08601
P38129 P53040
P14741 P32501
P33750 P15992
P32849 P35732
P24783 P38199
Q12285 Q02630
P17157 P04173
P15646 P28007
Q07623 Q02821
P43551 P46959
P38785 P36080
P36520 P41810
P38077 P08458
P07703 P06168
Q05930 P47049
P17890 P07703
P02557 P14741
P23639 Q12107
Q12030 Q03750
P33419 P33419
P07260 Q06344
P40850 P12753
P38766 P14737
Q07834 P40070
P31334 P51862
P36108 P40060
P31381 P38286
P40513 P13902
P38842 P38992
P09624 P25646
P40468 P12385
P52919 P53847
Q12018 P11986
P20434 P20433
P38286 Q12164
P36165 P38778
Q04922 P19882
P43621 P22804
P38264 Q08929
P37296 P32791
P23644 P49334
P32829 Q12175
P02293 P13902
Q06549 P32502
P14359 P32793
Q02892 P32601
P35203 Q08831
P16661 Q03655
Q03954 P36131
P32581 P38691
Q12464 P46963
P25333 P05150
P38798 Q08491
P15992 P38217
P32849 P32849
P38074 Q03787
Q04437 P32807
P25339 P39008
P22148 P40476
Q06204 Q00772
Q06675 P38265
P40468 P52920
Q06436 P39730
P47115 P38987
P16451 P32473
P53941 P47083
P33418 P46672
P40026 P40971
P25358 Q03655
P24276 P38987
O13563 P22141
P25651 P54786
P41735 P41833
P21147 P40548
Q05899 Q06451
P48566 P23201
P00812 P26637
P36160 P32892
P20676 Q06142
P21560 Q00916
P39013 P32790
Q06506 P15992
Q03697 P33757
P06701 P07251
P36164 Q06815
P39007 P24583
P34160 Q06217
P16661 Q06644
P47135 P25044
P47079 Q04437
P22137 P17214
Q02821 P38910
P25694 P53044
P24279 P24279
P22137 P05066
P01120 P04821
P38282 Q07350
Q04149 P32787
P25451 P25605
P38356 Q12445
P32863 P09624
P25294 P25367
Q04418 P22139
P43612 P04173
P04173 P33750
P22203 Q03956
P34228 P38203
Q04018 P32569
P25580 P38842
P47026 Q06644
P38843 P40548
P40960 P50277
P20459 P38691
P33299 P38737
P47154 Q12445
P50875 P06844
P32502 P02557
P14682 P52286
P05066 P32861
P32381 Q12379
P40328 P17709
Q02821 Q07930
Q12349 P53178
Q12066 P40582
P38083 P33301
P42841 Q06224
P52918 P36161
P16370 P20434
Q12030 P53040
Q00772 P16387
Q06208 P29704
P32361 P16474
P38130 P32912
O13569 P40971
Q04636 P30665
P54790 P29469
Q06208 P87269
Q12420 P53742
Q05900 P53207
P53096 P40480
P42940 Q06648
P19735 P06738
P40019 Q06287
P38987 P47113
P07342 P25605
P35191 P32381
P13099 P35187
P40956 P40525
P49956 P38251
P25454 P38920
P32912 P14359
P25451 P22141
P40542 Q08816
P32797 Q12306
P00830 P53156
Q02630 Q02821
P07149 P33750
P53050 P35729
P32458 P06786
Q08683 Q12157
Q12285 Q12118
P25644 P38346
P53927 P38805
P22336 P38011
P17157 P53124
Q06436 Q05812
P38183 P38183
P30822 P38691
P26448 P38987
P39960 Q99247
P32497 Q12134
P09457 Q00684
P02994 P25694
Q04660 P47135
P35180 Q06389
Q07350 P41811
P25635 P40303
P24719 P38699
P36130 P39079
P34730 P29295
P53882 Q12107
P39014 P22276
P38629 P00830
P38820 P38820
Q08162 Q08491
P39704 P35206
Q02629 P48562
P34160 P07260
P16140 P32863
Q12115 P25344
P32388 P31334
Q08968 P53622
Q03048 P53067
P53927 Q02574
Q99312 Q99312
P49704 Q06406
P31379 P38356
P53632 Q12080
Q07350 Q03899
Q04675 P23641
P80428 Q08649
P06843 P40956
P38729 P16151
P35180 P38921
P38319 P12709
P25491 P39108
Q07798 P12683
P05694 Q02821
Q02831 Q04048
P25639 P38221
Q08208 Q04149
P46680 Q12107
Q02821 P39954
P42847 P28817
P25343 Q04322
P32074 P38682
P38224 P17709
P32641 P08518
Q03322 P31109
P40018 Q00539
P16622 P46673
P38694 Q08729
P32569 Q07811
P50874 P29469
P17255 P25343
P38827 P32366
P40562 P40026
P40484 P54199
P18239 P06774
P25567 P40055
P25340 P38356
P04051 P36121
P31244 P07267
P53632 P46678
Q03330 Q08923
Q06821 P39940
Q06604 P40073
P32628 P25694
P14680 P19882
P02829 P22204
P32944 P38853
P04173 P05986
P37838 P33322
P32525 P32790
P48415 P38968
P52286 Q08496
Q04601 P53886
P19955 Q12292
Q08732 P12904
Q06436 Q01560
P41808 P07257
Q12460 P33322
P22214 P53600
P38863 P47135
P47135 P87281
P39970 P32337
P47149 Q00402
P33892 P38217
P04819 P15873
P47135 P42944
P04817 P25358
P36116 P47061
Q12514 Q12514
Q02354 P40055
P38902 Q06834
P40325 P38237
P12611 Q12734
P37303 P80210
P12695 Q08949
P14742 Q99186
Q04437 P32496
P41948 P40024
P10080 Q08004
P28006 Q12161
P34221 P25491
P32591 P18410
Q04675 P15625
P32830 P36108
P11655 P16151
P54837 P37296
P05085 P17709
Q05080 P20676
P53599 P16140
P25582 P53927
P07244 P40339
Q04183 P32893
P17255 P41807
Q06103 Q12377
P31384 P53829
P32432 P04173
P32571 Q12250
Q12186 Q12510
P22141 P40302
P38352 P52286
P33322 P00924
P38153 P14540
P53043 P40071
Q03466 Q12517
Q12262 P40054
Q08278 P38931
P39106 P25639
Q00916 P33334
P40054 Q12143
Q12018 Q12452
P40350 P04817
P32618 P32618
P37370 P36006
P53843 P09032
Q06436 P39935
O13539 P53552
P53045 P50944
P28007 P12687
P38334 P33336
P80428 P02309
P32807 P25491
P36102 P53010
Q02948 P38270
Q04491 P35729
P38069 P53322
P17709 P32806
P40465 P23639
P18963 P08678
P07278 P40469
P38172 P38288
P26188 P25694
P53337 Q08271
Q06568 Q02574
Q06632 P42073
Q03782 Q08920
P38286 P40475
Q03322 P32602
Q02776 P32897
P47120 Q07657
P54005 P39940
P17555 P17123
P53869 P32569
Q04177 P08566
Q07930 P04385
P23638 P23639
P33301 P04173
P38011 Q08444
P53196 P33297
Q12277 P46948
P04385 P39984
P32259 P32570
Q04149 Q07350
P32776 P00927
P15992 P39076
P17157 P06168
Q04062 P22141
P47135 P40040
Q12329 P41808
P20486 P20437
P32379 P06787
P15992 P53323
P08431 P53894
Q06410 P39081
P38011 P04173
Q12433 P19736
P23059 Q02197
P04385 P38316
P14906 P16474
P53261 Q08387
P53949 P53965
P05317 P00830
P47069 Q12366
P38930 P14164
P25300 P39729
Q02866 P19358
P40217 Q99247
P17065 P32389
Q06706 P08518
P41811 P07259
P32902 P32786
Q03048 Q08004
Q02630 Q08686
P40567 P32606
P42836 P16151
P12709 P06777
P38987 Q06549
P38286 Q12424
P32828 P19736
P36520 P25270
P41808 P08431
Q00764 Q04806
Q12080 P19736
P40350 P46965
P36053 Q06505
P25588 Q08032
P53879 P04173
P39742 P40073
P38822 P07266
Q12262 P43592
P46672 Q04675
P25454 P22336
Q08270 Q02574
P39742 P47135
Q01574 P34162
P06243 P53114
P04173 P43601
P35197 P39010
P31244 P34223
Q05580 Q05580
P53117 Q06506
P21243 P22141
Q03067 P50875
P25385 P22214
Q02821 P07278
P48234 P38011
P08964 P07347
P19880 P30822
P38838 P53047
P38555 Q08484
Q02821 Q12464
P34160 P32605
P24276 P40055
P07260 P20459
Q02630 P05318
P04173 P06777
P54786 P11978
Q12136 Q08259
Q04347 Q08729
Q12152 P07991
P00924 Q04177
P28274 P36015
P32578 P40018
P16522 P18239
P04173 P53323
P38090 P16603
P38523 Q08968
Q99207 P38333
P16861 P32381
P38439 P53064
Q00772 P32613
P37838 Q00776
Q04562 Q08118
P04817 P40548
P12904 P12904
Q06178 P40971
P31334 P51998
P06775 P20606
P15790 Q02642
Q12464 P14747
P34218 P38147
P47166 Q02630
P40956 P40054
P39009 P06168
P14772 P43633
Q12514 P13393
P32584 P50944
P25808 P36160
P20606 P22804
Q03835 P53323
Q04437 P07251
P00560 Q08278
P53119 P20484
P46964 P41543
P38987 Q12206
P38302 Q12309
P33759 Q08647
P40856 Q00916
P39012 P49018
P06777 P21269
P47135 P14724
P24719 P04173
P40159 Q12305
Q12255 Q04338
Q07350 P25567
Q07732 P32463
P32915 P35179
P00560 P34162
P26754 P35191
P08458 P09232
P38987 P07283
P38837 Q06135
P28519 P06779
Q12349 P07251
P36160 P40078
Q07418 P28795
P30619 P36018
Q12018 P18239
Q02629 P38217
P40054 Q08702
Q12349 P40214
P32468 P48562
P40507 P11433
Q03723 P42833
Q12174 P25559
P47113 P47079
P07276 P05150
P14904 P11709
P47135 P40517
Q03048 P54964
P47135 P39112
P34077 P14907
P53335 P02994
O13547 Q12380
P53011 P49687
P38875 P25694
P42943 Q00362
P35182 P27801
P40567 Q06199
P53091 P06843
P46956 Q03655
Q06385 P08458
P40054 P32473
P10964 P28000
P13902 P26798
Q04048 P53277
P38629 P40348
P50875 P32494
P32572 Q02630
P34078 P40160
P29461 Q00772
P46944 Q99394
P53323 P25694
P38886 P33299
P29295 P25694
P53912 P32366
Q01329 P20448
Q04048 P38822
P43609 P32597
Q05583 P35191
P40054 P25382
Q02773 P29295
P33441 Q02821
Q12377 P53549
P34730 P22216
P34760 Q04199
Q12517 P53905
Q12329 P39702
P20435 Q06706
P53045 P28496
P22138 P22139
P40368 P43592
P38708 P07703
P10849 Q06708
P09798 P50082
P32601 P32794
P04173 P50942
Q02630 Q12517
P53271 Q08817
P32468 P39011
P20676 P19524
P19736 P25588
P38873 P53550
P46673 P49687
P87284 P33767
P18851 P32481
P54784 P21691
P39010 Q12280
P53861 Q08208
P06168 P06701
P38633 P04161
Q02516 P06774
Q04602 P38799
P10507 P25846
Q12202 Q06146
P07991 P38316
P11710 P33314
P87282 Q02630
P32911 P16474
Q07418 Q03795
P25558 P40055
P39984 P07342
P02309 P15790
P24482 P40056
Q06169 P53217
P23542 P23542
Q06208 Q03048
P53108 P32912
P06103 Q08601
P38852 P32639
Q04304 Q12349
Q12432 P53930
P38784 P40971
Q99207 Q12349
P46675 P38863
Q04491 P46673
P36010 Q04675
P40482 P15303
P53851 P30657
Q12349 P53825
P57743 P57743
Q07915 Q02574
P06168 Q04377
P53919 P33322
P53894 P24276
Q07732 Q05610
P32494 P34162
P38968 P21771
P32569 P07249
P40048 P32485
P11972 P38853
Q08496 Q03048
Q99383 P09624
Q12030 P35177
P25619 P23900
P16661 P38837
P12709 P32457
P40515 P47135
P19735 P43321
Q12306 P31111
P22517 Q12118
Q00362 P17967
P50105 P46677
P40541 P47037
Q12300 P46982
P53079 Q01590
Q08920 Q02821
P13393 P32773
P34232 Q03012
P19882 Q12343
P16522 P02994
P33759 P47141
Q03630 Q03337
P53835 P13902
Q03103 Q04651
P38150 P39110
Q02630 P25385
Q12417 Q06708
P31376 P01097
P39927 P20448
Q00772 P15992
Q06706 P20434
Q08004 P21304
P27636 P25694
Q03433 Q12509
P53599 P08018
P39682 P32605
P38351 P33299
P39704 P32803
P21306 P00830
Q05027 P38129
P38817 Q06389
Q06675 Q07843
P40363 P25619
Q08204 Q07913
P40048 Q05022
P12683 P38837
P40084 P36160
P06786 P38251
Q04177 Q03778
Q12223 P32565
P47083 P53276
P53271 Q06410
P53549 P43563
Q08387 P25615
P38264 P53629
P46956 P38260
P07703 P04051
Q02608 P33759
Q12310 P39968
P32263 Q06142
Q00618 P20133
Q03957 P32432
Q02794 P19955
Q04067 P40361
P48743 P38144
P07703 P07149
P00358 Q04978
Q04697 Q06644
P07260 P06782
P31539 P38882
P38129 P38708
P28274 P07260
Q99247 P34216
P40517 P33331
P12683 P38264
Q06142 P34160
P38708 P40339
P33759 P32902
Q08278 P19659
P53251 Q07381
P29055 Q03864
P53924 P87269
P39744 Q07623
P25385 P20606
P17119 P53253
Q04491 Q03103
P35177 Q02336
P31376 P53201
P02994 P17214
P54999 P38241
P40486 P25045
P35189 P27999
P38122 P27999
P31384 Q12329
P38729 P25607
Q12154 Q12255
Q12329 P11938
P32562 Q08887
P12612 Q00362
P46984 P25346
P06104 P10862
P38745 P41544
P38998 P53112
P40041 P40971
P47170 P02309
P16387 P53897
P29295 Q12136
Q04031 P24869
Q12460 P37838
P07251 P38203
P32505 P40497
P00830 P38257
Q04149 P21304
Q04437 P18408
Q04697 P13434
Q02336 P33203
P53875 P36517
P16151 P40004
Q04659 P53840
P32337 P21242
P53924 P42843
Q07350 Q00539
P32378 P25297
P47115 P47115
P32830 Q02574
Q12152 P18239
O94742 P40016
P32048 P32569
P29496 P53091
P40055 P39079
P15442 P40156
P53890 Q12263
P39743 P18239
Q06344 P53743
Q04599 P14907
P38822 P39940
P39009 P38691
Q02199 P32499
P22082 Q12406
Q05636 P53254
P20448 Q06224
P40352 P41940
P17255 Q05946
P89105 P38351
P05694 P43565
P45976 P39927
Q03944 P04173
Q07508 P36048
P35189 P40856
P36113 P12709
P47171 P39998
P06782 P46954
P39935 Q07350
P34730 Q12494
Q03834 P06778
P20434 P27999
P53243 P16140
Q03177 P17967
P81450 P00854
P53040 P13393
P39940 P20434
P32618 P30822
Q99216 P53254
P39940 P25367
P38842 P47154
P53101 Q03124
Q12329 P53622
P53934 Q12327
Q08004 P53163
P40364 Q00772
P87263 Q12329
P32569 P40461
P36120 P53883
P22147 Q12236
P25385 P11076
P16140 Q03956
P36108 Q04477
P32588 Q01560
P32803 P35723
Q07376 P39551
Q04660 P38112
Q04437 P15703
P36224 Q06820
P38856 P17891
Q03899 P52286
P39009 P12753
P40090 P38860
P19735 P17709
P42843 P53549
P21691 P06701
P12709 P07703
P40054 P40088
P25491 P26188
P20606 P15303
P32569 P25046
P40542 P38633
P42944 P25615
P47135 P25591
P22139 P32529
P54790 P32833
P38129 P13393
P53108 P48559
P39958 Q99260
P29295 P00830
P25602 P39683
P46675 P53267
P38354 Q06451
P33895 Q12263
P41811 P39079
P15703 P38987
P40460 P53267
P16140 P12753
P35191 P32581
P47093 P53550
P38752 P32569
Q02630 P52923
P13186 P31539
P15274 P80667
P50944 P35723
P08431 Q99186
P09938 P09938
P25293 Q12159
P38872 P40555
Q12468 Q03981
P02309 Q12749
P43639 P38633
P40028 P00830
P53184 Q06142
Q12300 O13583
P32898 Q12329
Q12191 P35736
P53323 Q05016
P38555 P40955
P53974 P15891
Q99210 P47160
P00830 P38153
P19735 P00358
Q03776 Q05900
P32367 Q02629
P25635 P53254
P53742 Q07350
Q12522 Q00776
P15442 P15442
P49018 P38992
Q08273 P53169
Q05021 P46677
P33775 P38695
P53011 P38903
Q02260 P43321
P53894 P04385
P40364 P06839
P22216 P00830
Q06632 Q06224
Q06340 P06700
Q08920 P38996
P40070 Q06217
Q02794 P47049
P38264 P25346
P14742 P42842
P04385 Q07350
P47135 P53394
P38348 P43132
P43588 P32379
P38262 P50091
Q12349 P00830
Q12136 P87281
P40070 Q06406
Q08235 Q00776
P22137 P06787
P39524 Q12080
Q02821 P38956
Q07508 P54999
P06105 P08539
Q02630 P36025
Q01159 P06786
P32657 P02309
P12709 P38308
P30822 P33330
P53254 P38011
P38837 P40350
P39706 P17709
P40350 P53045
Q03433 Q12464
P38987 P25303
P32641 P40348
Q12138 P06100
P40457 P34077
P19882 P17629
P46672 P38217
Q04660 P39954
P46956 P38992
P25298 P38263
P53932 Q05787
P41544 P40009
Q12446 P00830
P41940 P13902
P25575 P45976
Q04739 P46954
P47035 Q02931
P53045 Q02774
P06102 Q12449
Q00245 P15790
P39676 P47037
P38753 P40325
P04173 Q04660
P49704 P36048
P53048 P87266
Q06096 P33891
Q99383 Q02629
P41800 P38264
Q04964 P06738
P53939 P38822
P25087 Q12066
Q12152 P32861
Q07508 P38959
P40054 Q08915
P35497 Q02821
P47135 Q12250
P23293 P34160
P53954 P35723
P17123 Q06675
P13393 P29056
P15992 P39946
P38884 P38987
Q12517 P47093
P25454 P12709
Q07732 P32336
P46956 P33767
P40073 Q12443
P40555 P53549
Q08962 Q12176
Q01649 P17119
Q06815 Q06598
P37020 P38177
P32829 P12753
P45818 Q04305
Q05636 Q12149
P28320 P39078
P47821 O13554
P80235 P53245
Q12071 Q99260
P33338 P48562
P35718 P07703
Q12030 P48361
P23624 P28241
P05150 P38257
P25357 P53096
Q03175 P31373
P39073 P32569
P40302 P36068
Q06410 P43592
P38241 P40054
P39719 P33296
P28004 Q03654
P36100 P89886
P35181 P38700
P04173 Q04437
Q05911 P53011
Q12102 Q07509
Q08387 Q12522
P20107 Q12407
P38238 P50087
P28320 P38707
P47150 P25299
P35189 P22082
P28708 P48361
P22133 Q12154
P43588 Q08723
P07251 P38319
P19358 P25635
P53861 P10080
P53068 P24869
P40339 P25367
P39081 P04050
Q08729 Q08214
P32522 P28737
P40971 Q03935
P53045 P41806
P32797 Q07921
Q12420 P15442
P36160 Q08962
P09624 P39743
Q12402 P53322
P53934 Q12339
P39944 Q05080
P36104 Q06224
Q03655 P38842
P39954 P32911
P12709 P53739
Q05946 P38708
Q03338 P32639
P22149 Q03835
P25344 Q07887
Q03103 P41543
Q12402 P38842
P36108 P53222
P33895 Q12267
P38633 P40091
Q03790 Q12746
O13567 P36224
P15790 P89105
P38121 P38630
P38304 P25046
P30620 P04147
P00830 P00854
P38987 Q03818
P36519 P36520
Q06604 P38753
P38077 P36130
Q00772 P40048
P22138 P22470
Q12250 P30771
P32588 P53040
Q04217 P50947
P53091 Q08032
P46954 P46954
P38112 P40991
P38822 P32571
P35194 P36520
P43132 P38123
Q05471 P31376
Q06200 P32828
Q04433 P38633
Q06216 P32602
P43609 P25847
P34087 P04050
Q03048 P38987
Q03954 P34237
P47079 Q04149
P08640 P08640
P53045 P38264
P34244 P53197
P53158 P40003
Q06410 P53267
P41920 P47017
P32316 P07703
P43588 P23638
P33297 P42842
Q02884 P42935
P32352 P47135
Q06696 Q12483
P24384 Q12309
P40038 P38278
P32911 P50086
P12945 P38011
P40958 P32334
P40362 P43639
P40072 P12709
Q02630 P23639
P32480 P18480
P06779 P14736
Q12418 Q02630
P52891 P46673
P31244 P07251
P53112 P80667
P02557 P48606
P38853 Q06208
P19955 Q03063
P53323 P47079
P40988 Q06436
P06838 P02994
Q06096 P07257
Q99190 P38356
P38272 Q12325
P17709 P53965
P30777 P54837
Q01329 P39081
P40036 P06738
P38822 P40020
P47135 Q03823
P53914 P33750
Q02630 P38217
Q02892 P40991
P14540 Q12349
Q04062 P08566
P53270 P16140
P53861 Q04660
P38842 P38353
P31377 P13517
P25694 Q02554
P52891 P52891
P47122 Q04437
Q06410 P06774
P39935 P53883
Q04767 P27637
P25635 P04173
P36048 P33334
P43586 Q12522
P47129 Q08962
P39940 P47135
P29295 P27637
P39743 P32582
P39729 P32565
Q12181 P41913
P53905 Q07468
P38316 P46672
P38691 P47068
P40527 P38203
P27637 P38788
P52593 P34077
P40971 P32493
P32618 P48837
O14467 P34730
P54791 P54784
P38691 P38191
P29469 P32325
Q02959 Q12416
P40991 P53136
P06782 P40151
P38634 Q12018
P28320 P19882
P21651 P21651
P43579 Q08729
P28004 Q08963
P25694 P41832
P53886 P16522
P16474 Q08949
P32911 P04076
Q02554 P32524
Q12191 Q12191
P21538 P32333
P38882 P19882
Q08387 Q02979
P12753 P14680
Q00578 Q02939
P48238 Q12349
P38987 P53081
P15992 Q08273
P53044 P48836
Q04067 P29055
P32641 P25379
P04147 Q04149
P02309 P21339
P36224 P33420
P47079 P25615
Q03290 Q02574
P53742 P40018
